UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,SBRD,DAM,DBRD,RGRP,DNA,ELG,PD,LOT,BAND,PREG,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,AGE,RMK,STUDY,STUDYTRT,IDZ65,CLR,ALTID,INBRL,CULLPILE,YRREC
14IN00001,2007053266,H3266,05,H3266,07,2,88,1,30,03,H1159,05,H0873,05,7,,,1,.,1,.,148,0,0,,01,0907,L,,,7.0,SRS.MORE,Life,,0,1,,0.044,,2014
14IN00002,2007053345,H3345,05,H3345,07,2,88,1,30,03,H1159,05,A9359,04,7,,,1,.,1,.,115,136,2,,93,1023,L,13,1,7.0,4TEATS,Life,,13518,1,,0.059,,2014
14IN00003,2007053499,H3499,05,H3499,07,2,88,1,30,03,H1159,05,A8198,04,7,,,1,.,1,.,152,154,2,,,,L,17,1,7.0,4TEATS,Life,,0,1,,0.057,,2014
14IN00004,2007053552,H3552,05,H3552,07,2,88,1,30,03,H1159,05,H0834,05,7,,,3,OVX,D,Y,177,179,1,,93,0924,L,,,7.0,ExcessCull,Life,,13374,1,,0.051,,2014
14IN00005,2008053857,H3857,05,H3857,08,2,88,1,30,P08,H2362,05,H0652,05,,,,1,.,2,,214,208,2,,,,,14,1,6.0,LONG TEATS,,,0,1,,0.053,,2014
14IN00006,2008053898,H3898,05,H3898,08,2,82,1,30,P04,H2290,05,H1822,05,,,,1,.,1,,133,143,2,,,,,18,1,6.0,.,,,0,1,,0.045,,2014
14IN00007,2008053905,H3905,05,H3905,08,2,88,1,30,P01,H1600,05,H2439,05,,,,1,.,1,,115,138,2,,,,,16,1,6.0,SNOTTY.INC.RE,,,0,1,,0.037,,2014
14IN00008,2008053934,H3934,05,H3934,08,2,88,1,30,P08,H2362,05,H2230,05,,,,1,.,1,,174,176,2,,93,1023,,15,1,6.0,SRS.MORE,,,13547,1,,0.059,,2014
14IN00009,2008054017,H4017,05,H4017,08,2,84,1,30,P02,H1852,05,A9458,04,,,,1,.,1,,136,155,2,,,,,17,1,6.0,.,,,0,1,,0.041,,2014
14IN00010,2008054100,H4100,05,H4100,08,2,82,1,30,P06,H2601,05,H1333,05,,,,3,.,1,,143,147,2,,93,1023,,,,6.0,WARTS,,,13528,1,,0.042,,2014
14IN00011,2008054114,H4114,05,H4114,08,2,83,1,30,P04,H2290,05,A8223,04,,,,1,.,1,,186,177,2,,,,,15,1,6.0,.,,,0,1,,0.037,,2014
14IN00012,2008054135,H4135,05,H4135,08,2,83,1,30,P06,H2601,05,H1810,05,,,,3,.,1,,164,160,2,,93,0924,,,,6.0,ExcessCull,,,13362,1,,0.057,,2014
14IN00013,2008054257,H4257,05,H4257,08,2,82,1,30,P04,H2290,05,H1603,05,,,,3,.,1,,168,183,4,,93,0924,,,,6.0,ExcessCull,,Albmn,13312,1,,0.054,,2014
14IN00014,2008054277,H4277,05,H4277,08,2,83,1,30,P07,H2507,05,H1610,05,,,,1,.,1,,136,149,1,,,,,14,1,6.0,.,,,0,1,,0.043,,2014
14IN00015,2008054317,H4317,05,H4317,08,2,88,1,30,p12,H1063,05,H3499,05,,,,3,BLD,1,,149,166,2,,93,1023,,,,6.0,WARTS.1ST2@ON,,,13494,1,,0.057,,2014
14IN00016,2008054333,H4333,05,H4333,08,2,88,1,30,p12,H1063,05,H3179,05,,,,1,BLD,1,,129,148,2,,,,,13,1,6.0,.,,,0,1,,0.055,,2014
14IN00017,2008054399,H4399,05,H4399,08,2,88,1,30,P01,H1600,05,H2687,05,,,,1,.,1,,140,164,2,,,,,14,1,6.0,.,,Albmn,0,1,,0.049,,2014
14IN00018,2008054448,H4448,05,H4448,08,2,88,1,30,p23,H1611,05,H3055,05,,,,3,BLD,1,,164,172,2,,93,1023,,,,6.0,LTS.RP,,,13448,1,,0.058,,2014
14IN00019,2008054486,H4486,05,H4486,08,2,88,1,30,p36,H2022,05,H3104,05,,,,3,BLD,2,,144,171,2,,93,1023,,,,6.0,WARTS.L.EYE.U,,,13437,1,,0.051,,2014
14IN00020,2008054499,H4499,05,H4499,08,2,88,1,30,p34,H1704,05,H3268,05,,,,1,BLD,1,,141,145,1,,,,,17,1,6.0,RP,,,0,1,,0.05,,2014
14IN00021,2008054544,H4544,05,H4544,08,2,88,1,30,p43,H1611,05,H3403,05,,,,3,OVX,D,,214,202,1,,93,0924,,,,6.0,ExcessCull,,,13387,1,,0.066,,2014
14IN00022,2009054591,H4591,05,H4591,09,2,,1,30,52,H3271,05,H3499,05,,,,1,,1,,140,161,2,,,,,13,1,5.0,,,,0,1,,0.049,,2014
14IN00023,2009054639,H4639,05,H4639,09,2,,1,30,61,H3144,05,H3348,05,,,,1,,2,,122,153,2,,,,,15,1,5.0,,,,0,1,,0.054,,2014
14IN00024,2009054699,H4699,05,H4699,09,2,,1,30,32, 7322,00,H2650,05,,,,1,MP,H,,247,219,3,,93,1023,,,,5.0,XedNeckInfxn,,,13457,1,,0.0,,2014
14IN00025,2009054805,H4805,05,H4805,09,2,,1,30,33,  712,00,H1571,05,,,,1,MP,H,,172,194,2,,,,,13,1,5.0,Bret Grp 3,,,0,1,,0.0,,2014
14IN00026,2009054823,H4823,05,H4823,09,2,,1,30,32, 7322,00,H1591,05,,,,1,MP,1,,183,194,2,,,,,16,1,5.0,Saved; nice,,,0,1,,0.0,,2014
14IN00027,2009054886,H4886,05,H4886,09,2,,1,30,62,H3669,05,H3439,05,,,,3,,1,,173,172,2,,93,1023,,,,5.0,WARTS,,,13471,1,,0.058,,2014
14IN00028,2009054891,H4891,05,H4891,09,2,,1,30,e19,H3039,05,H4142,05,,,,1,,1,,144,165,2,,,,,15,1,5.0,BLOODLSD.OKNO,,,0,1,,0.054,,2014
14IN00029,2009055038,H5038,05,H5038,09,2,,1,30,62,H3669,05,H3658,05,,,,3,,H,,127,151,2,,93,0924,,,,5.0,ExcessCull,,,13377,1,,0.046,,2014
14IN00030,2009055114,H5114,05,H5114,09,2,,1,30,51,H3215,05,A9062,04,,,,1,,2,,147,171,2,,,,,13,1,5.0,,,,0,1,,0.047,,2014
14IN00031,2009055116,H5116,05,H5116,09,2,,1,30,53,H3424,05,A9667,04,,,,6,,,,0,0,0,,40,0407,,,,5.0,OmasalImpactn,,,0,1,,0.043,,2014
14IN00032,2009055141,H5141,05,H5141,09,2,,1,30,53,H3424,05,H1956,05,,,,1,,1,,136,156,2,,,,,15,1,5.0,,,,0,1,,0.053,,2014
14IN00033,2009055173,H5173,05,H5173,09,2,,1,30,49,H2171,05,H3374,05,,,,6,,,,0,0,0,,66,0326,,,,5.0,HD.BREATHER,,,0,1,,0.046,,2014
14IN00034,2009055213,H5213,05,H5213,09,2,,1,30,54,H3693,05,H2462,05,,,,1,,1,,122,145,2,,,,,13,1,5.0,CHUNKSOKNOW,,,0,1,,0.052,,2014
14IN00035,2009055272,H5272,05,H5272,09,2,,1,30,49,H2171,05,H2397,05,,,,1,,1,,126,137,1,,,,,18,1,5.0,,,,0,1,,0.043,,2014
14IN00036,2009055295,H5295,05,H5295,09,2,,1,30,50,H2789,05,H1515,05,,,,6,,2,,137,0,0,,01,0713,,,,5.0,,,,0,1,,0.039,,2014
14IN00037,2009055319,H5319,05,H5319,09,2,,1,30,33,  712,00,H1399,05,,,,1,MP,2,,162,197,2,,,,,18,1,5.0,Saved; nice,,,0,1,,0.0,,2014
14IN00038,2009055332,H5332,05,H5332,09,2,,1,30,51,H3215,05,H0639,05,,,,1,,2,,139,181,2,,,,,14,1,5.0,STIFF.HIND.EN,,,0,1,,0.058,,2014
14IN00039,2009055408,H5408,05,H5408,09,2,,1,30,50,H2789,05,H3676,05,,,,1,,2,,191,194,3,,,,,14,1,5.0,Thin Pen 2014,,,0,1,,0.048,,2014
14IN00040,2009055411,H5411,05,H5411,09,2,,1,30,33,  712,00,H3027,05,,,,1,MP,2,,148,167,2,,42,0924,,18,1,5.0,Broken Leg,,,0,1,,0.0,,2014
14IN00041,2009055430,H5430,05,H5430,09,2,,1,30,49,H2171,05,H1397,05,,,,1,,1,,141,161,2,,,,,17,1,5.0,,,,0,1,,0.045,,2014
14IN00042,2009055431,H5431,05,H5431,09,2,,1,30,49,H2171,05,H1397,05,,,,1,,2,,162,189,2,,,,,15,1,5.0,CHECK PARENTS,,,0,1,,0.045,,2014
14IN00043,2009055456,H5456,05,H5456,09,2,,1,30,49,H2171,05,H1572,05,,,,1,,2,,147,156,2,,,,,13,1,5.0,Ugly eyes,,,0,1,,0.05,,2014
14IN00044,2009055484,H5484,05,H5484,09,2,,1,30,49,H2171,05,H2897,05,,,,1,,2,,160,184,2,,,,,18,1,5.0,SRS.MORE,,,0,1,,0.044,,2014
14IN00045,2009055520,H5520,05,H5520,09,2,,1,30,e17,H2270,05,H4549,05,,,,1,,1,,152,136,2,,,,,17,1,5.0,,,,0,1,,0.047,,2014
14IN00046,2009055551,H5551,05,H5551,09,2,,1,30,e23,H2490,05,H4110,05,,,,1,,2,,145,142,3,,,,,13,1,5.0,,,,0,1,,0.053,,2014
14IN00047,2010055570,H5570,05,H5570,10,2,,1,30,e17,H3967,05,H4838,05,0,,,1,,1,,148,156,2,,,,.,15,1,4.0,.,,,,1,,0.044,,2014
14IN00048,2010055592,H5592,05,H5592,10,2,,1,30,77,H4155,05,H4369,05,0,,,1,,1,,149,162,2,,,,.,13,1,4.0,4TEATS,,,,1,,0.052,,2014
14IN00049,2010055603,H5603,05,H5603,10,2,,1,30,48,  706,00,H1898,05,0,,,6,MP,1,,124,0,0,,42,0530,.,,,4.0,LUMP.ON.ASS,,,,1,,0.0,,2014
14IN00050,2010055622,H5622,05,H5622,10,2,,1,30,50,  101,00,H2258,05,0,,,3,MP,1,,143,156,2,,93,1023,.,,,4.0,WARTS,,,13424,1,,0.0,,2014
14IN00051,2010055634,H5634,05,H5634,10,2,,1,30,67,  647,00,A9458,04,0,,,3,,1,,123,125,2,,93,1023,.,,,4.0,WARTS,,,13588,1,,0.0,,2014
14IN00052,2010055668,H5668,05,H5668,10,2,,1,30,67,  647,00,H4349,05,0,,,1,,1,,163,174,2,,,,.,16,1,4.0,.,,,,1,,0.0,,2014
14IN00053,2010055686,H5686,05,H5686,10,2,,1,30,52,  965,00,H1008,05,0,,,1,MP,2,,148,150,2,,,,.,18,1,4.0,In 10-25-13,,,,1,,0.0,,2014
14IN00054,2010055693,H5693,05,H5693,10,2,,1,30,81,H4186,05,H3466,05,0,,,1,,2,,147,168,2,,,,.,17,1,4.0,.,,,,1,,0.05,,2014
14IN00055,2010055696,H5696,05,H5696,10,2,,1,30,78,H3779,05,H2559,05,0,,,1,,2,,172,176,4,,,,.,15,1,4.0,.,,,,1,,0.057,,2014
14IN00056,2010055706,H5706,05,H5706,10,2,,1,30,69, 7142,00,H3456,05,0,,,1,,2,,126,168,3,,,,.,16,1,4.0,4TEATS,,,,1,,0.0,,2014
14IN00057,2010055711,H5711,05,H5711,10,2,,1,30,48,  706,00,H3328,05,0,,,1,MP,1,,125,145,2,,,,.,18,1,4.0,.,,,,1,,0.0,,2014
14IN00058,2010055725,H5725,05,H5725,10,2,,1,30,51,  420,00,H1839,05,0,,,1,MP,1,,154,169,2,,,,.,16,1,4.0,Y1815EUTHBLIN,,,,1,,0.0,,2014
14IN00059,2010055730,H5730,05,H5730,10,2,,1,30,67,  647,00,H1269,05,0,,,1,,1,,161,178,2,,,,.,18,1,4.0,SRS.MORE,,,,1,,0.0,,2014
14IN00060,2010055751,H5751,05,H5751,10,2,,1,30,51,  420,00,H3454,05,0,,,1,MP,2,,128,153,2,,,,.,16,1,4.0,SRS.MORE,,,,1,,0.0,,2014
14IN00061,2010055752,H5752,05,H5752,10,2,,1,30,48,  706,00,H3175,05,0,,,1,MP,1,,147,168,2,,,,.,18,1,4.0,Bald 3+,,,,1,,0.0,,2014
14IN00062,2010055759,H5759,05,H5759,10,2,,1,30,47,  172,00,H2355,05,0,,,3,MP,2,,193,190,2,,93,1023,.,,,4.0,WARTS,,,13554,1,,0.0,,2014
14IN00063,2010055760,H5760,05,H5760,10,2,,1,30,e18,H4211,05,H5456,05,0,,,1,,2,,153,152,2,,,,.,17,1,4.0,.,,,,1,,0.059,,2014
14IN00064,2010055767,H5767,05,H5767,10,2,,1,30,49,H9057,00,H2278,05,0,,,1,MP,2,,134,156,4,,,,.,18,1,4.0,.,,,,1,,0.0,,2014
14IN00065,2010055768,H5768,05,H5768,10,2,,1,30,49,H9057,00,H2278,05,0,,,1,MP,2,,137,161,2,,,,.,16,1,4.0,.,,,,1,,0.0,,2014
14IN00066,2010055769,H5769,05,H5769,10,2,,1,30,51,  420,00,H3345,05,0,,,1,MP,1,,170,201,2,,,,.,15,1,4.0,.,,,,1,,0.0,,2014
14IN00067,2010055784,H5784,05,H5784,10,2,,1,30,78,H3779,05,H0987,05,0,,,1,,1,,167,171,2,,,,.,13,1,4.0,.,,,,1,,0.052,,2014
14IN00068,2010055805,H5805,05,H5805,10,2,,1,30,51,  420,00,H3458,05,0,,,3,MP,1,,160,168,2,,93,0924,.,,,4.0,ExcessCull,,,13320,1,,0.0,,2014
14IN00069,2010055812,H5812,05,H5812,10,2,,1,30,52,  965,00,H3528,05,0,,,3,MP,1,,183,183,4,,42,0928,.,,,4.0,TooMuchGrain,,,,1,,0.0,,2014
14IN00070,2010055813,H5813,05,H5813,10,2,,1,30,52,  965,00,H3528,05,0,,,3,MP,1,,161,178,3,,42,1001,.,,,4.0,TooMuchGrain,,,,1,,0.0,,2014
14IN00071,2010055825,H5825,05,H5825,10,2,,1,30,52,  965,00,H3033,05,0,,,1,MP,2,,145,167,2,,,,.,16,1,4.0,3T,,,,1,,0.0,,2014
14IN00072,2010055836,H5836,05,H5836,10,2,,1,30,49,H9057,00,H3493,05,0,,,6,MP,,,0,0,0,,76,0312,.,,,4.0,Broncho.Pneu,,,,1,,0.0,,2014
14IN00073,2010055842,H5842,05,H5842,10,2,,1,30,e19,H4337,05,H4655,05,0,,,1,,H,,188,183,2,,,,.,17,1,4.0,Bret Grp 3,,,,1,,0.053,,2014
14IN00074,2010055843,H5843,05,H5843,10,2,,1,30,79,H3858,05,H3658,05,0,,,1,,2,,114,145,2,,,,.,16,1,4.0,In 10-25-13,,,,1,,0.056,,2014
14IN00075,2010055844,H5844,05,H5844,10,2,,1,30,79,H3858,05,H3658,05,0,,,1,,1,,136,167,2,,,,.,13,1,4.0,CHECK PARENTS,,,,1,,0.056,,2014
14IN00076,2010055866,H5866,05,H5866,10,2,,1,30,77,H4155,05,H1747,05,0,,,1,,1,,142,160,2,,,,.,14,1,4.0,SNOTTY.LSMORE,,,,1,,0.045,,2014
14IN00077,2010055886,H5886,05,H5886,10,2,,1,30,46,H3545,05,H1862,05,0,,,1,MP,1,,136,155,2,,,,.,15,1,4.0,4TEATS,,,,1,,0.077,,2014
14IN00078,2010055893,H5893,05,H5893,10,2,,1,30,52,  965,00,H1571,05,0,,,1,MP,1,,147,180,4,,93,0924,.,,,4.0,ExcessCullBag,,,13313,1,,0.0,,2014
14IN00079,2010055900,H5900,05,H5900,10,2,,1,30,51,  420,00,H3479,05,0,,,1,MP,D,,159,186,1,,,,.,18,1,4.0,Nice wool,,,,1,,0.0,,2014
14IN00080,2010055917,H5917,05,H5917,10,2,,1,30,e17,H3967,05,H5141,05,0,,,1,,2,,141,144,1,,93,1023,.,,,4.0,XedBadBCS,,,13522,1,,0.049,,2014
14IN00081,2010055926,H5926,05,H5926,10,2,,1,30,51,  420,00,H3116,05,0,,,1,MP,1,,148,163,2,,42,1015,.,16,1,4.0,Broken Leg,,,,1,,0.0,,2014
14IN00082,2010055933,H5933,05,H5933,10,2,,1,30,49,H9057,00,H2150,05,0,,,1,MP,2,,166,193,2,,,,.,18,1,4.0,3T H,,,,1,,0.0,,2014
14IN00083,2010055934,H5934,05,H5934,10,1,,1,30,49,H9057,00,H2150,05,0,,,3,,M,,229,0,0,,93,0820,.,,,4.0,NICE LAMB,,,13119,1,,0.0,,2014
14IN00084,2010055946,H5946,05,H5946,10,2,,1,30,77,H4155,05,H1696,05,0,,,1,,2,,144,163,4,,93,1023,.,,,4.0,XedBadBag4,,,13569,1,,0.039,,2014
14IN00085,2010055970,H5970,05,H5970,10,2,,1,30,50,  101,00,H3056,05,0,,,1,MP,2,,166,183,2,,,,.,14,1,4.0,NICE LAMB,,,,1,,0.0,,2014
14IN00086,2010055979,H5979,05,H5979,10,2,,1,30,78,H3779,05,H3993,05,0,,,1,,1,,187,181,2,,,,.,17,1,4.0,4 N RED DOT,,,,1,,0.055,,2014
14IN00087,2010055984,H5984,05,H5984,10,2,,1,30,52,  965,00,H2704,05,0,,,1,MP,2,,161,185,3,,,,.,14,1,4.0,BRITCHY,,,,1,,0.0,,2014
14IN00088,2010055994,H5994,05,H5994,10,2,,1,30,49,H9057,00,H1160,05,0,,,1,MP,2,,176,183,2,,,,.,14,1,4.0,5T,,,,1,,0.0,,2014
14IN00089,2010055998,H5998,05,H5998,10,2,,1,30,68,  712,00,H2973,05,0,,,1,,1,,175,199,2,,,,.,17,1,4.0,BLOODYMILKOKN,,,,1,,0.0,,2014
14IN00090,2010056016,H6016,05,H6016,10,2,,1,30,46,H3545,05,H2932,05,0,,,1,MP,2,,161,172,2,,,,.,15,1,4.0,.,,,,1,,0.064,,2014
14IN00091,2010056024,H6024,05,H6024,10,2,,1,30,67,  647,00,H1231,05,0,,,3,,1,,138,157,2,,93,1023,.,,,4.0,DRY  FEVER,,,13562,1,,0.0,,2014
14IN00092,2010056032,H6032,05,H6032,10,2,,1,30,68,  712,00,H3491,05,0,,,1,,1,,155,168,2,,,,.,14,1,4.0,RP,,,,1,,0.0,,2014
14IN00093,2010056037,H6037,05,H6037,10,2,,1,30,81,H4186,05,H3483,05,0,,,1,,1,,137,154,2,,,,.,13,1,4.0,Fever,,,,1,,0.051,,2014
14IN00094,2010056052,H6052,05,H6052,10,2,,1,30,80,H3872,05,H2450,05,0,,,1,,2,,134,166,2,,,,.,15,1,4.0,2 4T,,,,1,,0.05,,2014
14IN00095,2010056057,H6057,05,H6057,10,2,,1,30,82,H4386,05,H0639,05,0,,,3,,2,,123,159,2,,93,1023,.,,,4.0,LTS.LSMORE,,,13479,1,,0.053,,2014
14IN00096,2010056058,H6058,05,H6058,10,2,,1,30,77,H4155,05,H3990,05,0,,,1,,1,,130,151,2,,,,.,13,1,4.0,ORANGE DOT,,,,1,,0.056,,2014
14IN00097,2010056062,H6062,05,H6062,10,2,,1,30,83,H4164,05,H4255,04,0,,,6,,,,0,0,0,,88,0409,.,,,4.0,RupturedEuth,,,,1,,0.0,,2014
14IN00098,2010056064,H6064,05,H6064,10,2,,1,30,80,H3872,05,H1725,05,0,,,1,,1,,124,154,2,,,,.,17,1,4.0,H6065 TAG LOS,,,,1,,0.046,,2014
14IN00099,2010056068,H6068,05,H6068,10,2,,1,30,78,H3779,05,H1610,05,0,,,1,,1,,124,137,2,,,,.,17,1,4.0,.,,,,1,,0.043,,2014
14IN00100,2010056094,H6094,05,H6094,10,2,,1,30,47,  172,00,H2217,05,0,,,1,MP,1,,135,156,2,,,,.,16,1,4.0,L. scur only,,,,1,,0.0,,2014
14IN00101,2010056116,H6116,05,H6116,10,2,,1,30,48,  706,00,H1626,05,0,,,1,MP,1,,138,156,2,,,,.,14,1,4.0,.,,,,1,,0.0,,2014
14IN00102,2010056120,H6120,05,H6120,10,2,,1,30,68,  712,00,H1253,05,0,,,1,,2,,155,180,2,,,,.,16,1,4.0,.,,,,1,,0.0,,2014
14IN00103,2010056154,H6154,05,H6154,10,2,,1,30,49,H9057,00,H1810,05,0,,,1,MP,1,,145,164,11,,93,1023,.,,,4.0,XedBag11,,,13442,1,,0.0,,2014
14IN00104,2010056167,H6167,05,H6167,10,2,,1,30,51,  420,00,H2650,05,0,,,1,MP,2,,178,196,2,,,,.,18,1,4.0,.,,,,1,,0.0,,2014
