UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,DAM,RGRP,F1,DNA,ELG,PD,LOT,BAND,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,SEMEN,BGRP,AGE,RMK,YRREC
97IN00001,1993003004, 3004,00,   47,93,2,00,1,00,-Z-,000010,000000,7,,,,3,,3,189,163,2,,93,1020,,,0,,4.0,XTHIN,1997
97IN00002,1993003012, 3012,00, 1013,93,2,00,1,00,-Z-,000010,000000,7,,,,6,,*,0,0,0,,76,0123,,,0,,4.0,SICK 01/21/97,1997
97IN00003,1993003068, 3068,00,   27,93,2,00,1,00,-Z-,000010,000000,7,,,,3,,3,194,148,3,,93,1020,,,0,,4.0,XTHIN,1997
97IN00004,1993003081, 3081,00, 5019,93,2,00,1,00,-Z-,000010,000000,7,,,,1,LIM,3,155,149,2,,,,,L15,0,3,4.0,,1997
97IN00005,1993003095, 3095,00,  553,93,2,00,1,00,-Z-,000010,000000,7,,,,1,LIM,3,190,168,3,,,,,L16,0,3,4.0,LOST TAG#502,1997
97IN00006,1993003142, 3142,00, 1033,93,2,00,1,00,-Z-,000010,000000,2,,,,6,OVX,*,0,0,0,X,95,0829,,,0,,4.0,OVX.,1997
97IN00007,1993003170, 3170,00, 4606,93,2,00,1,00,-Z-,000010,000000,2,,,,3,OVX,*,0,0,0,X,,,,,0,,4.0,OVX.,1997
97IN00008,1993003185, 3185,00, 2534,93,2,00,1,00,-Z-,000010,000000,7,,,,1,LIM,3,166,149,3,,,,,L17,0,3,4.0,,1997
97IN00009,1993003186, 3186,00, 5555,93,2,00,1,00,-Z-,000010,000000,7,,,,1,LIM,3,206,175,2,,,,,L18,0,3,4.0,,1997
97IN00010,1993003211, 3211,00, 5032,93,2,00,1,00,-Z-,000010,000000,7,,,,1,LIM,3,176,152,3,,,,,L19,0,3,4.0,,1997
97IN00011,1993003232, 3232,00, 4504,93,2,00,1,00,-Z-,000010,000000,2,,,,3,OVX,*,0,0,0,X,,,,,0,,4.0,"OVX,LAMBED-97",1997
97IN00012,1993003237, 3237,00, 5053,93,2,00,1,00,-Z-,000010,000000,7,,,,1,LIM,3,186,164,2,,,,,L20,0,3,4.0,,1997
97IN00013,1993003244, 3244,00, 5504,93,2,00,1,00,-Z-,000010,000000,7,,,,1,LIM,3,171,137,3,,,,,L21,0,3,4.0,,1997
97IN00014,1993003261, 3261,00, 5526,93,2,00,1,00,-Z-,000010,000000,7,,,,1,LIM,3,176,161,2,,,,,L15,0,3,4.0,GOOD EWE,1997
97IN00015,1993003274, 3274,00, 4016,93,2,00,1,00,-Z-,000010,000000,7,,,,6,,3,152,0,0,,01,0510,,,0,,4.0,,1997
97IN00016,1993003283, 3283,00,    5,93,2,00,1,00,-Z-,000010,000000,7,,,,1,LIM,3,202,186,3,,,,,L16,0,3,4.0,TR96=1,1997
97IN00017,1993003288, 3288,00,  532,93,2,00,1,00,-Z-,000010,000000,7,,,,1,LIM,3,153,141,2,,,,,L17,0,3,4.0,,1997
97IN00018,1993003291, 3291,00, 2002,93,2,00,1,00,-Z-,000010,000000,7,,,,1,LIM,3,184,168,3,,,,,L18,0,3,4.0,,1997
97IN00019,1993003298, 3298,00, 5110,93,2,00,1,00,-Z-,000010,000000,7,,,,1,LIM,3,170,190,2,,,,,L19,0,3,4.0,,1997
97IN00020,1993003330, 3330,00, 5022,93,2,00,1,00,-Z-,000010,000000,7,,,,1,LIM,3,191,167,3,,,,,L20,0,3,4.0,,1997
97IN00021,1993003405, 3405,00, 4574,93,2,00,1,00,-Z-,000010,000000,7,,,,6,,3,143,0,0,,76,0707,,,0,,4.0,"X,LARGE TEATS",1997
97IN00022,1994000002,40002,00, 9530,94,2,00,1,00,,000010,952700,7,,,,1,LIM,3,159,153,2,,,,,L21,0,3,3.0,,1997
97IN00023,1994000003,40003,00, 9532,94,2,00,1,00,,000010,952800,7,,,,1,LIM,3,173,178,3,,,,,L15,0,3,3.0,,1997
97IN00024,1994000015,40015,00, 4626,94,2,00,1,00,,000010,460800,7,,,,3,,3,175,151,2,,93,1020,,,0,,3.0,"X,THIN,WEAK",1997
97IN00025,1994000029,40029,00, 9113,94,2,00,1,00,,000010,904200,7,,,,1,LIM,3,169,169,3,,,,,L16,0,3,3.0,,1997
97IN00026,1994000032,40032,00, 2106,94,2,00,1,00,,000010,203100,7,,,,1,LIM,3,158,149,3,,,,,L17,0,3,3.0,,1997
97IN00027,1994000039,40039,00, 1094,94,2,00,1,00,,000010,105600,7,,,,1,LIM,3,162,155,2,,,,,L18,0,3,3.0,WEAK,1997
97IN00028,1994000059,40059,00, 9089,94,2,00,1,00,,000010,905800,7,,,,1,LIM,3,164,162,1,,,,,L19,0,3,3.0,,1997
97IN00029,1994000087,40087,00,  556,94,2,00,1,00,,000010, 50600,7,,,,1,LIM,3,184,161,2,,,,,L20,0,3,3.0,,1997
97IN00030,1994000089,40089,00,  566,94,2,00,1,00,,000010, 54100,7,,,,1,LIM,3,188,179,2,,,,,L21,0,3,3.0,,1997
97IN00031,1994000106,40106,00, 5566,94,2,00,1,00,,000010,552800,7,,,,3,,3,175,174,2,,93,1020,,,0,,3.0,"X,PRODUCTION",1997
97IN00032,1994000114,40114,00, 5565,94,2,00,1,00,,000010,554600,7,,,,1,LIM,3,143,137,4,,,,,L15,0,3,3.0,,1997
97IN00033,1994000147,40147,00, 1087,94,2,00,1,00,,000010,103500,7,,,,1,LIM,3,151,132,2,,,,,L16,0,3,3.0,,1997
97IN00034,1994000156,40156,00, 4030,94,2,00,1,00,,000010,402300,7,,,,1,LIM,3,137,131,2,,,,,L17,0,3,3.0,,1997
97IN00035,1994000163,40163,00, 4622,94,2,00,1,00,,000010,459600,7,,,,1,LIM,3,162,147,2,,,,,L18,0,3,3.0,,1997
97IN00036,1994000169,40169,00, 4635,94,2,00,1,00,,000010,451800,7,,,,3,,3,156,154,12,,93,1020,,,0,,3.0,X12BAG,1997
97IN00037,1994000171,40171,00, 4620,94,2,00,1,00,,000010,453500,7,,,,1,LIM,3,163,151,3,,,,,L19,0,3,3.0,,1997
97IN00038,1994000194,40194,00, 4621,94,2,00,1,00,,000010,451700,7,,,,1,LIM,3,167,162,2,,,,,L20,0,3,3.0,,1997
97IN00039,1994000196,40196,00, 9104,94,2,00,1,00,,000010,908200,7,,,,1,LIM,3,179,176,2,,,,,L21,0,3,3.0,,1997
97IN00040,1994000250,40250,00, 5148,94,2,00,1,00,,000010,509000,2,,,,3,OVX,*,0,0,0,X,,,,,0,,3.0,OVX,1997
97IN00041,1994000254,40254,00, 5143,94,2,00,1,00,,000010,501200,7,,,,1,LIM,3,171,130,3,,,,,L15,0,3,3.0,,1997
97IN00042,1994000259,40259,00, 5127,94,2,00,1,00,,000010,508000,7,,,,1,LIM,3,155,153,3,,,,,L16,0,3,3.0,,1997
97IN00043,1994000275,40275,00, 1572,94,2,00,1,00,,000010,155100,7,,,,1,LIM,3,165,143,3,,,,,L17,0,3,3.0,,1997
97IN00044,1994000279,40279,00, 1573,94,2,00,1,00,,000010,152700,7,,,,3,,3,184,161,3,,93,1020,,,0,,3.0,"X,SW.BAG,VLTS",1997
97IN00045,1994000285,40285,00,  580,94,2,00,1,00,,000010,402000,7,,,,1,LIM,3,129,128,2,,,,,L18,0,3,3.0,OLD4035NEW580,1997
97IN00046,1994000292,40292,00, 5136,94,2,00,1,00,,000010,510100,7,,,,1,LIM,3,169,168,2,,,,,L19,0,3,3.0,OPP? 01/09/96,1997
97IN00047,1994000294,40294,00, 5132,94,2,00,1,00,,000010,510800,7,,,,1,LIM,3,147,164,2,,,,,L20,0,3,3.0,TR96=2,1997
97IN00048,1994000304,40304,00,   85,94,2,00,1,00,,000010,  3300,7,,,,1,LIM,3,153,148,4,,,,,L21,0,3,3.0,,1997
97IN00049,1994000309,40309,00,   92,94,2,00,1,00,,000010,  6200,7,,,,1,LIM,3,157,154,3,,,,,L15,0,3,3.0,,1997
97IN00050,1994000310,40310,00,   91,94,2,00,1,00,,000010,  3500,7,,,,F,LIM,3,145,151,3,,,,,657,0,,3.0,FISTULA,1997
97IN00051,1994000314,40314,00,   94,94,2,00,1,00,,000010,   100,7,,,,6,,3,152,0,0,,16,0818,,,0,,3.0,,1997
97IN00052,1994000320,40320,00,  573,94,2,00,1,00,,000010,  7500,7,,,,1,LIM,3,164,151,2,,,,,L16,0,3,3.0,"OLD101,NEW573",1997
97IN00053,1994000332,40332,00,   97,94,2,00,1,00,,000010,   800,7,,,,1,LIM,3,145,137,3,,,,,L17,0,3,3.0,,1997
97IN00054,1994000335,40335,00,   84,94,2,00,1,00,,000010,   200,7,,,,1,LIM,3,155,151,2,,,,,L18,0,3,3.0,,1997
97IN00055,1994000346,40346,00,  103,94,2,00,1,00,,000010,   300,7,,,,1,LIM,3,163,169,2,,,,,L19,0,3,3.0,,1997
97IN00056,1994000352,40352,00,   99,94,2,00,1,00,,000010,   300,7,,,,F,LIM,3,163,151,3,,,,,657,0,,3.0,FISTULA,1997
97IN00057,1994000354,40354,00,   80,94,2,00,1,00,,000010,  4000,7,,,,1,LIM,3,160,140,3,,,,,L20,0,3,3.0,NEW ID = 80,1997
97IN00058,1994000357,40357,00,   82,94,2,00,1,00,,000010,  7000,7,,,,F,LIM,3,134,127,2,,,,,657,0,,3.0,FISTULA,1997
97IN00059,1994000369,40369,00, 2552,94,2,00,1,00,,000010,252600,7,,,,1,LIM,3,141,140,2,,,,,L21,0,3,3.0,,1997
97IN00060,1994000404,40404,00, 2110,94,2,00,1,00,,000010,208000,7,,,,3,,3,157,166,2,,93,1020,,,0,,3.0,TRT L.EYE BAD,1997
97IN00061,1994000405,40405,00, 2091,94,2,00,1,00,,000010,206200,7,,,,1,LIM,3,151,141,2,,,,,L15,0,3,3.0,,1997
97IN00062,1994000420,40420,00, 2090,94,2,00,1,00,,000010,205400,7,,,,1,LIM,3,163,145,3,,,,,L16,0,3,3.0,,1997
97IN00063,1994000421,40421,00, 2114,94,2,00,1,00,,000010,206000,7,,,,1,LIM,3,155,133,2,,,,,L17,0,3,3.0,,1997
97IN00064,1994000433,40433,00, 2099,94,2,00,1,00,,000010,203300,7,,,,1,LIM,3,156,152,2,,,,,L18,0,3,3.0,,1997
97IN00065,1994000436,40436,00, 9531,94,2,00,1,00,,000010,950900,7,,,,F,LIM,3,156,154,2,,,,,657,0,,3.0,FISTULA,1997
97IN00066,1994000462,40462,00, 1562,94,2,00,1,00,,000010,154000,7,,,,1,LIM,3,189,191,2,,,,,L19,0,3,3.0,,1997
97IN00067,1994000463,40463,00, 1576,94,2,00,1,00,,000010,151700,7,,,,1,LIM,3,149,159,2,,,,,L20,0,3,3.0,,1997
97IN00068,1994000474,40474,00, 1566,94,2,00,1,00,,000010,152500,7,,,,1,LIM,3,152,137,2,,,,,L21,0,3,3.0,,1997
97IN00069,1994000525,40525,00, 1102,94,2,00,1,00,,000010,103200,7,,,,1,LIM,3,160,136,3,,,,,L15,0,3,3.0,,1997
97IN00070,1994000539,40539,00, 4617,94,2,00,1,00,,000010,452100,7,,,,1,LIM,3,175,146,3,,,,,L16,0,3,3.0,,1997
97IN00071,1994000545,40545,00, 4033,94,2,00,1,00,,000010,401200,7,,,,1,LIM,3,178,178,2,,,,,L17,0,3,3.0,,1997
97IN00072,1994000563,40563,00, 1564,94,2,00,1,00,,000010,151400,7,,,,1,LIM,3,172,160,2,,,,,L18,0,3,3.0,,1997
97IN00073,1994000580,40580,00, 4031,94,2,00,1,00,,000010,402200,7,,,,1,LIM,3,134,144,2,,,,,L19,0,3,3.0,,1997
97IN00074,1994000599,40599,00, 2107,94,2,00,1,00,,000010,204600,7,,,,1,LIM,3,169,165,3,,,,,L20,0,3,3.0,,1997
97IN00075,1994000617,40617,00, 1099,94,2,00,1,00,,000010,102500,7,,,,1,LIM,3,153,141,2,,,,,L21,0,3,3.0,,1997
97IN00076,1994000634,40634,00, 1098,94,2,00,1,00,,000010,105400,7,,,,1,LIM,3,166,160,2,,,,,L15,0,3,3.0,,1997
97IN00077,1994000642,40642,00,  565,94,2,00,1,00,,000010, 51700,7,,,,1,LIM,3,174,164,2,,,,,L16,0,3,3.0,,1997
97IN00078,1994000644,40644,00,  562,94,2,00,1,00,,000010, 53100,7,,,,1,LIM,3,151,152,2,,,,,L17,0,3,3.0,,1997
97IN00079,1994000650,40650,00, 1561,94,2,00,1,00,,000010,152100,7,,,,1,LIM,3,163,162,2,,,,,L18,0,3,3.0,,1997
97IN00080,1994000670,40670,00,  575,94,2,00,1,00,,000010,  6500,7,,,,1,LIM,3,171,158,3,,,,,L19,0,3,3.0,"OLD96,NEW575",1997
97IN00081,1994000684,40684,00, 2100,94,2,00,1,00,,000010,203200,7,,,,6,,3,166,0,0,,05,0618,,,0,,3.0,BLUEBAG 06/18,1997
97IN00082,1994000694,40694,00,   89,94,2,00,1,00,,000010,  5800,7,,,,1,LIM,3,162,155,3,,,,,L20,0,3,3.0,,1997
97IN00083,1994000703,40703,00, 5568,94,2,00,1,00,,000010,555200,7,,,,1,LIM,3,167,167,1,,,,,L21,0,3,3.0,,1997
97IN00084,1994000712,40712,00, 5572,94,2,00,1,00,,000010,553500,7,,,,1,LIM,3,188,173,2,,,,,L15,0,3,3.0,,1997
97IN00085,1994000729,40729,00, 9092,94,2,00,1,00,,000010,901600,7,,,,1,LIM,3,154,157,1,,,,,L16,0,3,3.0,,1997
97IN00086,1994000740,40740,00, 9090,94,2,00,1,00,,000010,906100,7,,,,1,LIM,3,172,165,3,,,,,L17,0,3,3.0,,1997
97IN00087,1994000741,40741,00, 9111,94,2,00,1,00,,000010,906100,7,,,,1,LIM,3,200,189,3,,,,,L18,0,3,3.0,,1997
97IN00088,1994000786,40786,00, 4616,94,2,00,1,00,,000010,454400,7,,,,F,LIM,3,156,158,2,,,,,657,0,,3.0,FISTULA,1997
97IN00089,1994000802,40802,00, 2093,94,2,00,1,00,,000010,206500,7,,,,1,LIM,3,158,136,3,,,,,L19,0,3,3.0,,1997
97IN00090,1994000803,40803,00, 2103,94,2,00,1,00,,000010,205000,7,,,,1,LIM,3,170,172,2,,,,,L20,0,3,3.0,,1997
97IN00091,1994000834,40834,00, 5145,94,2,00,1,00,,000010,511900,7,,,,1,LIM,3,164,146,3,,,,,L21,0,3,3.0,,1997
97IN00092,1994000839,40839,00, 5157,94,2,00,1,00,,000010,500600,7,,,,1,LIM,3,146,143,3,,,,,L15,0,3,3.0,,1997
97IN00093,1994000849,40849,00, 5150,94,2,00,1,00,,000010,512500,7,,,,F,LIM,3,158,182,1,,,,,657,0,,3.0,FISTULA,1997
97IN00094,1994000854,40854,00, 5138,94,2,00,1,00,,000010,501600,7,,,,1,LIM,3,143,144,2,,,,,L16,0,3,3.0,,1997
97IN00095,1994000878,40878,00, 5152,94,2,00,1,00,,000010,509700,7,,,,1,LIM,3,170,161,2,,,,,L17,0,3,3.0,,1997
97IN00096,1994000880,40880,00, 5142,94,2,00,1,00,,000010,505900,7,,,,1,LIM,3,142,139,2,,,,,L18,0,3,3.0,,1997
97IN00097,1994000885,40885,00, 5155,94,2,00,1,00,,000010,506300,7,,,,6,,3,166,0,0,,50,0726,,,0,,3.0,,1997
97IN00098,1994000897,40897,00,   90,94,2,00,1,00,,000010,  3000,7,,,,1,LIM,3,148,136,3,,,,,L19,0,3,3.0,,1997
97IN00099,1993040004,A0004,04,A0004,93,2,00,1,30,p.2,751903,865403,1,,,,1,BLK,1,201,185,2,B,,,,01,0,2,4.0,"BLACK,ReyeTRT",1997
97IN00100,1993040039,A0039,04,A0039,93,2,81,1,30,P04,684903,507703,0,,,,3,UTE,2,189,178,11,,93,0925,M,,50,*,4.0,X R.SPOILED,1997
97IN00101,1993040051,A0051,04,A0051,93,2,82,1,30,71,770403,470203,0,,,,1,,1,181,161,2,,,,C,27,283,2,4.0,,1997
97IN00102,1993040068,A0068,04,A0068,93,2,82,1,30,67,704203,087703,0,,,,1,,2,190,187,2,,,,C,24,0,2,4.0,,1997
97IN00103,1993040082,A0082,04,A0082,93,2,81,1,30,P01,687403,214203,2,,,,3,OVX,*,0,0,0,X,,,,,0,,4.0,NEW OVX,1997
97IN00104,1993040084,A0084,04,A0084,93,2,82,1,30,61,673403,472703,0,,,,6,,1,176,0,2,,01,0720,C,,0,2,4.0,SW BAG,1997
97IN00105,1993040120,A0120,04,A0120,93,2,82,1,30,71,770403,754403,0,,,,1,,2,192,168,4,,,,C,28,50,2,4.0,,1997
97IN00106,1993040129,A0129,04,A0129,93,2,81,1,30,P02,760003,512303,0,,,,1,,1,205,189,3,,,,M,02,0,2,4.0,,1997
97IN00107,1993040152,A0152,04,A0152,93,2,81,1,30,p.2,751903,868403,0,,,,1,,1,230,203,3,,,,M,04,0,2,4.0,,1997
97IN00108,1993040165,A0165,04,A0165,93,2,81,1,30,P02,760003,100603,2,,,,3,OVX,1,191,189,12,X,,,M,,214,*,4.0,12BAG,1997
97IN00109,1993040181,A0181,04,A0181,93,2,81,1,30,P02,760003,380403,0,,,,1,,1,204,188,3,,,,M,04,0,2,4.0,,1997
97IN00110,1993040184,A0184,04,A0184,93,2,82,1,30,70,701103,916702,0,,,,7,,2,179,0,0,,97,0910,C,,0,2,4.0,,1997
97IN00111,1993040187,A0187,04,A0187,93,2,82,1,30,63,675603,723403,0,,,,1,,2,204,200,2,,,,C,30,0,2,4.0,,1997
97IN00112,1993040210,A0210,04,A0210,93,2,81,1,30,p.2,751903,844103,0,,,,1,,1,201,170,3,,,,M,01,0,2,4.0,,1997
97IN00113,1993040212,A0212,04,A0212,93,2,TT,1,30,R-0,000003,547103,2,,,,3,OVX,*,0,0,0,X,,,,,0,,4.0,NEW OVX,1997
97IN00114,1993040214,A0214,04,A0214,93,2,82,1,30,p.3,770603,872503,0,,,,1,,1,154,161,3,,,,C,30,214,2,4.0,WOUND L SHOU,1997
97IN00115,1993040221,A0221,04,A0221,93,3,00,1,30,p.1,685303,873803,1,,,,1,BLK,5,174,218,1,W,,,,W,0,2,4.0,BLACK WETHER,1997
97IN00116,1993040241,A0241,04,A0241,93,2,00,1,30,p.1,685303,914403,1,,,,1,BLK,2,182,171,3,B,,,,02,0,2,4.0,"BLACK,SM.BAG",1997
97IN00117,1993040255,A0255,04,A0255,93,2,73,2,30,  9,946003,295403,7,,,,1,LIM,5,131,164,2,,,,S,L-6,0,3,3.5,,1997
97IN00118,1993040258,A0258,04,A0258,93,2,72,2,30,721,602803,174303,6,,,,1,-FL,5,149,183,2,,,,S,-FL,0,F,3.5,,1997
97IN00119,1993040269,A0269,04,A0269,93,2,73,2,30,  7,947703,591003,6,,,,1,-FL,5,148,175,2,,,,S,-FL,0,F,3.5,,1997
97IN00120,1993040285,A0285,04,A0285,93,1,73,2,30,  7,947703,823003,2,,,,3,LIB,*,0,0,0,,,,,,0,,3.5,,1997
97IN00121,1993040291,A0291,04,A0291,93,2,72,2,30,721,602803,316803,6,,,,1,-FL,5,137,143,4,,,,S,-FL,0,F,3.5,DYSTOCIA 95,1997
97IN00122,1993040292,A0292,04,A0292,93,1,72,2,30,721,602803,316803,2,,,,3,LIB,*,0,0,0,,,,,,0,,3.5,,1997
97IN00123,1993040302,A0302,04,A0302,93,2,73,2,30,  2,945103,475803,6,,,,1,-FL,5,150,194,2,,,,S,-FL,0,F,3.5,,1997
97IN00124,1993040317,A0317,04,A0317,93,2,73,2,30, 10,963003,141103,6,,,,1,-FL,5,128,151,2,,,,S,-FL,0,F,3.5,,1997
97IN00125,1993040327,A0327,04,A0327,93,2,73,2,30,  9,946003,641403,6,,,,1,-FL,5,132,166,5,,,,,-FL,0,F,3.5,,1997
97IN00126,1993040332,A0332,04,A0332,93,2,73,2,30, 10,963003,943302,6,,,,1,-FL,5,163,212,2,,,,S,-FL,0,F,3.5,,1997
97IN00127,1993040354,A0354,04,A0354,93,2,72,2,30,723,821703,444903,6,,,,1,-FL,5,162,189,2,,,,S,-FL,0,F,3.5,FLT'S,1997
97IN00128,1993040355,A0355,04,A0355,93,2,73,2,30,  9,946003,355403,6,,,,1,-FL,5,147,161,2,,,,S,-FL,0,F,3.5,,1997
97IN00129,1993040356,A0356,04,A0356,93,1,73,2,30,  3,942203,119603,2,,,,3,LIB,*,0,0,0,,,,,,0,,3.5,,1997
97IN00130,1993040357,A0357,04,A0357,93,2,73,2,30,  3,942203,119603,2,,,,3,OVX,2,194,180,2,X,93,1020,,,0,*,3.5,OVX.EWE NOT!,1997
97IN00131,1993040359,A0359,04,A0359,93,1,73,2,30,  3,942203,995902,2,,,,3,LIB,*,0,0,0,,93,1201,,,0,,3.5,,1997
97IN00132,1993040365,A0365,04,A0365,93,2,73,2,30,  3,942203,312303,6,,,,1,-FL,5,143,170,2,,,,,-FL,0,F,3.5,,1997
97IN00133,1993040366,A0366,04,A0366,93,2,73,2,30,  3,942203,312303,6,,,,3,-FL,5,155,171,1,,93,0912,S,,0,*,3.5,,1997
97IN00134,1993040386,A0386,04,A0386,93,1,73,2,30,  5,944003,570003,2,,,,3,LIB,*,0,0,0,,,,,,0,,3.5,BAD WOOL,1997
97IN00135,1993040395,A0395,04,A0395,93,2,73,2,30,  1,941003,967802,6,,,,3,-FL,5,180,203,1,,93,1020,S,,0,*,3.5,DYSTOCIA 95,1997
97IN00136,1993040405,A0405,04,A0405,93,2,73,2,30,  5,944003,262003,2,,,,6,OVX,*,0,0,1,X,95,0808,,,0,,3.5,,1997
97IN00137,1993040407,A0407,04,A0407,93,2,73,2,30,  5,944003,272903,7,,,,6,LIM,5,129,0,0,,05,1205,S,L-7,0,3,3.5,DEAD,1997
97IN00138,1993040411,A0411,04,A0411,93,2,73,2,30,  4,954203,707603,7,,,,1,LIM,5,119,153,2,,,,S,L-8,0,3,3.5,,1997
97IN00139,1993040419,A0419,04,A0419,93,2,72,2,30,722,644803,458503,2,,,,3,OVX,*,0,0,1,X,,,,,0,,3.5,,1997
97IN00140,1993040424,A0424,04,A0424,93,2,72,2,30,723,821703,153603,6,,,,1,-FL,5,147,174,2,,,,S,-FL,0,F,3.5,,1997
97IN00141,1993040428,A0428,04,A0428,93,2,73,2,30,  3,942203,587803,6,,,,7,-FL,5,148,0,0,,97,0801,S,-FL,0,F,3.5,MISSING,1997
97IN00142,1993040441,A0441,04,A0441,93,2,73,2,30,  6,957803,162703,6,,,,1,-FL,5,124,149,2,,,,,-FL,0,F,3.5,,1997
97IN00143,1993040456,A0456,04,A0456,93,2,73,2,30,  1,941003,116103,6,,,,3,-FL,5,156,170,1,,93,0912,S,,0,*,3.5,,1997
97IN00144,1993040460,A0460,04,A0460,93,2,73,2,30,  9,946003,461703,6,,,,1,-FL,5,145,161,2,,,,S,-FL,0,F,3.5,,1997
97IN00145,1993040461,A0461,04,A0461,93,2,73,2,30,  9,946003,222303,6,,,,1,-FL,5,169,175,2,,,,,-FL,0,F,3.5,FIBERY,1997
97IN00146,1993040479,A0479,04,A0479,93,2,73,2,30, 10,963003,419703,6,,,,3,-FL,5,168,193,1,,93,0912,S,,0,*,3.5,,1997
97IN00147,1993040484,A0484,04,A0484,93,1,73,2,30, 10,963003,459103,2,,,,3,LIB,*,0,0,0,,,,,,0,,3.5,,1997
97IN00148,1993040487,A0487,04,A0487,93,1,72,2,30,721,602803,258103,2,,,,3,LIB,*,0,0,0,,,,,,0,,3.5,,1997
97IN00149,1993040490,A0490,04,A0490,93,2,73,2,30,  2,945103,502803,6,,,,1,-FL,5,132,168,2,,,,S,-FL,0,F,3.5,,1997
97IN00150,1993040495,A0495,04,A0495,93,2,73,2,30,  3,942203,443203,6,,,,1,-FL,5,157,178,2,,,,S,-FL,0,F,3.5,LAMBED1/21/96,1997
97IN00151,1993040501,A0501,04,A0501,93,2,73,2,30,  1,941003,645303,6,,,,3,-FL,5,146,168,2,,93,1020,,,0,*,3.5,,1997
97IN00152,1993040520,A0520,04,A0520,93,2,73,2,30,  7,947703,467403,6,,,,1,-FL,5,151,171,2,,,,S,-FL,0,F,3.5,,1997
97IN00153,1993040531,A0531,04,A0531,93,2,73,2,30,  9,946003,494603,6,,,,1,-FL,5,164,167,2,,,,S,-FL,0,F,3.5,,1997
97IN00154,1993040541,A0541,04,A0541,93,2,73,2,30,  1,941003,601403,6,,,,3,-FL,5,159,189,1,,93,0912,S,,0,*,3.5,,1997
97IN00155,1993040551,A0551,04,A0551,93,2,73,2,30,  9,946003,594103,6,,,,1,-FL,5,150,177,2,,,,S,-FL,0,F,3.5,,1997
97IN00156,1993040558,A0558,04,A0558,93,2,73,2,30,  5,944003,518503,6,,,,1,-FL,5,140,169,2,,,,S,-FL,0,F,3.5,,1997
97IN00157,1993040561,A0561,04,A0561,93,1,73,2,30,  7,947703,388003,2,,,,3,"X,L",*,0,0,0,,93,0407,,,0,,3.5,,1997
97IN00158,1993040570,A0570,04,A0570,93,2,73,2,30,  8,960303,584103,6,,,,1,-FL,5,161,186,2,,,,S,-FL,0,F,3.5,,1997
97IN00159,1993040584,A0584,04,A0584,93,2,73,2,30,  7,947703,458303,6,,,,1,-FL,5,145,177,2,,,,S,-FL,0,F,3.5,,1997
97IN00160,1993040587,A0587,04,A0587,93,2,73,2,30, 10,963003,177103,2,,,,3,OVX,*,0,0,0,X,,,,,0,,3.5,NEW OVX,1997
97IN00161,1993040603,A0603,04,A0603,93,2,72,2,30,724,826203,459203,6,,,,1,-FL,5,144,158,3,,,,S,-FL,0,F,3.5,,1997
97IN00162,1994040686,A0686,04,A0686,94,2,81,1,30,01,877403,662903,0,,,,1,,1,186,170,2,,,,M,01,0,2,3.0,HAIRY,1997
97IN00163,1994040687,A0687,04,A0687,94,2,73,1,30,41,960303,958103,6,,,,1,-FL,5,151,187,2,,,,,-FL,0,F,3.0,BIG TAG 6/20,1997
97IN00164,1994040690,A0690,04,A0690,94,1,82,1,30,30,899503,343703,2,,,,6,DUD,*,0,0,0,,95,0326,,,0,,3.0,,1997
97IN00165,1994040695,A0695,04,A0695,94,2,81,1,30,01,877403,687303,0,,,,1,,2,172,162,2,,,,M,03,0,2,3.0,"BRITCHY,LTS",1997
97IN00166,1994040704,A0704,04,A0704,94,2,81,1,30,01,877403,501203,0,,,,1,,2,185,172,3,,,,M,04,283,2,3.0,4TEATS,1997
97IN00167,1994040706,A0706,04,A0706,94,2,81,1,30,04,872203,655603,0,,,,1,,2,188,174,3,,,,M,01,0,2,3.0,,1997
97IN00168,1994040710,A0710,04,A0710,94,2,81,1,30,02,933703,668903,0,,,,1,,1,208,187,2,,,,M,01,0,2,3.0,BADWOOLlbwn++,1997
97IN00169,1994040711,A0711,04,A0711,94,2,81,1,30,04,872203,745903,0,,,,1,,2,204,188,3,,,,M,02,50,2,3.0,,1997
97IN00170,1994040727,A0727,04,A0727,94,1,82,1,30,22,850003,685803,2,,,,6,DUD,*,0,0,0,,95,0326,,,0,,3.0,DUD MM,1997
97IN00171,1994040730,A0730,04,A0730,94,1,81,1,30,01,877403,215103,2,,,,3,DUD,*,0,0,0,,,,,,0,,3.0,,1997
97IN00172,1994040738,A0738,04,A0738,94,2,82,1,30,20,843003,899303,0,,,,1,,1,213,181,3,,,,C,20,0,2,3.0,HARD BAG,1997
97IN00173,1994040743,A0743,04,A0743,94,2,81,1,30,02,933703,234803,0,,,,1,,1,173,156,2,,,,M,02,0,2,3.0,,1997
97IN00174,1994040751,A0751,04,A0751,94,2,81,1,30,03,923003,560903,0,,,,1,,1,156,149,3,,,,M,02,0,2,3.0,,1997
97IN00175,1994040752,A0752,04,A0752,94,2,73,1,30,42,941603,960203,6,,,,1,-FL,5,150,183,2,,,,,-FL,0,F,3.0,4TEATS ABORT,1997
