UID,ID10,YR,SEX,ETAG,BD1,LINE,PEN,TRT1,TRT2,REG,TYPE,INBR,TBR,ADAM,DINBR,STM,TM,HORN,BPEN,YRWT,FACE,BAG,SPRGWT,FALLWT,DISP,LNDAM,STAPL,CLFL,BRD,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,C78,C79,C80,YRREC,AGE
68IN00001,1967841131,67,,N1131,8,,,,,,,,,2,,00,,,,,,,165,,3,,,,84,0909,,,,8,,,,,,1968,1.0
68IN00002,1967841132,67,,N1132,8,,,,,,,,,2,,00,,,,,,,155,,3,,,,84,0610,,,,9,,   11,,,,1968,1.0
68IN00003,1967841133,67,,N1133,8,,,,,,,,,2,,00,,,,,,,,,3,,,,84,0122,,,,,,   01,,,,1968,1.0
68IN00004,1967841134,67,,N1134,8,,,,,,,,,2,,00,,,,,,,,,3,,,,84,0122,,,,,,   01,,,,1968,1.0
68IN00005,1967841135,67,,N1135,8,,,,,,,,,2,,00,,,,,,,148,170,3,,,,84,0930,,,,3,,,,,,1968,1.0
68IN00006,1967841136,67,,N1136,8,,,,,,,,,2,,00,,,,,,,178,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00007,1967841137,67,,N1137,8,,,,,,,,,2,,00,,,,,,,160,,3,,,,84,0715,,,,8,,,,,,1968,1.0
68IN00008,1967841138,67,,N1138,8,,,,,,,,,2,,00,,,,,,,,,3,,,,84,0325,,,,,,,,,,1968,1.0
68IN00009,1967841139,67,,N1139,8,,,,,,,,,2,,00,,,,,,,,,3,,,,84,0325,,,,,,,,,,1968,1.0
68IN00010,1967841140,67,,N1140,8,,,,,,,,,2,,00,,,,,,,137,,3,,,,84,0610,,,,9,,   12,,,,1968,1.0
68IN00011,1967841141,67,,N1141,8,,,,,,,,,2,,00,,,,,,,135,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00012,1967841142,67,,N1142,8,,,,,,,,,2,,00,,,,,,,,,3,,,,84,0325,,,,,,,,,,1968,1.0
68IN00013,1967841143,67,,N1143,8,,,,,,,,,2,,00,,,,,,,163,,3,,,,84,0610,,,,9,,   12,,,,1968,1.0
68IN00014,1967841144,67,,N1144,8,,,,,,,,,2,,00,,,,,,,,,3,,,,84,0325,,,,,,,,,,1968,1.0
68IN00015,1967841145,67,,N1145,8,,,,,,,,,2,,00,,,,,,,,,6,,,,84,0801,,,,,,   00,,,,1968,1.0
68IN00016,1967841146,67,,N1146,8,,,,,,,,,2,,00,,,,,,,170,,3,,,,84,0715,,,,8,,,,,,1968,1.0
68IN00017,1967841147,67,,N1147,8,,,,,,,,,2,,00,,,,,,,205,,3,,,,84,0909,,,,8,,,,,,1968,1.0
68IN00018,1967841148,67,,N1148,8,,,,,,,,,2,,00,,,,,,,180,,3,,,,84,0930,,,,9,,   01,,,,1968,1.0
68IN00019,1967841149,67,,N1149,8,,,,,,,,,2,,00,,,,,,,110,,3,,,,84,0715,,,,8,,,,,,1968,1.0
68IN00020,1967841150,67,,N1150,8,,,,,,,,,2,,00,,,,,,,195,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00021,1967841152,67,,N1152,8,,,,,,,,,2,,00,,,,,,,160,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00022,1967841154,67,,N1154,8,,,,,,,,,2,,00,,,,,,,222,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00023,1967841155,67,,N1155,8,,,,,,,,,2,,00,,,,,,,140,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00024,1967841156,67,,N1156,8,,,,,,,,,2,,00,,,,,,,170,,3,,,,84,0722,,,,9,,   12,,,,1968,1.0
68IN00025,1967841157,67,,N1157,8,,,,,,,,,2,,00,,,,,,,185,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00026,1967841158,67,,N1158,8,,,,,,,,,2,,00,,,,,,,148,,3,,,,84,0715,,,,8,,,,,,1968,1.0
68IN00027,1967841159,67,,N1159,8,,,,,,,,,2,,00,,,,,,,145,,3,,,,84,0715,,,,8,,,,,,1968,1.0
68IN00028,1967841160,67,,N1160,8,,,,,,,,,2,,00,,,,,,,175,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00029,1967841161,67,,N1161,8,,,,,,,,,2,,00,,,,,,,,,6,,,,84,0801,,,,,,   12,,,,1968,1.0
68IN00030,1967841162,67,,N1162,8,,,,,,,,,2,,00,,,,,,,180,,3,,,,84,0715,,,,8,,,,,,1968,1.0
68IN00031,1967841163,67,,N1163,8,,,,,,,,,2,,00,,,,,,,135,,3,,,,84,0715,,,,8,,,,,,1968,1.0
68IN00032,1967841164,67,,N1164,8,,,,,,,,,2,,00,,,,,,,197,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00033,1967841165,67,,N1165,8,,,,,,,,,2,,00,,,,,,,,,3,,,,84,0325,,,,,,,,,,1968,1.0
68IN00034,1967841166,67,,N1166,8,,,,,,,,,2,,00,,,,,,,180,,3,,,,84,0715,,,,8,,,,,,1968,1.0
68IN00035,1967841167,67,,N1167,8,,,,,,,,,2,,00,,,,,,,,,3,,,,84,0122,,,,,,   11,,,,1968,1.0
68IN00036,1967841170,67,,N1170,8,,,,,,,,,2,,00,,,,,,,181,,3,,,,84,0715,,,,8,,,,,,1968,1.0
68IN00037,1967841171,67,,N1171,8,,,,,,,,,2,,00,,,,,,,230,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00038,1967841172,67,,N1172,8,,,,,,,,,2,,00,,,,,,,160,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00039,1967841173,67,,N1173,8,,,,,,,,,2,,00,,,,,,,115,,3,,,,84,0715,,,,8,,,,,,1968,1.0
68IN00040,1967841174,67,,N1174,8,,,,,,,,,2,,00,,,,,,,,,6,,,,84,0801,,,,,,   01,,,,1968,1.0
68IN00041,1967841175,67,,N1175,8,,,,,,,,,2,,00,,,,,,,,,6,,,,84,0801,,,,,,,,,,1968,1.0
68IN00042,1967841176,67,,N1176,8,,,,,,,,,2,,00,,,,,,,185,,3,,,,84,0722,,,,9,,   02,,,,1968,1.0
68IN00043,1967841177,67,,N1177,8,,,,,,,,,2,,00,,,,,,,,,3,,,,84,0122,,,,,,   12,,,,1968,1.0
68IN00044,1967841179,67,,N1179,8,,,,,,,,,2,,00,,,,,,,,,3,,,,84,0122,,,,,,   11,,,,1968,1.0
68IN00045,1967841180,67,,N1180,8,,,,,,,,,2,,00,,,,,,,162,,3,,,,84,0715,,,,8,,,,,,1968,1.0
68IN00046,1967841181,67,,N1181,8,,,,,,,,,2,,00,,,,,,,,,3,,,,84,0325,,,,,,,,,,1968,1.0
68IN00047,1967841182,67,,N1182,8,,,,,,,,,2,,00,,,,,,,155,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00048,1967841183,67,,N1183,8,,,,,,,,,2,,00,,,,,,,210,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00049,1967841184,67,,N1184,8,,,,,,,,,2,,00,,,,,,,,,3,,,,84,0325,,,,,,,,,,1968,1.0
68IN00050,1967841185,67,,N1185,8,,,,,,,,,2,,00,,,,,,,205,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00051,1967841186,67,,N1186,8,,,,,,,,,2,,00,,,,,,,205,,3,,,,84,0610,,,,9,,   12,,,,1968,1.0
68IN00052,1967841187,67,,N1187,8,,,,,,,,,2,,00,,,,,,,170,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00053,1967841188,67,,N1188,8,,,,,,,,,2,,00,,,,,,,,,3,,,,84,0122,,,,,,   11,,,,1968,1.0
68IN00054,1967841189,67,,N1189,8,,,,,,,,,2,,00,,,,,,,192,,3,,,,84,0909,,,,8,,,,,,1968,1.0
68IN00055,1967841191,67,,N1191,8,,,,,,,,,2,,00,,,,,,,178,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00056,1967841192,67,,N1192,8,,,,,,,,,2,,00,,,,,,,,,3,,,,84,0122,,,,,,   11,,,,1968,1.0
68IN00057,1967841193,67,,N1193,8,,,,,,,,,2,,00,,,,,,,163,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00058,1967841194,67,,N1194,8,,,,,,,,,2,,00,,,,,,,130,,3,,,,84,0715,,,,8,,,,,,1968,1.0
68IN00059,1967841195,67,,N1195,8,,,,,,,,,2,,00,,,,,,,,,3,,,,84,0122,,,,,,   01,,,,1968,1.0
68IN00060,1967841196,67,,N1196,8,,,,,,,,,2,,00,,,,,,,,,3,,,,84,0122,,,,,,   01,,,,1968,1.0
68IN00061,1967841198,67,,N1198,8,,,,,,,,,2,,00,,,,,,,154,,3,,,,84,1216,,,,9,,   12,,,,1968,1.0
68IN00062,1967841199,67,,N1199,8,,,,,,,,,2,,00,,,,,,,190,,3,,,,84,0715,,,,8,,,,,,1968,1.0
68IN00063,1967841200,67,,N1200,8,,,,,,,,,2,,00,,,,,,,155,,3,,,,84,0610,,,,9,,   12,,,,1968,1.0
68IN00064,1967841201,67,,N1201,8,,,,,,,,,2,,00,,,,,,,135,,3,,,,84,0610,,,,9,,   11,,,,1968,1.0
68IN00065,1967841204,67,,N1204,8,,,,,,,,,2,,00,,,,,,,164,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00066,1967841205,67,,N1205,8,,,,,,,,,2,,00,,,,,,,,,6,,,,84,0325,,,,,,,,,,1968,1.0
68IN00067,1967841206,67,,N1206,8,,,,,,,,,2,,00,,,,,,,155,,3,,,,84,0722,,,,9,,   12,,,,1968,1.0
68IN00068,1967841209,67,,N1209,8,,,,,,,,,2,,00,,,,,,,158,,3,,,,84,0715,,,,8,,,,,,1968,1.0
68IN00069,1967841210,67,,N1210,8,,,,,,,,,2,,00,,,,,,,145,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00070,1967841211,67,,N1211,8,,,,,,,,,2,,00,,,,,,,,,6,,,,84,0801,,,,,,,,,,1968,1.0
68IN00071,1967841212,67,,N1212,8,,,,,,,,,2,,00,,,,,,,153,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00072,1967841213,67,,N1213,8,,,,,,,,,2,,00,,,,,,,,,6,,,,84,0101,,,,,,   12,,,,1968,1.0
68IN00073,1967841215,67,,N1215,8,,,,,,,,,2,,00,,,,,,,143,,3,,,,84,0909,,,,8,,,,,,1968,1.0
68IN00074,1967841216,67,,N1216,8,,,,,,,,,2,,00,,,,,,,190,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00075,1967841217,67,,N1217,8,,,,,,,,,2,,00,,,,,,,197,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00076,1967841218,67,,N1218,8,,,,,,,,,2,,00,,,,,,,190,,3,,,,84,0909,,,,8,,,,,,1968,1.0
68IN00077,1967841219,67,,N1219,8,,,,,,,,,2,,00,,,,,,,,,3,,,,84,0122,,,,,,   00,,,,1968,1.0
68IN00078,1967841220,67,,N1220,8,,,,,,,,,2,,00,,,,,,,210,,3,,,,84,0610,,,,9,,   12,,,,1968,1.0
68IN00079,1967841221,67,,N1221,8,,,,,,,,,2,,00,,,,,,,212,,3,,,,84,0909,,,,8,,,,,,1968,1.0
68IN00080,1967841222,67,,N1222,8,,,,,,,,,2,,00,,,,,,,158,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00081,1967841223,67,,N1223,8,,,,,,,,,2,,00,,,,,,,,,6,,,,84,0801,,,,,,,,,,1968,1.0
68IN00082,1967841224,67,,N1224,8,,,,,,,,,2,,00,,,,,,,175,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00083,1967841225,67,,N1225,8,,,,,,,,,2,,00,,,,,,,170,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00084,1967841227,67,,N1227,8,,,,,,,,,2,,00,,,,,,,180,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00085,1967841228,67,,N1228,8,,,,,,,,,2,,00,,,,,,,173,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00086,1967841229,67,,N1229,8,,,,,,,,,2,,00,,,,,,,166,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00087,1967841230,67,,N1230,8,,,,,,,,,2,,00,,,,,,,,,6,,,,84,0801,,,,,,   12,,,,1968,1.0
68IN00088,1967841234,67,,N1234,8,,,,,,,,,2,,00,,,,,,,,,3,,,,84,0122,,,,,,   12,,,,1968,1.0
68IN00089,1967841235,67,,N1235,8,,,,,,,,,2,,00,,,,,,,,,3,,,,84,0325,,,,,,,,,,1968,1.0
68IN00090,1967841236,67,,N1236,8,,,,,,,,,2,,00,,,,,,,133,,3,,,,84,1216,,,,9,,   12,,,,1968,1.0
68IN00091,1967841238,67,,N1238,8,,,,,,,,,2,,00,,,,,,,173,,3,,,,84,0715,,,,8,,,,,,1968,1.0
68IN00092,1967841239,67,,N1239,8,,,,,,,,,2,,00,,,,,,,180,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00093,1967841240,67,,N1240,8,,,,,,,,,2,,00,,,,,,,,,6,,,,84,0801,,,,,,   01,,,,1968,1.0
68IN00094,1967841242,67,,N1242,8,,,,,,,,,2,,00,,,,,,,212,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00095,1967841243,67,,N1243,8,,,,,,,,,2,,00,,,,,,,175,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00096,1967841244,67,,N1244,8,,,,,,,,,2,,00,,,,,,,206,,3,,,,84,0610,,,,9,,   12,,,,1968,1.0
68IN00097,1967841245,67,,N1245,8,,,,,,,,,2,,00,,,,,,,173,,3,,,,84,0909,,,,8,,,,,,1968,1.0
68IN00098,1967841246,67,,N1246,8,,,,,,,,,2,,00,,,,,,,215,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00099,1967841247,67,,N1247,8,,,,,,,,,2,,00,,,,,,,144,,3,,,,84,0715,,,,8,,,,,,1968,1.0
68IN00100,1967841248,67,,N1248,8,,,,,,,,,2,,00,,,,,,,115,,3,,,,84,0909,,,,8,,,,,,1968,1.0
68IN00101,1967841249,67,,N1249,8,,,,,,,,,2,,00,,,,,,,155,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00102,1967841251,67,,N1251,8,,,,,,,,,2,,00,,,,,,,185,,3,,,,84,0722,,,,9,,   11,,,,1968,1.0
68IN00103,1967841252,67,,N1252,8,,,,,,,,,2,,00,,,,,,,163,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00104,1967841253,67,,N1253,8,,,,,,,,,2,,00,,,,,,,200,,3,,,,84,1216,,,,9,,   11,,,,1968,1.0
68IN00105,1967841254,67,,N1254,8,,,,,,,,,2,,00,,,,,,,175,,3,,,,84,0909,,,,8,,,,,,1968,1.0
68IN00106,1967841255,67,,N1255,8,,,,,,,,,2,,00,,,,,,,195,,3,,,,84,0715,,,,8,,,,,,1968,1.0
68IN00107,1967841256,67,,N1256,8,,,,,,,,,2,,00,,,,,,,,,6,,,,84,0801,,,,,,,,,,1968,1.0
68IN00108,1967841257,67,,N1257,8,,,,,,,,,2,,00,,,,,,,186,,3,,,,84,0909,,,,8,,,,,,1968,1.0
68IN00109,1967841258,67,,N1258,8,,,,,,,,,2,,00,,,,,,,170,,3,,,,84,0715,,,,8,,,,,,1968,1.0
68IN00110,1967841259,67,,N1259,8,,,,,,,,,2,,00,,,,,,,,,6,,,,84,0801,,,,,,   12,,,,1968,1.0
68IN00111,1967841260,67,,N1260,8,,,,,,,,,2,,00,,,,,,,143,,3,,,,84,0909,,,,8,,,,,,1968,1.0
68IN00112,1967841261,67,,N1261,8,,,,,,,,,2,,00,,,,,,,,,6,,,,84,0801,,,,,,,,,,1968,1.0
68IN00113,1967841262,67,,N1262,8,,,,,,,,,2,,00,,,,,,,,,3,,,,84,0122,,,,,,   12,,,,1968,1.0
68IN00114,1967841263,67,,N1263,8,,,,,,,,,2,,00,,,,,,,133,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00115,1967841264,67,,N1264,8,,,,,,,,,2,,00,,,,,,,178,,3,,,,84,0722,,,,9,,   12,,,,1968,1.0
68IN00116,1967841265,67,,N1265,8,,,,,,,,,2,,00,,,,,,,,,3,,,,84,0122,,,,,,   01,,,,1968,1.0
68IN00117,1967841266,67,,N1266,8,,,,,,,,,2,,00,,,,,,,160,,3,,,,84,0715,,,,8,,,,,,1968,1.0
68IN00118,1967841267,67,,N1267,8,,,,,,,,,2,,00,,,,,,,168,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00119,1967841268,67,,N1268,8,,,,,,,,,2,,00,,,,,,,144,,3,,,,84,0909,,,,8,,,,,,1968,1.0
68IN00120,1967841270,67,,N1270,8,,,,,,,,,2,,00,,,,,,,,,6,,,,84,0801,,,,,,,,,,1968,1.0
68IN00121,1967841271,67,,N1271,8,,,,,,,,,2,,00,,,,,,,,,3,,,,84,0325,,,,,,,,,,1968,1.0
68IN00122,1967841272,67,,N1272,8,,,,,,,,,2,,00,,,,,,,195,,3,,,,84,0715,,,,8,,,,,,1968,1.0
68IN00123,1967841273,67,,N1273,8,,,,,,,,,2,,00,,,,,,,183,,3,,,,84,1216,,,,9,,   12,,,,1968,1.0
68IN00124,1967841274,67,,N1274,8,,,,,,,,,2,,00,,,,,,,165,,3,,,,84,0722,,,,9,,   01,,,,1968,1.0
68IN00125,1967841275,67,,N1275,8,,,,,,,,,2,,00,,,,,,,165,,3,,,,84,0715,,,,8,,,,,,1968,1.0
68IN00126,1967841276,67,,N1276,8,,,,,,,,,2,,00,,,,,,,182,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00127,1967841277,67,,N1277,8,,,,,,,,,2,,00,,,,,,,150,,3,,,,84,0610,,,,9,,   12,,,,1968,1.0
68IN00128,1967841278,67,,N1278,8,,,,,,,,,2,,00,,,,,,,,,3,,,,84,0122,,,,,,   12,,,,1968,1.0
68IN00129,1967841279,67,,N1279,8,,,,,,,,,2,,00,,,,,,,155,,3,,,,84,0930,,,,9,,   12,,,,1968,1.0
68IN00130,1967841280,67,,N1280,8,,,,,,,,,2,,00,,,,,,,155,,3,,,,84,0909,,,,8,,,,,,1968,1.0
68IN00131,1967841281,67,,N1281,8,,,,,,,,,2,,00,,,,,,,,,3,,,,84,0122,,,,,,   00,,,,1968,1.0
68IN00132,1967841282,67,,N1282,8,,,,,,,,,2,,00,,,,,,,220,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00133,1967841283,67,,N1283,8,,,,,,,,,2,,00,,,,,,,,,6,,,,84,0419,,,,,,   11,,,,1968,1.0
68IN00134,1967841284,67,,N1284,8,,,,,,,,,2,,00,,,,,,,185,,3,,,,84,0909,,,,8,,,,,,1968,1.0
68IN00135,1967841285,67,,N1285,8,,,,,,,,,2,,00,,,,,,,148,,3,,,,84,0722,,,,9,,   11,,,,1968,1.0
68IN00136,1967841286,67,,N1286,8,,,,,,,,,2,,00,,,,,,,186,,3,,,,84,0930,,,,9,,   01,,,,1968,1.0
68IN00137,1967841287,67,,N1287,8,,,,,,,,,2,,00,,,,,,,,,3,,,,84,0325,,,,,,,,,,1968,1.0
68IN00138,1967841288,67,,N1288,8,,,,,,,,,2,,00,,,,,,,170,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00139,1967841290,67,,N1290,8,,,,,,,,,2,,00,,,,,,,,,3,,,,84,0325,,,,,,,,,,1968,1.0
68IN00140,1967841291,67,,N1291,8,,,,,,,,,2,,00,,,,,,,158,,3,,,,84,0610,,,,9,,   01,,,,1968,1.0
68IN00141,1967841292,67,,N1292,8,,,,,,,,,2,,00,,,,,,,,,6,,,,84,0325,,,,,,,,,,1968,1.0
68IN00142,1967841293,67,,N1293,8,,,,,,,,,2,,00,,,,,,,153,,3,,,,84,0722,,,,9,,   12,,,,1968,1.0
68IN00143,1967841294,67,,N1294,8,,,,,,,,,2,,00,,,,,,,145,,3,,,,84,0930,,,,8,,,,,,1968,1.0
68IN00144,1967841295,67,,N1295,8,,,,,,,,,2,,00,,,,,,,,,6,,,,84,0801,,,,,,,,,,1968,1.0
68IN00145,1967841296,67,,N1296,8,,,,,,,,,2,,00,,,,,,,143,,3,,,,84,0909,,,,8,,,,,,1968,1.0
68IN00146,1967841297,67,,N1297,8,,,,,,,,,2,,00,,,,,,,165,,3,,,,84,1216,,,,9,,   12,,,,1968,1.0
68IN00147,1967841298,67,,N1298,8,,,,,,,,,2,,00,,,,,,,,,3,,,,84,0325,,,,,,   12,,,,1968,1.0
68IN00148,1967841299,67,,N1299,8,,,,,,,,,2,,00,,,,,,,165,,3,,,,84,0909,,,,8,,,,,,1968,1.0
68IN00149,1967841300,67,,N1300,8,,,,,,,,,2,,00,,,,,,,210,,3,,,,84,0909,,,,8,,,,,,1968,1.0
68IN00150,1967862467,67,,H2467,8,,,,,,,,,2,,00,,,,,,,,,6,,,,86,0801,,,,,,,,,,1968,1.0
68IN00151,1967862468,67,,H2468,8,,,,,,,,,2,,00,,,,,,,165,,3,,,,86,0909,,,,8,,,,,,1968,1.0
68IN00152,1963813057,63,,Y3057,8,,,,,,,,,6,,09,,,,,,,,,3,,,,81,0122,,,,,,,,,,1968,5.0
68IN00153,1963813080,63,2,Y3080,8,,,,,,K,,,6,,08,,,09,,,,153,184,3,,,  5,81,1001,,,,3,,,,,,1968,5.0
68IN00154,1963813086,63,,Y3086,8,,,,,,,,,6,,08,,,,,,,,,3,,,,81,0122,,,,,,,,,,1968,5.0
68IN00155,1963813093,63,,Y3093,8,,,,,,,,,6,,00,,,,,,,,,3,,,,81,0122,,,,,,,,,,1968,5.0
68IN00156,1963813143,63,2,Y3143,8,,,,,,,,,6,,09,,,,,,,,,3,,,,81,0122,,,,,,,,,,1968,5.0
68IN00157,1963813167,63,2,Y3167,8,,,,,,,,,6,,09,,,,,,,,,3,,,,81,0122,,,,,,,,,,1968,5.0
68IN00158,1967814392,67,,Y4392,8,,,,,,,,,2,,00,,,,,,,175,,3,,,,81,0610,,,,9,,   11,,,,1968,1.0
68IN00159,1967814393,67,,Y4393,8,,,,,,,,,2,,00,,,,,,,206,,3,,,,81,0715,,,,8,,,,,,1968,1.0
68IN00160,1967814394,67,,Y4394,8,,,,,,,,,2,,00,,,,,,,165,,3,,,,81,1216,,,,9,,   12,,,,1968,1.0
68IN00161,1967814395,67,,Y4395,8,,,,,,,,,2,,00,,,,,,,,,3,,,,81,0325,,,,,,   01,,,,1968,1.0
68IN00162,1967814396,67,,Y4396,8,,,,,,,,,2,,00,,,,,,,183,,3,,,,81,0610,,,,9,,   12,,,,1968,1.0
68IN00163,1967814397,67,,Y4397,8,,,,,,,,,2,,00,,,,,,,133,,3,,,,81,0715,,,,8,,,,,,1968,1.0
68IN00164,1967814398,67,,Y4398,8,,,,,,,,,2,,00,,,,,,,,,3,,,,81,0122,,,,,,   12,,,,1968,1.0
68IN00165,1967814399,67,,Y4399,8,,,,,,,,,2,,00,,,,,,,160,,3,,,,81,0930,,,,8,,,,,,1968,1.0
68IN00166,1967814401,67,,Y4401,8,,,,,,,,,2,,00,,,,,,,205,,3,,,,81,0715,,,,8,,,,,,1968,1.0
68IN00167,1967814402,67,,Y4402,8,,,,,,,,,2,,00,,,,,,,,,6,,,,81,0801,,,,,,,,,,1968,1.0
68IN00168,1967814403,67,,Y4403,8,,,,,,,,,2,,00,,,,,,,128,,3,,,,81,0909,,,,8,,,,,,1968,1.0
68IN00169,1967814404,67,,Y4404,8,,,,,,,,,2,,00,,,,,,,140,,3,,,,81,0909,,,,8,,,,,,1968,1.0
68IN00170,1967814405,67,,Y4405,8,,,,,,,,,2,,00,,,,,,,205,,3,,,,81,0722,,,,9,,   12,,,,1968,1.0
68IN00171,1967814407,67,,Y4407,8,,,,,,,,,2,,00,,,,,,,155,,3,,,,81,0610,,,,9,,   12,,,,1968,1.0
68IN00172,1967814408,67,,Y4408,8,,,,,,,,,2,,00,,,,,,,,,3,,,,81,0325,,,,,,   12,,,,1968,1.0
68IN00173,1967814409,67,,Y4409,8,,,,,,,,,2,,00,,,,,,,160,,3,,,,81,0930,,,,8,,,,,,1968,1.0
68IN00174,1967814410,67,,Y4410,8,,,,,,,,,2,,00,,,,,,,182,,3,,,,81,0930,,,,8,,,,,,1968,1.0
68IN00175,1967814411,67,,Y4411,8,,,,,,,,,2,,00,,,,,,,175,,3,,,,81,0930,,,,8,,,,,,1968,1.0
68IN00176,1967814412,67,,Y4412,8,,,,,,,,,2,,00,,,,,,,170,,3,,,,81,1216,,,,9,,   12,,,,1968,1.0
68IN00177,1967814413,67,,Y4413,8,,,,,,,,,2,,00,,,,,,,205,,3,,,,81,0930,,,,8,,,,,,1968,1.0
68IN00178,1967814415,67,,Y4415,8,,,,,,,,,2,,00,,,,,,,189,,3,,,,81,0715,,,,8,,,,,,1968,1.0
68IN00179,1967814416,67,,Y4416,8,,,,,,,,,2,,00,,,,,,,185,,3,,,,81,0610,,,,9,,   12,,,,1968,1.0
68IN00180,1967814417,67,,Y4417,8,,,,,,,,,2,,00,,,,,,,,,3,,,,81,0122,,,,,,   11,,,,1968,1.0
68IN00181,1967814418,67,,Y4418,8,,,,,,,,,2,,00,,,,,,,165,,3,,,,81,0909,,,,8,,,,,,1968,1.0
68IN00182,1967814419,67,,Y4419,8,,,,,,,,,2,,00,,,,,,,,,6,,,,81,0522,,,,,,,,,,1968,1.0
68IN00183,1967814420,67,,Y4420,8,,,,,,,,,2,,00,,,,,,,188,,3,,,,81,0930,,,,8,,,,,,1968,1.0
68IN00184,1967814421,67,,Y4421,8,,,,,,,,,2,,00,,,,,,,170,,3,,,,81,1216,,,,9,,   01,,,,1968,1.0
68IN00185,1967814422,67,,Y4422,8,,,,,,,,,2,,00,,,,,,,166,,3,,,,81,0715,,,,8,,,,,,1968,1.0
68IN00186,1967814423,67,,Y4423,8,,,,,,,,,2,,00,,,,,,,152,,3,,,,81,0610,,,,9,,   11,,,,1968,1.0
68IN00187,1967814424,67,,Y4424,8,,,,,,,,,2,,00,,,,,,,138,,3,,,,81,0930,,,,9,,,,,,1968,1.0
68IN00188,1967814426,67,,Y4426,8,,,,,,,,,2,,00,,,,,,,160,,3,,,,81,0909,,,,8,,,,,,1968,1.0
68IN00189,1967814428,67,,Y4428,8,,,,,,,,,2,,00,,,,,,,,,3,,,,81,0122,,,,,,   12,,,,1968,1.0
68IN00190,1967814429,67,,Y4429,8,,,,,,,,,2,,00,,,,,,,,,3,,,,81,0122,,,,,,   12,,,,1968,1.0
68IN00191,1967814430,67,,Y4430,8,,,,,,,,,2,,00,,,,,,,115,,3,,,,81,0930,,,,8,,,,,,1968,1.0
68IN00192,1967814431,67,,Y4431,8,,,,,,,,,2,,00,,,,,,,175,,3,,,,81,1216,,,,9,,   12,,,,1968,1.0
68IN00193,1967814432,67,,Y4432,8,,,,,,,,,2,,00,,,,,,,180,,3,,,,81,0930,,,,8,,,,,,1968,1.0
68IN00194,1967814433,67,,Y4433,8,,,,,,,,,2,,00,,,,,,,183,,3,,,,81,0909,,,,8,,,,,,1968,1.0
68IN00195,1967814434,67,,Y4434,8,,,,,,,,,2,,00,,,,,,,,,3,,,,81,0122,,,,,,   11,,,,1968,1.0
68IN00196,1967814435,67,,Y4435,8,,,,,,,,,2,,00,,,,,,,185,,3,,,,81,0930,,,,8,,,,,,1968,1.0
68IN00197,1967814436,67,,Y4436,8,,,,,,,,,2,,00,,,,,,,180,,3,,,,81,1216,,,,9,,   12,,,,1968,1.0
68IN00198,1967814437,67,,Y4437,8,,,,,,,,,2,,00,,,,,,,223,,3,,,,81,0715,,,,8,,,,,,1968,1.0
68IN00199,1967814438,67,,Y4438,8,,,,,,,,,2,,00,,,,,,,,,3,,,,81,0325,,,,,,   12,,,,1968,1.0
