UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,SBRD,DAM,DBRD,RGRP,DNA,ELG,PD,LOT,BAND,PREG,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,AGE,RMK,STUDY,STUDYTRT,IDZ65,CLR,ALTID,INBRL,CULLPILE,YRREC
16IN00001,2009054591,H4591,05,H4591,09,2,,1,30,52,H3271,05,H3499,05,,,,3,,D,,197,197,2,,93,1208,,,,7.0,X Old,,,14052,1,,0.049,,2016
16IN00002,2009054823,H4823,05,H4823,09,2,,1,30,32, 7322,00,H1591,05,,,,3,MP,1,,217,208,2,,93,1208,,,,7.0,X Old,,,14094,1,,0.0,,2016
16IN00003,2009054891,H4891,05,H4891,09,2,,1,30,e19,H3039,05,H4142,05,,,,6,,H,,128,0,0,,66,0526,,,,7.0,PARISIS,,,0,1,,0.054,,2016
16IN00004,2009055213,H5213,05,H5213,09,2,,1,30,54,H3693,05,H2462,05,,,,3,,1,,156,147,2,,93,1208,,,,7.0,X Old,,,14128,1,,0.052,,2016
16IN00005,2009055319,H5319,05,H5319,09,2,,1,30,33,  712,00,H1399,05,,,,3,MP,1,,205,196,2,,93,1208,,,,7.0,X Old,,,14036,1,,0.0,,2016
16IN00006,2009055430,H5430,05,H5430,09,2,,1,30,49,H2171,05,H1397,05,,,,3,,2,,166,164,2,,93,1208,,,,7.0,X Old,,,14031,1,,0.045,,2016
16IN00007,2009055484,H5484,05,H5484,09,2,,1,30,49,H2171,05,H2897,05,,,,3,,1,,201,201,2,,93,1208,,,,7.0,X Old,,,14107,1,,0.044,,2016
16IN00008,2010055570,H5570,05,H5570,10,2,,1,30,e17,H3967,05,H4838,05,0,,,1,,1,,155,169,1,,,,.,,,6.0,.,,,,1,,0.044,,2016
16IN00009,2010055592,H5592,05,H5592,10,2,,1,30,77,H4155,05,H4369,05,0,,,1,,2,,150,155,2,,,,.,,,6.0,4TEATS,,,,1,,0.052,,2016
16IN00010,2010055686,H5686,05,H5686,10,2,,1,30,52,  965,00,H1008,05,0,,,1,MP,2,,164,154,2,,,,.,,,6.0,TerminalOnly,,,,1,,0.0,,2016
