UID,ID10,YR,SEX,ETAG,BD1,LINE,PEN,BRD,REG,TYPE,INBR,TBR,AGE_BRDG,DINBR,TM,HORN,BPEN,YRWT,FACE,C3536,SPRGWT,FALLWT,DISP,REASON,STAPL,CLFL,BRDNEW,C5457,GRFL,FLGR,C6263,SIRE,SB1,DAYDIS,C7378,AGE_LMG,C80,YRREC,AGE
56IN00001,1946101624,46,2,U1624,0,68,,10,,,,,0,,,,,,,,122,,3,11,,,,,,,,,,0604,,-,,1956,10.0
56IN00002,1946101625,46,2,U1625,0,68,,10,,,,,0,,,,,,,,109,125,6,11,,,,,,,,,,1205,,-,,1956,10.0
56IN00003,1947101632,47,2,U1632,0,68,,10,,,,,9,,,,,,,,124,144,3,11,,,,,,,,,,0924,,0,,1956,9.0
56IN00004,1948101638,48,2,U1638,0,68,,10,,,,,8,,,,671,,,,126,144,,,,,,,,,,,,,,9,,1956,8.0
56IN00005,1949101639,49,2,U1639,0,68,,10,,,,,7,,,,,,,,115,124,2,11,,,,,,,,,,0927,,8,,1956,7.0
56IN00006,1950101642,50,2,U1642,0,68,,10,,,,,6,,,,,,,,121,136,2,11,,,,,,,,,,0927,,7,,1956,6.0
56IN00007,1950101643,50,2,U1643,0,68,,10,,,,,6,,,,671,,,,136,164,,,,,,,,,,,,,,7,,1956,6.0
56IN00008,1951101644,51,2,U1644,0,68,,10,,,,,5,,,,468,,,,136,166,,,,,,,,,,,,,,6,,1956,5.0
56IN00009,1951101645,51,2,U1645,0,68,,10,,,,,5,,,,328,,,,122,138,,,,,,,,,,,,,,6,,1956,5.0
56IN00010,1951101646,51,2,U1646,0,68,,10,,,,,5,,,,681,,,,133,160,,,,,,,,,,,,,,6,,1956,5.0
56IN00011,1951101647,51,2,U1647,0,68,,10,,,,,5,,,,469,,,,130,144,,,,,,,,,,,,,,6,,1956,5.0
56IN00012,1951101648,51,2,U1648,0,68,,10,,,,,5,,,,,,,,127,144,2,92,,,,,,,,,,0927,,6,,1956,5.0
56IN00013,1952101650,52,2,U1650,0,68,,10,,,,,4,,,,518,,,,114,140,,,,,,,,,,,,,,5,,1956,4.0
56IN00014,1952101651,52,2,U1651,0,68,,10,,,,,4,,,,479,,,,135,135,,,,,,,,,,,,,,5,,1956,4.0
56IN00015,1952101652,52,2,U1652,0,68,,10,,,,,4,,,,,,,,106,114,3,07,,,,,,,,,,1119,,5,,1956,4.0
56IN00016,1952101653,52,2,U1653,0,68,,10,,,,,4,,,,691,,,,118,138,,,,,,,,,,,,,,5,,1956,4.0
56IN00017,1952101654,52,2,U1654,0,68,,10,,,,,4,,,,,,,,110,125,2,10,,,,,,,,,,0927,,5,,1956,4.0
56IN00018,1952101655,52,2,U1655,0,68,,10,,,,,4,,,,691,,,,144,168,,,,,,,,,,,,,,5,,1956,4.0
56IN00019,1952101656,52,2,U1656,0,68,,10,,,,,4,,,,,,,,123,145,2,10,,,,,,,,,,0927,,5,,1956,4.0
56IN00020,1952101657,52,2,U1657,0,68,,10,,,,,4,,,,,,,,,,6,,,,,,,,,,,0505,,5,,1956,4.0
56IN00021,1952101658,52,2,U1658,0,68,,10,,,,,4,,,,671,,,,123,144,,,,,,,,,,,,,,5,,1956,4.0
56IN00022,1952101659,52,2,U1659,0,68,,10,,,,,4,,,,551,,,,112,141,,,,,,,,,,,,,,5,,1956,4.0
56IN00023,1952101661,52,2,U1661,0,68,,10,,,,,4,,,,,,,,120,,6,,,,,,,,,,,0607,,5,,1956,4.0
56IN00024,1952101663,52,2,U1663,0,68,,10,,,,,4,,,,581,,,,130,163,,,,,,,,,,,,,,5,,1956,4.0
56IN00025,1952101664,52,2,U1664,0,68,,10,,,,,4,,,,,,,,121,,3,,,,,,,,,,,0924,,5,,1956,4.0
56IN00026,1952101665,52,2,U1665,0,68,,10,,,,,4,,,,,,,,103,123,2,50,,,,,,,,,,0927,,5,,1956,4.0
56IN00027,1952101666,52,2,U1666,0,68,,10,,,,,4,,,,701,,,,122,147,,,,,,,,,,,,,,5,,1956,4.0
56IN00028,1952101667,52,2,U1667,0,68,,10,,,,,4,,,,,,,,128,164,2,10,,,,,,,,,,0927,,5,,1956,4.0
56IN00029,1952101668,52,2,U1668,0,68,,10,,,,,4,,,,561,,,,148,166,,,,,,,,,,,,,,5,,1956,4.0
56IN00030,1952101670,52,2,U1670,0,68,,10,,,,,4,,,,,,,,111,,7,,,,,,,,,,,0915,,5,,1956,4.0
56IN00031,1952101671,52,2,U1671,0,68,,10,,,,,4,,,,701,,,,128,143,,,,,,,,,,,,,,5,,1956,4.0
56IN00032,1952101672,52,2,U1672,0,68,,10,,,,,4,,,,691,,,,135,163,,,,,,,,,,,,,,5,,1956,4.0
56IN00033,1952101673,52,2,U1673,0,68,,10,,,,,4,,,,681,,,,118,134,,,,,,,,,,,,,,5,,1956,4.0
56IN00034,1952101676,52,2,U1676,0,68,,10,,,,,4,,,,701,,,,131,152,,,,,,,,,,,,,,5,,1956,4.0
56IN00035,1952101677,52,2,U1677,0,68,,10,,,,,4,,,,,,,,158,163,2,81,,,,,,,,,,0927,,5,,1956,4.0
56IN00036,1952101678,52,2,U1678,0,68,,10,,,,,4,,,,,,,,131,,3,81,,,,,,,,,,0604,,5,,1956,4.0
56IN00037,1952101679,52,2,U1679,0,68,,10,,,,,4,,,,,,,,117,130,2,10,,,,,,,,,,0927,,5,,1956,4.0
56IN00038,1952101682,52,2,U1682,0,68,,10,,,,,4,,,,571,,,,108,130,,,,,,,,,,,,,,5,,1956,4.0
56IN00039,1952101683,52,2,U1683,0,68,,10,,,,,4,,,,,,,,137,160,2,49,,,,,,,,,,0927,,5,,1956,4.0
56IN00040,1952101685,52,2,U1685,0,68,,10,,,,,4,,,,561,,,,121,138,,,,,,,,,,,,,,5,,1956,4.0
56IN00041,1952101686,52,2,U1686,0,68,,10,,,,,4,,,,,,,,109,144,2,81,,,,,,,,,,0927,,5,,1956,4.0
56IN00042,1952101687,52,2,U1687,0,68,,10,,,,,4,,,,681,,,,106,128,,,,,,,,,,,,,,5,,1956,4.0
56IN00043,1952101688,52,2,U1688,0,68,,10,,,,,4,,,,691,,,,118,136,,,,,,,,,,,,,,5,,1956,4.0
56IN00044,1952101689,52,2,U1689,0,68,,10,,,,,4,,,,551,,,,124,145,,,,,,,,,,,,,,5,,1956,4.0
56IN00045,1952101690,52,2,U1690,0,68,,10,,,,,4,,,,581,,,,130,148,,,,,,,,,,,,,,5,,1956,4.0
56IN00046,1952101691,52,2,U1691,0,68,,10,,,,,4,,,,571,,,,123,148,,,,,,,,,,,,,,5,,1956,4.0
56IN00047,1952101692,52,2,U1692,0,68,,10,,,,,4,,,,551,,,,133,150,,,,,,,,,,,,,,5,,1956,4.0
56IN00048,1952101694,52,2,U1694,0,68,,10,,,,,4,,,,571,,,,106,128,,,,,,,,,,,,,,5,,1956,4.0
56IN00049,1952101695,52,2,U1695,0,68,,10,,,,,4,,,,581,,,,128,155,,,,,,,,,,,,,,5,,1956,4.0
56IN00050,1952101696,52,2,U1696,0,68,,10,,,,,4,,,,671,,,,118,141,,,,,,,,,,,,,,5,,1956,4.0
56IN00051,1952101697,52,2,U1697,0,68,,10,,,,,4,,,,701,,,,130,144,,,,,,,,,,,,,,5,,1956,4.0
56IN00052,1952101699,52,2,U1699,0,68,,10,,,,,4,,,,,,,,109,,7,,,,,,,,,,,0915,,5,,1956,4.0
56IN00053,1952101700,52,2,U1700,0,68,,10,,,,,4,,,,,,,,116,137,2,10,,,,,,,,,,0927,,5,,1956,4.0
56IN00054,1952101701,52,2,U1701,0,68,,10,,,,,4,,,,561,,,,100,113,,,,,,,,,,,,,,5,,1956,4.0
56IN00055,1952101702,52,2,U1702,0,68,,10,,,,,4,,,,571,,,,144,155,,,,,,,,,,,,,,5,,1956,4.0
56IN00056,1952101703,52,2,U1703,0,68,,10,,,,,4,,,,,,,,127,,3,81,,,,,,,,,,0604,,5,,1956,4.0
56IN00057,1952101705,52,2,U1705,0,68,,10,,,,,4,,,,,,,,126,143,2,10,,,,,,,,,,0927,,5,,1956,4.0
56IN00058,1952101706,52,2,U1706,0,68,,10,,,,,4,,,,551,,,,134,164,,,,,,,,,,,,,,5,,1956,4.0
56IN00059,1953101792,53,2,U1792,0,68,,10,,,,,3,,,,581,,,,113,134,,,,,,,,,,,,,,4,,1956,3.0
56IN00060,1953101793,53,2,U1793,0,68,,10,,,,,3,,,,681,,,,133,160,,,,,,,,,,,,,,4,,1956,3.0
56IN00061,1953101794,53,2,U1794,0,68,,10,,,,,3,,,,561,,,,108,138,,,,,,,,,,,,,,4,,1956,3.0
56IN00062,1949101799,49,2,U1799,0,68,,10,,,,,7,,,,,,,,156,176,2,11,,,,,,,,,,0927,,8,,1956,7.0
56IN00063,1954101776,54,2,U1776,0,69,268,10,,08,,,2,,4,3,329,075,15,,98,108,,,069, 30,,,074,2,,0502,2,,,3,,1956,2.0
56IN00064,1955101821,55,2,U1821,0,69,268,10,,08,,,1,,4,1,499,077,09,,77,113,,,089,044,,,079,2,,1008,2,,,2,,1956,1.0
56IN00065,1955101822,55,2,U1822,0,69,268,10,,08,,,1,,4,1,518,084,09,,84,120,,,086,049,,,088,2,,1008,2,,,2,,1956,1.0
56IN00066,1954101781,54,2,U1781,0,69,328,10,,07,,,2,,4,1,478,083,11,,107,126,,,066, 36,,,080,2,,7491,1,,,3,,1956,2.0
56IN00067,1955101837,55,1,U1837,0,69,328,10,,,,,1,,,,,,,,133,167,3,17,,,,,,,,7491,1,0801,,2,,1956,1.0
56IN00068,1955101874,55,2,U1874,0,69,328,10,,06,,,1,,4,1,399,093,10,,93,124,,,090,043,,,085,2,,7491,1,,,2,,1956,1.0
56IN00069,1954101743,54,2,U1743,0,69,358,10,,05,,,2,,4,3,499,101,13,,125,153,,,070, 41,,,097,2,,0511,2,,,3,,1956,2.0
56IN00070,1955101803,55,2,U1803,0,69,358,10,,06,,,1,,4,4,328,091,09,,91,136,,,092,054,,,138,2,,0511,2,,,2,,1956,1.0
56IN00071,1955101869,55,2,U1869,0,69,358,10,,07,,,1,,4,3,348,094,10,,94,127,,,087,050,,,104,2,,0511,2,,,2,,1956,1.0
56IN00072,1955101873,55,2,U1873,0,69,358,10,,07,,,1,,4,4,328,099,14,,99,133,,,082,062,,,098,2,,0511,2,,,2,,1956,1.0
56IN00073,1954101710,54,2,U1710,0,69,359,10,,10,,,2,,4,3,519,085,16,,111,140,,,077, 48,,,100,2,,0781,2,,,3,,1956,2.0
56IN00074,1954101751,54,2,U1751,0,69,368,10,,06,,,2,,4,3,498,092,10,,120,148,,,083, 49,,,097,2,,0604,2,,,3,,1956,2.0
56IN00075,1954101757,54,2,U1757,0,69,368,10,,08,,,2,,4,5,399,098,10,,117,145,,,071, 45,,,106,2,,0604,2,,,3,,1956,2.0
56IN00076,1955101827,55,2,U1827,0,69,368,10,,10,,,1,,4,5,519,095,10,,95,131,,,100,054,,,111,2,,0939,2,,,2,,1956,1.0
56IN00077,1955101852,55,2,U1852,0,69,368,10,,07,,,1,,4,,,114,,,114,143,2,10,,,,,105,1,,0939,2,0927,,2,,1956,1.0
56IN00078,1954101766,54,2,U1766,0,69,369,10,,08,,,2,,4,4,468,080,15,,97,122,,,072, 37,,,090,2,,0838,2,,,3,,1956,2.0
56IN00079,1955101851,55,1,U1851,0,69,369,10,,,,,1,,,,,,,,138,171,2,17,,,,,,,,1348,2,0927,,2,,1956,1.0
56IN00080,1954101789,54,2,U1789,0,69,398,10,,07,,,2,,4,3,348,094,10,,112,138,,,076, 49,,,098,2,,0396,2,,,3,,1956,2.0
56IN00081,1955101809,55,1,U1809,0,69,398,10,,,,,1,,,,,,,,116,142,3,17,,,,,,,,0396,2,0801,,2,,1956,1.0
56IN00082,1955101878,55,1,U1878,0,69,398,10,,,,,1,,,,,,,,130,166,2,17,,,,,,,,0396,2,0927,,2,,1956,1.0
56IN00083,1954101712,54,2,U1712,0,69,399,10,,07,,,2,,4,4,329,088,10,,110,134,,,078, 48,,,113,2,,1637,2,,,3,,1956,2.0
56IN00084,1955101807,55,1,U1807,0,69,399,10,,,,,1,,,,,,,,119,154,3,17,,,,,,,,1240,2,0801,,2,,1956,1.0
56IN00085,1954101778,54,2,U1778,0,69,408,10,,10,,,2,,4,4,479,091,15,,118,136,,,072, 38,,,094,2,,0714,2,,,3,,1956,2.0
56IN00086,1955101854,55,2,U1854,0,69,408,10,,07,,,1,,4,,479,096,,,96,146,,,,,,,100,2,,1209,2,,,2,,1956,1.0
56IN00087,1955101888,55,2,U1888,0,69,408,10,,08,,,1,,4,4,349,084,14,,84,119,,,088,044,,,088,1,,1209,2,,,2,,1956,1.0
56IN00088,1955101802,55,1,U1802,0,69,409,10,,,,,1,,,,,,,,160,191,2,17,,,,,,,,0935,2,0927,,2,,1956,1.0
56IN00089,1955101857,55,2,U1857,0,69,409,10,,06,,,1,,4,4,329,103,10,,103,142,,,092,052,,,101,1,,0935,2,,,2,,1956,1.0
56IN00090,1954101760,54,2,U1760,0,69,458,10,,11,,,2,,4,3,469,076,13,,101,110,,,080, 39,,,080,2,,1828,1,,,3,,1956,2.0
56IN00091,1955101828,55,2,U1828,0,69,458,10,,09,,,1,,4,4,499,087,12,,87,118,,,092,048,,,107,1,,1828,1,,,2,,1956,1.0
56IN00092,1954101724,54,2,U1724,0,69,468,10,,07,,,2,,4,4,408,087,12,,114,126,,,074, 40,,,093,2,,0693,2,,,3,,1956,2.0
56IN00093,1954101769,54,2,U1769,0,69,468,10,,07,,,2,,4,1,408,073,15,,97,130,,,065, 36,,,080,2,,0693,2,,,3,,1956,2.0
56IN00094,1955101819,55,1,U1819,0,69,468,10,,,,,1,,,,,,,,123,157,2,17,,,,,,,,0693,2,0927,,2,,1956,1.0
56IN00095,1954101731,54,2,U1731,0,69,469,10,,08,,,2,,4,1,348,081,11,,103,124,,,080, 40,,,093,2,,1853,2,,,3,,1956,2.0
56IN00096,1954101758,54,2,U1758,0,69,469,10,,07,,,2,,4,3,518,091,15,,103,122,,,080, 40,,,075,2,,1853,2,,,3,,1956,2.0
56IN00097,1955101885,55,2,U1885,0,69,469,10,,07,,,1,,4,4,498,091,09,,91,126,,,081,045,,,097,2,,1323,2,,,2,,1956,1.0
56IN00098,1954101756,54,2,U1756,0,69,498,10,,07,,,2,,4,4,409,110,10,,133,153,,,082, 52,,,119,2,,0410,2,,,3,,1956,2.0
56IN00099,1955101806,55,2,U1806,0,69,498,10,,08,,,1,,4,4,399,098,10,,98,126,,,088,060,,,128,1,,1037,2,,,2,,1956,1.0
56IN00100,1955101816,55,2,U1816,0,69,498,10,,08,,,1,,4,4,349,090,13,,90,133,,,082,054,,,107,2,,1037,2,,,2,,1956,1.0
56IN00101,1955101829,55,2,U1829,0,69,498,10,,07,,,1,,4,4,469,098,14,,98,127,,,081,054,,,123,2,,1037,2,,,2,,1956,1.0
56IN00102,1955101887,55,2,U1887,0,69,498,10,,08,,,1,,4,4,409,093,11,,93,126,,,076,042,,,098,1,,1037,2,,,2,,1956,1.0
56IN00103,1954101759,54,2,U1759,0,69,499,10,,06,,,2,,4,3,519,090,12,,114,144,,,081, 41,,,089,2,,1771,2,,,3,,1956,2.0
56IN00104,1954101728,54,2,U1728,0,69,508,10,,07,,,2,,4,4,398,090,13,,106,133,,,074, 50,,,096,2,,0705,2,,,3,,1956,2.0
56IN00105,1954101736,54,2,U1736,0,69,508,10,,06,,,2,,4,3,,085,15,,118,142,2,80,095, 53,,,098,2,,0705,2,0927,,3,,1956,2.0
56IN00106,1954101762,54,2,U1762,0,69,508,10,,06,,,2,,4,3,398,080,15,,104,124,,,073, 40,,,089,2,,0705,2,,,3,,1956,2.0
56IN00107,1954101730,54,2,U1730,0,69,509,10,,10,,,2,,4,3,,088,14,,120,117,3,07,084, 47,,,090,2,,0412,2,0924,,3,,1956,2.0
56IN00108,1954101782,54,2,U1782,0,69,518,10,,,,,2,,,,,,,,,,6,,,,,,,,,,,0101,,3,,1956,2.0
56IN00109,1954101733,54,2,U1733,0,69,519,10,,05,,,2,,4,3,349,085,15,,104,132,,,076, 46,,,098,2,,0069,2,,,3,,1956,2.0
56IN00110,1955101811,55,1,U1811,0,69,718,10,,,,,1,,,,,,,,133,158,3,17,,,,,,,,7473,3,0801,,2,,1956,1.0
56IN00111,1955101812,55,2,U1812,0,69,718,10,,08,,,1,,4,4,498,096,09,,96,129,,,081,047,,,100,2,,7473,3,,,2,,1956,1.0
56IN00112,1955101844,55,2,U1844,0,69,718,10,,07,,,1,,4,1,468,100,10,,100,150,,,091,054,,,095,2,,7473,3,,,2,,1956,1.0
56IN00113,1955101876,55,1,U1876,0,69,718,10,,,,,1,,,,,,,,140,180,2,17,,,,,,,,7473,3,0927,,2,,1956,1.0
56IN00114,1955101835,55,2,U1835,0,69,728,10,,06,,,1,,4,4,398,116,09,,116,149,,,096,056,,,125,2,,7231,3,,,2,,1956,1.0
56IN00115,1955101867,55,2,U1867,0,69,728,10,,07,,,1,,4,3,408,104,09,,104,128,,,088,048,,,093,2,,7231,3,,,2,,1956,1.0
56IN00116,1955101868,55,2,U1868,0,69,728,10,,08,,,1,,4,1,478,098,09,,98,133,,,092,045,,,082,2,,7231,3,,,2,,1956,1.0
56IN00117,1955101817,55,2,U1817,0,69,738,10,,05,,,1,,4,3,409,108,12,,108,129,,,093,059,,,119,2,,7019,3,,,2,,1956,1.0
56IN00118,1954101719,54,2,U1719,0,69,748,10,,07,,,2,,4,5,478,087,11,,114,133,,,080, 45,,,105,2,,6910,3,,,3,,1956,2.0
56IN00119,1948112678,48,2,R2678,1,19,,11,,06,13,,8,,1,3,,074,15,,111,120,3,05,067,,,,063,1,,1984,1,0924,,9,,1956,8.0
56IN00120,1948112634,48,2,R2634,1,19,190,11,,05,13,,8,24,1,3,190,083,14,,142,156,,,083,,,,077,1,,1984,1,,,9,,1956,8.0
56IN00121,1949112782,49,2,R2782,1,19,190,11,,06,14,,7,25,1,5,190,086,14,,133,146,,,074,,,,086,2,,2296,1,,,8,,1956,7.0
56IN00122,1949112919,49,2,R2919,1,19,190,11,,06,22,,7,32,1,3,190,080,15,,131,150,,,075,,,,089,2,,2296,1,,,8,,1956,7.0
56IN00123,1949112968,49,2,R2968,1,19,190,11,,05,14,,7,31,1,3,190,088,15,,127,152,,,075,,,,078,2,,2296,1,,,8,,1956,7.0
56IN00124,1951113322,51,2,R3322,1,19,190,11,,08,30,,5,34,1,3,190,086,14,,129,130,,,069,043,,,084,2,,2837,1,,,6,,1956,5.0
56IN00125,1951113381,51,2,R3381,1,19,190,11,,09,16,,5,26,1,3,190,088,12,,126,149,,,071,040,,,078,2,,2837,1,,,6,,1956,5.0
56IN00126,1952113696,52,2,R3696,1,19,190,11,,08,15,,4,26,1,3,190,088,14,,118,150,,,072,044,,,096,2,,2837,1,,,5,,1956,4.0
56IN00127,1952113699,52,2,R3699,1,19,190,11,,07,24,,4,31,1,3,190,088,14,,119,141,,,084,050,,,091,2,,2837,1,,,5,,1956,4.0
56IN00128,1952113728,52,2,R3728,1,19,190,11,,08,15,,4,26,1,3,190,089,15,,110,133,,,081,048,,,109,2,,2837,1,,,5,,1956,4.0
56IN00129,1953113806,53,2,R3806,1,19,190,11,,11,34,,3,34,1,3,190,071,16,,128,128,,,078,038,,,103,2,,3509,1,,,4,,1956,3.0
56IN00130,1953113885,53,2,R3885,1,19,190,11,,07,25,,3,31,1,3,190,068,15,,103,108,,,073,038,,,071,2,,3509,1,,,4,,1956,3.0
56IN00131,1953113893,53,2,R3893,1,19,190,11,,08,27,,3,28,1,3,190,082,14,,116,130,,,071,036,,,100,2,,3509,1,,,4,,1956,3.0
56IN00132,1953113975,53,1,R3975,1,19,190,11,,,,,3,,,,,,,,146,188,2,10,,,,,,,,,,0927,,4,,1956,3.0
56IN00133,1953114005,53,2,R4005,1,19,190,11,,10,29,,3,,1,3,,066,14,,106,123,3,07,066,031,,,072,2,,3509,1,1119,,4,,1956,3.0
56IN00134,1954114142,54,2,R4142,1,19,190,11,,10,32,,2,35,1,3,190,070,13,,92,108,,,078, 41,,,091,2,,3761,1,,,3,,1956,2.0
56IN00135,1954114153,54,1,R4153,1,19,190,11,,,,,2,,,,,,,,126,159,3,10,,,,,,,,,,0801,,3,,1956,2.0
56IN00136,1954114160,54,1,R4160,1,19,190,11,,,,,2,,,,,,,,131,162,3,10,,,,,,,,,,0801,,3,,1956,2.0
56IN00137,1954114179,54,1,R4179,1,19,190,11,,,,,2,,,,,,,,144,183,,,,,,,,,,,,,,3,,1956,2.0
56IN00138,1954114180,54,2,R4180,1,19,190,11,,06,35,,2,42,1,3,190,086,14,,113,133,,,072, 39,,,089,2,,3761,1,,,3,,1956,2.0
56IN00139,1954114198,54,2,R4198,1,19,190,11,,06,36,,2,39,1,3,190,090,15,,110,128,,,075, 37,,,091,2,,3761,1,,,3,,1956,2.0
56IN00140,1954114204,54,2,R4204,1,19,190,11,,06,22,,2,34,1,3,190,078,14,,106,133,,,079, 41,,,084,2,,3761,1,,,3,,1956,2.0
56IN00141,1954114208,54,2,R4208,1,19,190,11,,07,34,,2,38,1,3,190,081,12,,100,131,,,077, 44,,,081,2,,3761,1,,,3,,1956,2.0
56IN00142,1954114286,54,1,R4286,1,19,190,11,,,,,2,,,,,,,,,,3,85,,,,,,,,,,0123,,3,,1956,2.0
56IN00143,1954114303,54,2,R4303,1,19,190,11,,07,23,,2,35,1,3,190,080,15,,98,124,,,077, 33,,,077,2,,3761,1,,,3,,1956,2.0
56IN00144,1954114314,54,2,R4314,1,19,190,11,,08,25,,2,35,1,4,190,076,16,,104,127,,,077, 39,,,077,2,,3761,1,,,3,,1956,2.0
56IN00145,1954114353,54,2,R4353,1,19,190,11,,,,,2,,,,,,,,92,,3,07,,,,,,,,,,0604,,3,,1956,2.0
56IN00146,1954114363,54,2,R4363,1,19,190,11,,08,31,,2,35,1,3,190,073,15,,91,117,,,075, 32,,,062,2,,3761,1,,,3,,1956,2.0
56IN00147,1955114389,55,2,R4389,1,19,190,11,,08,23,,1,26,1,4,190,091,11,,91,118,,,087,051,,,099,2,,3975,1,,,2,,1956,1.0
56IN00148,1955114394,55,1,R4394,1,19,190,11,,,,,1,,,,,,,,124,148,,,,,,,,,,3975,1,,,2,,1956,1.0
56IN00149,1955114408,55,1,R4408,1,19,190,11,,,,,1,,,,,,,,118,128,3,10,,,,,,,,3975,1,0801,,2,,1956,1.0
56IN00150,1955114426,55,1,R4426,1,19,190,11,,,,,1,,,,,,,,109,135,,,,,,,,,,3975,1,,,2,,1956,1.0
56IN00151,1955114444,55,2,R4444,1,19,190,11,,09,26,,1,27,1,4,190,076,10,,76,106,,,084,038,,,080,2,,3975,1,,,2,,1956,1.0
56IN00152,1955114449,55,2,R4449,1,19,190,11,,,,,1,,,,,,,,,,6,,,,,,,,,3975,1,0214,,2,,1956,1.0
56IN00153,1955114459,55,2,R4459,1,19,190,11,,09,26,,1,26,1,4,190,078,11,,78,122,,,079,038,,,074,1,,3975,1,,,2,,1956,1.0
56IN00154,1955114553,55,1,R4553,1,19,190,11,,,,,1,,,,,,,,113,142,3,10,,,,,,,,3975,1,0801,,2,,1956,1.0
56IN00155,1955114584,55,1,R4584,1,19,190,11,,,,,1,,,,,,,,92,114,3,10,,,,,,,,3975,1,0801,,2,,1956,1.0
56IN00156,1955114594,55,2,R4594,1,19,190,11,,08,26,,1,29,1,5,190,100,08,,100,126,,,076,031,,,056,2,,3975,1,,,2,,1956,1.0
56IN00157,1955114595,55,1,R4595,1,19,190,11,,,,,1,,,,,,,,99,115,3,10,,,,,,,,3975,1,0801,,2,,1956,1.0
56IN00158,1948112538,48,2,R2538,1,20,,11,,,,,8,,,,,,,,118,,3,11,,,,,,,,,,0604,,9,,1956,8.0
56IN00159,1948112579,48,2,R2579,1,20,,11,,06,21,,8,,1,3,,076,12,,111,133,3,07,085,,,,092,1,,2116,1,0924,,9,,1956,8.0
56IN00160,1948112522,48,2,R2522,1,20,200,11,,07,22,,8,24,1,3,200,086,11,,142,144,,,097,,,,109,1,,2116,1,,,9,,1956,8.0
56IN00161,1948112677,48,2,R2677,1,20,200,11,,07,18,,8,,1,3,610,072,13,,114,117,,,087,,,,063,1,,2116,1,,,9,,1956,8.0
56IN00162,1949112832,49,2,R2832,1,20,200,11,,06,32,,7,29,1,3,200,077,15,,126,137,,,067,,,,071,K,,2362,1,,,8,,1956,7.0
56IN00163,1950113084,50,2,R3084,1,20,200,11,,07,26,,6,,1,3,600,073,10,,118,124,,,082, 47,,,100,2,,2531,1,,,7,,1956,6.0
56IN00164,1950113090,50,2,R3090,1,20,200,11,,08,23,,6,22,1,4,200,073,16,,117,133,,,077, 39,,,087,2,,2531,1,,,7,,1956,6.0
56IN00165,1950113102,50,2,R3102,1,20,200,11,,05,24,,6,21,1,3,200,097,15,,136,160,,,069, 39,,,097,2,,2531,1,,,7,,1956,6.0
56IN00166,1950113103,50,2,R3103,1,20,200,11,,07,24,,6,21,1,3,200,076,15,,127,142,,,064, 41,,,075,2,,2531,1,,,7,,1956,6.0
56IN00167,1950113202,50,2,R3202,1,20,200,11,,06,24,,6,,1,3,590,090,15,,137,154,,,064, 38,,,085,2,,2531,1,,,7,,1956,6.0
56IN00168,1951113302,51,1,R3302,1,20,200,11,,,,,5,,,,,,,,182,213,,,,,,,,,,,,,,6,,1956,5.0
56IN00169,1951113303,51,2,R3303,1,20,200,11,,08,19,,5,27,1,3,200,094,14,,145,160,,,077,061,,,105,2,,2903,1,,,6,,1956,5.0
56IN00170,1951113434,51,2,R3434,1,20,200,11,,09,22,,5,,1,3,620,078,15,,117,126,,,088,054,,,105,2,,2903,1,,,6,,1956,5.0
56IN00171,1951113448,51,2,R3448,1,20,200,11,,09,27,,5,26,1,3,200,080,15,,120,140,,,069,050,,,088,2,,2903,1,,,6,,1956,5.0
56IN00172,1951113458,51,2,R3458,1,20,200,11,,08,24,,5,31,1,3,200,073,13,,108,130,,,057,036,,,069,2,,2903,1,,,6,,1956,5.0
56IN00173,1951113519,51,2,R3519,1,20,200,11,,09,24,,5,28,1,3,200,071,12,,120,142,,,077,042,,,074,2,,2903,1,,,6,,1956,5.0
56IN00174,1951113562,51,2,R3562,1,20,200,11,,09,24,,5,,1,3,600,076,13,,123,144,,,083,056,,,090,2,,2903,1,,,6,,1956,5.0
56IN00175,1951113575,51,2,R3575,1,20,200,11,,08,24,,5,,1,3,610,076,14,,103,122,,,072,046,,,083,2,,2903,1,,,6,,1956,5.0
56IN00176,1951113607,51,2,R3607,1,20,200,11,,10,28,,5,28,1,3,200,074,15,,120,130,,,059,040,,,072,2,,2903,1,,,6,,1956,5.0
56IN00177,1952113670,52,2,R3670,1,20,200,11,,09,27,,4,29,1,3,200,067,12,,98,126,,,073,050,,,096,2,,2362,1,,,5,,1956,4.0
56IN00178,1952113686,52,2,R3686,1,20,200,11,,08,20,,4,26,1,3,200,084,11,,121,147,,,062,039,,,085,2,,2362,1,,,5,,1956,4.0
56IN00179,1952113741,52,2,R3741,1,20,200,11,,08,26,,4,,1,3,620,078,14,,124,146,,,072,043,,,090,2,,2362,1,,,5,,1956,4.0
56IN00180,1953113852,53,2,R3852,1,20,200,11,,08,24,,3,23,1,3,200,067,16,,118,140,,,061,040,,,090,2,,3163,1,,,4,,1956,3.0
56IN00181,1953113868,53,1,R3868,1,20,200,11,,,,,3,,,,,,,,163,198,,,,,,,,,,,,,,4,,1956,3.0
56IN00182,1953113910,53,2,R3910,1,20,200,11,,09,19,,3,25,1,3,200,073,15,,114,137,,,068,043,,,105,2,,3163,1,,,4,,1956,3.0
56IN00183,1953113940,53,2,R3940,1,20,200,11,,10,20,,3,,1,3,590,057,14,,89,112,,,071,033,,,080,2,,3163,1,,,4,,1956,3.0
