UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,DAM,RGRP,F1,DNA,ELG,PD,LOT,BAND,PREG,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,AGE,RMK,STUDY,NAX,IDZ65,YRREC
05IN00791,2002642341,K2341,64,K2341,02,2,68,1,06,01,094364,851763,0,,,,3,.,1,,164,174,2,,93,1021,G,,,3.0,X RESP.DX,Colu,,5594,2005
05IN00792,2002642348,K2348,64,K2348,02,1,68,1,06,01,094364,104209,0,,JAR,,1,.,M,,273,311,0,,,,G,,,3.0,epd KEEP Ytex,Adg,,0,2005
05IN00793,2002642368,K2368,64,K2368,02,1,68,1,06,01,094364,130564,0,,JAR,,1,.,M,,293,328,0,,,,G,,,3.0,epd KEEP,Adg,,0,2005
05IN00794,2002642369,K2369,64,K2369,02,2,68,1,06,07,119564,894163,0,,,,3,.,5,,192,0,0,,93,0523,G,,,3.0,SICK.DX,Colu,,1993,2005
05IN00795,2002642372,K2372,64,K2372,02,2,68,1,06,02,119664,044064,0,,,,1,.,2,,175,178,2,,,,G,26,1,3.0,SL.ENTR,Colu,,0,2005
05IN00796,2002642374,K2374,64,K2374,02,2,68,1,06,08,140364,076464,0,,,,1,.,1,,187,211,2,,,,G,04,1,3.0,UDDER ok,Colu,,0,2005
05IN00797,2002642383,K2383,64,K2383,02,2,68,1,06,09,155364,097164,0,,,,1,.,1,,165,192,2,,,,G,11,1,3.0,THIN,Colu,,0,2005
05IN00798,2002642384,K2384,64,K2384,02,2,68,1,06,09,155364,097164,2,,,,U,UTE,*,,0,0,0,X,95,0218,G,UTE,U,3.0,"12 BAG, U",Colu,,0,2005
05IN00799,2002642385,K2385,64,K2385,02,2,68,1,06,09,155364,146564,0,,,,1,.,1,,206,223,2,,,,G,05,1,3.0,4TEATS,Colu,,0,2005
05IN00800,2002642397,K2397,64,K2397,02,2,68,1,06,e.9,146264,156164,0,,,,1,.,1,,168,184,2,,,,G,06,1,3.0,,Colu,,0,2005
05IN00801,2002642400,K2400,64,K2400,02,2,68,1,06,02,119664,124064,0,,,,1,.,1,,208,208,4,,,,G,27,1,3.0,4TEATS,Colu,,0,2005
05IN00802,2002642421,K2421,64,K2421,02,2,68,1,06,02,119664,867863,0,,,,1,.,2,,176,194,2,,,,G,12,1,3.0,ENTR,Colu,,0,2005
05IN00803,2002642473,K2473,64,K2473,02,2,68,1,06,08,140364,138300,0,,,,3,.,2,,183,153,1,,50,0927,G,,,3.0,"X,THIN,SLOW",Colu,,5623,2005
05IN00804,2002642480,K2480,64,K2480,02,2,68,1,06,09,155364,987263,0,,,,1,.,2,,198,205,2,,,,G,13,1,3.0,THIN,Colu,,0,2005
05IN00805,2002642483,K2483,64,K2483,02,2,68,1,06,03,064964,111664,0,,,,3,.,2,,187,210,11,,93,1021,G,,,3.0,X 11 BAG,Colu,,5566,2005
05IN00806,2002642489,K2489,64,K2489,02,2,68,1,06,02,119664,017064,0,,,,3,.,1,,159,184,2,,93,1021,G,,,3.0,TOXIC MASTITI,Colu,,5657,2005
05IN00807,2002642504,K2504,64,K2504,02,2,68,1,06,08,140364,064164,0,,,,6,.,*,,0,0,0,,28,0430,G,,,3.0,RETAINED #2,Colu,,0,2005
05IN00808,2002642521,K2521,64,K2521,02,2,68,1,06,04,145064,910763,0,,,,1,.,2,,163,201,2,,,,G,07,1,3.0,SL.ENTR,Colu,,0,2005
05IN00809,2002642523,K2523,64,K2523,02,2,68,1,06,08,140364,781863,0,,,,1,.,1,,192,213,2,,,,G,42,1,3.0,,Colu,,0,2005
05IN00810,2002642546,K2546,64,K2546,02,1,68,1,06,02,119664,960563,0,,JAR,,3,.,M,,222,256,0,,93,0815,G,,,3.0,X,Adg,,2033,2005
05IN00811,2002642547,K2547,64,K2547,02,2,68,1,06,02,119664,960563,0,,,,B,.,2,,197,199,6,,93,0916,G,,,3.0,X 6 BAG,Colu,,5572,2005
05IN00812,2002642550,K2550,64,K2550,02,2,68,1,06,02,119664,065564,0,,,,7,.,*,,0,0,0,,97,0315,G,,,3.0,"L.EYE,TX,6/03",Colu,,0,2005
05IN00813,2002642577,K2577,64,K2577,02,2,68,1,06,03,064964,819863,0,,,,3,.,5,,215,245,1,,93,1021,G,,,3.0,ABS.@R.TAIL,Colu,,5525,2005
05IN00814,2002642578,K2578,64,K2578,02,2,68,1,06,08,140364,111964,0,,,,1,.,1,,175,205,2,,,,G,14,1,3.0,ENTR,Colu,,0,2005
05IN00815,2002642579,K2579,64,K2579,02,2,68,1,06,09,155364,024964,0,,,,1,.,2,,186,197,2,,,,G,15,1,3.0,LTS,Colu,,0,2005
05IN00816,2002642595,K2595,64,K2595,02,1,68,1,06,07,119564,119064,0,,US,,2,101,M,,248,287,0,,92,0922,G,,,3.0,,Adg,,5790,2005
05IN00817,2002642603,K2603,64,K2603,02,2,68,1,06,04,145064,956763,0,,,,B,.,5,,206,233,2,,93,0916,G,,,3.0,VLTS,Colu,,5506,2005
05IN00818,2002642616,K2616,64,K2616,02,2,68,1,06,06,071464,091309,0,,,,1,.,1,,168,184,2,,,,G,28,1,3.0,,Colu,,0,2005
05IN00819,2002642631,K2631,64,K2631,02,2,68,1,06,05,090564,084464,0,,,,B,.,5,,194,174,1,,93,0916,G,,,3.0,4TEATS,Colu,,5456,2005
05IN00820,2002642644,K2644,64,K2644,02,2,68,1,06,07,119564,843363,0,,,,1,.,1,,128,168,2,,,,G,08,1,3.0,FACIAL DAMAGE,Colu,,0,2005
05IN00821,2002642649,K2649,64,K2649,02,2,68,1,06,02,119664,078764,0,,,,1,.,1,,171,203,2,,,,G,21,1,3.0,,Colu,,0,2005
05IN00822,2002642653,K2653,64,K2653,02,2,68,1,06,02,119664,112664,0,,,,1,.,1,,220,224,2,,,,G,01,1,3.0,ENTR,Colu,,0,2005
05IN00823,2002642655,K2655,64,K2655,02,2,68,1,06,06,071464,066664,0,,,,1,.,2,,205,216,2,,,,G,22,1,3.0,,Colu,,0,2005
05IN00824,2002642665,K2665,64,K2665,02,1,68,1,06,04,145064,858000,0,,JAR,,2,100,M,,279,324,0,,92,0922,G,,,3.0,NICE,Adg,,5791,2005
05IN00825,2002642677,K2677,64,K2677,02,2,68,1,06,09,155364,054564,0,,,,1,.,2,,172,205,2,,,,G,16,1,3.0,NICE EWE,Colu,,0,2005
05IN00826,2002642679,K2679,64,K2679,02,2,68,1,06,05,090564,107564,0,,,,1,.,1,,199,206,2,,,,G,17,1,3.0,,Colu,,0,2005
05IN00827,2002642707,K2707,64,K2707,02,2,68,1,06,01,094364,008609,0,,,,3,.,1,,206,163,2,,93,1024,G,XXX,.,3.0,EMACIATED X,Colu,,6235,2005
05IN00828,2002642717,K2717,64,K2717,02,2,68,1,06,07,119564,128109,0,,,,1,.,1,,192,208,2,,,,G,23,1,3.0,,Colu,,0,2005
05IN00829,2002642728,K2728,64,K2728,02,2,68,1,06,e.9,146264,200164,0,,,,3,.,1,,224,238,12,,93,1021,G,,,3.0,X 12 BAG,Colu,,5689,2005
05IN00830,2002642731,K2731,64,K2731,02,2,68,1,06,05,090564,064364,0,,,,1,.,1,,216,225,2,,,,G,43,1,3.0,NICE,Colu,,0,2005
05IN00831,2002642745,K2745,64,K2745,02,2,68,1,06,e.8,146164,173864,0,,,,1,.,1,,174,184,2,,,,G,18,1,3.0,FLT,Colu,,0,2005
05IN00832,2003642760,K2760,64,K2760,03,2,68,1,06,e.5,168964,234064,0,,,,1,.,1,,196,217,2,,,,G,42,1,2.0,"F2, #1 WNWT",Colu,,0,2005
05IN00833,2003642770,K2770,64,K2770,03,2,68,1,06,e.5,168964,237264,0,,,,1,.,2,,209,222,2,,,,G,43,1,2.0,NICE,Colu,,0,2005
05IN00834,2003642771,K2771,64,K2771,03,1,68,1,06,e.5,168964,212464,0,,US,,1,.,M,,254,284,0,,,,G,,,2.0,,Adg,,0,2005
05IN00835,2003642772,K2772,64,K2772,03,2,68,1,06,e.6,202464,218364,0,,,,1,.,2,,158,178,2,,,,G,24,1,2.0,,Colu,,0,2005
05IN00836,2003642773,K2773,64,K2773,03,2,68,1,06,e.7,155364,212264,0,,,,1,.,H,,188,185,1,,,,G,03,1,2.0,EYE TRT,Colu,,0,2005
05IN00837,2003642775,K2775,64,K2775,03,2,68,1,06,01K,185764,955063,0,,,,1,.,1,,144,169,2,,,,G,04,1,2.0,LTS,Colu,,0,2005
05IN00838,2003642778,K2778,64,K2778,03,2,68,1,06,01K,185764,054564,0,,,,1,.,2,,200,216,2,,,,G,05,1,2.0,4TEATS,Colu,,0,2005
05IN00839,2003642780,K2780,64,K2780,03,1,68,1,06,01K,185764,071364,0,,JAR,,2, 98,M,,235,275,0,,92,0922,G,,,2.0,,Adg,,5788,2005
05IN00840,2003642785,K2785,64,K2785,03,2,68,1,06,e.6,202464,206264,0,,,,1,.,2,,163,197,2,,,,G,02,1,2.0,,Colu,,0,2005
05IN00841,2003642787,K2787,64,K2787,03,1,68,1,06,01K,185764,180564,0,,JAR,,1,.,M,,254,297,0,,,,G,,,2.0,NICE,Adg,,0,2005
05IN00842,2003642798,K2798,64,K2798,03,2,68,1,06,03K,145064,027664,0,,,,B,.,5,,200,237,1,,93,0916,G,,,2.0,BARREN 2,Colu,,5532,2005
05IN00843,2003642801,K2801,64,K2801,03,2,68,1,06,02K,167364,947463,0,,,,B,.,5,,163,202,1,,93,0916,G,,,2.0,LOW PROD.,Colu,,5530,2005
05IN00844,2003642806,K2806,64,K2806,03,2,68,1,06,02K,167364,971563,0,,,,1,.,1,,153,165,2,,,,G,25,1,2.0,,Colu,,0,2005
05IN00845,2003642809,K2809,64,K2809,03,2,00,1,00,e.5,168964,220464,2,,,,O,ORE,5,,195,226,1,X,92,1220,G,ORE,O,2.0,NICE,Xbrd,,6260,2005
05IN00846,2003642810,K2810,64,K2810,03,2,68,1,06,03K,145064,025264,0,,,,B,.,5,,183,224,1,,93,0916,G,,,2.0,BARREN 2,Colu,,5468,2005
05IN00847,2003642812,K2812,64,K2812,03,1,68,1,06,01K,185764,959063,0,,JAR,,1,.,M,,243,281,0,,,,G,,,2.0,F4,Adg,,0,2005
05IN00848,2003642814,K2814,64,K2814,03,1,68,1,06,03K,145064,044064,0,,JAR,,2, 99,M,,230,253,0,,92,0922,G,,,2.0,NICE,Adg,,5786,2005
05IN00849,2003642824,K2824,64,K2824,03,1,68,1,06,01K,185764,928563,0,,JAR,,V,BHV,*,,0,0,0,,16,0404,G,,,2.0,"ENTR,ULCER",Adg,,0,2005
05IN00850,2003642825,K2825,64,K2825,03,2,68,1,06,e.7,155364,236964,0,,,,1,.,2,,176,206,2,,,,G,06,1,2.0,ENTR,Colu,,0,2005
05IN00851,2003642828,K2828,64,K2828,03,2,68,1,06,01K,185764,025164,0,,,,1,.,1,,161,185,2,,,,G,42,1,2.0,ENTR,Colu,,0,2005
05IN00852,2003642829,K2829,64,K2829,03,2,68,1,06,01K,185764,025164,0,,,,1,.,1,,175,198,2,,,,G,41,1,2.0,,Colu,,0,2005
05IN00853,2003642837,K2837,64,K2837,03,2,68,1,06,03K,145064,071164,0,,,,1,.,1,,152,175,2,,,,G,26,1,2.0,RP,Colu,,0,2005
05IN00854,2003642842,K2842,64,K2842,03,1,68,1,06,e.6,202464,264464,0,,JAR,,1,.,M,,253,291,0,,,,G,,,2.0,,Adg,,0,2005
05IN00855,2003642843,K2843,64,K2843,03,1,68,1,06,e.6,202464,214464,0,,JAR,,V,BHV,M,,247,288,0,,93,1219,G,,,2.0,MALE MOUNTS,Adg,,6313,2005
05IN00856,2003642851,K2851,64,K2851,03,2,68,1,06,e.6,202464,233364,0,,,,3,.,1,,156,168,11,,93,1021,G,,,2.0,X 11 BAG,Colu,,5613,2005
05IN00857,2003642857,K2857,64,K2857,03,2,68,1,06,03K,145064,972963,0,,,,1,.,1,,159,184,2,,,,G,07,1,2.0,4TEATS,Colu,,0,2005
05IN00858,2003642858,K2858,64,K2858,03,2,68,1,06,03K,145064,972963,0,,,,B,.,5,,170,209,1,,93,0916,G,,,2.0,LOW PROD.,Colu,,5454,2005
05IN00859,2003642862,K2862,64,K2862,03,2,68,1,06,01K,185764,179764,0,,,,6,.,2,,200,0,0,,11,0825,G,,,2.0,,Colu,,0,2005
05IN00860,2003642863,K2863,64,K2863,03,2,68,1,06,02K,167364,111564,0,,,,6,.,*,,0,0,0,,68,0409,G,,,2.0,DEAD/LAME,Colu,,0,2005
05IN00861,2003642865,K2865,64,K2865,03,2,68,1,06,e.6,202464,219064,0,,,,1,.,1,,166,192,2,,,,G,12,1,2.0,,Colu,,0,2005
05IN00862,2003642871,K2871,64,K2871,03,2,68,1,06,02K,167364,119064,0,,,,1,.,1,,158,193,2,,,,G,42,1,2.0,,Colu,,0,2005
05IN00863,2003642878,K2878,64,K2878,03,2,68,1,06,e.7,155364,217564,0,,,,1,.,1,,179,213,2,,,,G,27,1,2.0,NICE,Colu,,0,2005
05IN00864,2003642897,K2897,64,K2897,03,1,68,1,06,e.6,202464,210864,0,,JAR,,2, 97,M,,249,283,0,,92,0922,G,,,2.0,,Adg,,5785,2005
05IN00865,2003642898,K2898,64,K2898,03,2,68,1,06,02K,167364,078764,0,,,,1,.,1,,192,214,2,,,,G,43,1,2.0,FAT,Colu,,0,2005
05IN00866,2003642901,K2901,64,K2901,03,1,68,1,06,e.5,168964,238564,0,,US,,V,BHV,M,,256,295,0,,93,1219,G,,,2.0,,Adg,,6284,2005
05IN00867,2003642903,K2903,64,K2903,03,2,68,1,06,02K,167364,067764,0,,,,3,.,5,,182,227,1,,93,1021,G,,,2.0,VAG.PRO.,Colu,,5521,2005
05IN00868,2003642905,K2905,64,K2905,03,2,68,1,06,03K,145064,105264,0,,,,3,.,2,,192,210,12,,93,1021,G,,,2.0,X 12 BAG,Colu,,5600,2005
05IN00869,2003642907,K2907,64,K2907,03,2,68,1,06,02K,167364,097164,0,,,,1,.,2,,165,196,2,,,,G,14,1,2.0,FUZZY <<<,Colu,,0,2005
05IN00870,2003642909,K2909,64,K2909,03,1,68,1,06,02K,167364,170464,0,,US,,1,.,M,,221,266,0,,,,G,,,2.0,NICE,Adg,,0,2005
05IN00871,2003642915,K2915,64,K2915,03,2,68,1,06,03K,145064,094664,0,,,,1,.,2,,160,186,5,,,,G,08,1,2.0,NICE,Colu,,0,2005
05IN00872,2003642917,K2917,64,K2917,03,1,68,1,06,e.5,168964,230064,0,,US,,V,BHV,M,,218,0,0,,93,0606,G,X,,2.0,X 2/10/2005,Adg,,1900,2005
05IN00873,2003642918,K2918,64,K2918,03,1,68,1,06,03K,145064,960563,0,,JAR,,V,BHV,M,,237,282,0,,93,1219,G,,,2.0,"YtexJuly,2005",Adg,,6282,2005
05IN00874,2003642927,K2927,64,K2927,03,1,68,1,06,03K,145064,162764,0,,JAR,,2, 94,M,,239,286,0,,92,0922,G,,,2.0,"BIG, PNEU.",Adg,,5783,2005
05IN00875,2003642938,K2938,64,K2938,03,2,68,1,06,e.7,155364,234164,0,,,,1,.,2,,156,188,2,,,,G,28,1,2.0,4TEATS,Colu,,0,2005
05IN00876,2003642944,K2944,64,K2944,03,2,68,1,06,01K,185764,037264,0,,,,3,.,1,,155,191,11,,93,1021,G,,,2.0,X 11 BAG,Colu,,5666,2005
05IN00877,2003642945,K2945,64,K2945,03,1,68,1,06,02K,167364,967463,0,,US,,2, 96,M,,234,265,0,,92,0922,G,,,2.0,,Adg,,5787,2005
05IN00878,2003642947,K2947,64,K2947,03,1,68,1,06,02K,167364,111964,0,,US,,V,BHV,M,,251,300,0,,92,1220,G,,,2.0,NICE,Adg,,6308,2005
05IN00879,2003642948,K2948,64,K2948,03,1,68,1,06,02K,167364,944463,0,,US,,2, 93,M,,242,296,0,,92,0922,G,,,2.0,NICE,Adg,,5789,2005
05IN00880,2003642950,K2950,64,K2950,03,2,68,1,06,01K,185764,107064,0,,,,1,.,1,,156,184,9,,,,G,01,1,2.0,NICE,Colu,,0,2005
05IN00881,2003642951,K2951,64,K2951,03,2,68,1,06,01K,185764,071864,0,,,,1,.,1,,153,183,2,,,,G,02,1,2.0,NICE,Colu,,0,2005
05IN00882,2003642959,K2959,64,K2959,03,1,68,1,06,e.5,168964,248064,0,,US,,1,.,M,,252,294,0,,,,G,,,2.0,,Adg,,0,2005
05IN00883,2003642961,K2961,64,K2961,03,2,68,1,06,01K,185764,045164,0,,,,3,.,2,,226,252,1,,93,1021,G,,,2.0,LOW PROD.,Colu,,5672,2005
05IN00884,2003642973,K2973,64,K2973,03,2,68,1,06,e.7,155364,258764,0,,,,7,.,*,,0,0,0,,97,0518,G,,,2.0,MSG DRY 5/18,Colu,,0,2005
05IN00885,2003642974,K2974,64,K2974,03,1,68,1,06,e.5,168964,226664,0,,US,,2, 95,M,,243,287,0,,92,0922,G,,,2.0,BIG,Adg,,5784,2005
05IN00886,2003642977,K2977,64,K2977,03,2,68,1,06,01K,185764,011864,0,,,,1,.,2,,181,198,2,,,,G,15,1,2.0,F3-,Colu,,0,2005
05IN00887,2003642986,K2986,64,K2986,03,2,68,1,06,e.7,155364,264964,0,,,,B,.,5,,200,236,1,,93,0916,G,,,2.0,BARREN 2,Colu,,5395,2005
05IN00888,2003642989,K2989,64,K2989,03,2,68,1,06,e.5,168964,223064,0,,,,1,.,1,,192,201,2,,,,G,43,1,2.0,,Colu,,0,2005
05IN00889,2002050006,P0006,05,P0006,02,2,84,1,30,55,664104,717104,0,,,,1,.,2,,160,171,1,C,,,C, 2,2,3.0,,Ctrl,,0,2005
05IN00890,2002050026,P0026,05,P0026,02,2,84,1,30,52,685304,495604,2,,,,U,UTE,*,,0,0,0,X,95,0221,N,UTE,U,3.0,"R.SPOILED, U",Inbr,,0,2005
05IN00891,2002050027,P0027,05,P0027,02,2,81,1,30,01,788204,413404,0,,,,1,.,2,,186,178,3,W,,,W, 1,2,3.0,,Flwt,,0,2005
05IN00892,2002050033,P0033,05,P0033,02,1,81,1,30,04,693404,297004,2,,,,V,CTL,*,,0,0,0,,93,0210,M,X,,3.0,,Lww,CTL,1909,2005
05IN00893,2002050048,P0048,05,P0048,02,1,83,1,30,41,776004,491804,2,,,,V,EXP,*,,0,0,0,,93,0210,W,X,,3.0,,Flwt,EXP,1907,2005
05IN00894,2002050050,P0050,05,P0050,02,2,83,1,30,42,652904,558904,0,,,,1,.,2,,161,186,4,C,,,C, 1,2,3.0,,Ctrl,,0,2005
05IN00895,2002050075,P0075,05,P0075,02,2,83,1,30,41,776004,701004,0,,,,1,.,2,,199,207,2,W,,,W, 3,2,3.0,,Flwt,,0,2005
05IN00896,2002050076,P0076,05,P0076,02,2,83,1,30,41,776004,701004,0,,,,1,.,2,,159,183,2,W,,,W, 1,2,3.0,THIN,Flwt,,0,2005
05IN00897,2002050078,P0078,05,P0078,02,2,82,1,30,21,778604,317804,0,,,,B,.,5,,176,206,2,W,93,0916,W,,,3.0,VLTS/DRY,Flwt,,5486,2005
05IN00898,2002050083,P0083,05,P0083,02,2,83,1,30,42,652904,269004,0,,,,1,.,2,,173,188,2,C,,,C, 2,2,3.0,SW BAG,Ctrl,,0,2005
05IN00899,2002050098,P0098,05,P0098,02,1,84,1,30,54,691104,666804,0,,,,2, 78,M,,235,263,0,,92,0922,N,,,3.0,H2,Inbr,EXP,5769,2005
05IN00900,2002050127,P0127,05,P0127,02,1,81,1,30,03,735504,324804,0,,,,3,EXP,M,,223,249,0,,93,0815,M,,,3.0,-INDX,Lww,EXP,2026,2005
05IN00901,2002050149,P0149,05,P0149,02,2,81,1,30,04,693404,225704,0,,,,1,.,2,,152,171,2,E,,,M,04,2,3.0,,Else,,0,2005
05IN00902,2002050151,P0151,05,P0151,02,2,81,1,30,02,730204,536404,0,,,,1,.,1,,124,146,2,C,,,C, 4,2,3.0,THIN,Ctrl,,0,2005
05IN00903,2002050204,P0204,05,P0204,02,2,84,1,30,56,832504,395204,0,,,,1,.,2,,166,166,2,W,,,W, 2,2,3.0,THIN,Flwt,,0,2005
05IN00904,2002050208,P0208,05,P0208,02,2,81,1,30,03,735504,610804,0,,,,1,.,2,,155,150,2,W,,,W, 4,2,3.0,NICE BAG,Flwt,,0,2005
05IN00905,2002050220,P0220,05,P0220,02,1,84,1,30,55,664104,684904,0,,,,2, 79,M,,217,245,0,,92,0922,N,,,3.0,H2,Inbr,CTL,5767,2005
05IN00906,2002050235,P0235,05,P0235,02,2,82,1,30,24,759804,662804,0,,,,1,.,2,,124,128,2,C,,,C, 3,2,3.0,FOUND 11/05,Ctrl,,0,2005
05IN00907,2002050247,P0247,05,P0247,02,2,83,1,30,41,776004,062609,0,,,,1,.,1,,165,183,2,W,,,W,03,2,3.0,,Flwt,,0,2005
05IN00908,2002050253,P0253,05,P0253,02,1,82,1,30,20,713304,715704,2,,,,3,CTL,M,,189,215,0,,93,0815,C,,,3.0,ABS.BRISKET X,Ctrl,CTL,2022,2005
05IN00909,2002050259,P0259,05,P0259,02,1,81,1,30,03,735504,505004,2,,,,V,CTL,*,,0,0,0,,93,0210,M,X,,3.0,"CR.LEG, HOMO",Lww,CTL,1905,2005
05IN00910,2002050260,P0260,05,P0260,02,2,83,1,30,41,776004,476204,0,,,,1,.,1,,168,201,2,W,,,W, 4,2,3.0,THIN,Flwt,,0,2005
05IN00911,2002050267,P0267,05,P0267,02,2,83,1,30,41,776004,373404,0,,,,1,.,2,,164,177,2,C,,,C,e34,2,3.0,,Ctrl,,0,2005
05IN00912,2002050284,P0284,05,P0284,02,2,83,1,30,41,776004,487204,0,,,,B,.,5,,189,214,2,W,93,0916,W,,,3.0,LOW PROD.,Flwt,,5410,2005
05IN00913,2002050289,P0289,05,P0289,02,2,81,1,30,02,730204,767504,0,,,,B,.,5,,176,180,1,W,93,0916,W,,,3.0,LOW PROD.,Flwt,,5543,2005
05IN00914,2002050317,P0317,05,P0317,02,2,84,1,30,54,691104,595704,0,,,,1,.,1,,131,162,2,W,,,W, 2,2,3.0,,Flwt,,0,2005
05IN00915,2002050323,P0323,05,P0323,02,2,83,1,30,43,719904,068409,0,,,,1,.,1,,170,181,2,W,,,W, 3,2,3.0,"OK,COARSE",Flwt,,0,2005
05IN00916,2002050336,P0336,05,P0336,02,2,82,1,30,28,728404,560504,0,,,,1,.,2,,191,206,2,W,,,W,05,2,3.0,NICE,Flwt,,0,2005
05IN00917,2002050363,P0363,05,P0363,02,2,84,1,30,e65,682704,880104,0,,,,1,.,1,,148,172,2,W,,,W, 3,2,3.0,,Flwt,,0,2005
05IN00918,1999110011,R0011,11,R0011,99,2,11,1,07,12,787410,293410,2,,,,3,.,2,,152,160,2,,93,1021,R,,,6.0,UTE.PROLAPSE,Lww,,5677,2005
05IN00919,1999110037,R0037,11,R0037,99,2,11,1,07,14,844210,695110,0,,,,1,.,1,,174,192,2,,,,R,07,1,6.0,BIG BAG,Lww,,0,2005
05IN00920,1999110042,R0042,11,R0042,99,2,13,1,07,33,809810,565510,2,,,,3,.,1,,135,150,4,S,93,1021,F,,,6.0,TEATS DOWN,Wool,,5579,2005
05IN00921,1999110045,R0045,11,R0045,99,2,10,1,07,22,815210,843810,0,,,,1,.,1,,146,166,2,,,,M,08,1,6.0,FIBERY,Idx,,0,2005
05IN00922,1999110050,R0050,11,R0050,99,2,10,1,43,23,804310,692110,0,,,,1,.,2,,162,168,4,,,,M,11,1,6.0,SW BAG,Idx,,0,2005
05IN00923,1999110054,R0054,11,R0054,99,2,10,1,07,23,804310,730410,0,,,,6,.,*,,0,0,0,,50,0401,M,,,6.0,DEAD CLA,Idx,,0,2005
05IN00924,1999110080,R0080,11,R0080,99,2,10,1,07,24,799010,318610,0,,,,1,.,2,,179,194,4,,,,M,12,1,6.0,,Idx,,0,2005
05IN00925,1999110098,R0098,11,R0098,99,2,13,1,07,34,800810,761710,2,,,,1,.,2,,160,188,3,,,,F,13,1,6.0,,Wool,,0,2005
05IN00926,1999110125,R0125,11,R0125,99,2,12,1,07,89,857510,439610,2,,,,O,OVX,5,,166,167,1,X,,,.,OVX,O,6.0,POLYPAY?OVX,Ovx,,0,2005
05IN00927,1999110130,R0130,11,R0130,99,2,11,1,07,11,822410,776610,0,,,,3,.,H,,142,133,2,,93,0926,R,,,6.0,LAME LR,Lww,,5431,2005
05IN00928,1999110137,R0137,11,R0137,99,2,11,1,07,11,822410,618310,0,,,,U,.,2,,148,166,12,,93,1122,R,d.2,3,6.0,X 12 BAG,Lww,,5616,2005
05IN00929,1999110141,R0141,11,R0141,99,2,13,1,07,33,809810,595110,0,,,,1,.,1,,151,161,2,,,,F,14,1,6.0,,Wool,,0,2005
05IN00930,1999110161,R0161,11,R0161,99,2,11,1,07,14,844210,455710,0,,,,3,.,1,,167,175,2,,93,0926,R,,,6.0,LAME HIP X,Lww,,5620,2005
05IN00931,1999110167,R0167,11,R0167,99,2,13,1,43,33,809810,758310,2,,,,O,OVX,5,,218,217,1,X,,,.,OVX,O,6.0,COLUMBIA?OVX,Ovx,,0,2005
05IN00932,1999110170,R0170,11,R0170,99,2,13,1,07,33,809810,584510,0,,,,1,.,2,,152,186,2,S,,,F,15,1,6.0,DYSTOCIA,Wool,,0,2005
05IN00933,1999110177,R0177,11,R0177,99,2,10,1,07,22,815210,603110,2,,,,6,.,*,,0,0,0,S,20,0329,M,,,6.0,"DOWNER, CSEC",Idx,,0,2005
05IN00934,1999110203,R0203,11,R0203,99,2,11,1,07,12,787410,694910,0,,,,1,.,1,,159,180,2,,,,R,16,1,6.0,,Lww,,0,2005
05IN00935,1999110211,R0211,11,R0211,99,2,13,1,43,33,809810,815110,0,,,,U,.,1,,163,167,12,,93,1122,F,d.4,3,6.0,"X, MASTITIS",Wool,,5597,2005
05IN00936,1999110220,R0220,11,R0220,99,2,12,1,07,80,804610,486510,2,,,,3,.,1,,147,139,2,,93,1021,C,,,6.0,X BAD R. EYE,Ctrl,,5580,2005
05IN00937,1999110227,R0227,11,R0227,99,2,11,1,07,14,844210,715710,0,,,,1,.,1,,169,177,2,,,,R,17,1,6.0,,Lww,,0,2005
05IN00938,1999110255,R0255,11,R0255,99,2,12,1,43,84,784710,848710,0,,,,U,.,1,,136,131,2,,93,1122,C,d.2,3,6.0,TEATS DOWN,Ctrl,,5629,2005
05IN00939,1999110258,R0258,11,R0258,99,2,13,1,43,31,784210,703710,0,,,,1,.,5,,153,182,2,,,,F,18,1,6.0,,Wool,TK,0,2005
05IN00940,1999110259,R0259,11,R0259,99,2,13,1,43,31,784210,703710,0,,,,6,.,*,,0,0,0,,50,0503,F,,,6.0,CLA & LAME,Wool,,0,2005
05IN00941,1999110275,R0275,11,R0275,99,2,12,1,43,91,848910,737910,2,,,,3,.,5,,173,221,1,,93,1021,C,,,6.0,FIBERBAG,Ctrl,TK,5481,2005
05IN00942,1999110288,R0288,11,R0288,99,2,12,1,43,83,805910,749110,2,,,,3,.,5,,184,199,1,,93,1021,C,,,6.0,SW BAG,Ctrl,TK,5510,2005
05IN00943,1999110298,R0298,11,R0298,99,2,12,1,07,82,777710,742110,0,,,,1,.,2,,161,167,2,,,,C,21,1,6.0,,Ctrl,,0,2005
05IN00944,1999110310,R0310,11,R0310,99,2,11,1,07,12,787410,481010,0,,,,1,.,1,,157,163,2,,,,R,22,1,6.0,THIN,Lww,,0,2005
05IN00945,1999110327,R0327,11,R0327,99,2,10,1,07,23,804310,588710,0,,,,3,.,2,,181,156,2,,68,1024,M,XXX,.,6.0,BUMBLE FOOT,Idx,,6244,2005
05IN00946,1999110330,R0330,11,R0330,99,2,12,1,07,82,777710,668110,2,,,,1,.,2,,175,173,2,,,,C,24,1,6.0,,Ctrl,,0,2005
