UID,ID,AGE,LINE,RMK,BPEN,BGRP,RGRP,FALLWT,BAND,WTOCT,DAYOCT,WORK,PD,DISP,STM,WTNOV,WDAYN,WTWIN,WDAYW
19BR00808,S1675,1.0,,.,50,2,,123,2,124,1008,W,1,,07,135,1113,131,0108
19BR00809,S1677,1.0,,.,48,2,0,176,D,173,1008,W,1,,07,166,1113,167,0108
19BR00810,S1686,1.0,,.,41,2,0,177,D,168,1008,W,1,,07,175,1113,174,0108
19BR00811,S1692,1.0,,.,54,2,0,136,1,145,1008,W,1,,42,154,1113,149,0108
19BR00812,S1697,1.0,,.,49,2,0,124,1,124,1008,W,1,,07,123,1113,134,0108
19BR00813,S1699,1.0,,.,54,2,0,171,D,169,1008,W,1,,42,183,1113,171,0108
19BR00814,S1704,1.0,,.,56,2,0,122,2,124,1008,W,1,,42,132,1113,135,0108
19BR00815,S1706,1.0,,HAIRY,45,2,,133,2,129,1008,W,1,,42,141,1113,145,0108
19BR00816,S1711,1.0,,.,46,2,0,154,1,153,1010,W,1,,42,162,1113,165,0108
19BR00817,S1722,1.0,,1ST,59,2,0,182,2,172,1008,W,1,,43,184,1113,187,0108
19BR00818,S1725,1.0,,HAIRY,45,2,0,187,D,179,1008,W,1,,07,185,1113,177,0108
19BR00819,S1730,1.0,,HAIRY,60,2,,168,D,156,1010,W,1,,07,171,1113,174,0108
19BR00820,S1733,1.0,,.,56,2,0,149,2,150,1008,W,1,,42,161,1113,153,0108
19BR00821,S1740,1.0,,.,53,2,0,167,2,176,1008,W,1,,07,180,1113,177,0108
19BR00822,S1741,1.0,,.,53,2,0,167,2,174,1008,W,1,,07,175,1113,167,0108
19BR00823,S1744,1.0,,.,42,2,0,153,2,152,1008,W,1,,07,150,1113,156,0108
19BR00824,S1745,1.0,,.,47,2,0,134,2,142,1008,W,1,,42,141,1113,144,0108
19BR00825,S1753,1.0,,PINK,42,2,0,142,1,145,1008,W,1,,07,143,1113,149,0108
19BR00826,S1765,1.0,,.,42,2,0,130,2,129,1008,W,1,,07,131,1113,140,0108
19BR00827,S1769,1.0,,.,62,2,0,146,2,151,1008,W,1,,43,156,1113,167,0108
19BR00828,S1772,1.0,,.,47,2,0,157,D,146,1008,W,1,,42,155,1113,157,0108
19BR00829,S1775,1.0,,.,48,2,0,172,2,168,1008,W,1,,07,171,1113,182,0108
19BR00830,S1776,1.0,,.,52,2,0,167,D,160,1008,W,1,,42,172,1113,163,0108
19BR00831,S1782,1.0,,.,50,2,0,135,1,132,1008,W,1,,42,142,1113,150,0108
19BR00832,S1791,1.0,,.,44,2,0,153,2,151,1008,W,1,,07,150,1113,167,0108
19BR00833,S1792,1.0,,.,55,2,0,136,1,124,1008,W,1,,42,150,1113,136,0108
19BR00834,S1794,1.0,,.,64,2,0,139,2,135,1010,W,1,,42,146,1113,153,0108
19BR00835,S1796,1.0,,.,52,2,0,133,1,123,1008,W,1,,07,156,1113,152,0108
19BR00836,S1802,1.0,,.,55,2,0,175,D,172,1008,W,1,,42,177,1113,173,0108
19BR00837,S1810,1.0,,.,48,2,0,177,D,176,1010,W,1,,07,180,1113,182,0108
19BR00838,S1824,1.0,,.,41,2,0,154,D,152,1008,W,1,,42,153,1113,153,0108
19BR00839,S1825,1.0,,.,52,2,0,135,1,127,1010,W,1,,42,143,1113,135,0108
19BR00840,S1826,1.0,,.,44,2,0,135,2,136,1008,W,1,,07,139,1113,145,0108
19BR00841,S1843,1.0,,ScoursTx,54,2,,135,2,145,1008,W,1,,07,162,1113,171,0108
19BR00842,S1844,1.0,,.,58,2,,146,2,134,1008,W,1,,07,160,1113,157,0108
19BR00843,S1845,1.0,,.,45,2,0,156,2,158,1008,W,1,,42,167,1113,171,0108
19BR00844,S1858,1.0,,Inc.RR.Tx,62,2,0,144,2,145,1008,W,1,,42,149,1113,161,0108
19BR00845,S1861,1.0,,.,46,2,0,127,2,116,1008,W,1,,42,122,1113,125,0108
19BR00846,S1873,1.0,,.,64,2,0,177,D,178,1008,W,1,,42,177,1113,177,0108
19BR00847,S1880,1.0,,.,63,2,,147,1,140,1008,W,1,,42,160,1113,157,0108
19BR00848,S1881,1.0,,HAIRY,56,2,0,179,D,171,1008,W,1,,43,185,1113,186,0108
19BR00849,S1882,1.0,,.,49,2,0,140,1,135,1008,W,1,,07,147,1113,163,0108
19BR00850,S1887,1.0,,.,48,2,0,146,2,145,1010,W,1,,07,160,1113,164,0108
19BR00851,S1888,1.0,,.,48,2,0,142,1,142,1008,W,1,,07,142,1113,151,0108
19BR00852,S1893,1.0,,HAIRY,53,2,0,152,D,154,1008,W,1,,07,161,1113,166,0108
19BR00853,S1904,1.0,,.,55,2,0,135,1,129,1008,W,1,,07,153,1113,146,0108
19BR00854,S1913,1.0,,.,43,2,,155,2,154,1008,W,1,,07,158,1113,164,0108
19BR00855,S1915,1.0,,.,51,2,0,121,1,127,1008,W,1,,07,136,1113,128,0108
19BR00856,S1919,1.0,,BR.ON.NOSE,53,2,,164,D,164,1008,W,1,,07,178,1113,177,0108
19BR00857,S1921,1.0,,VetsFixTail,61,2,0,143,1,147,1008,W,1,,07,158,1113,161,0108
19BR00858,S1922,1.0,,.,63,2,0,146,1,155,1008,W,1,,07,161,1113,165,0108
19BR00859,S1927,1.0,,.,64,2,0,140,2,136,1008,W,1,,07,154,1113,150,0108
19BR00860,S1928,1.0,,.,57,2,0,140,1,129,1008,W,1,,07,139,1113,147,0108
19BR00861,T4685,6.0,,RSDBLOODYOKNO,31,2,7,212,2,198,1008,W,1,,02,193,1113,197,0108
19BR00862,T4865,6.0,,WARTS,36,2,0,232,D,223,1008,W,1,,02,226,1113,234,0108
19BR00863,T4951,6.0,,.,39,2,,179,2,171,1008,W,6,01,02,173,1113,,
19BR00864,T5020,6.0,,.,33,2,0,213,2,169,1008,0,6,66,02,,,,
19BR00865,T5044,6.0,,LameLHFootTri,38,2,,184,1,175,1008,W,1,,02,174,1113,189,0108
19BR00866,T5124,6.0,,.,32,2,7,182,1,171,1008,W,1,,02,174,1113,201,0108
19BR00867,T5164,6.0,,.,35,2,7,171,1,154,1010,W,1,,02,171,1113,180,0108
19BR00868,T5182,6.0,,.,34,2,,179,1,176,1008,W,1,,02,169,1113,182,0108
19BR00869,T5184,6.0,,.,40,2,0,207,2,198,1008,W,1,,02,195,1113,202,0108
19BR00870,T5247,6.0,,.,37,2,7,188,D,189,1008,W,1,,02,191,1113,199,0108
19BR00871,T5328,5.0,,.,37,2,,193,2,194,1008,W,1,,02,193,1113,210,0108
19BR00872,T5343,5.0,,.,32,2,,176,1,177,1008,W,1,,02,183,1113,199,0108
19BR00873,T5357,5.0,,.,35,2,0,172,1,165,1008,W,1,,02,173,1113,190,0108
19BR00874,T5364,5.0,,.,33,2,0,194,2,193,1008,W,1,,02,183,1113,208,0108
19BR00875,T5556,5.0,,LameLH,34,2,0,177,2,162,1008,W,1,,02,180,1113,196,0108
19BR00876,T5568,5.0,,.,38,2,0,234,D,218,1010,W,1,,02,221,1113,226,0108
19BR00877,T5586,5.0,,.,34,2,,187,1,172,1008,W,1,,02,178,1113,196,0108
19BR00878,T5638,5.0,,.,35,2,0,206,D,200,1008,W,1,,02,204,1113,218,0108
19BR00879,T5650,5.0,,BIGWARTYTITS,37,2,0,200,2,189,1008,W,1,,02,197,1113,217,0108
19BR00880,T5652,5.0,,.,36,2,0,185,1,186,1008,W,1,,02,183,1113,199,0108
19BR00881,T5670,5.0,,.,39,2,0,204,1,189,1008,W,1,,02,198,1113,220,0108
19BR00882,T5674,5.0,,.,32,2,0,174,2,164,1008,W,1,,02,167,1113,176,0108
19BR00883,T5684,5.0,,.,31,2,,241,D,218,1010,W,1,,02,219,1113,231,0108
19BR00884,T5717,5.0,,2@ONCE,36,2,0,190,2,184,1008,W,1,,02,198,1113,215,0108
19BR00885,T5749,5.0,,.,31,2,0,217,1,212,1010,W,1,,02,209,1113,234,0108
19BR00886,T5763,5.0,,.,40,2,0,185,2,180,1008,W,1,,02,187,1113,201,0108
19BR00887,T5807,5.0,,.,39,2,0,190,1,178,1008,W,1,,02,195,1113,207,0108
19BR00888,T5811,5.0,,.,40,2,0,217,2,211,1008,W,1,,02,204,1113,212,0108
19BR00889,T5844,4.0,,.,33,2,7,160,1,156,1010,W,1,,02,166,1113,180,0108
19BR00890,T5859,4.0,,.,40,2,7,187,2,182,1008,W,1,,02,187,1113,198,0108
19BR00891,T5898,4.0,,HAIRY,40,2,,172,2,173,1008,W,1,,02,167,1113,180,0108
19BR00892,T5929,4.0,,LameLFTx,36,2,0,194,1,183,1008,W,1,,02,186,1113,188,0108
19BR00893,T5959,4.0,,SM.BAG,38,2,0,189,1,167,1008,W,1,,02,182,1113,200,0108
19BR00894,T5971,4.0,,.,31,2,0,182,1,178,1008,W,1,,02,183,1113,194,0108
19BR00895,T6003,4.0,,.,37,2,0,196,2,197,1008,W,1,,02,200,1113,208,0108
19BR00896,T6020,4.0,,.,32,2,0,177,2,162,1008,W,1,,02,176,1113,193,0108
19BR00897,T6034,4.0,,.,39,2,7,186,1,174,1010,W,1,,02,186,1113,206,0108
19BR00898,T6083,4.0,,.,34,2,7,179,1,182,1008,W,1,,02,183,1113,201,0108
19BR00899,T6144,4.0,,.,37,2,0,188,2,182,1008,W,1,,02,188,1113,189,0108
19BR00900,T6181,4.0,,LameRFTx,36,2,0,176,1,173,1008,W,1,,02,188,1113,196,0108
19BR00901,T6208,4.0,,.,31,2,,209,2,191,1008,W,1,,02,196,1113,212,0108
19BR00902,T6209,4.0,,.,35,2,0,199,1,186,1010,W,1,,02,193,1113,212,0108
19BR00903,T6234,4.0,,.,33,2,0,234,D,217,1010,W,1,,02,222,1113,232,0108
19BR00904,T6238,4.0,,.,39,2,7,184,D,182,1008,W,1,,02,171,1113,183,0108
19BR00905,T6239,4.0,,.,38,2,0,187,1,188,1008,W,1,,02,187,1113,202,0108
19BR00906,T6240,4.0,,.,32,2,7,217,2,199,1010,W,1,,02,201,1113,222,0108
19BR00907,T6257,4.0,,.,34,2,0,177,1,167,1010,W,1,,02,168,1113,172,0108
19BR00908,T6259,4.0,,.,35,2,,177,1,172,1008,W,1,,02,165,1113,187,0108
19BR00909,T6310,3.0,,R.SIDE BLOODY,38,2,0,163,1,165,1008,W,1,,02,171,1113,196,0108
19BR00910,T6315,3.0,,LSD.FIBROUS,35,2,7,196,2,183,1008,W,1,,02,196,1113,199,0108
19BR00911,T6321,3.0,,.,38,2,0,168,2,173,1008,W,1,,02,163,1113,190,0108
19BR00912,T6328,3.0,,.,38,2,0,189,2,184,1008,W,1,,02,183,1113,184,0108
19BR00913,T6340,3.0,,LameLFTx,37,2,0,158,D,151,1008,W,1,,02,147,1113,139,0108
19BR00914,T6355,3.0,,.,32,2,0,198,1,183,1008,W,1,,02,187,1113,195,0108
19BR00915,T6356,3.0,,.,37,2,0,164,2,156,1008,W,1,,02,176,1113,179,0108
19BR00916,T6366,3.0,,.,40,2,7,182,2,182,1008,W,1,,02,186,1113,197,0108
19BR00917,T6370,3.0,,LameRHTx,39,2,7,163,2,147,1010,W,1,,02,158,1113,160,0108
19BR00918,T6387,3.0,,.,34,2,7,189,1,185,1008,W,1,,02,195,1113,212,0108
19BR00919,T6397,3.0,,.,40,2,0,174,1,163,1008,W,1,,02,176,1113,191,0108
19BR00920,T6413,3.0,,.,31,2,7,201,1,210,1008,W,1,,02,207,1113,213,0108
19BR00921,T6418,3.0,,.,39,2,0,191,2,183,1010,W,1,,02,194,1113,212,0108
19BR00922,T6428,3.0,,.,35,2,0,190,2,177,1008,W,1,,02,189,1113,196,0108
19BR00923,T6466,3.0,,.,31,2,0,189,2,188,1008,W,1,,02,191,1113,206,0108
19BR00924,T6467,3.0,,.,31,2,0,183,2,177,1008,W,1,,02,189,1113,194,0108
19BR00925,T6469,3.0,,.,34,2,,157,1,158,1008,W,1,,02,163,1113,158,0108
19BR00926,T6479,3.0,,.,32,2,7,180,2,166,1008,W,1,,02,176,1113,185,0108
19BR00927,T6482,3.0,,.,40,2,7,197,1,182,1010,W,1,,02,194,1113,204,0108
19BR00928,T6483,3.0,,.,37,2,,184,1,169,1008,W,1,,02,183,1113,195,0108
19BR00929,T6498,3.0,,.,33,2,7,184,D,172,1008,W,1,,02,175,1113,178,0108
19BR00930,T6499,3.0,,.,33,2,7,188,1,186,1008,W,1,,02,187,1113,201,0108
19BR00931,T6509,3.0,,.,35,2,,254,D,237,1010,W,1,,02,235,1113,241,0108
19BR00932,T6510,3.0,,.,36,2,,199,1,198,1008,W,1,,02,201,1113,210,0108
19BR00933,T6524,3.0,,.,38,2,0,202,1,200,1008,W,1,,02,196,1113,207,0108
19BR00934,T6525,3.0,,.,32,2,,179,2,180,1008,W,1,,02,194,1113,216,0108
19BR00935,T6529,3.0,,.,36,2,0,174,1,162,1008,W,1,,02,176,1113,184,0108
19BR00936,T6537,3.0,,.,33,2,0,211,D,209,1008,W,1,,02,215,1113,222,0108
19BR00937,T6538,3.0,,.,39,2,0,160,2,163,1008,W,1,,02,163,1113,180,0108
19BR00938,T6567,3.0,,.,36,2,0,195,2,194,1008,W,1,,02,200,1113,215,0108
19BR00939,T6568,3.0,,.,34,2,7,186,1,171,1008,W,1,,02,177,1113,189,0108
19BR00940,T6594,2.0,,.,32,2,0,199,2,191,1008,W,1,,02,191,1113,202,0108
19BR00941,T6599,2.0,,.,33,2,7,186,2,189,1008,W,1,,02,200,1113,209,0108
19BR00942,T6601,2.0,,.,37,2,7,197,2,195,1008,W,1,,02,187,1113,190,0108
19BR00943,T6605,2.0,,SM.BAG,36,2,I,204,1,186,1008,W,1,,02,197,1113,212,0108
19BR00944,T6623,2.0,,.,38,2,7,205,D,201,1008,W,1,,02,206,1113,215,0108
19BR00945,T6631,2.0,,HAIRY,39,2,7,183,2,171,1010,W,1,,02,184,1113,193,0108
19BR00946,T6632,2.0,,HAIRY,39,2,7,166,1,155,1008,W,1,,02,167,1113,176,0108
19BR00947,T6636,2.0,,SM.BAG,40,2,0,220,D,211,1008,W,1,,02,208,1113,211,0108
19BR00948,T6641,2.0,,.,40,2,0,168,2,165,1008,W,1,,02,162,1113,177,0108
19BR00949,T6642,2.0,,.,37,2,0,173,1,173,1008,W,1,,02,172,1113,183,0108
19BR00950,T6646,2.0,,.,36,2,0,183,1,166,1010,W,1,,02,187,1113,188,0108
19BR00951,T6649,2.0,,SM.BAG,34,2,0,155,2,144,1010,W,1,,02,157,1113,168,0108
19BR00952,T6651,2.0,,HAIRY.Hypothe,36,2,0,182,1,173,1008,W,1,,02,186,1113,206,0108
19BR00953,T6662,2.0,,.,37,2,7,155,1,153,1008,W,1,,02,156,1113,167,0108
19BR00954,T6667,2.0,,.,32,2,0,206,D,195,1008,W,1,,02,205,1113,209,0108
19BR00955,T6673,2.0,,LameRHTx,33,2,0,158,1,153,1008,W,1,,02,162,1113,172,0108
19BR00956,T6689,2.0,,SMBAG,34,2,0,190,2,184,1008,W,1,,02,185,1113,201,0108
19BR00957,T6694,2.0,,.,39,2,7,188,D,174,1008,W,1,,02,186,1113,193,0108
19BR00958,T6700,2.0,,SM.BAG,37,2,,146,1,149,1010,W,1,,02,156,1113,167,0108
19BR00959,T6703,2.0,,.,31,2,0,135,H,,,0,6,66,02,,,,
19BR00960,T6704,2.0,,.,32,2,7,174,2,155,1008,W,1,,02,162,1113,178,0108
19BR00961,T6713,2.0,,.,39,2,0,158,1,155,1008,W,1,,02,163,1113,175,0108
19BR00962,T6715,2.0,,.,39,2,0,189,1,180,1008,W,1,,02,184,1113,199,0108
19BR00963,T6723,2.0,,.,38,2,0,172,2,173,1008,W,1,,02,172,1113,191,0108
19BR00964,T6724,2.0,,.,38,2,0,153,1,157,1008,W,1,,02,162,1113,177,0108
19BR00965,T6728,2.0,,SMBAG,35,2,0,190,1,194,1008,W,1,,02,189,1113,198,0108
19BR00966,T6738,2.0,,LameLFTx,40,2,7,195,2,175,1008,W,1,,02,189,1113,189,0108
19BR00967,T6759,2.0,,.,40,2,7,187,2,179,1010,W,1,,02,187,1113,197,0108
19BR00968,T6763,2.0,,SM.BAG,33,2,0,174,1,164,1010,W,1,,02,168,1113,184,0108
19BR00969,T6764,2.0,,.,34,2,0,197,2,186,1010,W,1,,02,188,1113,209,0108
19BR00970,T6767,2.0,,.,31,2,0,189,1,176,1008,W,1,,02,179,1113,184,0108
19BR00971,T6775,2.0,,SM.BAG,35,2,,217,2,210,1008,W,1,,02,210,1113,226,0108
19BR00972,T6784,2.0,,.,33,2,0,171,2,164,1008,W,1,,02,167,1113,188,0108
19BR00973,T6803,2.0,,.,38,2,0,224,D,208,1008,W,1,,02,212,1113,223,0108
19BR00974,T6805,2.0,,.,40,2,0,169,2,176,1008,W,1,,02,182,1113,186,0108
19BR00975,T6810,2.0,,SMBAG,32,2,,179,1,176,1008,W,1,,02,186,1113,200,0108
19BR00976,T6811,2.0,,.,34,2,,194,D,184,1008,W,1,,02,183,1113,195,0108
19BR00977,T6814,2.0,,.,31,2,,172,2,174,1008,W,1,,02,175,1113,178,0108
19BR00978,T6818,2.0,,LameLFTx,33,2,0,162,1,158,1008,W,1,,02,164,1113,175,0108
19BR00979,T6823,2.0,,.,31,2,0,189,2,187,1008,W,1,,02,186,1113,196,0108
19BR00980,T6825,2.0,,1ST,35,2,0,168,2,167,1008,W,1,,02,163,1113,175,0108
19BR00981,T6839,2.0,,.,38,2,0,197,D,194,1010,W,1,,02,199,1113,202,0108
19BR00982,T6858,2.0,,.,35,2,,157,1,151,1010,W,1,,02,161,1113,176,0108
19BR00983,T6863,2.0,,.,36,2,7,175,1,175,1008,W,1,,02,184,1113,178,0108
19BR00984,T6896,1.0,,ScoursTx,34,2,7,156,D,150,1008,W,1,,02,154,1113,155,0108
19BR00985,T6903,1.0,,.,36,2,7,147,1,139,1008,W,1,,02,156,1113,164,0108
19BR00986,T6906,1.0,,.,36,2,0,172,1,154,1008,W,1,,02,166,1113,175,0108
19BR00987,T6913,1.0,,ScoursTx,32,2,0,176,D,165,1008,W,1,,02,165,1113,178,0108
19BR00988,T6917,1.0,,.,34,2,0,120,1,124,1008,W,1,,02,130,1113,138,0108
19BR00989,T6924,1.0,,.,32,2,7,171,D,163,1008,W,1,,02,160,1113,184,0108
19BR00990,T6927,1.0,,1ST,40,2,0,147,2,140,1008,W,1,,02,154,1113,165,0108
19BR00991,T6932,1.0,,HAIRY,36,2,0,174,D,167,1008,W,1,,02,172,1113,178,0108
19BR00992,T6950,1.0,,.,33,2,0,155,2,146,1008,W,1,,02,166,1113,168,0108
19BR00993,T6952,1.0,,.,35,2,0,182,D,182,1008,W,1,,02,183,1113,189,0108
19BR00994,T6959,1.0,,.,37,2,,178,D,175,1008,W,1,,02,171,1113,182,0108
19BR00995,T6961,1.0,,NOT.NURSING,39,2,,150,D,140,1010,W,1,,02,153,1113,161,0108
19BR00996,T6963,1.0,,TOOMUCHBRN,35,2,0,136,1,151,1008,W,1,,02,143,1113,147,0108
19BR00997,T6966,1.0,,.,40,2,7,122,1,117,1008,W,1,,02,134,1113,145,0108
19BR00998,T6969,1.0,,.,39,2,0,149,2,151,1008,W,1,,02,154,1113,161,0108
19BR00999,T6970,1.0,,.,39,2,0,162,1,154,1010,W,1,,02,160,1113,166,0108
19BR01000,T6979,1.0,,.,33,2,0,155,D,146,1008,W,1,,02,156,1113,150,0108
19BR01001,T6986,1.0,,.,38,2,,135,1,136,1008,W,1,,02,140,1113,152,0108
19BR01002,T6993,1.0,,.,37,2,0,144,1,144,1008,W,1,,02,146,1113,156,0108
19BR01003,T6994,1.0,,1ST.2@ONCE,34,2,7,149,2,146,1008,W,1,,02,146,1113,156,0108
19BR01004,T6995,1.0,,.,40,2,,135,1,131,1008,W,1,,02,143,1113,147,0108
19BR01005,T6997,1.0,,.,31,2,0,155,1,151,1008,W,1,,02,162,1113,177,0108
19BR01006,T7011,1.0,,.,32,2,0,143,1,142,1008,W,1,,02,142,1113,143,0108
19BR01007,T7014,1.0,,HAIRY,34,2,0,161,1,167,1008,W,1,,02,171,1113,174,0108
19BR01008,T7017,1.0,,.,36,2,7,171,D,172,1008,W,1,,02,173,1113,183,0108
19BR01009,T7020,1.0,,.,39,2,7,146,1,131,1010,W,1,,02,157,1113,163,0108
19BR01010,T7021,1.0,,.,33,2,7,136,1,132,1010,W,1,,02,146,1113,155,0108
19BR01011,T7026,1.0,,.,37,2,0,154,1,153,1008,W,1,,02,157,1113,160,0108
19BR01012,T7046,1.0,,.,32,2,0,149,1,146,1008,W,1,,02,150,1113,157,0108
19BR01013,T7067,1.0,,.,35,2,0,164,2,160,1008,W,1,,02,164,1113,184,0108
19BR01014,T7072,1.0,,.,37,2,0,145,2,150,1008,W,1,,02,147,1113,152,0108
19BR01015,T7076,1.0,,.,35,2,I,153,2,157,1008,W,1,,02,164,1113,179,0108
19BR01016,T7080,1.0,,.,40,2,7,156,1,163,1008,W,1,,02,175,1113,183,0108
19BR01017,T7088,1.0,,.,33,2,0,167,D,162,1008,W,1,,02,169,1113,173,0108
19BR01018,T7110,1.0,,.,37,2,0,173,D,171,1008,W,1,,02,172,1113,183,0108
19BR01019,T7120,1.0,,RespTx,38,2,0,136,1,127,1008,W,1,,02,145,1113,164,0108
19BR01020,T7126,1.0,,.,31,2,0,162,D,153,1008,W,1,,02,156,1113,162,0108
19BR01021,T7127,1.0,,.,38,2,7,149,D,147,1008,W,1,,02,149,1113,150,0108
19BR01022,T7128,1.0,,.,31,2,0,174,D,179,1008,W,1,,02,167,1113,179,0108
19BR01023,T7138,1.0,,.,38,2,,182,D,180,1008,W,1,,02,178,1113,186,0108
19BR01024,T7144,1.0,,.,31,2,0,129,1,125,1010,W,1,,02,132,1113,138,0108
19BR01025,Z1473,6.0,,ToeAbscessRF,15,1,0,248,H,228,1010,W,1,,97,255,1106,233,0108
19BR01026,Z1482,6.0,,.,13,1,,195,H,190,1008,W,1,,97,195,1106,194,0108
19BR01027,Z1532,6.0,,RHLame,15,1,,176,H,169,1008,W,1,,CM,177,1106,177,0108
19BR01028,Z1549,6.0,,.,16,1,0,226,H,215,1010,W,1,,97,243,1106,238,0108
19BR01029,Z1577,6.0,,.,16,1,0,175,H,162,1010,W,1,,97,183,1106,174,0108
19BR01030,Z1613,6.0,,.,15,1,0,179,H,176,1008,W,1,,97,194,1106,185,0108
19BR01031,Z1614,6.0,,.,12,1,0,188,H,178,1008,W,1,,TC,189,1106,186,0108
19BR01032,Z1638,6.0,,.,12,1,0,191,H,173,1010,W,1,,97,199,1106,196,0108
19BR01033,Z1648,6.0,,.,17,1,0,184,D,174,1010,W,1,,97,183,1106,191,0108
19BR01034,Z1663,6.0,,.,13,1,,211,H,188,1008,W,1,,TC,206,1106,205,0108
19BR01035,Z1730,6.0,,.,17,1,0,187,D,173,1008,W,1,,97,197,1106,,
19BR01036,Z1766,6.0,,.,13,1,,177,H,164,1010,W,1,,97,191,1106,195,0108
19BR01037,Z1834,6.0,,LameLFTx,16,1,0,217,H,210,1008,W,1,,CM,224,1106,234,0108
19BR01038,Z2267,5.0,,.,13,1,0,183,H,187,1008,W,1,,97,185,1106,184,0108
19BR01039,Z2278,5.0,,.,12,1,0,211,H,216,1008,W,1,,97,228,1106,227,0108
19BR01040,Z2283,5.0,,.,17,1,0,193,H,171,1008,W,1,,97,195,1106,190,0108
19BR01041,Z2318,5.0,,.,12,1,0,194,H,196,1008,W,1,,CM,208,1106,218,0108
19BR01042,Z2322,5.0,,.,13,1,,158,H,158,1008,W,1,,97,172,1106,180,0108
19BR01043,Z2336,5.0,,.,BL,1,0,168,1,167,1008,W,1,,BL,167,1113,173,0108
19BR01044,Z2346,5.0,,.,17,1,0,197,H,180,1008,W,1,,97,201,1106,199,0108
19BR01045,Z2415,5.0,,.,18,1,0,219,H,209,1008,W,1,,TS,216,1121,220,0108
19BR01046,Z2424,5.0,,.,16,1,0,208,H,204,1008,W,1,,97,222,1106,210,0108
19BR01047,Z2428,5.0,,.,16,1,0,219,D,205,1010,W,1,,CM,220,1106,223,0108
19BR01048,Z2430,5.0,,.,BL,1,0,196,1,184,1010,W,1,,BL,194,1113,227,0108
19BR01049,Z2467,5.0,,.,16,1,,197,H,191,1008,W,1,,97,209,1106,198,0108
19BR01050,Z2476,5.0,,.,12,1,0,191,H,182,1008,W,1,,CM,183,1106,194,0108
19BR01051,Z2573,5.0,,.,15,1,0,179,H,191,1008,W,1,,97,210,1106,202,0108
19BR01052,Z2584,5.0,,.,13,1,,190,H,187,1008,W,1,,97,186,1106,183,0108
19BR01053,Z2642,5.0,,3TEATS,13,1,0,207,H,202,1008,W,1,,CM,204,1106,210,0108
19BR01054,Z2670,5.0,,REYECLOUDY,15,1,0,180,H,179,1008,W,1,,CM,188,1106,205,0108
19BR01055,Z2676,4.0,,.,13,1,7,200,H,183,1010,W,1,,97,199,1106,204,0108
19BR01056,Z2699,4.0,,.,14,1,0,218,H,213,1008,W,1,,97,222,1106,218,0108
19BR01057,Z2702,4.0,A,.,14,1,0,209,H,208,1008,W,1,,97,223,1106,226,0108
19BR01058,Z2708,4.0,,LameLFTx,62,2,7,189,D,179,1008,W,1,,08,180,1113,195,0108
19BR01059,Z2710,4.0,,.,14,1,0,217,H,206,1008,W,1,,97,217,1106,219,0108
19BR01060,Z2739,4.0,,LARGE BAG,59,2,,208,2,197,1008,W,1,,01,202,1113,202,0108
19BR01061,Z2740,4.0,,.,60,2,,245,D,237,1008,W,1,,01,251,1113,262,0108
19BR01062,Z2749,4.0,,.,57,2,7,176,2,174,1008,W,1,,08,175,1113,185,0108
19BR01063,Z2776,4.0,,.,14,1,0,172,H,164,1010,W,1,,97,177,1106,180,0108
19BR01064,Z2778,4.0,,VetFixE.Scour,64,2,0,175,1,172,1008,W,1,,08,171,1113,183,0108
19BR01065,Z2785,4.0,,.,15,1,0,175,H,176,1008,W,1,,97,186,1106,186,0108
19BR01066,Z2799,4.0,,ABSCESS.SHLDR,BL,1,0,154,1,151,1008,W,1,,BL,161,1113,167,0108
19BR01067,Z2832,4.0,,.,61,2,7,160,2,155,1008,W,1,,08,156,1113,156,0108
19BR01068,Z2857,4.0,,.,61,2,,189,2,179,1008,W,1,,08,195,1113,183,0108
19BR01069,Z2859,4.0,,.,17,1,,184,H,176,1010,W,1,,97,200,1106,195,0108
19BR01070,Z2864,4.0,,.,14,1,,194,H,183,1010,W,1,,97,193,1106,199,0108
19BR01071,Z2874,4.0,,.,62,2,0,174,2,165,1008,W,1,,08,182,1113,206,0108
19BR01072,Z2879,4.0,,.,17,1,0,196,H,197,1008,W,1,,97,212,1106,211,0108
19BR01073,Z2885,4.0,,.,14,1,0,184,H,172,1008,W,1,,97,176,1106,178,0108
19BR01074,Z2907,4.0,,.,11,1,0,213,H,197,1010,W,1,,97,222,1106,217,0108
19BR01075,Z2938,4.0,A,.,15,1,0,220,H,201,1010,W,1,,97,223,1106,228,0108
19BR01076,Z2948,4.0,,.,56,2,0,200,2,197,1008,W,1,,01,209,1113,215,0108
19BR01077,Z2973,4.0,,.,15,1,0,187,H,186,1010,W,1,,97,206,1106,189,0108
19BR01078,Z2974,4.0,,.,15,1,0,202,H,188,1010,W,1,,97,212,1106,197,0108
19BR01079,Z2975,4.0,,.,15,1,,200,H,212,1008,W,1,,97,215,1106,213,0108
19BR01080,Z3009,4.0,,.,58,2,0,216,D,202,1008,W,1,,08,215,1113,223,0108
19BR01081,Z3064,4.0,,.,63,2,,188,2,176,1008,W,1,,01,180,1113,183,0108
19BR01082,Z3081,4.0,,.,61,2,,164,1,153,1008,W,1,,01,179,1113,186,0108
19BR01083,Z3153,4.0,,.,58,2,0,184,1,182,1008,W,1,,01,195,1113,208,0108
19BR01084,Z3228,3.0,A,.,12,1,0,194,H,186,1008,W,1,,97,202,1106,204,0108
