UID,ETAG,AGE,LINE,RMK,BPEN,BGRP,RGRP,FAWT,COND,UREA,WORK,AISIRE
95BR01494,S3396,2.5,18,ABS @LR DRAIN,-2-,P,2,174,0.0,o,W,Misc
95BR01495,S3397,2.5,18,,-0-,2,2,157,0.0,o,W,S1541
95BR01496,S3379,2.5,18,LTS,-2-,2,2,165,0.0,o,W,S1878
95BR01497,S3419,2.5,18,,-0-,2,2,170,0.0,o,W,S1497
95BR01498,S3403,2.5,18,,-2-,2,2,140,0.0,o,W,L6868
95BR01499,S3503,2.0,11,,31,1,0,185,0.0,o,W,
95BR01500,S3558,2.0,00,,56,1,0,154,0.0,o,W,
95BR01501,S3598,2.0,13,,44,1,0,138,0.0,o,W,
95BR01502,S3601,2.0,00,"NICE,RHOCKCUT",53,1,0,161,0.0,o,W,
95BR01503,S3604,2.0,10,,23,1,0,141,0.0,o,W,
95BR01504,S3605,2.0,00,WOUND R SIDE,51,1,0,146,0.0,o,W,
95BR01505,S3607,2.0,18,,-2-,P,2,173,0.0,o,W,Misc
95BR01506,S3647,2.0,00,,56,1,0,157,0.0,o,W,
95BR01507,S3692,2.0,00,,51,1,0,184,0.0,o,W,
95BR01508,S3674,2.0,00,,53,1,0,125,0.0,o,W,
95BR01509,S3202,3.0,12,,81,1,0,170,0.0,o,W,
95BR01510,S3220,3.0,12,DYSTOCIA 95,82,1,0,162,0.0,o,W,
95BR01511,S3285,3.0,11,,33,1,0,172,0.0,o,W,
95BR01512,S3808,2.0,00,DYSTOCIA 95,51,1,0,159,0.0,o,W,
95BR01513,S3835,2.0,10,,21,1,0,149,0.0,o,W,
95BR01514,S3846,2.0,11,,34,1,0,157,0.0,o,W,
95BR01515,S3848,2.0,12,,86,1,0,162,0.0,o,W,
95BR01516,S3868,2.0,13,ENTR,41,1,0,173,0.0,o,W,
95BR01517,S3824,2.0,13,,44,1,0,160,0.0,o,W,
95BR01518,S3871,2.0,00,,52,1,0,162,0.0,o,W,
95BR01519,S3907,2.0,00,,52,1,0,173,0.0,o,W,
95BR01520,S3941,2.0,00,,52,1,0,148,0.0,o,W,
95BR01521,S3963,2.0,18,,-0-,P,2,149,0.0,o,W,Misc
95BR01522,S3970,2.0,10,,23,1,0,157,0.0,o,W,
95BR01523,S3714,2.0,00,,54,1,0,169,0.0,o,W,
95BR01524,S3702,2.0,00,,54,1,0,148,0.0,o,W,
95BR01525,S3744,2.0,12,,85,1,0,133,0.0,o,W,
95BR01526,S3755,2.0,13,,41,1,0,173,0.0,o,W,
95BR01527,S3757,2.0,00,BIGTAG95,54,1,0,173,0.0,o,W,
95BR01528,S3727,2.0,11,ENTR,32,1,0,148,0.0,o,W,
95BR01529,S3773,2.0,10,,24,1,0,168,0.0,o,W,
95BR01530,S3778,2.0,11,,33,1,0,142,0.0,o,W,
95BR01531,S3779,2.0,13,,43,1,0,163,0.0,o,W,
95BR01532,S4117,2.0,00,,53,1,0,166,0.0,o,W,
95BR01533,S4136,2.0,12,,87,1,0,177,0.0,o,W,
95BR01534,S4145,2.0,13,,43,1,0,180,0.0,o,W,
95BR01535,S4012,2.0,10,,22,1,0,133,0.0,o,W,
95BR01536,S4034,2.0,18,,-0-,2,2,154,0.0,o,W,S0423
95BR01537,S4047,2.0,18,,-2-,2,2,139,0.0,o,W,S1390
95BR01538,S4313,1.5,18,,-0-,2,2,121,0.0,o,W,S1497
95BR01539,S4300,1.5,18,,-2-,2,2,158,0.0,o,W,S0423
95BR01540,S4337,1.5,18,,-0-,P,2,117,0.0,o,W,Misc
95BR01541,S4353,1.5,18,SMALL EWE,-0-,2,2,119,0.0,o,W,S0423
95BR01542,S4363,1.5,18,,-2-,2,2,142,0.0,o,W,L6868
95BR01543,S4366,1.5,18,,-2-,2,2,108,0.0,o,W,S1908
95BR01544,S4384,1.5,18,,-2-,2,2,130,0.0,o,W,S1497
95BR01545,S4387,1.5,18,,-0-,2,2,140,0.0,o,W,S1908
95BR01546,S4393,1.0,12,4TEATS,88,1,0,139,0.0,o,W,
95BR01547,S4396,1.0,12,,91,1,0,127,0.0,o,W,
95BR01548,S4392,1.0,12,WEAK,90,1,0,133,0.0,o,W,
95BR01549,S4398,1.0,11,,33,1,0,149,0.0,o,W,
95BR01550,S4397,1.0,12,4TEATS,80,1,0,136,0.0,o,W,
95BR01551,S4379,1.5,18,SM BAG,-0-,2,2,111,0.0,o,W,S1390
95BR01552,S4410,1.0,13,,41,1,0,125,0.0,o,W,
95BR01553,S4403,1.0,13,,44,1,0,145,0.0,o,W,
95BR01554,S4409,1.0,12,,,,0,175,0.0,R,W,
95BR01555,S4430,1.0,11,R.P.,32,1,0,132,0.0,o,W,
95BR01556,S4434,1.0,12,NOTABUM,90,1,0,170,0.0,R,W,
95BR01557,S4435,1.0,11,,34,1,0,159,0.0,o,W,
95BR01558,S4438,1.0,13,WEAK COLD,42,1,0,138,0.0,o,W,
95BR01559,S4439,1.0,13,,43,1,0,141,0.0,o,W,
95BR01560,S4443,1.0,12,@MUDLAKEFEB95,81,1,0,136,0.0,o,W,
95BR01561,S4447,1.0,11,,33,1,0,133,0.0,o,W,
95BR01562,S4459,1.0,12,4TEATS,82,1,0,117,0.0,o,W,
95BR01563,S4466,1.0,11,WEAK,31,1,0,144,0.0,o,W,
95BR01564,S4462,1.0,12,HAIRY,83,1,0,146,0.0,o,W,
95BR01565,S4468,1.0,11,,34,1,0,133,0.0,o,W,
95BR01566,S4424,1.0,10,,24,1,0,134,0.0,o,W,
95BR01567,S4481,1.0,11,,33,1,0,133,0.0,o,W,
95BR01568,S4485,1.0,12,,84,1,0,117,0.0,o,W,
95BR01569,S4486,1.0,11,5 HORN,,,0,172,0.0,R,W,
95BR01570,S4490,1.0,12,,83,1,0,187,0.0,R,W,
95BR01571,S4494,1.0,10,4TEATS,22,1,0,195,0.0,R,W,
95BR01572,S4492,1.0,10,,22,1,0,134,0.0,o,W,
95BR01573,S4497,1.0,12,LOPSIDE UDDER,85,1,0,144,0.0,o,W,
95BR01574,S4474,1.0,11,,31,1,0,136,0.0,o,W,
95BR01575,S4476,1.0,12,,86,1,0,198,0.0,R,W,
95BR01576,S4478,1.0,11,4TEATS,32,1,0,143,0.0,o,W,
95BR01577,S4513,1.0,11,4TEATS,32,1,0,146,0.0,o,W,
95BR01578,S4517,1.0,10,ENTR,21,1,0,145,0.0,o,W,
95BR01579,S4501,1.0,13,4TEATS,41,1,0,137,0.0,o,W,
95BR01580,S4503,1.0,10,,23,1,0,145,0.0,o,W,
95BR01581,S4502,1.0,13,4 HORN,44,1,0,165,0.0,R,W,
95BR01582,S4536,1.0,13,,44,1,0,148,0.0,o,W,
95BR01583,S4539,1.0,13,,43,1,0,137,0.0,o,W,
95BR01584,S4543,1.0,13,BIGTAG95,42,1,0,134,0.0,o,W,
95BR01585,S4549,1.0,11,7 HORN,32,1,0,178,0.0,R,W,
95BR01586,S4547,1.0,11,6 HORN,,,0,171,0.0,R,W,
95BR01587,S4554,1.0,10,DYSTOCIA95,23,1,0,144,0.0,o,W,
95BR01588,S4559,1.0,10,,22,1,0,155,0.0,o,W,
95BR01589,S4557,1.0,11,,34,1,0,151,0.0,o,W,
95BR01590,S4560,1.0,10,,24,1,0,135,0.0,o,W,
95BR01591,S4564,1.0,10,,22,1,0,156,0.0,o,W,
95BR01592,S4566,1.0,13,HAIRY,44,1,0,127,0.0,o,W,
95BR01593,S4520,1.0,12,,85,1,0,159,0.0,R,W,
95BR01594,S4522,1.0,12,,86,1,0,126,0.0,o,W,
95BR01595,S4589,1.0,13,,45,1,0,178,0.0,R,W,
95BR01596,S4592,1.0,10,,21,1,0,139,0.0,o,W,
95BR01597,S4599,1.0,11,,,,0,174,0.0,R,W,
95BR01598,S4579,1.0,12,,89,1,0,189,0.0,R,W,
95BR01599,S4611,1.0,12,5 HORN,,,0,170,0.0,R,W,
95BR01600,S4616,1.0,12,,87,1,0,142,0.0,o,W,
95BR01601,S4618,1.0,13,4TEATS,41,1,0,150,0.0,o,W,
95BR01602,S4619,1.0,12,ENTR,88,1,0,143,0.0,o,W,
95BR01603,S4604,1.0,12,5+FACE,,,0,162,0.0,R,W,
95BR01604,S4605,1.0,13,,42,1,0,135,0.0,o,W,
95BR01605,S4608,1.0,10,,24,1,0,134,0.0,o,W,
95BR01606,S4631,1.0,13,ENTR,42,1,0,155,0.0,o,W,
95BR01607,S4630,1.0,13,"ENTR,4TEATS",41,1,0,146,0.0,o,W,
95BR01608,S4641,1.0,13,,44,1,0,140,0.0,o,W,
95BR01609,S4640,1.0,12,,89,1,0,150,0.0,o,W,
95BR01610,S4644,1.0,12,,90,1,0,138,0.0,o,W,
95BR01611,S4642,1.0,13,4TEATS,41,1,0,139,0.0,o,W,
95BR01612,S4659,1.0,11,,31,1,0,145,0.0,o,W,
95BR01613,S4657,1.0,13,,43,1,0,130,0.0,o,W,
95BR01614,S4665,1.0,11,ENTR,33,1,0,125,0.0,o,W,
95BR01615,S4668,1.0,11,,34,1,0,142,0.0,o,W,
95BR01616,S4669,1.0,13,,43,1,0,131,0.0,o,W,
95BR01617,S4628,1.0,13,,44,1,0,139,0.0,o,W,
95BR01618,S4680,1.0,13,,43,1,0,137,0.0,o,W,
95BR01619,S4684,1.0,10,ENTR,23,1,0,133,0.0,o,W,
95BR01620,S4688,1.0,13,,44,1,0,151,0.0,o,W,
95BR01621,S4689,1.0,10,,e.1,2,0,176,0.0,R,W,
95BR01622,S4687,1.0,10,4TEATS,21,1,0,161,0.0,o,W,
95BR01623,S4691,1.0,11,,33,1,0,125,0.0,o,W,
95BR01624,S4694,1.0,12,,82,1,0,121,0.0,o,W,
95BR01625,S4671,1.0,11,,31,1,0,131,0.0,o,W,
95BR01626,S4673,1.0,12,,91,1,0,126,0.0,o,W,
95BR01627,S4674,1.0,13,,42,1,0,150,0.0,o,W,
95BR01628,S4675,1.0,12,,80,1,0,145,0.0,o,W,
95BR01629,S4202,2.0,18,,-0-,2,2,129,0.0,o,W,S1908
95BR01630,S4239,2.0,10,,21,1,0,141,0.0,o,W,
95BR01631,S4248,2.0,11,,32,1,0,176,0.0,o,W,
95BR01632,S4266,2.0,13,,42,1,0,139,0.0,o,W,
95BR01633,S4285,2.0,11,,31,1,0,168,0.0,o,W,
95BR01634,S4286,2.0,12,,89,1,0,129,0.0,o,W,
95BR01635,S4291,1.5,18,,-0-,2,2,119,0.0,o,W,L6868
95BR01636,S4294,1.5,18,,-2-,2,2,153,0.0,o,W,S1497
95BR01637,S4295,1.5,18,BIG NAVEL,-0-,2,2,128,0.0,o,W,T2864
95BR01638,S4296,1.5,18,,-2-,2,2,104,0.0,o,W,S1878
95BR01639,S4811,1.0,13,,43,1,0,178,0.0,R,W,
95BR01640,S4810,1.0,11,,33,1,0,129,0.0,o,W,
95BR01641,S4817,1.0,10,,21,1,0,149,0.0,o,W,
95BR01642,S4801,1.0,10,,23,1,0,133,0.0,o,W,
95BR01643,S4808,1.0,10,4TEATS,24,1,0,137,0.0,o,W,
95BR01644,S4833,1.0,10,,21,1,0,141,0.0,o,W,
95BR01645,S4834,1.0,10,DYSTOCIA 95,24,1,0,134,0.0,o,W,
95BR01646,S4835,1.0,13,,41,1,0,151,0.0,o,W,
95BR01647,S4832,1.0,10,,22,1,0,141,0.0,o,W,
95BR01648,S4837,1.0,13,"4TEATS,5+FACE",41,1,0,165,0.0,R,W,
95BR01649,S4841,1.0,11,,34,1,0,134,0.0,o,W,
95BR01650,S4840,1.0,11,,31,1,0,132,0.0,o,W,
95BR01651,S4842,1.0,11,ENTR,32,1,0,133,0.0,o,W,
95BR01652,S4848,1.0,10,,22,1,0,128,0.0,o,W,
95BR01653,S4851,1.0,11,,31,1,0,141,0.0,o,W,
95BR01654,S4850,1.0,11,,33,1,0,135,0.0,o,W,
95BR01655,S4855,1.0,12,,87,1,0,156,0.0,R,W,
95BR01656,S4861,1.0,11,HAIRY,34,1,0,128,0.0,o,W,
95BR01657,S4865,1.0,12,,81,1,0,125,0.0,o,W,
95BR01658,S4868,1.0,13,,44,1,0,130,0.0,o,W,
95BR01659,S4867,1.0,13,5 FACE,,,0,185,0.0,R,W,
95BR01660,S4821,1.0,12,,90,1,0,135,0.0,o,W,
95BR01661,S4826,1.0,10,,23,1,0,126,0.0,o,W,
95BR01662,S4822,1.0,12,,91,1,0,125,0.0,o,W,
95BR01663,S4828,1.0,11,ENTR,32,1,0,129,0.0,o,W,
95BR01664,S4829,1.0,11,,31,1,0,177,0.0,R,W,
95BR01665,S4827,1.0,13,KEEP,,,0,178,0.0,R,W,
95BR01666,S4885,1.0,10,"5JAW,ok",24,1,0,147,0.0,o,W,
95BR01667,S4886,1.0,10,,23,1,0,113,0.0,o,W,
95BR01668,S4890,1.0,13,ENDOPARASITES,42,1,0,140,0.0,o,W,
95BR01669,S4898,1.0,11,ENTR,32,1,0,143,0.0,o,W,
95BR01670,S4871,1.0,13,4 HORN,42,1,0,192,0.0,R,W,
95BR01671,S4876,1.0,12,,80,1,0,144,0.0,o,W,
95BR01672,S4878,1.0,13,SHEARCUT/BLED,41,1,0,142,0.0,o,W,
95BR01673,S4911,1.0,11,,31,1,0,133,0.0,o,W,
95BR01674,S4910,1.0,11,,34,1,0,141,0.0,o,W,
95BR01675,S4916,1.0,10,,22,1,0,127,0.0,o,W,
95BR01676,S4900,1.0,12,4TEATS,88,1,0,163,0.0,R,W,
95BR01677,S4903,1.0,13,,44,1,0,146,0.0,o,W,
95BR01678,S4908,1.0,12,,,,0,172,0.0,R,W,
95BR01679,S4909,1.0,12,4TEATS,82,1,0,132,0.0,o,W,
95BR01680,S4936,1.0,13,4TEATS,44,1,0,138,0.0,o,W,
95BR01681,S4943,1.0,10,DRY,21,1,0,127,0.0,o,W,
95BR01682,S4954,1.0,12,5 HORN,,,0,164,0.0,R,W,
95BR01683,S4956,1.0,11,ENTR,33,1,0,134,0.0,o,W,
95BR01684,S4959,1.0,11,,32,1,0,109,0.0,o,W,
95BR01685,S4960,1.0,11,,33,1,0,141,0.0,o,W,
95BR01686,S4963,1.0,10,,23,1,0,128,0.0,o,W,
95BR01687,S4964,1.0,11,4TEATS,34,1,0,150,0.0,o,W,
95BR01688,S4968,1.0,12,7 HORN,84,1,0,172,0.0,R,W,
95BR01689,S4924,1.0,12,DYSTOCIA 95,83,1,0,142,0.0,o,W,
95BR01690,S4922,1.0,13,,41,1,0,141,0.0,o,W,
95BR01691,S4928,1.0,13,4TEATS,42,1,0,131,0.0,o,W,
95BR01692,S4980,1.0,10,,23,1,0,186,0.0,R,W,
95BR01693,S4987,1.0,13,,42,1,0,129,0.0,o,W,
95BR01694,S4970,1.0,11,4TEATS,31,1,0,149,0.0,o,W,
95BR01695,S4973,1.0,11,,32,1,0,124,0.0,o,W,
95BR01696,S4974,1.0,11,LAME LR 10-11,e.0,2,0,175,0.0,R,W,
95BR01697,S4975,1.0,10,3TEATS,21,1,0,156,0.0,o,W,
95BR01698,S4977,1.0,11,,33,1,0,129,0.0,o,W,
95BR01699,S4711,1.0,12,4TEATS,83,1,0,149,0.0,o,W,
95BR01700,S4710,1.0,10,,21,1,0,132,0.0,o,W,
95BR01701,S4713,1.0,13,,41,1,0,141,0.0,o,W,
95BR01702,S4715,1.0,11,,32,1,0,152,0.0,o,W,
95BR01703,S4716,1.0,12,,80,1,0,166,0.0,R,W,
95BR01704,S4717,1.0,12,ENTR,84,1,0,146,0.0,o,W,
95BR01705,S4703,1.0,12,4TEATS,81,1,0,161,0.0,o,W,
95BR01706,S4708,1.0,10,,22,1,0,154,0.0,o,W,
95BR01707,S4709,1.0,10,,24,1,0,119,0.0,o,W,
95BR01708,S4731,1.0,10,,23,1,0,146,0.0,o,W,
95BR01709,S4737,1.0,10,DYSTOCIA,22,1,0,168,0.0,o,W,
95BR01710,S4745,1.0,12,,86,1,0,141,0.0,o,W,
95BR01711,S4742,1.0,13,,42,1,0,126,0.0,o,W,
95BR01712,S4747,1.0,10,,,,0,191,0.0,R,W,
95BR01713,S4753,1.0,13,,44,1,0,113,0.0,o,W,
95BR01714,S4754,1.0,13,,43,1,0,151,0.0,o,W,
95BR01715,S4755,1.0,13,,,,0,160,0.0,R,W,
95BR01716,S4759,1.0,13,HAIRY,42,1,0,132,0.0,o,W,
95BR01717,S4761,1.0,10,,,,0,194,0.0,R,W,
95BR01718,S4763,1.0,11,ENTR,34,1,0,161,0.0,o,W,
95BR01719,S4764,1.0,11,,33,1,0,183,0.0,R,W,
95BR01720,S4769,1.0,12,WEAK,88,1,0,121,0.0,o,W,
95BR01721,S4721,1.0,12,,85,1,0,152,0.0,o,W,
95BR01722,S4723,1.0,11,4 HORN,,,0,167,0.0,R,W,
95BR01723,S4724,1.0,11,,31,1,0,148,0.0,o,W,
95BR01724,S4726,1.0,10,NICE,24,1,0,198,0.0,R,W,
95BR01725,S4728,1.0,12,TINY BAG,87,1,0,146,0.0,o,W,
95BR01726,S4784,1.0,13,,43,1,0,119,0.0,o,W,
95BR01727,S4785,1.0,12,NEED BIG TAG,91,1,0,160,0.0,R,W,
95BR01728,S4792,1.0,12,,89,1,0,133,0.0,o,W,
95BR01729,S5111,1.0,10,,24,1,0,139,0.0,o,W,
95BR01730,S5115,1.0,13,KEEP,,,0,168,0.0,R,W,
95BR01731,S5118,1.0,12,4TEATS,82,1,0,168,0.0,R,W,
95BR01732,S5119,1.0,12,,89,1,0,129,0.0,o,W,
95BR01733,S5101,1.0,10,4TEATS,21,1,0,136,0.0,o,W,
95BR01734,S5100,1.0,10,,24,1,0,151,0.0,o,W,
95BR01735,S5131,1.0,11,,31,1,0,129,0.0,o,W,
95BR01736,S5134,1.0,12,7 HORN,,,0,167,0.0,R,W,
95BR01737,S5137,1.0,12,,88,1,0,110,0.0,o,W,
95BR01738,S5144,1.0,10,,24,1,0,152,0.0,o,W,
95BR01739,S5145,1.0,12,,81,1,0,163,0.0,R,W,
95BR01740,S5146,1.0,12,,91,1,0,132,0.0,o,W,
95BR01741,S5153,1.0,10,,21,1,0,146,0.0,o,W,
95BR01742,S5158,1.0,12,,83,1,0,118,0.0,o,W,
95BR01743,S5163,1.0,10,,23,1,0,111,0.0,o,W,
95BR01744,S5164,1.0,10,,22,1,0,139,0.0,o,W,
95BR01745,S5169,1.0,13,,44,1,0,137,0.0,o,W,
95BR01746,S5120,1.0,12,,90,1,0,135,0.0,o,W,
95BR01747,S5180,1.0,10,,23,1,0,137,0.0,o,W,
95BR01748,S5184,1.0,10,,21,1,0,148,0.0,o,W,
95BR01749,S5196,1.0,11,,32,1,0,135,0.0,o,W,
95BR01750,S5170,1.0,13,,43,1,0,137,0.0,o,W,
95BR01751,S5175,1.0,12,,81,1,0,121,0.0,o,W,
95BR01752,S5178,1.0,12,,82,1,0,123,0.0,o,W,
95BR01753,S5177,1.0,11,,34,1,0,176,0.0,R,W,
95BR01754,S5010,1.0,13,,43,1,0,139,0.0,o,W,
95BR01755,S5019,1.0,12,ENTR,85,1,0,134,0.0,o,W,
95BR01756,S5002,1.0,11,,32,1,0,133,0.0,o,W,
95BR01757,S5009,1.0,11,,34,1,0,139,0.0,o,W,
95BR01758,S5031,1.0,11,,31,1,0,151,0.0,o,W,
95BR01759,S5033,1.0,11,HAIRY,34,1,0,145,0.0,o,W,
95BR01760,S5034,1.0,10,,24,1,0,125,0.0,o,W,
95BR01761,S5035,1.0,11,,33,1,0,124,0.0,o,W,
95BR01762,S5041,1.0,11,4TEATS,31,1,0,136,0.0,o,W,
95BR01763,S5042,1.0,13,,43,1,0,142,0.0,o,W,
95BR01764,S5051,1.0,10,,22,1,0,153,0.0,o,W,
95BR01765,S5059,1.0,11,,32,1,0,139,0.0,o,W,
95BR01766,S5065,1.0,10,4TEATS,23,1,0,145,0.0,o,W,
95BR01767,S5086,1.0,11,,33,1,0,167,0.0,o,W,
95BR01768,S5088,1.0,12,,87,1,0,121,0.0,o,W,
95BR01769,S5087,1.0,12,,86,1,0,136,0.0,o,W,
95BR01770,S5096,1.0,12,,84,1,0,137,0.0,o,W,
95BR01771,S5073,1.0,13,4TEATS,41,1,0,139,0.0,o,W,
95BR01772,S5076,1.0,11,ENTR,34,1,0,141,0.0,o,W,
95BR01773,S5312,1.0,10,,23,1,0,146,0.0,o,W,
95BR01774,S5303,1.0,ch,,-0-,2,2,129,0.0,o,W,S1541
95BR01775,S5305,1.0,12,,86,1,0,133,0.0,o,W,
95BR01776,S5309,1.0,ch,BRN LEGS *4,-0-,2,2,136,0.0,o,W,S0423
95BR01777,S5332,1.0,ch,,-0-,2,2,115,0.0,o,W,S1908
95BR01778,S5344,1.0,ch,NICE,-2-,2,2,150,0.0,o,W,S0423
95BR01779,S5363,1.0,ch,,-0-,2,2,108,0.0,o,W,S2079
95BR01780,S5323,1.0,ch,,-2-,2,2,105,0.0,o,W,S1390
95BR01781,S5326,1.0,10,,24,1,0,139,0.0,o,W,
95BR01782,S5328,1.0,ch,,-2-,2,2,125,0.0,o,W,S1908
95BR01783,S5329,1.0,ch,4TEATS,-0-,2,2,139,0.0,o,W,S1908
95BR01784,S5393,1.0,ch,,-0-,2,2,128,0.0,o,W,T2864
95BR01785,S5210,1.0,12,4TEATS,80,1,0,128,0.0,o,W,
95BR01786,S5230,1.0,12,4TEATS,84,1,0,140,0.0,o,W,
95BR01787,S5246,1.0,13,HAIRY,43,1,0,144,0.0,o,W,
95BR01788,S5254,1.0,12,ENTR,85,1,0,130,0.0,o,W,
95BR01789,S5261,1.0,10,,e.2,2,0,171,0.0,R,W,
95BR01790,S5228,1.0,13,,44,1,0,137,0.0,o,W,
95BR01791,S5283,1.0,10,,21,1,0,177,0.0,R,W,
95BR01792,S5285,1.0,13,,42,1,0,135,0.0,o,W,
95BR01793,S5288,1.0,10,,24,1,0,156,0.0,o,W,
95BR01794,S5299,1.0,10,,22,1,0,136,0.0,o,W,
95BR01795,S2100,4.0,10,,23,1,0,163,0.0,o,W,
95BR01796,S2168,3.5,18,DYSTOCIA,-2-,2,2,178,0.0,o,W,L6868
95BR01797,S2001,4.0,11,,34,1,0,170,0.0,o,W,
95BR01798,S2004,4.0,13,,43,1,0,177,0.0,o,W,
95BR01799,S2032,4.0,10,,23,1,0,189,0.0,o,W,
95BR01800,S2049,4.0,10,,24,1,0,179,0.0,o,W,
95BR01801,S2047,4.0,13,SW BAG,41,1,0,170,0.0,o,W,
95BR01802,S2055,4.0,13,,44,1,0,142,0.0,o,W,
95BR01803,S2064,4.0,10,,21,1,0,159,0.0,o,W,
95BR01804,S2068,4.0,10,,22,1,0,167,0.0,o,W,
95BR01805,S2025,4.0,11,SM BAG,31,1,0,167,0.0,o,W,
95BR01806,S2089,4.0,12,"5BAG 2""SCURS",90,1,0,148,0.0,o,W,
95BR01807,S2074,4.0,11,DYSTOCIA 94,32,1,0,173,0.0,o,n,
95BR01808,S2318,3.0,13,,43,1,0,164,0.0,o,W,
95BR01809,S2317,3.0,11,,33,1,0,166,0.0,o,W,
95BR01810,S2306,3.0,12,,81,1,0,147,0.0,o,W,
95BR01811,S2307,3.0,13,,42,1,0,170,0.0,o,W,
95BR01812,S2333,3.0,13,,42,1,0,136,0.0,o,W,
95BR01813,S2351,3.0,11,,34,1,0,158,0.0,o,W,
95BR01814,S2363,3.0,13,,41,1,0,160,0.0,o,W,
95BR01815,S2365,3.0,12,THIN 94,82,1,0,150,0.0,o,W,
95BR01816,S2380,3.0,11,HARD BAG 94,33,1,0,165,0.0,o,W,
95BR01817,S2399,3.0,13,,44,1,0,170,0.0,o,W,
95BR01818,S2370,3.0,13,,41,1,0,173,0.0,o,W,
95BR01819,S2378,3.0,11,,31,1,0,171,0.0,o,W,
95BR01820,S2379,3.0,11,,32,1,0,156,0.0,o,W,
95BR01821,S2413,3.0,10,,24,1,0,150,0.0,o,W,
95BR01822,S2444,3.0,13,LAMErf HEALED,41,1,0,166,0.0,o,W,
95BR01823,S2451,3.0,13,,43,1,0,150,0.0,o,W,
95BR01824,S2450,3.0,12,,83,1,0,132,0.0,o,W,
95BR01825,S2459,3.0,12,,84,1,0,186,0.0,o,W,
95BR01826,S2465,3.0,13,,44,1,0,187,0.0,o,W,
95BR01827,S2484,3.0,10,,21,1,0,143,0.0,o,W,
95BR01828,S2493,3.0,13,,43,1,0,190,0.0,o,W,
95BR01829,S2495,3.0,10,,22,1,0,136,0.0,o,W,
95BR01830,S2492,3.0,13,,42,1,0,169,0.0,o,W,
95BR01831,S2475,3.0,11,,34,1,0,151,0.0,o,W,
95BR01832,S2476,3.0,13,4 FACE,42,1,0,163,0.0,o,W,
95BR01833,S2506,3.0,12,,85,1,0,176,0.0,o,W,
95BR01834,S2535,3.0,12,ENTR,87,1,0,178,0.0,o,W,
95BR01835,S2536,3.0,10,SUCK1SIDE,23,1,0,167,0.0,o,W,
95BR01836,S2532,3.0,12,,86,1,0,174,0.0,o,W,
95BR01837,S2539,3.0,10,,21,1,0,162,0.0,o,W,
95BR01838,S2537,3.0,12,,88,1,0,166,0.0,o,W,
95BR01839,S2541,3.0,10,,22,1,0,164,0.0,o,W,
95BR01840,S2544,3.0,10,ENTR,23,1,0,169,0.0,o,W,
95BR01841,S2521,3.0,10,SM BAG 94,24,1,0,158,0.0,o,W,
95BR01842,S2580,3.0,12,,89,1,0,176,0.0,o,W,
95BR01843,S2584,3.0,10,ENTR,24,1,0,164,0.0,o,W,
95BR01844,S2586,3.0,10,ENTR,21,1,0,172,0.0,o,W,
95BR01845,S2590,3.0,12,,90,1,0,162,0.0,o,W,
95BR01846,S2579,3.0,10,,24,1,0,175,0.0,o,W,
95BR01847,S2610,3.0,13,,44,1,0,163,0.0,o,W,
95BR01848,S2619,3.0,11,,31,1,0,148,0.0,o,W,
95BR01849,S2654,3.0,11,,33,1,0,169,0.0,o,W,
95BR01850,S2623,3.0,10,,22,1,0,166,0.0,o,W,
95BR01851,S2622,3.0,12,,91,1,0,161,0.0,o,W,
95BR01852,S2686,3.0,13,,41,1,0,160,0.0,o,W,
95BR01853,S2682,3.0,11,,32,1,0,167,0.0,o,W,
95BR01854,S2689,3.0,12,DYSTOCIA 94,80,1,0,135,0.0,o,W,
95BR01855,S2691,3.0,10,VLTSUCK1SIDE,21,1,0,167,0.0,o,W,
95BR01856,S2694,3.0,13,,42,1,0,185,0.0,o,W,
95BR01857,S2695,3.0,11,,32,1,0,185,0.0,o,W,
95BR01858,S2696,3.0,12,BIGTAG95,81,1,0,167,0.0,o,W,
95BR01859,S2692,3.0,11,,31,1,0,168,0.0,o,W,
95BR01860,S2699,3.0,10,LMG DISCHARGE,22,1,0,130,0.0,o,W,
95BR01861,S2675,3.0,11,ENTR,34,1,0,156,0.0,o,W,
95BR01862,S2679,3.0,10,,23,1,0,173,0.0,o,W,
95BR01863,S2217,3.5,18,SUCK1SIDE,-2-,2,2,162,0.0,o,W,S1878
95BR01864,S2204,3.5,18,,-0-,2,2,175,0.0,o,W,S2079
95BR01865,S2209,3.5,18,,-0-,P,2,157,0.0,o,W,Misc
95BR01866,S2207,3.5,18,,-2-,P,2,153,0.0,o,W,Misc
95BR01867,S2231,3.5,18,,-0-,2,2,163,0.0,o,W,T2864
95BR01868,S2240,3.5,18,"VLTS,RF LAME",-0-,2,2,142,0.0,o,W,S1497
95BR01869,S2255,3.5,18,,-2-,2,2,148,0.0,o,W,S0423
95BR01870,S2259,3.5,18,,-2-,P,2,180,0.0,o,W,Misc
95BR01871,S2262,3.5,18,"FEVER,DEPRESS",-0-,2,2,155,0.0,o,W,S1878
95BR01872,S2299,3.0,12,,80,1,0,164,0.0,o,W,
95BR01873,S2271,3.5,18,SMALL PELVIS,-0-,2,2,177,0.0,o,W,S0423
95BR01874,S2273,3.5,18,,-2-,2,2,156,0.0,o,W,S1908
