UID,ID,AGE,LINE,RMK,BPEN,BGRP,RGRP,FALLWT,BCS_FALL,BAND,WTOCT,DAYOCT,WORK,PD,DISP,STM,WTNOV,WDAYN,BCS_NOV,WTWIN,WDAYW,BCS_WIN
24BR00001,A0009,6.0,,.,33,1,0,184,4.0,1,183,1009,W,1,,30,196,1113,4.0,197,1220,4.0
24BR00002,A0059,6.0,,.,33,1,7,164,2.5,1,167,1008,W,1,,30,172,1113,3.5,169,1220,3.5
24BR00003,A0309,6.0,,.,35,1,,189,3.0,2,182,1008,W,1,,30,198,1113,3.5,204,1220,4.0
24BR00004,A0311,6.0,,.,33,1,7,188,3.5,1,191,1008,W,1,,30,209,1113,4.0,216,1220,4.0
24BR00005,A0327,6.0,,.,29,1,,186,2.5,1,182,1008,W,1,,30,195,1113,3.5,197,1220,3.5
24BR00006,A0354,5.0,,"+Y0617,Y0618",29,1,0,205,3.5,2,191,1008,W,1,,30,201,1113,4.0,187,1220,3.5
24BR00007,A0363,5.0,,.,31,1,,149,2.5,1,147,1009,W,1,,30,163,1113,3.0,158,1220,4.0
24BR00008,A0370,5.0,,.,32,1,0,166,2.5,1,156,1008,W,1,,30,173,1113,3.0,178,1220,3.0
24BR00009,A0404,5.0,,.,29,1,0,190,3.5,2,176,1008,W,1,,30,195,1113,4.0,186,1220,4.0
24BR00010,A0444,5.0,,.,35,1,0,164,3.0,H,145,1009,W,1,,30,163,1113,3.0,167,1220,3.5
24BR00011,A0456,5.0,,.,36,1,7,196,2.5,1,176,1008,W,1,,30,188,1113,3.0,197,1220,3.0
24BR00012,A0460,5.0,,.,31,1,,150,2.0,1,129,1008,W,1,,30,153,1113,2.0,147,1220,2.5
24BR00013,A0498,5.0,,.,31,1,,187,3.5,1,184,1008,W,1,,30,190,1113,3.5,193,1220,4.0
24BR00014,A0533,5.0,,.,36,1,0,187,4.0,1,186,1008,W,1,,30,204,1113,4.0,196,1220,4.0
24BR00015,A0535,5.0,,.,29,1,,190,3.5,1,183,1008,W,1,,30,190,1113,3.5,193,1220,4.0
