UID,ID,AGE,LINE,RMK,BPEN,BGRP,RGRP,FAWT,BAND,WORK,PD,DISP,BLEED,STM
05BR00142,90870,6.0,88,,05,2,0,147,2,W,1,,.,30
05BR00143,90913,6.0,68,,05,1,0,180,1,W,1,,.,06
05BR00144,90905,6.0,18,, 8,1,2,168,1,W,1,,.,07
05BR00145,90956,6.0,68,,06,1,0,210,1,W,1,,.,06
05BR00146,90925,6.0,18,THIN,01,1,0,166,2,W,1,,.,07
05BR00147,90990,6.0,18,VLTS X,Mkt,.,0,173,2,W,3,93,.,07
05BR00148,90710,6.0,18,MSG by 6/2/05, 4,1,0,166,2,W,1,,.,07
05BR00149,90741,6.0,68,,15,1,0,182,1,W,1,,.,06
05BR00150,90743,6.0,88,DYSTOCIA,02,2,0,201,5,W,1,,.,30
05BR00151,90748,6.0,88,LT SUCK1SIDE,03,2,0,184,2,W,1,,.,30
05BR00152,90764,6.0,18,, 5,1,0,212,5,W,1,,.,07
05BR00153,90768,6.0,18,ASSISTED, 6,1,0,144,H,W,1,,.,07
05BR00154,90785,6.0,00,BLACK EWE,BLK,1,1,199,2,W,1,,.,92
05BR00155,A5103,7.0,82,BAG RIP,d.1,3,0,163,2,W,U,93,.,30
05BR00156,A5161,7.0,82,TEETH,d.2,3,0,179,1,W,U,93,.,30
05BR00157,A5057,7.0,81,X BIG KNEES,Mkt,.,0,151,1,W,3,93,.,30
05BR00158,A5026,7.0,82,TEETH,d.3,3,0,167,2,W,U,93,.,30
05BR00159,A5301,7.0,82,THIN,Mkt,.,0,157,2,W,3,93,.,30
05BR00160,A5473,7.0,81,X HEALTH,d.4,3,0,149,1,W,U,93,.,30
05BR00161,A5589,7.0,82,VLTS SW BAG,Mkt,.,0,148,2,W,3,93,.,30
05BR00162,A5600,7.0,82,X THIN,d.1,3,0,174,1,W,U,93,.,30
05BR00163,A5836,6.5,73,THIN/DRY,Mkt,.,0,172,5,W,3,93,.,30
05BR00164,A5847,6.5,73,"LOW PROD, U",Mkt,.,2,181,5,W,3,93,.,30
05BR00165,A5853,6.5,73,"OVX,BARREN",OVX,O,2,0,5,W,O,,.,30
05BR00166,A5874,6.5,73,WEAK & QUADS,d.2,3,0,189,H,W,U,93,.,30
05BR00167,A5878,6.5,73,OVX,OVX,O,2,186,5,W,O,,.,30
05BR00168,A5949,6.5,73,OVX,OVX,O,2,214,5,W,O,,.,30
05BR00169,A5957,6.5,73,X 12 BAG,Mkt,.,0,191,1,W,3,93,.,30
05BR00170,A5776,6.5,73,R.QTR.BLOODY,Mkt,.,0,156,1,W,3,93,.,30
05BR00171,A6146,6.0,81,, 3,2,0,185,2,W,1,,.,30
05BR00172,A6126,6.0,82,"?BRED, OVX",OVX,O,2,212,5,W,O,,.,30
05BR00173,A6180,6.0,82,NICE EWE,01,2,0,181,1,W,1,,.,30
05BR00174,A6175,6.0,82,THIN,05,2,0,158,1,W,1,,.,30
05BR00175,A6300,6.0,82,THIN, 3,2,0,155,1,W,1,,.,30
05BR00176,A6306,6.0,81,BRITCHY X,Mkt,.,0,188,2,W,3,93,.,30
05BR00177,A6335,6.0,88,THIN/DRY,Mkt,.,0,161,5,W,3,93,.,30
05BR00178,A6341,6.0,81,THIN,01,2,0,166,1,W,1,,.,30
05BR00179,A6323,6.0,88,X 11 BAG,d.1,3,0,173,2,W,U,93,.,30
05BR00180,A6379,6.0,88,ABS. BRISKET,04,2,0,173,2,W,1,,.,30
05BR00181,A6419,6.0,81,,04,2,0,182,1,W,1,,.,30
05BR00182,A6444,6.0,82,, 1,2,0,221,5,W,1,,.,30
05BR00183,A6498,6.0,82,ENTR,03,2,0,158,2,W,1,,.,30
05BR00184,A6497,6.0,82,X 11 BAG,d.2,3,0,150,1,W,U,93,.,30
05BR00185,A6473,6.0,82,OVX,OVX,O,2,0,5,W,O,,.,30
05BR00186,A6514,6.0,88,COW BAG 5 X,d.3,3,0,185,5,W,U,93,.,30
05BR00187,A6554,6.0,81,OVX,OVX,O,2,245,5,W,O,,.,30
05BR00188,A6566,6.0,81,NICE,05,2,0,209,1,W,1,,.,30
05BR00189,A6567,6.0,81,OVX,OVX,O,2,0,5,W,O,,.,30
05BR00190,A6588,6.0,82,Ytex 2005,ORE,O,0,184,2,W,E,93,.,30
05BR00191,A6607,6.0,88,THIN + A MESS, 4,2,0,174,1,W,1,,.,30
05BR00192,A6640,6.0,88,,01,2,0,193,1,W,1,,.,30
05BR00193,A6656,6.0,82,LOW PROD.,Mkt,.,0,197,5,W,3,93,.,30
05BR00194,A6668,6.0,88,"DYSTOCIA,feet",03,2,0,175,2,W,1,,.,30
05BR00195,A6628,6.0,82,BAD EYE & BAG,d.4,3,0,163,2,W,U,93,.,30
05BR00196,A6686,6.0,81,SUCK1SIDE, 2,2,0,191,2,W,1,,.,30
05BR00197,A6697,6.0,88,,05,2,0,174,1,W,1,,.,30
05BR00198,A6678,6.0,88,BIG BAG,02,2,0,186,2,W,1,,.,30
05BR00199,A6233,6.0,88,,02,2,0,199,2,W,1,,.,30
05BR00200,A6254,6.0,88,THIN,03,2,0,164,2,W,1,,.,30
05BR00201,A6285,6.0,81,,05,2,0,174,1,W,1,,.,30
05BR00202,A6295,6.0,88,HAIRY,04,2,0,175,2,W,1,,.,30
05BR00203,A6849,6.0,88,GRAFT FAILED,03,2,0,175,1,W,1,,.,30
05BR00204,A6854,6.0,81,FLTS,04,2,0,185,2,W,1,,.,30
05BR00205,A6906,6.0,81,,01,2,0,193,2,W,1,,.,30
05BR00206,A6902,6.0,82,R.EYE OK,05,2,0,167,2,W,1,,.,30
05BR00207,A6943,6.0,82,THIN,02,2,0,185,1,W,1,,.,30
05BR00208,A6922,6.0,82,OVX,OVX,O,2,0,5,W,O,,.,30
05BR00209,A6723,6.0,81,,02,2,0,194,1,W,1,,.,30
05BR00210,A6724,6.0,81,LAME STRAY,XXX,.,0,167,2,W,U,93,.,30
05BR00211,A6726,6.0,88,,02,2,0,203,1,W,1,,.,30
05BR00212,A8198,4.0,82,WEAK, 4,2,0,173,2,W,1,,.,30
05BR00213,A8172,4.0,84,X THIN,Mkt,.,0,138,1,W,3,93,.,30
05BR00214,A8039,5.0,81,BAD UDDER?,d.3,3,0,193,2,W,U,93,.,30
05BR00215,A8074,5.0,88,L.SPOILED,d.4,3,0,197,1,W,U,93,.,30
05BR00216,A8310,4.0,84,INT.TRAUMA?,05,2,0,194,1,W,1,,.,30
05BR00217,A8316,4.0,81,, 1,2,0,200,2,W,1,,.,30
05BR00218,A8319,4.0,81,, 3,2,0,199,2,W,1,,.,30
05BR00219,A8317,4.0,84,"FLTS,minor", 4,2,0,167,1,W,1,,.,30
05BR00220,A8333,4.0,81,,01,2,0,185,1,W,1,01,.,30
05BR00221,A8336,4.0,81,"SNOTTY, CLA??",XXX,2,0,182,2,W,1,50,.,30
05BR00222,A8339,4.0,82,WEAK, 4,2,0,160,2,W,1,,.,30
05BR00223,A8359,4.0,81,MEAN2YOU, 3,2,0,192,1,W,1,,.,30
05BR00224,A8360,4.0,81,X 12 BAG,d.1,3,0,198,2,W,U,93,.,30
05BR00225,A8380,4.0,83,SMALL QUADS, 1,2,0,224,2,W,1,,.,30
05BR00226,A8386,4.0,84,,e33,2,0,176,1,W,1,,.,30
05BR00227,A8393,4.0,81,, 1,2,0,192,1,W,1,,.,30
05BR00228,A8394,4.0,82,THIN, 2,2,0,160,2,W,1,,.,30
05BR00229,A8399,4.0,84,, 3,2,0,162,2,W,1,,.,30
05BR00230,A8371,4.0,82,, 1,2,0,153,1,W,1,,.,30
05BR00231,A8373,4.0,82,, 3,2,0,171,2,W,1,,.,30
05BR00232,A8376,4.0,83,Ytex 2005, 3,2,0,185,2,W,1,,.,30
05BR00233,A8413,4.0,82,, 2,2,0,209,5,W,1,,.,30
05BR00234,A8414,4.0,82,4TEATS, 4,2,0,202,1,W,1,,.,30
05BR00235,A8404,4.0,82,, 2,2,0,187,1,W,1,,.,30
05BR00236,A8405,4.0,82,RP, 3,2,0,146,1,W,1,,.,30
05BR00237,A8434,4.0,81,, 3,2,0,183,2,W,1,,.,30
05BR00238,A8439,4.0,84,X STIFF,Mkt,.,0,155,1,W,3,93,.,30
05BR00239,A8443,4.0,84,HAIRY, 4,2,0,206,2,W,1,,.,30
05BR00240,A8460,4.0,84,DIARRHEA, 4,2,0,168,1,W,1,,.,30
05BR00241,A8486,4.0,84,OVX,OVX,O,2,0,5,W,O,,.,30
05BR00242,A8493,4.0,83,NICE UDDER, 1,2,0,203,5,W,1,,.,30
05BR00243,A8498,4.0,84,BUSH, 4,2,0,169,1,W,1,,.,30
05BR00244,A8499,4.0,84,SMALL, 1,2,0,159,1,W,1,,.,30
05BR00245,A8497,4.0,83,ROUGH SHORN, 2,2,0,180,1,W,1,,.,30
05BR00246,A8473,4.0,84,"THIN,BLK.EYE",Mkt,.,0,158,5,W,3,93,.,30
05BR00247,A8474,4.0,84,"11 BAG, U",Mkt,.,2,181,5,W,3,93,.,30
05BR00248,A8505,4.0,84,, 1,2,0,188,2,W,1,,.,30
05BR00249,A8507,4.0,84,, 2,2,0,186,1,W,1,,.,30
05BR00250,A8531,4.0,84,,e33,2,0,221,1,W,1,,.,30
05BR00251,A8532,4.0,84,LTS, 2,2,0,172,1,W,1,,.,30
05BR00252,A8543,4.0,84,, 3,2,0,162,1,W,1,,.,30
05BR00253,A8546,4.0,81,"DYSTOCIA,dry", 3,2,0,195,1,W,1,,.,30
05BR00254,A8522,4.0,83,, 2,2,0,182,2,W,1,,.,30
05BR00255,A8528,4.0,81,4TEATS, 4,2,0,182,1,W,1,,.,30
05BR00256,A8597,4.0,84,, 3,2,0,163,2,W,1,,.,30
05BR00257,A8616,4.0,81,TRT L.EYE '03, 4,2,0,182,2,W,1,,.,30
05BR00258,A8631,4.0,81,SL.RUPTURE L.,d.2,3,0,195,1,W,U,93,.,30
05BR00259,A8643,4.0,84,BLK.LR.LEG,OVX,O,2,0,5,W,O,,.,30
05BR00260,A8642,4.0,83,, 4,2,0,172,2,W,1,,.,30
05BR00261,A8662,4.0,82,, 1,2,0,146,2,W,1,,.,30
05BR00262,A8668,4.0,84,OVX,OVX,O,2,197,5,W,O,,.,30
05BR00263,A8685,4.0,84,, 1,2,0,178,5,W,1,,.,30
05BR00264,A8682,4.0,83,"TRT EYE,OVX",OVX,O,2,195,5,W,O,,.,30
05BR00265,A8691,4.0,84,DYSTOCIA,OVX,O,2,0,5,W,O,,.,30
05BR00266,A8671,4.0,83,"HAIRY,OVX",OVX,O,2,0,5,W,O,,.,30
05BR00267,A8670,4.0,83,"LAME LR, 8/04", 2,2,0,165,1,W,1,,.,30
05BR00268,A8673,4.0,83,R.P. OK, 3,2,0,183,2,W,1,,.,30
05BR00269,A8678,4.0,84,OVX,OVX,O,2,0,5,W,O,,.,30
05BR00270,A8219,4.0,84,, 4,2,0,174,2,W,1,,.,30
05BR00271,A8236,4.0,84,, 3,2,0,159,1,W,1,,.,30
05BR00272,A8223,4.0,83,, 1,2,0,182,1,W,1,,.,30
05BR00273,A8224,4.0,83,LOW PROD.,Mkt,.,0,185,5,W,3,93,.,30
05BR00274,A8225,4.0,83,WEAK, 4,2,0,192,5,W,1,,.,30
05BR00275,A8226,4.0,84,R.P. OK,e31,2,0,141,2,W,1,,.,30
05BR00276,A8283,4.0,81,, 4,2,0,181,1,W,1,,.,30
05BR00277,A8294,4.0,84,Ytex 2005, 1,2,0,174,1,W,1,,.,30
05BR00278,A8295,4.0,84,, 2,2,0,163,2,W,1,,.,30
05BR00279,A8296,4.0,81,TRT LEYE 05, 2,2,0,190,2,W,1,,.,30
05BR00280,A8274,4.0,84,R.EYE 9/02, 3,2,0,151,1,W,1,,.,30
05BR00281,A8812,4.0,84,BRITCHY, 2,2,0,201,1,W,1,,.,30
05BR00282,A8801,4.0,84,SW BAG, 4,2,0,194,1,W,1,,.,30
05BR00283,A8804,4.0,82,NO MILK?,OVX,O,2,0,5,W,O,,.,30
05BR00284,A8839,4.0,84,HAIRY, 3,2,0,186,1,W,1,,.,30
05BR00285,A8844,4.0,84,"WEAK, KETOTIC", 2,2,0,200,2,W,1,,.,30
05BR00286,A8851,4.0,82,, 1,2,0,177,2,W,1,,.,30
05BR00287,A8863,4.0,84,OVX,OVX,O,2,0,5,W,O,,.,30
05BR00288,A8874,4.0,83,, 2,2,0,174,1,W,1,,.,30
05BR00289,A8916,3.0,84,, 3,2,0,182,2,W,1,,.,30
05BR00290,A8714,4.0,81,, 2,2,0,188,1,W,1,,.,30
05BR00291,A8704,4.0,82,, 4,2,0,192,1,W,1,,.,30
05BR00292,A8756,4.0,82,X 11 BAG,Mkt,.,0,208,2,W,3,93,.,30
05BR00293,A8767,4.0,83,LT SUCK1SIDE, 3,2,0,190,2,W,1,,.,30
05BR00294,A8780,4.0,81,BAD WOOL ok, 4,2,0,153,1,W,1,,.,30
05BR00295,A8790,4.0,82,, 1,2,0,164,1,W,1,,.,30
05BR00296,A8797,4.0,84,LTS, 2,2,0,192,1,W,1,,.,30
05BR00297,A8770,4.0,84,, 3,2,0,169,5,W,1,,.,30
05BR00298,A9119,3.0,84,, 4,2,0,154,2,W,1,,.,30
05BR00299,A9133,3.0,84,THIN, 1,2,0,161,1,W,1,01,.,30
05BR00300,A9134,3.0,82,,e34,2,0,192,1,W,1,,.,30
05BR00301,A9132,3.0,84,NICE, 2,2,0,172,2,W,1,,.,30
05BR00302,A9123,3.0,84,THIN, 3,2,0,149,1,W,1,,.,30
05BR00303,A9180,3.0,82,THIN, 4,2,0,133,1,W,1,,.,30
05BR00304,A9034,3.0,84,, 2,2,0,189,1,W,1,,.,30
05BR00305,A9062,3.0,84,,03,2,0,187,1,W,1,,.,30
05BR00306,A9091,3.0,84,, 3,2,0,186,2,W,1,,.,30
05BR00307,A9071,3.0,81,,04,2,0,179,2,W,1,,.,30
05BR00308,A9318,3.0,83,, 4,2,0,203,2,W,1,,.,30
05BR00309,A9306,3.0,81,QUINTS 2005, 3,2,0,198,2,W,1,,.,30
05BR00310,A9348,3.0,84,SW BAG, 4,2,0,187,1,W,1,,.,30
05BR00311,A9351,3.0,81,THICK MILK, 4,2,0,181,1,W,1,,.,30
05BR00312,A9359,3.0,83,THIN, 2,2,0,178,1,W,1,,.,30
05BR00313,A9366,3.0,83,DYSTOCIA, 1,2,0,156,2,W,1,18,.,30
05BR00314,A9410,3.0,82,, 2,2,0,171,2,W,1,,.,30
05BR00315,A9432,3.0,82,THIN, 1,2,0,195,2,W,1,,.,30
05BR00316,A9458,3.0,84,, 1,2,0,141,2,W,1,,.,30
05BR00317,A9420,3.0,81,, 1,2,0,174,2,W,1,,.,30
05BR00318,A9471,3.0,84,, 2,2,0,154,1,W,1,,.,30
05BR00319,A9511,3.0,81,THIN + POOR, 2,2,0,165,1,W,1,,.,30
05BR00320,A9538,3.0,84,LAP.INFECTION, 3,2,0,172,2,W,1,06,.,30
05BR00321,A9545,3.0,81,THIN, 3,2,0,171,1,W,1,,.,30
05BR00322,A9589,3.0,83,BAD BIG BAG,d.3,3,0,188,H,W,U,93,.,30
05BR00323,A9599,3.0,81,,05,2,0,183,1,W,1,,.,30
05BR00324,A9597,3.0,81,X 9 BAG,d.4,3,0,180,2,W,U,93,.,30
05BR00325,A9608,3.0,82,, 3,2,0,194,1,W,1,,.,30
05BR00326,A9641,3.0,84,, 2,2,0,172,2,W,1,,.,30
05BR00327,A9667,3.0,84,DYSTOCIA, 4,2,0,185,2,W,1,,.,30
05BR00328,A9683,3.0,81,, 2,2,0,174,2,W,1,,.,30
05BR00329,A9677,3.0,81,, 3,2,0,177,2,W,1,,.,30
05BR00330,A9219,3.0,83,NICE, 4,2,0,189,2,W,1,,.,30
05BR00331,A9235,3.0,84,, 4,2,0,180,2,W,1,,.,30
05BR00332,A9241,3.0,83,, 1,2,0,180,1,W,1,,.,30
05BR00333,A9247,3.0,84,LOW PROD.,Mkt,.,0,211,1,W,3,93,.,30
05BR00334,A9293,3.0,84,, 1,2,0,195,1,W,1,,.,30
05BR00335,A9275,3.0,81,SM.BAG,e32,2,0,127,1,W,1,,.,30
05BR00336,A9817,3.0,82,, 2,2,0,159,1,W,1,,.,30
05BR00337,A9841,3.0,84,, 3,2,0,172,2,W,1,,.,30
05BR00338,A9885,3.0,81,, 2,2,0,171,2,W,1,,.,30
05BR00339,A9891,3.0,83,NICE, 4,2,0,209,1,W,1,,.,30
05BR00340,A9898,3.0,81,, 3,2,0,176,2,W,1,,.,30
05BR00341,A9876,3.0,83,STRAINING, 4,2,0,158,2,W,1,,.,30
05BR00342,A9940,3.0,84,4TEATS, 1,2,0,181,2,W,1,,.,30
05BR00343,A9962,3.0,82,THIN, 2,2,0,150,1,W,1,,.,30
05BR00344,A9927,3.0,84,LOW TEATS,01,2,0,193,2,W,1,,.,30
05BR00345,A9715,3.0,81,NICE, 3,2,0,179,2,W,1,,.,30
05BR00346,A9736,3.0,83,12 BAG X,d.3,3,0,207,5,W,U,93,.,30
05BR00347,A9761,3.0,83,, 4,2,0,180,2,W,1,,.,30
05BR00348,A7138,5.0,82,, 2,2,0,131,2,W,1,,.,30
05BR00349,A7157,5.0,82,"11 BAG, U",Mkt,.,2,163,5,W,3,93,.,30
05BR00350,A7193,5.0,88,, 3,2,0,179,2,W,1,,.,30
05BR00351,A7171,5.0,88,, 4,2,0,172,1,W,1,,.,30
05BR00352,A7177,5.0,82,X 12 BAG,d.1,3,0,191,2,W,U,93,.,30
05BR00353,A7010,6.0,88,,03,2,0,178,1,W,1,,.,30
05BR00354,A7016,6.0,82,THICK MILK,04,2,0,197,1,W,1,,.,30
05BR00355,A7009,6.0,81,QUINTS 2002, 4,2,0,180,2,W,1,,.,30
05BR00356,A7053,5.0,88,VLTS, 1,2,0,205,1,W,1,,.,30
05BR00357,A7059,5.0,88,, 2,2,0,167,1,W,1,,.,30
05BR00358,A7057,5.0,88,PNEU., 1,2,0,176,2,W,1,,.,30
05BR00359,A7069,5.0,88,NICE BAG, 3,2,0,160,1,W,1,,.,30
05BR00360,A7303,5.0,81,JAWok FixYtex, 4,2,0,154,2,W,1,18,.,30
05BR00361,A7385,5.0,82,X 12 BAG,Mkt,.,0,161,1,W,3,93,.,30
05BR00362,A7395,5.0,88,NICE, 2,2,0,187,1,W,1,,.,30
05BR00363,A7439,5.0,81,L.EYE TRT '02, 2,2,0,144,1,W,1,,.,30
05BR00364,A7447,5.0,88,"BAD TEAT, U",Mkt,.,2,171,5,W,3,93,.,30
05BR00365,A7455,5.0,82,, 3,2,0,165,1,W,1,,.,30
05BR00366,A7457,5.0,88,RECUMBENT,e32,2,0,177,1,W,1,,.,30
05BR00367,A7469,5.0,82,SMALL@AGE2, 4,2,0,152,1,W,1,,.,30
05BR00368,A7467,5.0,82,L.TEAT PLUG'd,Mkt,.,0,166,1,W,3,93,.,30
05BR00369,A7491,5.0,88,THROAT LUMP,XXX,.,0,174,2,W,U,93,.,30
05BR00370,A7495,5.0,88,"ABS.JAW, THIN", 2,2,0,171,1,W,1,,.,30
05BR00371,A7475,5.0,88,, 4,2,0,169,2,W,1,,.,30
05BR00372,A7512,5.0,81,LTS, 4,2,0,200,2,W,1,,.,30
05BR00373,A7500,5.0,88,, 1,2,0,160,2,W,1,,.,30
05BR00374,A7509,5.0,81,ABORT 2/8/01, 1,2,0,223,2,W,1,,.,30
05BR00375,A7533,5.0,81,LOW PROD.,Mkt,.,0,199,5,W,3,93,.,30
05BR00376,A7582,5.0,81,X LUMPY BAG,d.2,3,0,203,5,W,U,93,.,30
05BR00377,A7591,5.0,82,, 2,2,0,155,2,W,1,,.,30
05BR00378,A7610,5.0,88,, 2,2,0,184,2,W,1,,.,30
05BR00379,A7602,5.0,88,R.P.+DAB, 3,2,0,167,1,W,1,,.,30
05BR00380,A7622,5.0,82,THIN, 3,2,0,139,1,W,1,,.,30
05BR00381,A7213,5.0,81,, 3,2,0,189,1,W,1,,.,30
05BR00382,A7217,5.0,81,X,d.3,3,0,202,1,W,U,93,.,30
05BR00383,A7203,5.0,82,, 1,2,0,162,2,W,1,,.,30
05BR00384,A7236,5.0,82,"L.EYE,TX,6/03", 2,2,0,172,1,W,1,,.,30
05BR00385,A7252,5.0,81,, 3,2,0,171,1,W,1,,.,30
05BR00386,A7259,5.0,82,, 3,2,0,186,1,W,1,,.,30
05BR00387,A7265,5.0,82,, 4,2,0,146,2,W,1,,.,30
05BR00388,A7262,5.0,82,R.EYE TRT '04, 1,2,0,169,2,W,1,,.,30
05BR00389,A7268,5.0,82,EYE ok, 4,2,0,175,2,W,1,,.,30
05BR00390,A7856,5.0,82,NICE, 4,2,0,179,5,W,1,,.,30
05BR00391,A7731,5.0,81,TEAT WARTS,d.4,3,0,191,2,W,U,93,.,30
05BR00392,A7755,5.0,88,THIN, 2,2,0,169,1,W,1,,.,30
05BR00393,A7788,5.0,81,SM.VAGINA, 4,2,0,165,2,W,1,,.,30
05BR00394,A7770,5.0,81,SUCK1SIDE.FLT, 4,2,0,167,2,W,1,,.,30
05BR00395,H1107,1.0,83,,03,2,0,153,1,W,1,,.,30
05BR00396,H1134,1.0,83,"NICE, 4TEATS",02,2,0,162,5,W,1,,.,30
05BR00397,H1135,1.0,83,,03,2,0,160,1,W,1,,.,30
05BR00398,H1132,1.0,88,,01,2,0,177,5,W,1,,.,30
05BR00399,H1141,1.0,88,,04,2,0,142,1,W,1,,.,30
05BR00400,H1150,1.0,88,,05,2,0,178,5,W,1,,.,30
05BR00401,H1153,1.0,82,,01,2,0,168,5,W,1,,.,30
05BR00402,H1161,1.0,83,"4TEATS,HAIRY",02,2,0,166,5,W,1,,.,30
05BR00403,H1160,1.0,82,4TEATS,03,2,0,149,2,W,1,,.,30
05BR00404,H1169,1.0,82,4TEATS,04,2,0,148,2,W,1,,.,30
05BR00405,H1121,1.0,82,,04,2,0,172,1,W,1,,.,30
05BR00406,H1123,1.0,82,,05,2,0,139,1,W,1,,.,30
05BR00407,H1180,1.0,82,,03,2,0,155,2,W,1,,.,30
05BR00408,H1187,1.0,82,,05,2,0,152,1,W,1,,.,30
05BR00409,H1193,1.0,82,,04,2,0,151,1,W,1,,.,30
05BR00410,H1194,1.0,83,,01,2,0,162,1,W,1,,.,30
05BR00411,H1176,1.0,82,,05,2,0,144,1,W,1,,.,30
05BR00412,H1178,1.0,82,,02,2,0,131,2,W,1,,.,30
05BR00413,H1177,1.0,82,,01,2,0,147,1,W,1,,.,30
05BR00414,H1006,1.0,83,4TEATS,05,2,0,157,1,W,1,,.,30
05BR00415,H1008,1.0,83,"NICE LAMB,PNE",01,2,0,169,5,W,1,,.,30
05BR00416,H1039,1.0,88,RF LEG SPLINT,02,2,0,146,1,W,1,,.,30
05BR00417,H1044,1.0,82,PNEU.,04,2,0,146,2,W,1,,.,30
05BR00418,H1049,1.0,82,,03,2,0,146,1,W,1,,.,30
05BR00419,H1047,1.0,83,12 BAG X,Mkt,.,0,170,5,W,3,93,.,30
05BR00420,H1058,1.0,88,,04,2,0,155,2,W,1,,.,30
05BR00421,H1080,1.0,83,,05,2,0,143,2,W,1,,.,30
05BR00422,H1090,1.0,83,,01,2,0,124,1,W,1,,.,30
05BR00423,H1095,1.0,82,,02,2,0,151,1,W,1,,.,30
05BR00424,H1312,1.0,82,NICE LAMB,02,2,0,174,5,W,1,,.,30
05BR00425,H1303,1.0,88,,04,2,0,141,1,W,1,,.,30
05BR00426,H1307,1.0,82,,05,2,0,138,1,W,1,,.,30
05BR00427,H1330,1.0,82,,03,2,0,165,5,W,1,,.,30
05BR00428,H1333,1.0,82,,01,2,0,164,2,W,1,,.,30
05BR00429,H1338,1.0,82,HAIRY,04,2,0,154,2,W,1,,.,30
05BR00430,H1341,1.0,83,HAIRY,05,2,0,146,1,W,1,,.,30
05BR00431,H1342,1.0,83,,01,2,0,153,5,W,1,,.,30
05BR00432,H1351,1.0,83,X BIG HEAD,Mkt,.,0,132,2,W,3,93,.,30
05BR00433,H1355,1.0,82,HAIRY,02,2,0,174,2,W,1,,.,30
05BR00434,H1365,1.0,82,4TEATS,03,2,0,153,2,W,1,,.,30
05BR00435,H1368,1.0,88,X 9 BAG,Mkt,.,0,168,1,W,3,93,.,30
05BR00436,H1369,1.0,88,,01,2,0,155,2,W,1,,.,30
05BR00437,H1367,1.0,88,,04,2,0,163,1,W,1,,.,30
05BR00438,H1384,1.0,88,,02,2,0,170,5,W,1,,.,30
05BR00439,H1376,1.0,88,NICE LAMB,05,2,0,140,1,W,1,,.,30
05BR00440,H1212,1.0,82,VAG.SWELLING,04,2,0,144,1,W,1,,.,30
05BR00441,H1202,1.0,82,,02,2,0,152,2,W,1,,.,30
05BR00442,H1208,1.0,83,,03,2,0,139,1,W,1,,.,30
05BR00443,H1231,1.0,82,PNEU.,01,2,0,166,5,W,1,,.,30
05BR00444,H1241,1.0,83,HAIRY,03,2,0,159,1,W,1,,.,30
05BR00445,H1240,1.0,83,HAIRY,02,2,0,151,1,W,1,,.,30
05BR00446,H1253,1.0,88,TRT R.EYE,04,2,0,152,2,W,1,,.,30
05BR00447,H1261,1.0,83,HAIRY,05,2,0,171,2,W,1,,.,30
05BR00448,H1269,1.0,83,,01,2,0,135,1,W,1,,.,30
05BR00449,H1223,1.0,83,,05,2,0,135,1,W,1,,.,30
05BR00450,H1293,1.0,83,HAIRY,03,2,0,154,2,W,1,,.,30
05BR00451,H1279,1.0,82,,02,2,0,176,5,W,1,,.,30
05BR00452,H0419,2.0,88,, 3,2,0,161,1,W,1,,.,30
05BR00453,H0407,2.0,88,, 2,2,0,164,2,W,1,,.,30
05BR00454,H0432,2.0,88,, 4,2,0,172,2,W,1,,.,30
05BR00455,H0439,2.0,88,, 2,2,0,182,2,W,1,,.,30
05BR00456,H0484,2.0,88,, 1,2,0,179,2,W,1,,.,30
05BR00457,H0495,2.0,88,, 3,2,0,178,1,W,1,,.,30
05BR00458,H0478,2.0,88,4TEATS, 2,2,0,187,5,W,1,,.,30
05BR00459,H0513,2.0,88,, 3,2,0,191,H,W,1,,.,30
05BR00460,H0536,2.0,88,NICE, 1,2,0,183,5,W,1,,.,30
05BR00461,H0564,2.0,88,PNEU., 3,2,0,188,5,W,1,,.,30
05BR00462,H0568,2.0,88,BRITCHY X,Mkt,.,0,152,1,W,3,93,.,30
05BR00463,H0569,2.0,88,,ORE,O,2,194,5,W,O,92,.,30
05BR00464,H0567,2.0,88,X 12 BAG,d.1,3,0,160,1,W,U,93,.,30
05BR00465,H0524,2.0,88,, 4,2,0,172,1,W,1,,.,30
05BR00466,H0525,2.0,88,JAW LUMP, 1,2,0,182,2,W,1,,.,30
05BR00467,H0591,2.0,88,, 1,2,0,183,2,W,1,,.,30
05BR00468,H0595,2.0,88,, 4,2,0,166,2,W,1,,.,30
05BR00469,H0570,2.0,88,, 2,2,0,135,1,W,1,,.,30
05BR00470,H0610,2.0,88,X 11 BAG,d.2,3,0,170,5,W,U,93,.,30
05BR00471,H0614,2.0,88,, 2,2,0,177,2,W,1,,.,30
05BR00472,H0601,2.0,88,,02,2,0,170,1,W,1,,.,30
05BR00473,H0639,2.0,88,, 1,2,0,182,1,W,1,,.,30
05BR00474,H0640,2.0,88,, 2,2,0,195,2,W,1,,.,30
05BR00475,H0643,2.0,88,, 3,2,0,167,2,W,1,,.,30
05BR00476,H0653,2.0,88,, 3,2,0,157,1,W,1,,.,30
05BR00477,H0652,2.0,88,HAIRY, 3,2,0,152,1,W,1,,.,30
05BR00478,H0629,2.0,88,, 4,2,0,176,1,W,1,,.,30
05BR00479,H0684,2.0,88,HAIRY, 4,2,0,179,2,W,1,,.,30
05BR00480,H0688,2.0,88,, 4,2,0,194,1,W,1,,.,30
05BR00481,H0671,2.0,88,, 1,2,0,188,1,W,1,,.,30
