UID,ETAG,LINE,RMK,IDX,PD,CUWT,BPEN,BRAND,NOV05,DEC10
96EW00001,A3111,73,HAIRY,102,1,74,-FL,red,86,0
96EW00002,A3113,82,4TEATS,106,1,98,e.9,red,121,141
96EW00003,A3116,82,4TEATS,92,1,95,e.8,red,104,121
96EW00004,A3112,73,MSG 11/05/96,98,7,71,-FL,red,0,0
96EW00005,A3104,73,,97,1,69,-FL,red,82,0
96EW00006,A3105,73,,97,1,70,-FL,red,81,0
96EW00007,A3102,81,,103,1,95,e.8,red,109,127
96EW00008,A3109,ch,,79,1,76,j.3,green,83,98
96EW00009,A3132,ch,,100,1,92,j.8,green,106,119
96EW00010,A3141,73,,103,1,83,-FL,red,96,0
96EW00011,A3140,73,,104,1,79,-FL,red,96,0
96EW00012,A3145,81,,100,1,93,e.8,red,108,122
96EW00013,A3142,73,,101,1,75,-FL,red,87,0
96EW00014,A3150,81,,108,1,116,e.9,red,139,157
96EW00015,A3153,ch,,115,1,93,j.9,green,106,120
96EW00016,A3158,ch,,110,1,71,j.6,green,83,98
96EW00017,A3159,82,,107,1,95,e.8,red,104,109
96EW00018,A3161,82,,107,1,94,e.8,red,102,116
96EW00019,A3165,ch,HAIRY,102,1,85,j.3,green,97,109
96EW00020,A3168,88,BLACK EWE,99,1,89,e.8,red,109,121
96EW00021,A3127,ch,,111,1,79,j.4,green,81,106
96EW00022,A3185,ch,,101,1,57,j.3,green,74,91
96EW00023,A3186,ch,,112,1,73,j.5,green,83,95
96EW00024,A3182,81,,98,1,95,e.9,red,116,129
96EW00025,A3187,82,,99,1,83,e.8,red,95,102
96EW00026,A3196,82,,90,1,81,e.9,red,99,108
96EW00027,A3198,81,,115,1,95,e.9,red,118,131
96EW00028,A3170,ch,,123,1,86,j.4,green,106,124
96EW00029,A3178,82,,107,1,89,e.9,red,104,125
96EW00030,A3014,82,4TEATS,99,1,82,e.8,red,97,108
96EW00031,A3018,73,,101,1,78,-FL,red,86,0
96EW00032,A3002,81,,93,1,84,e.9,red,96,115
96EW00033,A3035,82,,100,1,83,e.8,red,98,113
96EW00034,A3047,88,BLACK WETHER,92,1,79,973,red,90,97
96EW00035,A3053,ch,,99,1,91,j.8,green,104,120
96EW00036,A3062,73,,98,1,71,-FL,red,78,0
96EW00037,A3082,81,CURLY,96,1,88,e.8,red,106,115
96EW00038,A3089,ch,,92,1,64,j.7,green,83,95
96EW00039,A3093,ch,,117,1,93,j.8,green,97,118
96EW00040,A3098,ch,,94,1,84,j.4,green,97,115
96EW00041,A3076,73,4TEATS,101,1,77,-FL,red,90,0
96EW00042,A3313,81,,101,1,81,e.9,red,92,104
96EW00043,A3315,ch,,114,1,78,j.7,green,89,99
96EW00044,A3316,ch,,119,1,91,j.9,green,105,116
96EW00045,A3318,81,,98,1,82,e.8,red,100,119
96EW00046,A3300,82,,101,1,93,e.9,red,105,121
