UID,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DB1,DBRD,LINBR,TBR50,ADAM,WNAGE_60,WNAGE,CLR,HORN,STM,JAW,WNWT,F,N,T,C,L,TIME,SIDE,THIGH,THSCO,C4950,DB2,LBRD,SIRE,SBRD,ADG,ADG6061,DINBR,LNDAM,TM,ADG67,DISP,IDX,BRWT,ABN,CJAW,CADAM,TBRE,CTBR,TRT,BAND
63WN00001,63,3,2621,0,00,000,3497,6,61,,1,4,99,159,1,1,,3,89,10,03,06,08,089,1,7,9,3,,1,10,,,503,50,,71,0,3,3,123,90,,3,4,1,1,,1
63WN00002,63,3,2622,0,00,000,9738,8,80,,1,4,94,154,1,1,,1,98,08,04,06,07,049,35,2,2,1,,0,10,, 4,571,57,,61,0,1,3,119,100,,4,4,1,1,,1
63WN00003,63,3,2623,0,00,000,9740,8,80,,1,4,94,154,1,1,,2,107,08,03,07,06,069,23,5,5,1,,0,10,,,617,61,,61,0,7,3,134,120,,5,4,1,1,,1
63WN00004,63,2,2624,0,00,000,5247,4,41,,1,3,74,134,1,1,,1,105,05,03,05,07,078,40,5,6,2,,1,10,,,687,68,31,01,0,7,,206,130,,4,3,1,1,,1
63WN00005,63,2,2625,0,00,000,0000,,,,2,2,72,132,1,1,,2,64,07,03,08,09,053,12,3,4,2,,,10,,,430,43,,,0,0,3,109,72,,5,2,1,1,,1
63WN00006,63,3,2626,0,00,000,5999,1,14,,5,2,69,129,1,1,,2,54,13,04,11,10,036,15,2,2,1,,4,10,,,347,34,00,41,0,7,3,105,92,,5,2,5,2,,1
63WN00007,63,2,2627,0,00,000,5999,1,14,,5,2,69,129,1,1,,1,73,09,03,10,08,043,8,2,2,1,,4,10,,,501,50,00,41,0,1,,148,84,,4,2,5,2,,1
63WN00008,63,1,5881,1,82,215,5132,1,11,,5,5,75,135,1,7,,1,67,12,03,09,09,054,40,2,2,1,,1,11,5629,11,421,42,43,34,7,1,3,144,102,,4,4,5,2,,1
63WN00009,63,2,5882,1,82,215,5132,1,11,,5,5,75,135,1,3,,1,61,09,03,09,09,042,4,2,2,1,,1,11,5629,11,387,38,43,34,7,7,,141,88,,4,4,5,2,,1
63WN00010,63,1,5883,1,82,344,5616,1,11,,1,2,75,135,1,7,,1,60,15,03,10,11,054,36,2,2,1,,1,11,5648,11,385,38,35,21,7,5,3,120,80,,4,2,1,1,,1
63WN00011,63,1,5884,1,19,191,5640,1,11,40,1,2,74,134,1,7,,1,82,12,07,10,08,038,29,1,2,2,,1,11,5601,11,531,53,39,19,1,1,,161,108,,4,2,1,1,,1
63WN00012,63,1,5886,1,82,195,5633,1,11,,1,2,73,133,1,7,,1,87,12,04,08,07,050,9,2,3,2,,1,11,5601,11,579,57,39,27,7,9,,141,100,,4,2,1,1,,1
63WN00013,63,1,5887,1,82,214,5181,1,11,,5,5,72,132,1,2,,1,75,09,03,09,09,043,36,2,2,1,,1,11,5686,11,483,48,44,34,7,3,,160,112,,4,4,5,2,,1
63WN00014,63,1,5888,1,82,214,5181,1,11,,5,5,72,132,1,7,,2,68,09,03,09,09,048,18,2,2,1,,1,11,5686,11,431,43,44,34,7,1,3,154,111,,5,4,5,2,,1
63WN00015,63,1,5889,1,82,274,5649,1,11,,1,2,72,132,1,7,,1,89,11,03,07,07,051,29,2,2,1,,1,11,5678,11,583,58,42,19,7,3,,158,120,,4,2,1,1,,1
63WN00016,63,2,5890,1,82,205,5548,1,11,,1,3,72,132,1,3,,1,75,09,04,08,07,052,33,2,2,1,,1,11,5700,11,503,50,30,24,7,3,,149,86,,4,3,1,1,,1
63WN00017,63,1,5892,1,82,345,4471,1,11,,3,8,71,131,1,6,,2,84,12,03,08,07,042,13,2,2,1,,1,11,5675,11,562,56,36,21,7,2,3,141,104,,5,5,3,3,,1
63WN00018,63,2,5893,1,82,194,5287,1,11,,1,4,71,131,1,4,,1,83,09,04,07,07,048,35,2,2,1,,1,11,5652,11,545,54,30,27,7,5,,151,116,,4,4,1,1,,1
63WN00019,63,2,5895,1,21,211,5376,1,11,33,3,4,72,132,1,3,,1,80,14,03,08,06,048,1,2,2,1,,1,11,5629,11,542,54,29,21,1,2,,138,84,,4,4,3,3,,2
63WN00020,63,1,5896,1,82,194,5639,1,11,,1,2,71,131,1,7,,1,73,09,04,09,08,046,6,2,2,1,,1,11,5652,11,500,50,37,27,7,0,,147,75,,4,2,1,1,,2
63WN00021,63,2,5898,1,21,210,4335,1,11,33,1,9,70,130,1,1,,1,77,15,03,08,07,049,24,2,2,1,,1,11,5686,11,508,50,25,21,1,8,,136,109,,4,5,1,1,,2
63WN00022,63,2,5900,1,82,245,5397,1,11,,1,4,69,129,1,3,,1,81,10,04,08,07,050,14,2,2,1,,1,11,5641,11,544,54,31,20,7,4,,147,108,,4,4,1,1,,2
63WN00023,63,1,5901,1,24,241,5674,1,11,32,1,2,69,129,1,4,,2,86,11,09,09,08,036,27,2,2,1,,1,11,5641,11,584,58,27,24,1,4,6,138,106,,5,2,1,1,,2
63WN00024,63,1,5902,1,27,270,4800,1,11,35,5,7,69,129,1,7,,1,78,11,03,09,09,038,9,2,2,1,,1,11,5678,11,529,52,30,27,1,9,,163,98,,4,5,5,2,,2
63WN00025,63,1,5903,1,27,270,4800,1,11,35,5,7,69,129,1,7,,1,64,13,03,10,11,033,9,1,2,2,,1,11,5678,11,419,41,30,27,1,9,,141,100,,4,5,5,2,,2
63WN00026,63,1,5904,1,82,235,5613,1,11,,1,2,69,129,1,7,,2,72,14,04,10,10,040,14,3,3,1,,1,11,5628,11,478,47,24,32,7,8,3,121,103,,5,2,1,1,,2
63WN00027,63,2,5905,1,82,325,4914,1,11,,5,6,68,128,1,1,,2,65,11,03,10,09,042,27,2,2,1,,1,11,5661,11,426,42,20,23,7,6,,139,105,,5,4,5,2,,2
63WN00028,63,2,5906,1,82,325,4914,1,11,,5,6,68,128,1,1,,1,76,09,03,08,09,046,10,2,2,1,,1,11,5661,11,512,51,20,23,7,2,,160,105,,4,4,5,2,,2
63WN00029,63,1,5907,1,20,201,5726,1,11,41,1,2,68,128,1,7,,1,68,14,03,10,09,049,22,2,2,1,,1,11,5700,11,470,47,37,20,1,0,,144,78,,4,2,1,1,,2
63WN00030,63,1,5908,1,20,201,5434,1,11,38,1,3,68,128,1,7,,1,85,11,04,09,08,046,9,2,2,1,,1,11,5700,11,590,59,27,20,1,0,,160,95,,4,3,1,1,,2
63WN00031,63,2,5909,1,34,340,4383,1,11,54,1,8,68,128,1,3,,1,59,14,03,09,09,047,16,2,2,1,,1,11,5648,11,381,38,38,34,1,1,,138,102,,4,5,1,1,,2
63WN00032,63,2,5910,1,21,211,4895,1,11,35,1,6,68,128,1,3,,1,74,15,03,08,08,050,11,2,2,1,,1,11,5629,11,495,49,39,21,1,5,,136,106,,4,4,1,1,,2
63WN00033,63,2,5911,1,82,205,4340,1,11,,3,9,67,127,1,1,,1,71,11,03,08,08,052,6,2,2,1,,1,11,5700,11,488,48,22,24,7,8,,145,90,,4,5,3,3,,2
63WN00034,63,1,5912,1,21,210,4986,1,11,39,1,6,67,127,1,5,,1,78,13,03,09,09,047,16,2,2,1,,1,11,5686,11,520,52,34,21,1,0,,150,119,,4,4,1,1,,2
63WN00035,63,2,5913,1,82,274,4887,1,11,,1,6,67,127,1,3,,1,79,10,03,09,06,050,10,2,3,2,,1,11,5678,11,539,53,35,19,7,9,,148,106,,4,4,1,1,,2
63WN00036,63,1,5914,1,82,275,5418,1,11,,5,3,66,126,1,7,,1,63,13,03,10,09,039,16,2,2,1,,1,11,5677,11,439,43,42,19,7,9,,132,77,,4,3,5,2,,2
63WN00037,63,1,5915,1,82,275,5418,1,11,,5,3,66,126,1,7,,1,76,14,07,09,08,037,22,2,2,1,,1,11,5677,11,536,53,42,19,7,6,,122,85,,4,3,5,2,,2
63WN00038,63,2,5916,1,82,195,4643,1,11,,5,7,66,126,1,3,,1,54,12,04,11,11,043,25,2,2,1,,1,11,5601,11,357,35,30,27,7,7,,133,90,,4,5,5,2,,2
63WN00039,63,2,5917,1,82,195,4643,1,11,,5,7,66,126,1,3,,1,53,11,03,12,10,040,4,2,2,1,,1,11,5601,11,349,34,30,27,7,9,,132,90,,4,5,5,2,,2
63WN00040,63,2,5918,1,82,275,4713,1,11,,5,7,66,126,1,1,,1,70,10,03,09,09,040,21,2,2,1,,1,11,5677,11,454,45,26,19,7,4,,153,128,,4,5,5,2,,2
63WN00041,63,1,5919,1,82,275,4713,1,11,,5,7,66,126,1,1,,1,79,10,03,08,10,053,13,3,3,1,,1,11,5677,11,535,53,26,19,7,5,,170,116,,4,5,5,2,,2
63WN00042,63,2,5920,1,32,321,5695,1,11,38,1,2,65,125,1,1,,2,56,14,03,11,11,041,22,2,2,1,,1,11,5661,11,386,38,32,32,1,6,,133,78,,5,2,1,1,,2
63WN00043,63,2,5921,1,82,214,5514,1,11,,1,3,65,125,1,1,,2,85,09,03,06,06,048,3,2,2,1,,1,11,5686,11,594,59,45,34,7,4,,163,107,,5,3,1,1,,2
63WN00044,63,2,5923,1,82,235,4967,1,11,,3,6,65,125,1,3,,1,77,09,03,09,08,048,27,2,2,1,,1,11,5628,11,534,53,23,32,7,4,,160,102,,4,4,3,3,,2
63WN00045,63,1,5924,1,82,195,5247,1,11,,5,4,63,123,1,7,,2,64,11,03,09,10,042,14,2,2,1,,1,11,5601,11,431,43,29,27,7,1,,142,110,,5,4,5,2,,2
63WN00046,63,2,5925,1,82,195,5247,1,11,,5,4,63,123,1,3,,2,60,09,03,09,11,039,9,2,2,1,,1,11,5601,11,417,41,29,27,7,7,,149,87,,5,4,5,2,,2
63WN00047,63,1,5926,1,82,204,5580,1,11,,1,3,63,123,1,4,,1,95,11,04,08,08,041,11,2,2,1,,1,11,5699,11,678,67,27,24,7,8,,155,116,,4,3,1,1,,2
63WN00048,63,1,5927,1,32,321,5497,1,11,25,1,3,63,123,1,2,,4,66,10,03,10,08,039,27,1,2,2,,1,11,5661,11,455,45,22,32,1,5,,144,100,,6,3,1,1,,2
63WN00049,63,1,5929,1,23,230,5300,1,11,16,5,4,62,122,1,7,,2,79,15,03,12,10,033,16,2,2,1,,1,11,5669,11,556,55,00,23,1,6,,129,112,,5,4,5,2,,2
63WN00050,63,1,5930,1,23,230,5300,1,11,16,5,4,62,122,1,4,,1,69,15,03,10,09,034,11,2,2,1,,1,11,5669,11,471,47,00,23,1,1,,116,115,,4,4,5,2,,2
63WN00051,63,1,5931,1,82,274,5483,1,11,,1,3,62,122,1,5,,2,92,11,05,07,07,043,27,2,2,1,,1,11,5678,11,649,64,26,19,7,9,,150,128,,5,3,1,1,,2
63WN00052,63,1,5932,1,82,345,5591,1,11,,1,2,62,122,1,1,,1,57,10,03,09,11,036,16,2,2,1,,1,11,5675,11,375,37,36,21,7,5,3,136,112,,4,2,1,1,,2
63WN00053,63,2,5934,1,19,191,5490,1,11,39,1,3,61,121,1,3,,1,77,11,04,08,06,042,14,2,2,1,,1,11,5601,11,558,55,27,19,1,8,,150,95,,4,3,1,1,,2
63WN00054,63,2,5935,1,82,234,5614,1,11,,1,2,61,121,1,1,,2,73,13,03,10,10,046,1,2,2,1,,1,11,5669,11,497,49,26,32,7,7,,139,129,,5,2,1,1,,2
63WN00055,63,1,5937,1,34,340,5101,1,11,45,5,5,65,125,1,7,,3,63,13,03,10,10,037,1,2,2,1,,1,11,5648,11,421,42,39,34,1,1,,146,104,,3,4,5,2,,3
63WN00056,63,2,5938,1,34,340,5101,1,11,45,5,5,61,121,2,3,,1,50,09,03,10,11,036,5,2,3,2,,1,11,5648,11,345,34,39,34,1,5,,159,83,,4,4,5,2,,3
63WN00057,63,1,5940,1,82,344,5273,1,11,,3,4,60,120,1,7,,1,76,12,03,09,09,048,3,2,2,1,,1,11,5648,11,536,53,38,21,7,6,3,147,117,,4,4,3,3,,2
63WN00058,63,2,5941,1,32,320,5235,1,11,31,1,4,60,120,1,1,,1,80,10,03,09,08,040,22,1,2,2,,1,11,5658,11,573,57,20,32,1,3,,160,113,,4,4,1,1,,2
63WN00059,63,1,5942,1,21,210,5506,1,11,36,1,3,60,120,1,6,,3,84,13,07,09,09,035,21,2,2,1,,1,11,5686,11,588,58,38,21,1,8,,141,135,,3,3,1,1,,2
63WN00060,63,2,5943,1,82,325,5405,1,11,,5,4,60,120,1,1,,2,71,11,03,10,09,043,4,2,2,1,,1,11,5661,11,498,49,00,23,7,8,,144,112,,5,4,5,2,,3
63WN00061,63,2,5944,1,82,325,5405,1,11,,5,4,60,120,1,1,,1,65,14,03,10,09,036,7,2,2,1,,1,11,5661,11,455,45,00,23,7,5,,118,104,,4,4,5,2,,3
63WN00062,63,1,5945,1,19,191,5203,1,11,35,1,5,59,119,1,7,,1,79,12,03,10,10,041,5,2,2,1,,1,11,5601,11,551,55,34,19,1,1,,155,134,,4,4,1,1,,2
63WN00063,63,1,5946,1,27,270,5719,1,11,41,1,2,59,119,1,7,,1,65,10,03,10,11,038,5,2,2,1,,1,11,5678,11,470,47,28,27,1,0,,158,91,,4,2,1,1,,2
63WN00064,63,1,5947,1,82,215,5499,1,11,,5,3,60,120,1,7,,2,74,10,03,10,08,038,19,2,2,1,,1,11,5629,11,529,52,40,34,7,9,3,160,105,,5,3,5,2,,3
63WN00065,63,1,5948,1,82,215,5499,1,11,,5,3,60,120,1,7,,1,60,15,03,11,11,042,4,2,3,2,,1,11,5629,11,433,43,40,34,7,3,3,130,81,,4,3,5,2,,3
63WN00066,63,2,5949,1,19,190,5138,1,11,42,1,5,59,119,1,3,,1,76,11,08,08,07,036,13,2,2,1,,1,11,5652,11,538,53,38,19,1,8,,134,120,,4,4,1,1,,2
63WN00067,63,1,5950,1,23,230,5703,1,11,27,1,2,59,119,1,7,,1,57,15,05,11,09,029,24,2,2,1,,1,11,5669,11,403,40,12,23,1,3,3,100,91,,4,2,1,1,,2
63WN00068,63,1,5951,1,23,231,5541,1,11,15,3,3,58,118,1,4,,1,72,14,03,11,09,032,5,2,2,1,,1,11,5628,11,536,53,16,23,1,6,,126,87,,4,3,3,3,,2
63WN00069,63,1,5954,1,82,324,5410,1,11,,5,4,58,118,1,2,,1,67,12,04,10,09,036,26,2,2,1,,1,11,5658,11,476,47,00,23,7,6,3,125,108,,4,4,5,2,,2
63WN00070,63,1,5955,1,82,324,5410,1,11,,5,4,58,118,1,1,,1,78,11,03,10,09,038,24,2,2,1,,1,11,5658,11,581,58,00,23,7,1,3,146,94,,4,4,5,2,,2
63WN00071,63,1,5956,1,27,270,5555,1,11,41,1,3,58,118,1,7,,1,73,12,05,09,08,039,27,2,2,1,,1,11,5678,11,534,53,28,27,1,4,,143,100,,4,3,1,1,,2
63WN00072,63,2,5957,1,82,234,5060,1,11,,1,5,58,118,1,1,,1,81,14,03,09,07,040,10,2,2,1,,1,11,5669,11,595,59,20,32,7,5,,129,108,,4,4,1,1,,3
63WN00073,63,1,5958,1,82,235,5291,1,11,,1,4,57,117,1,4,,1,85,10,03,08,07,041,14,2,2,1,,1,11,5628,11,609,60,22,32,7,9,,150,138,,4,4,1,1,,2
63WN00074,63,1,5959,1,82,324,5645,1,11,,3,2,59,119,1,5,,2,78,10,04,10,10,037,12,2,2,1,,1,11,5658,11,582,58,14,23,7,2,,154,88,,5,2,3,3,,3
63WN00075,63,1,5960,1,23,230,5551,1,11,22,3,3,55,115,1,5,,1,74,15,04,10,09,037,25,2,2,1,,1,11,5669,11,546,54,12,23,1,6,,129,112,,4,3,3,3,,2
63WN00076,63,1,5962,1,82,204,5317,1,11,,1,4,55,115,1,2,,2,66,15,06,10,09,039,26,2,2,1,,1,11,5699,11,464,46,31,24,7,4,,104,126,,5,4,1,1,,2
63WN00077,63,2,5963,1,82,325,5622,1,11,,1,2,54,114,1,1,,2,82,15,03,09,08,034,3,1,2,2,,1,11,5661,11,607,60,12,23,7,7,,124,128,,5,2,1,1,,2
63WN00078,63,1,5965,1,19,190,5524,1,11,49,1,3,55,115,1,7,,1,77,10,05,10,08,036,1,2,2,1,,1,11,5652,11,584,58,43,19,1,4,,162,98,,4,3,1,1,,3
63WN00079,63,2,5966,1,24,241,5500,1,11,39,3,3,51,111,1,1,,2,62,15,03,09,09,039,6,2,3,2,,1,11,5641,11,481,48,25,24,1,1,,135,86,,5,3,3,3,,3
63WN00080,63,2,5968,1,82,234,5348,1,11,,1,4,54,114,1,1,,1,76,13,03,08,08,038,1,2,2,1,,1,11,5669,11,565,56,25,32,7,5,,131,116,,4,4,1,1,,3
63WN00081,63,1,5969,1,20,201,4756,1,11,32,1,7,49,109,1,7,,1,76,14,03,09,08,038,6,2,2,1,,1,11,5700,11,604,60,21,20,1,4,,142,102,,4,5,1,1,,3
63WN00082,63,2,5970,1,32,320,5562,1,11,35,1,3,52,112,1,1,,1,63,09,03,10,11,043,1,2,2,1,,1,11,5658,11,464,46,29,32,1,4,,168,110,,4,3,1,1,,3
63WN00083,63,2,5971,1,23,230,4199,1,11,20,1,9,47,107,1,3,,3,75,12,03,10,08,039,13,2,2,1,,1,11,5669,11,589,58,22,23,1,9,,152,120,,3,5,1,1,,3
63WN00084,63,1,5972,1,32,321,5167,1,11,28,1,5,45,105,1,1,,1,72,14,03,11,10,036,15,1,2,2,,1,11,5661,11,592,59,25,32,1,2,,141,98,,4,4,1,1,,3
63WN00085,63,2,5973,1,34,341,3828,1,11,40,1,0,41,101,1,1,,1,45,09,04,10,12,028,19,1,2,2,,1,11,5675,11,337,33,35,34,1,7,,150,110,,4,5,1,1,,3
63WN00086,63,1,5976,1,23,231,5698,1,11,23,1,2,40,100,1,7,,1,68,14,12,11,09,030,11,2,2,1,,1,11,5628,11,556,55,12,23,1,6,,99,124,,4,2,1,1,,3
63WN00087,63,2,6549,2,82,195,5990,1,14,,1,2,79,139,1,3,,1,63,10,06,09,08,038,33,2,2,1,,4,14,5601,11,401,40,21,46,7,1,,114,72,,4,2,1,1,,1
63WN00088,63,2,6551,2,82,414,3424,1,14,,5,7,75,135,1,1,,1,69,09,03,10,09,048,37,2,2,1,,4,14,5931,14,430,43,22,37,7,0,,157,109,,4,5,5,2,,1
63WN00089,63,2,6552,2,82,414,3424,1,14,,5,7,75,135,2,1,,1,60,09,03,08,10,058,27,2,2,1,,4,14,5931,14,381,38,22,37,7,1,,152,86,,4,5,5,2,,1
63WN00090,63,2,6554,2,49,491,5346,1,14,20,3,3,74,134,1,3,,2,50,10,03,11,12,035,24,2,2,1,,4,14,6007,14,328,32,18,49,1,8,6,131,60,,5,3,3,3,,1
63WN00091,63,2,6555,2,82,374,2888,1,14,,5,7,74,134,1,1,,1,66,11,03,09,09,044,18,2,2,1,,4,14,5834,14,414,41,17,44,7,4,,137,105,,4,5,5,2,,1
63WN00092,63,2,6556,2,82,374,2888,1,14,,5,7,74,134,1,1,,2,76,09,03,06,06,052,26,2,2,1,,4,14,5834,14,501,50,17,44,7,1,,155,88,,5,5,5,2,,1
63WN00093,63,2,6557,2,82,414,5718,1,14,,5,3,74,134,1,3,,1,78,12,03,08,09,049,29,2,3,2,,4,14,5931,14,501,50,17,44,7,1,,149,109,,4,3,5,2,,1
63WN00094,63,1,6558,2,82,414,5718,1,14,,5,3,74,134,1,6,,1,85,09,03,10,08,040,37,2,2,1,,4,14,5931,14,558,55,17,44,7,8,3,161,102,,4,3,5,2,,1
63WN00095,63,2,6559,2,82,444,5614,1,14,,1,3,74,134,1,1,,4,86,09,03,08,09,053,6,2,3,2,,4,14,5808,14,549,54,11,37,7,9,,159,125,,6,3,1,1,,1
63WN00096,63,1,6560,2,82,395,2906,1,14,,5,7,74,134,1,7,,1,74,13,05,10,09,045,36,2,2,1,,4,14,6084,14,478,47,24,36,7,8,,131,99,,4,5,5,2,,1
63WN00097,63,1,6561,2,82,395,2906,1,14,,5,7,74,134,1,7,,1,73,15,05,10,09,041,36,2,2,1,,4,14,6084,14,477,47,24,36,7,7,,117,91,,4,5,5,2,,1
63WN00098,63,2,6562,2,50,501,4907,1,14,43,1,4,74,134,1,3,,1,63,10,03,10,10,030,11,2,2,1,,4,14,6091,14,404,40,34,50,1,4,,137,88,,4,4,1,1,,1
63WN00099,63,1,6563,2,82,345,4640,1,14,,1,4,74,134,1,7,,1,99,14,06,09,09,046,5,2,2,1,,4,14,5675,11,653,65,19,50,7,3,3,128,115,,4,4,1,1,,1
63WN00100,63,2,6564,2,82,514,4938,1,14,,4,4,76,136,1,3,,2,69,11,08,10,09,044,2,2,2,1,,4,14,6137,14,435,43,34,35,7,5,,126,98,,5,4,3,3,,2
63WN00101,63,1,6565,2,82,514,4938,1,14,,3,4,74,134,1,7,,1,87,14,07,09,07,050,23,2,3,2,,4,14,6137,14,585,58,34,35,7,5,,121,86,,4,4,3,3,,1
63WN00102,63,2,6568,2,82,394,5621,1,14,,1,3,74,134,1,3,,4,83,09,03,09,07,050,35,2,2,1,,4,14,6180,14,540,54,28,36,7,0,,158,106,,6,3,1,1,,1
63WN00103,63,2,6569,2,82,235,5543,1,14,,5,3,74,134,1,3,,3,72,13,03,08,08,049,39,2,3,2,,4,14,5628,11,478,47,20,29,7,8,,138,80,,3,3,5,2,,1
63WN00104,63,1,6570,2,82,235,5543,1,14,,5,3,74,134,1,5,,1,62,14,04,10,09,038,12,2,2,1,,4,14,5628,11,396,39,20,29,7,6,,108,90,,4,3,5,2,,1
63WN00105,63,1,6572,2,82,495,5412,1,14,,1,3,73,133,1,7,,1,91,14,04,08,08,044,18,2,2,1,,4,14,6007,14,591,59,15,39,7,1,,128,124,,4,3,1,1,,1
63WN00106,63,1,6573,2,82,364,6078,1,14,,1,2,73,133,1,7,,1,91,09,04,08,06,054,40,2,3,2,,4,14,5865,14,613,61,07,45,7,3,,158,95,,4,2,1,1,,1
63WN00107,63,2,6574,2,54,541,5205,1,14,33,5,3,73,133,1,1,,3,62,10,03,11,10,039,3,2,2,1,,4,14,5737,14,412,41,11,54,1,2,,145,72,,3,3,5,2,,1
63WN00108,63,1,6575,2,54,541,5205,1,14,33,5,3,73,133,1,2,,1,80,09,04,09,08,044,27,2,2,1,,4,14,5737,14,537,53,11,54,1,7,,164,86,,4,3,5,2,,1
63WN00109,63,2,6576,2,82,345,5382,1,14,,1,3,73,133,1,3,,1,76,11,03,10,07,042,15,2,2,1,,4,14,5675,11,486,48,19,50,7,6,,131,113,,4,3,1,1,,1
63WN00110,63,1,6578,2,82,544,5830,1,14,,3,2,73,133,1,2,,5,77,09,06,09,08,047,25,2,2,1,,4,14,5892,14,508,50,17,41,7,8,3,142,94,,2,2,3,3,,1
63WN00111,63,1,6579,2,50,501,4055,1,14,45,1,5,73,133,1,7,,2,87,10,03,09,09,049,3,2,2,1,,4,14,6091,14,576,57,41,50,1,6,,171,104,,5,4,1,1,,1
63WN00112,63,2,6580,2,82,365,3496,1,14,,1,6,73,133,1,3,,1,89,10,03,08,05,047,13,2,3,2,,4,14,6174,14,586,58,00,45,7,6,,138,111,,4,4,1,1,,1
63WN00113,63,2,6581,2,82,355,4822,1,14,,5,4,73,133,1,3,,1,65,11,03,09,09,045,40,2,2,1,,4,14,5967,14,429,42,25,51,7,9,,139,80,,4,4,5,2,,1
63WN00114,63,2,6582,2,82,355,4822,1,14,,5,4,73,133,1,3,,1,52,11,03,10,10,039,27,2,2,1,,4,14,5967,14,335,33,25,51,7,5,,122,74,,4,4,5,2,,1
63WN00115,63,1,6583,2,82,415,5759,1,14,,1,2,75,135,1,4,,1,62,09,03,10,11,040,24,2,2,1,,4,14,6153,14,400,40,29,44,7,0,3,143,80,,4,2,1,1,,2
63WN00116,63,1,6585,2,82,264,5713,1,14,,3,3,72,132,1,7,,1,82,10,07,10,09,041,15,2,2,1,,4,14,5767,14,552,55,27,40,7,2,,137,92,,4,3,3,3,,1
63WN00117,63,2,6586,2,82,414,5189,1,14,,1,3,72,132,1,1,,1,82,09,03,08,09,054,33,2,2,1,,4,14,5931,14,530,53,24,54,7,0,,165,120,,4,3,1,1,,1
63WN00118,63,2,6587,2,82,375,6000,1,14,,3,2,72,132,1,3,,1,74,10,03,08,08,039,32,2,2,1,,4,14,6068,14,500,50,00,41,7,0,,138,80,,4,2,3,3,,1
63WN00119,63,2,6589,2,82,295,3357,1,14,,5,7,72,132,1,1,,2,72,08,03,09,08,049,30,2,2,1,,4,14,5867,14,462,46,10,53,7,2,,159,110,,5,5,5,2,,1
63WN00120,63,1,6590,2,82,295,3357,1,14,,5,7,72,132,1,1,,2,74,14,03,08,07,048,30,2,2,1,,4,14,5867,14,479,47,10,53,7,9,3,126,108,,5,5,5,2,,1
63WN00121,63,1,6591,2,82,534,4787,1,11,,5,7,72,132,1,6,,1,68,13,03,09,08,044,33,2,2,1,,1,14,5904,14,445,44,18,23,7,5,3,127,92,,4,5,5,2,,1
63WN00122,63,1,6592,2,82,534,4787,1,11,,5,7,72,132,1,6,,2,76,10,03,10,08,042,33,2,2,1,,1,14,5904,14,496,49,18,23,7,6,3,149,105,,5,5,5,2,,1
63WN00123,63,1,6594,2,82,505,4836,1,11,,3,6,72,132,3,7,,1,77,09,03,11,09,030,26,1,2,2,,1,14,6091,14,508,50,34,34,7,8,3,144,100,,4,4,3,3,,1
63WN00124,63,1,6596,2,82,454,3061,1,14,,3,7,72,132,1,7,,1,96,15,03,10,08,049,25,2,2,1,,4,14,5913,14,658,65,13,39,7,8,,141,91,,4,5,3,3,,1
63WN00125,63,2,6598,2,54,541,6043,1,14,35,1,2,72,132,1,1,,1,71,07,03,09,08,042,8,2,2,1,,4,14,5737,14,478,47,24,54,1,8,,163,79,,4,2,1,1,,1
63WN00126,63,2,6599,2,82,535,5558,1,11,,3,3,72,132,1,1,,4,61,10,03,10,10,032,30,2,2,1,,1,14,5905,14,415,41,16,23,7,5,,128,62,,6,3,3,3,,1
63WN00127,63,2,6601,2,82,295,5937,1,14,,3,2,71,131,1,1,,1,63,10,03,09,10,044,26,2,2,1,,4,14,5867,14,419,41,25,53,7,9,,142,81,,4,2,3,3,,1
63WN00128,63,1,6602,2,82,415,3064,1,14,,5,7,72,132,1,2,,1,75,09,03,10,10,046,6,2,3,2,,4,14,6153,14,492,49,15,54,7,2,3,156,100,,4,5,5,2,,1
63WN00129,63,1,6603,2,82,415,3064,1,14,,5,7,72,132,1,2,,3,86,09,04,08,08,050,6,2,3,2,,4,14,6153,14,572,57,15,54,7,2,,161,105,,3,5,5,2,,1
63WN00130,63,1,6604,2,82,474,5654,1,14,,1,3,72,132,1,7,,1,93,14,04,08,07,051,17,2,2,1,,4,14,5321,14,629,62,32,22,7,9,,137,100,,4,3,1,1,,1
63WN00131,63,2,6605,2,26,260,5503,1,14,26,3,3,72,132,1,3,,1,76,10,06,09,08,037,33,2,2,1,,4,14,5767,14,504,50,25,26,1,4,,142,95,,4,3,3,3,,1
63WN00132,63,1,6607,2,82,415,5209,1,14,,1,3,72,132,1,4,,1,106,09,06,08,07,049,13,2,3,2,,4,14,6153,14,706,70,43,44,7,6,,169,128,,4,3,1,1,,1
63WN00133,63,2,6608,2,82,225,5033,1,14,,1,4,72,132,1,3,,2,84,09,04,08,07,047,12,2,2,1,,4,14,5877,14,545,54,25,47,7,5,,146,120,,5,4,1,1,,1
63WN00134,63,2,6609,2,46,460,4512,1,14,28,1,5,71,131,1,3,,1,72,13,03,08,09,055,39,2,2,1,,4,14,5840,14,478,47,32,46,1,8,,146,94,,4,4,1,1,,1
63WN00135,63,1,6611,2,35,351,4437,1,14,33,1,5,73,133,1,7,,1,86,13,05,09,09,042,10,2,2,1,,4,14,5967,14,573,57,29,35,1,3,,140,98,,4,4,1,1,,2
63WN00136,63,2,6612,2,50,500,3582,1,14,44,5,6,71,131,1,3,,1,59,09,03,10,10,041,3,2,3,2,,4,14,5790,14,385,38,30,50,1,5,,155,86,,4,4,5,2,,1
