UID,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DB1,DBRD,LINBR,TBR50,ADAM,WNAGE_60,WNAGE,CLR,HORN,STM,JAW,WNWT,F,N,T,C,L,TIME,SIDE,THIGH,THSCO,C4950,DB2,LBRD,SIRE,SBRD,ADG,ADG6061,DINBR,LNDAM,TM,ADG67,BAND,IDX,BRWT,ABN,C76,CADAM,TBRE,CTBR,CJAW,DISP
66WN00001,66,1,6239,1,82,194,6105,1,11,,1,2,62,122,1,6,29,2,85,09,03,08,06,037,25,2,2,1,,1,11,5965,11,628,62,29,24,7,8,2,151,84,,,2,1,1,5,3
66WN00002,66,1,6240,1,82,195,6150,1,11,,1,2,61,121,1,7,31,1,83,10,03,08,08,034,4,2,2,1,,1,11,5806,11,603,60,31,24,7,3,2,146,100,,,2,1,1,4,3
66WN00003,66,2,6241,1,23,230,5698,1,11,19,3,5,60,120,1,1,,1,62,12,03,11,09,029,1,2,2,1,,1,11,6021,11,438,43,12,23,1,8,2,111,94,,,4,3,3,4,
66WN00004,66,2,6243,1,82,244,5817,1,11,,1,4,59,119,1,1,38,1,80,09,03,07,06,041,6,2,2,1,,1,11,6031,11,580,58,38,19,7,0,2,151,110,,,4,1,1,4,
66WN00005,66,2,6244,1,82,244,5524,1,11,,1,6,59,119,1,1,43,1,65,09,03,10,08,038,11,2,2,1,,1,11,6031,11,452,45,43,19,7,2,2,141,112,2,,4,1,1,4,
66WN00006,66,2,6245,1,82,204,5786,1,11,,1,4,59,119,1,3,27,1,82,10,03,08,06,042,17,2,2,1,,1,11,5981,11,582,58,27,32,7,2,2,146,128,1,,4,1,1,4,
66WN00007,66,2,6246,1,24,241,6024,1,11,12,1,2,58,118,1,1,,3,83,11,03,06,07,042,2,3,3,1,,1,11,6036,11,608,60,32,24,1,8,2,145,112,,,2,1,1,3,
66WN00008,66,2,6247,1,32,321,5243,1,11,12,1,7,57,117,1,1,,2,73,10,03,07,08,045,7,2,2,1,,1,11,6109,11,518,51,24,32,1,8,2,145,124,,,5,1,1,5,
66WN00009,66,1,6248,1,19,190,4713,1,11,37,1,0,57,117,1,7,,1,62,11,03,10,10,026,2,2,3,2,,1,11,5965,11,434,43,26,19,1,4,2,117,112,,,5,1,1,4,
66WN00010,66,1,6249,1,82,195,5634,1,11,,5,5,57,117,1,4,32,4,87,09,03,09,09,027,16,2,2,1,,1,11,5806,11,648,64,32,24,7,8,2,165,112,,,4,5,2,6,
66WN00011,66,1,6250,1,82,195,5634,1,11,,5,5,57,117,1,4,32,1,70,09,03,10,08,029,26,2,3,2,,1,11,5806,11,518,51,32,24,7,8,2,148,94,,,4,5,2,4,3
66WN00012,66,1,6251,1,20,200,5083,1,11,31,5,8,56,116,1,4,,1,36,11,03,12,13,026,4,2,2,1,,1,11,5981,11,236,23,26,20,1,6,2,112,86,,,5,5,2,4,
66WN00013,66,2,6252,1,20,200,5083,1,11,31,5,8,56,116,1,3,,1,47,09,03,11,11,032,4,2,2,1,,1,11,5981,11,331,33,26,20,1,1,2,135,86,,,5,5,2,4,
66WN00014,66,2,6253,1,82,324,4756,1,11,,5,0,56,116,1,1,21,1,62,08,03,08,09,034,7,2,2,1,,1,11,6042,11,453,45,21,20,7,3,2,153,94,,,5,5,2,4,
66WN00015,66,1,6254,1,82,324,4756,1,11,,5,0,56,116,1,7,21,2,50,11,03,12,11,027,7,2,2,1,,1,11,6042,11,355,35,21,20,7,5,2,124,88,,,5,5,2,5,3
66WN00016,66,1,6255,1,24,240,6019,1,11,42,1,2,56,116,1,4,,2,77,09,03,09,10,033,24,2,2,1,,1,11,6031,11,571,57,37,24,1,1,2,153,108,,,2,1,1,5,
66WN00017,66,1,6257,1,34,341,5850,1,11,50,1,4,56,116,1,7,,1,76,13,04,10,08,036,25,2,2,1,,1,11,5986,11,552,55,46,34,1,2,2,124,120,,,4,1,1,4,
66WN00018,66,1,6258,1,24,241,5335,1,11,27,5,7,56,116,1,7,,2,73,13,03,09,08,034,26,1,2,2,,1,11,6036,11,534,53,21,24,1,4,2,132,110,,,5,5,2,5,
66WN00019,66,2,6259,1,24,241,5335,1,11,27,5,7,56,116,1,3,,1,66,09,03,09,08,032,17,2,2,1,,1,11,6036,11,497,49,21,24,1,7,2,146,84,,,5,5,2,4,
66WN00020,66,2,6260,1,21,210,5991,1,11,45,3,2,55,115,1,1,,2,55,09,03,10,08,040,25,2,2,1,,1,11,6075,11,403,40,40,21,1,3,2,139,86,,,2,3,3,5,
66WN00021,66,1,6262,1,24,240,5635,1,11,33,1,5,55,115,1,2,,3,90,10,04,09,08,036,16,1,2,2,,1,11,6031,11,666,66,23,24,1,6,2,147,134,,,4,1,1,3,
66WN00022,66,1,6263,1,32,321,6122,1,11,41,1,2,55,115,1,7,,2,76,12,04,10,08,028,7,1,2,2,,1,11,6109,11,570,57,28,32,1,0,2,121,104,,,2,1,1,5,
66WN00023,66,1,6265,1,82,204,5562,1,11,,5,6,55,115,1,6,29,1,56,09,03,12,10,029,25,2,2,1,,1,11,5981,11,402,40,29,32,7,2,2,140,98,,,4,5,2,4,3
66WN00024,66,1,6266,1,82,204,5562,1,11,,5,6,55,115,1,4,29,2,50,10,03,11,11,033,5,2,2,1,,1,11,5981,11,334,33,29,32,7,4,2,132,116,,,4,5,2,5,3
66WN00025,66,1,6267,1,21,210,5638,1,11,43,5,5,54,114,1,7,,1,60,09,03,11,10,034,11,2,2,1,,1,11,6075,11,432,43,31,21,1,2,2,143,108,,,4,5,2,4,
66WN00026,66,1,6268,1,21,210,5638,1,11,43,5,5,54,114,1,7,,1,93,08,03,07,07,041,15,2,2,1,,1,11,6075,11,730,73,31,21,1,0,2,178,98,,,4,5,2,4,
66WN00027,66,1,6269,1,32,321,5625,1,11,24,4,5,55,115,1,5,,2,48,10,03,13,12,029,1,1,1,1,,1,11,6109,11,332,33,20,32,1,2,9,119,98,,,4,4,3,5,
66WN00028,66,2,6270,1,32,321,5625,1,11,24,3,5,53,113,1,1,,2,73,08,03,11,07,035,7,1,2,2,,1,11,6109,11,558,55,20,32,1,8,2,148,100,,,4,3,3,5,
66WN00029,66,2,6271,1,82,324,5863,1,11,,1,4,53,113,1,3,31,1,56,09,03,10,10,035,8,2,2,1,,1,11,6042,11,421,42,31,20,7,1,2,136,84,,,4,1,1,4,
66WN00030,66,2,6272,1,27,270,5633,1,11,46,1,5,52,112,1,3,,1,56,08,03,09,09,040,9,2,2,1,,1,11,6027,11,414,41,39,27,1,4,2,140,96,,,4,1,1,4,
66WN00031,66,2,6273,1,32,320,6110,1,11,36,1,2,52,112,1,1,,1,54,10,03,14,10,027,11,1,1,1,,1,11,6042,11,395,39,26,32,1,5,2,123,98,,,2,1,1,4,
66WN00032,66,2,6274,1,20,200,6033,1,11,40,1,2,51,111,1,3,,1,50,13,03,12,11,036,26,3,3,1,,1,11,5981,11,386,38,38,20,1,6,2,118,72,,,2,1,1,4,
66WN00033,66,1,6275,1,82,194,5979,1,11,,1,2,50,110,1,6,31,2,86,09,03,08,07,037,3,3,3,1,,1,11,5965,11,685,68,31,24,7,5,2,161,106,,,2,1,1,5,
66WN00034,66,2,6276,1,82,195,6010,1,11,,1,2,50,110,1,1,38,1,70,07,03,10,08,036,4,2,2,1,,1,11,5806,11,544,54,38,24,7,4,2,162,102,,,2,1,1,4,
66WN00035,66,2,6277,1,23,231,5388,1,11,19,5,7,51,111,1,1,,3,60,07,04,11,08,024,5,1,1,1,,1,11,6084,11,461,46,00,23,1,1,3,138,88,,,5,5,2,3,
66WN00036,66,2,6278,1,23,231,5388,1,11,19,5,7,51,111,1,1,,1,59,10,03,11,08,036,14,1,2,2,,1,11,6084,11,443,44,00,23,1,3,3,135,98,1,,5,5,2,4,
66WN00037,66,1,6281,1,34,341,6099,1,11,52,1,2,51,111,1,7,,4,66,15,05,12,09,028,14,2,2,1,,1,11,5986,11,508,50,42,34,1,8,3,101,96,2,,2,1,1,6,
66WN00038,66,1,6282,1,34,340,5973,1,11,43,5,3,50,110,1,4,,2,57,09,03,10,09,032,11,2,2,1,,1,11,5780,11,433,43,40,34,1,3,3,145,94,,,3,5,2,5,3
66WN00039,66,1,6283,1,34,340,5973,1,11,43,5,3,50,110,1,4,,1,54,09,03,09,09,029,17,2,2,1,,1,11,5780,11,413,41,40,34,1,3,3,141,86,,,3,5,2,4,
66WN00040,66,1,6284,1,34,340,5132,1,11,58,3,8,50,110,1,7,,2,70,09,03,08,08,038,18,2,2,1,,1,11,5780,11,553,55,43,34,1,3,3,151,92,,,5,3,3,5,
66WN00041,66,2,6285,1,82,194,5602,1,11,,1,5,50,110,1,1,29,1,70,11,04,07,06,037,15,2,2,1,,1,11,5965,11,540,54,29,24,7,0,3,128,106,,,4,1,1,4,
66WN00042,66,2,6286,1,32,320,5241,1,11,29,1,7,49,109,1,1,,2,78,10,03,09,08,037,3,1,2,2,,1,11,6042,11,593,59,23,32,1,3,3,148,134,,,5,1,1,5,6
66WN00043,66,1,6287,1,27,271,4697,1,11,35,1,0,49,109,1,7,,2,82,11,03,09,09,036,16,2,2,1,,1,11,5998,11,650,65,37,27,1,0,3,151,112,3,,5,1,1,5,
66WN00044,66,2,6288,1,19,190,5839,1,11,38,3,4,49,109,1,3,,2,78,08,03,09,06,035,1,2,2,1,,1,11,5965,11,644,64,26,19,1,4,3,153,78,,,4,3,3,5,
66WN00045,66,2,6290,1,27,271,5667,1,11,41,3,5,47,107,1,3,,2,66,09,03,08,07,040,18,2,2,1,,1,11,5998,11,538,53,30,27,1,8,3,145,84,,,4,3,3,5,
66WN00046,66,2,6291,1,21,211,6052,1,11,41,1,2,46,106,1,3,,3,58,09,03,08,08,043,18,2,2,1,,1,11,6095,11,475,47,40,21,1,5,3,145,76,,,2,1,1,3,
66WN00047,66,1,6292,1,82,325,5542,1,11,,1,6,45,105,1,6,29,3,73,08,03,10,08,034,8,1,1,1,,1,11,6109,11,573,57,29,20,7,3,3,153,128,,,4,1,1,3,3
66WN00048,66,1,6293,1,23,231,5683,1,11,17,1,5,45,105,1,5,,1,81,12,10,09,09,033,1,2,2,1,,1,11,6084,11,661,66,19,23,1,1,3,112,116,,,4,1,1,4,3
66WN00049,66,1,6294,1,82,245,5589,1,11,,3,5,44,104,1,6,43,2,84,11,04,08,07,031,13,2,2,1,,1,11,6036,11,692,69,43,19,7,2,3,149,120,,,4,3,3,5,3
66WN00050,66,2,6296,1,19,190,5594,1,11,48,1,5,44,104,1,3,,1,81,09,03,10,06,039,15,2,2,1,,1,11,5965,11,638,63,40,19,1,8,3,157,146,,,4,1,1,4,
66WN00051,66,2,6297,1,82,244,6147,1,11,,1,2,44,104,1,1,37,2,73,10,03,09,07,040,19,2,2,1,,1,11,6031,11,602,60,37,19,7,2,3,155,104,,,2,1,1,5,
66WN00052,66,2,6298,1,82,245,5838,1,11,,1,4,44,104,1,3,26,1,69,09,03,09,07,041,3,2,2,1,,1,11,6036,11,558,55,26,19,7,8,3,148,110,,,4,1,1,4,
66WN00053,66,2,6301,1,27,270,6026,1,11,50,1,2,41,101,1,1,,1,62,08,03,13,13,025,5,1,1,1,,1,11,6027,11,517,51,35,27,1,7,3,155,98,,,2,1,1,4,
66WN00054,66,1,6302,1,82,204,5167,1,11,,1,8,37,97,1,5,25,4,64,11,04,12,09,031,14,1,1,1,,1,11,5981,11,543,54,25,32,7,3,3,134,113,,,5,1,1,6,3
66WN00055,66,2,8120,2,82,324,6096,1,14,,1,5,64,124,1,1,33,2,60,09,03,10,09,028,7,2,2,1,,4,14,6042,11,416,41,33,44,7,6,2,125,84,,,4,1,1,5,
66WN00056,66,1,8121,2,82,234,7390,1,14,,5,2,62,122,1,5,35,2,79,10,03,09,08,031,26,1,2,2,,4,14,6021,11,559,55,35,35,7,9,2,154,108,,,2,5,2,5,3
66WN00057,66,1,8122,2,82,234,7390,1,14,,5,2,62,122,1,6,35,2,69,09,03,09,09,031,25,2,2,1,,4,14,6021,11,475,47,35,35,7,5,2,152,110,,,2,5,2,5,3
66WN00058,66,2,8123,2,82,415,3106,1,14,,1,0,62,122,1,1,18,1,79,09,03,08,07,039,24,2,2,1,,4,14,7128,14,559,55,18,50,7,9,2,148,108,,,5,1,1,4,
66WN00059,66,1,8124,2,82,214,6335,1,14,,3,4,62,122,1,7,19,1,88,13,03,09,07,036,26,2,2,1,,4,14,6075,11,625,62,19,39,7,5,2,133,118,,,4,3,3,4,3
66WN00060,66,2,8126,2,41,411,5999,1,14,06,5,5,62,122,1,3,,1,72,08,03,08,08,039,8,2,3,2,,4,14,7128,14,525,52,00,41,1,5,2,150,80,,,4,5,2,4,
66WN00061,66,2,8127,2,41,411,5999,1,14,06,5,5,62,122,1,3,,2,56,08,03,11,10,033,8,2,2,1,,4,14,7128,14,402,40,00,41,1,2,2,136,70,,,4,5,2,5,
66WN00062,66,1,8128,2,82,214,5180,1,14,,5,6,62,122,1,7,18,2,75,09,03,09,08,041,26,3,3,1,,4,14,6075,11,513,51,18,39,7,3,2,154,124,,,4,5,2,5,3
66WN00063,66,2,8129,2,82,214,5180,1,14,,5,6,62,122,1,3,18,1,70,07,03,08,08,035,18,2,2,1,,4,14,6075,11,482,48,18,39,7,2,2,157,112,,,4,5,2,4,
66WN00064,66,1,8130,2,82,325,7222,1,14,,1,2,61,121,1,7,38,2,82,09,03,08,08,036,3,1,1,1,,4,14,6109,11,590,59,38,44,7,0,2,153,106,,,2,1,1,5,3
66WN00065,66,2,8131,2,44,441,5879,1,14,27,1,5,61,121,1,3,,1,68,09,03,10,09,032,4,1,2,2,,4,14,7414,14,476,47,17,44,1,6,2,131,104,,,4,1,1,4,
66WN00066,66,1,8133,2,82,194,4822,1,14,,7,7,62,122,1,7,25,1,64,09,03,10,09,036,15,3,3,1,,4,14,5965,11,467,46,25,51,7,7,2,139,70,,,5,7,3,4,3
66WN00067,66,1,8135,2,45,450,7212,1,14,24,1,2,62,122,1,7,,2,92,08,03,08,09,039,1,2,3,2,,4,14,7224,14,666,66,06,45,1,6,2,161,108,,,2,1,1,5,
66WN00068,66,2,8136,2,47,470,6308,1,14,38,1,4,61,121,1,3,,2,63,10,03,10,10,034,8,1,2,2,,4,14,6529,14,423,42,34,47,1,3,2,129,118,,,4,1,1,5,
66WN00069,66,1,8137,2,82,414,5037,1,11,,1,8,61,121,1,5,30,4,98,10,03,07,07,039,11,2,2,1,,1,14,7184,14,706,70,30,27,7,6,2,162,126,,,5,1,1,6,3
66WN00070,66,1,8138,2,82,504,7297,1,14,,1,2,61,121,1,5,12,2,93,09,03,09,07,030,4,2,2,1,,4,14,6579,14,689,68,12,41,7,9,2,150,96,,,2,1,1,5,3
66WN00071,66,2,8139,2,82,294,6071,1,11,,1,2,61,121,1,1,31,1,76,10,03,08,06,037,27,2,2,1,,1,14,7337,14,544,54,31,24,7,4,2,141,102,,,2,1,1,4,
66WN00072,66,2,8140,2,45,451,3488,1,14,13,1,9,61,121,1,3,,1,83,08,03,08,07,039,9,2,3,2,,4,14,7765,14,597,59,00,45,1,7,2,150,108,,,5,1,1,4,
66WN00073,66,1,8141,2,82,454,5263,1,11,,9,7,61,121,1,7,00,1,62,11,03,11,09,027,9,1,2,2,,1,14,7224,14,456,45,00,23,7,6,2,121,68,1,,5,8,2,4,3
66WN00074,66,1,8142,2,82,454,5263,1,11,,9,7,61,121,1,5,00,1,76,10,03,08,09,034,7,2,3,2,,1,14,7224,14,550,55,00,23,7,0,2,144,94,,,5,8,2,4,3
66WN00075,66,2,8143,2,82,515,7438,1,14,,1,2,60,120,1,3,33,1,63,09,03,09,08,030,4,2,3,2,,4,14,7527,14,440,44,33,29,7,0,2,133,102,,,2,1,1,4,
66WN00076,66,2,8144,2,82,444,5348,1,11,,3,7,60,120,1,1,25,2,79,09,03,08,07,040,25,2,3,2,,1,14,7135,14,582,58,25,32,7,2,2,156,92,,,5,3,3,5,
66WN00077,66,2,8145,2,82,444,5348,1,11,,4,7,62,122,1,1,07,1,59,08,03,12,09,030,1,2,2,1,,1,14,7135,14,405,40,25,32,7,5,9,127,96,,,5,4,3,4,
66WN00078,66,1,8146,2,39,390,6481,1,14,30,3,4,60,120,1,7,,1,83,11,03,08,09,032,7,2,2,1,,4,14,7507,14,605,60,21,39,1,5,2,138,104,,,4,3,3,4,
66WN00079,66,2,8148,2,82,355,5090,1,14,,3,7,60,120,1,3,16,3,76,09,03,09,08,038,3,2,2,1,,4,14,7524,14,552,55,16,45,7,2,2,150,98,,,5,3,3,3,
66WN00080,66,1,8149,2,82,355,5090,1,14,,4,7,58,118,1,7,16,1,88,09,03,11,08,035,31,2,2,1,,4,14,7524,14,663,66,16,45,7,3,2,161,98,,,5,3,3,4,3
66WN00081,66,2,8150,2,82,225,5780,1,14,,1,5,60,120,1,3,13,2,86,10,04,09,07,037,7,2,2,1,,4,14,7362,14,602,60,13,39,7,2,2,140,138,,,4,1,1,5,
66WN00082,66,2,8151,2,82,214,4214,1,14,,5,8,60,120,1,3,24,2,68,11,03,08,07,041,3,2,2,1,,4,14,6075,11,470,47,24,46,7,0,2,141,116,,,5,5,2,5,
66WN00083,66,2,8152,2,82,214,4214,1,14,,5,8,60,120,1,3,24,1,66,09,03,10,09,040,17,2,2,1,,4,14,6075,11,458,45,24,46,7,8,2,155,110,,,5,5,2,4,
66WN00084,66,3,8154,2,82,415,4896,1,14,,4,7,62,122,1,7,07,3,49,12,03,12,11,033,1,2,3,2,,4,14,7128,14,315,31,21,50,7,5,9,109,106,,,5,4,3,3,3
66WN00085,66,2,8155,2,82,534,5745,1,14,,3,5,60,120,2,1,15,2,66,08,03,09,08,040,25,2,2,1,,4,14,7233,14,457,45,15,37,7,7,2,145,112,,,4,3,3,5,
66WN00086,66,2,8156,2,46,461,5992,1,14,32,5,5,60,120,1,3,,1,68,09,03,09,07,036,18,2,2,1,,4,14,6933,14,482,48,26,46,1,2,2,144,102,,,4,5,2,4,
66WN00087,66,2,8157,2,46,461,5992,1,14,32,5,5,60,120,1,3,,1,58,09,04,10,09,029,14,1,2,2,,4,14,6933,14,400,40,26,46,1,0,2,130,100,,,4,5,2,4,
66WN00088,66,1,8158,2,82,204,7315,1,14,,1,2,60,120,1,4,30,2,74,09,03,10,09,030,17,2,2,1,,4,14,5981,11,508,50,30,44,7,8,2,144,130,,,2,1,1,5,
66WN00089,66,1,8159,2,82,244,6218,1,14,,1,4,60,120,1,7,28,4,103,09,03,07,07,044,3,2,2,1,,4,14,6031,11,768,76,28,51,7,8,2,171,108,,,4,1,1,6,
66WN00090,66,2,8160,2,82,454,3065,1,14,,3,0,60,120,1,1,15,1,90,11,03,07,05,042,7,2,3,2,,4,14,7224,14,660,66,15,54,7,0,2,148,108,,,5,3,3,4,
66WN00091,66,2,8161,2,82,454,3065,1,14,,4,0,62,122,1,1,07,1,68,10,03,09,07,035,1,2,2,1,,4,14,7224,14,475,47,15,54,7,5,9,124,100,,,5,4,3,4,
66WN00092,66,1,8162,2,82,494,5421,1,11,,5,6,59,119,1,4,32,2,62,09,03,11,09,029,11,2,2,1,,1,14,7515,14,429,42,32,20,7,9,2,140,110,,,4,5,2,5,3
66WN00093,66,1,8163,2,82,494,5421,1,11,,5,6,59,119,1,1,32,1,72,10,03,11,08,033,3,2,2,1,,1,14,7515,14,523,52,32,20,7,3,2,144,98,,,4,5,2,4,
66WN00094,66,2,8164,2,41,410,7274,1,14,19,1,2,59,119,1,1,,1,71,08,03,08,07,035,27,2,2,1,,4,14,7184,14,524,52,06,41,1,4,2,140,86,,,2,1,1,4,
66WN00095,66,1,8165,2,82,324,5646,1,14,,1,6,59,119,1,1,18,2,69,11,03,10,08,030,4,1,2,2,,4,14,6042,11,503,50,18,49,7,3,2,119,92,,,4,1,1,5,3
66WN00096,66,1,8166,2,82,375,5669,1,14,,5,6,59,119,1,4,00,4,91,08,03,10,08,029,12,2,2,1,,4,14,7209,14,659,65,00,25,7,9,2,162,126,,,4,5,2,6,
66WN00097,66,2,8167,2,82,375,5669,1,14,,5,6,59,119,1,1,00,2,73,09,03,10,08,033,25,2,2,1,,4,14,7209,14,533,53,00,25,7,3,2,146,96,,,4,5,2,5,
66WN00098,66,1,8168,2,82,365,5534,1,14,,4,6,59,119,1,7,34,2,89,09,05,07,06,038,8,2,2,1,,4,14,6220,14,659,65,34,47,7,9,2,150,106,,,4,3,3,5,3
66WN00099,66,1,8169,2,82,365,5534,1,14,,3,6,59,119,1,7,34,2,83,11,04,09,07,036,9,1,2,2,,4,14,6220,14,620,62,34,47,7,0,2,139,92,,,4,3,3,5,3
66WN00100,66,1,8170,2,45,450,6078,1,14,16,1,5,59,119,1,7,,4,98,09,03,07,07,037,26,2,2,1,,4,14,7224,14,714,71,07,45,1,4,2,157,130,6,,4,1,1,6,
66WN00101,66,1,8171,2,82,515,5814,1,11,,1,4,59,119,1,1,40,1,98,12,03,06,07,042,18,2,2,1,,1,14,7527,14,718,71,40,24,7,8,2,155,126,,,4,1,1,4,3
66WN00102,66,2,8172,2,82,374,4623,1,14,,4,7,61,121,1,1,07,1,61,09,03,10,09,038,1,3,3,1,,4,14,7205,14,420,42,20,26,7,0,9,130,102,,,5,4,3,4,
66WN00103,66,1,8173,2,82,374,4623,1,14,,3,7,59,119,1,7,20,2,77,09,03,11,09,027,15,2,2,1,,4,14,7205,14,560,56,20,26,7,0,2,146,104,,,5,3,3,5,3
66WN00104,66,2,8174,2,82,395,6018,1,14,,3,5,59,119,1,3,39,2,75,09,04,10,08,033,7,2,2,1,,4,14,7173,14,518,51,39,22,7,8,2,147,134,,,4,3,3,5,
66WN00105,66,2,8176,2,82,544,5210,1,14,,5,6,59,119,1,1,24,1,68,09,03,09,08,036,18,2,2,1,,4,14,7152,14,489,48,24,35,7,9,2,149,98,2,,4,5,2,4,
66WN00106,66,2,8177,2,82,544,5210,1,14,,5,6,59,119,1,1,24,1,54,10,03,11,10,035,3,2,2,1,,4,14,7152,14,378,37,24,35,7,8,2,134,90,,,4,5,2,4,
66WN00107,66,1,8178,2,82,215,4924,1,14,,3,7,59,119,1,7,34,1,78,14,03,08,08,040,2,2,3,2,,4,14,6095,11,546,54,34,46,7,6,2,131,130,,,5,3,3,4,3
66WN00108,66,1,8179,2,82,254,5500,1,14,,1,6,59,119,1,7,15,2,92,09,04,09,08,038,12,2,2,1,,4,14,6475,14,682,68,15,37,7,2,2,153,108,,,4,1,1,5,3
66WN00109,66,1,8180,2,82,355,7418,1,14,,1,2,59,119,1,5,13,1,90,09,03,08,07,039,7,2,2,1,,4,14,7524,14,652,65,13,45,7,2,2,155,124,,,2,1,1,4,3
66WN00110,66,2,8181,2,82,455,6004,1,11,,1,2,59,119,1,3,21,1,74,09,03,10,08,032,12,2,2,1,,1,14,7765,14,526,52,21,23,7,6,2,143,114,,,2,1,1,4,
66WN00111,66,1,8182,2,82,224,7307,1,14,,1,2,59,119,1,7,29,1,78,14,05,10,09,030,14,1,2,2,,4,14,7546,14,576,57,29,46,7,6,2,116,94,,,2,1,1,4,3
66WN00112,66,1,8183,2,82,354,7443,1,14,,1,2,59,119,1,2,20,1,87,09,03,09,08,039,4,2,2,1,,4,14,7189,14,630,63,20,45,7,0,2,157,120,,,2,1,1,4,
66WN00113,66,2,8184,2,82,405,5421,1,14,,3,6,59,119,1,3,01,1,79,09,05,06,06,044,25,2,2,1,,4,14,7190,14,580,58,01,41,7,0,2,140,100,,,4,3,3,4,
66WN00114,66,2,8185,2,82,405,5421,1,14,,4,6,61,121,1,3,07,1,60,08,03,08,07,040,1,2,2,1,,4,14,7190,14,423,42,01,41,7,3,9,127,88,,,4,4,3,4,
66WN00115,66,1,8186,2,82,494,5773,1,11,,1,4,58,118,1,5,27,1,93,10,03,11,08,032,17,1,2,2,,1,14,7515,14,666,66,27,32,7,6,2,154,144,,,4,1,1,4,3
66WN00116,66,1,8187,2,44,440,4050,1,14,35,3,8,58,118,1,4,,2,80,08,03,10,10,031,15,2,2,1,,4,14,7135,14,580,58,32,44,1,0,2,160,116,,,5,3,3,5,
66WN00117,66,1,8188,2,44,440,4050,1,14,35,4,8,60,120,1,1,,1,54,08,03,11,10,036,1,2,3,2,,4,14,7135,14,352,35,32,44,1,2,9,134,118,,,5,4,3,4,7
66WN00118,66,1,8189,2,82,365,5499,1,11,,1,6,58,118,1,7,40,2,88,09,03,09,07,033,7,2,2,1,,1,14,6220,14,666,66,40,34,7,6,2,154,94,,,4,1,1,5,
66WN00119,66,2,8190,2,82,235,7309,1,14,,1,2,58,118,1,1,28,1,80,08,03,08,06,032,13,2,2,1,,4,14,6084,11,588,58,28,54,7,8,2,151,106,,,2,1,1,4,
66WN00120,66,1,8191,2,82,445,5736,1,11,,1,4,58,118,1,5,25,4,84,08,03,08,08,038,2,2,2,1,,1,14,7414,14,607,60,25,32,7,7,2,156,124,,,4,1,1,6,3
66WN00121,66,2,8192,2,82,444,6136,1,11,,1,2,58,118,1,3,26,2,84,09,03,07,07,038,24,2,2,1,,1,14,7135,14,605,60,26,32,7,5,2,158,126,,,2,1,1,5,
66WN00122,66,2,8193,2,82,474,3040,1,14,,5,0,58,118,1,3,30,2,72,08,03,09,08,032,16,5,5,1,,4,14,6529,14,541,54,30,36,7,1,2,161,82,,,5,5,2,5,
66WN00123,66,2,8194,2,82,474,3040,1,14,,5,0,58,118,1,3,30,1,66,09,03,08,08,029,4,2,3,2,,4,14,6529,14,481,48,30,36,7,1,2,146,92,,,5,5,2,4,
66WN00124,66,2,8195,2,82,204,3830,1,14,,3,9,58,118,1,3,31,2,69,09,03,10,09,032,18,2,2,1,,4,14,5981,11,495,49,31,49,7,5,2,149,106,,,5,3,3,5,
66WN00125,66,2,8196,2,82,204,3830,1,14,,4,9,60,120,1,3,07,2,64,07,03,11,08,027,1,2,2,1,,4,14,5981,11,455,45,31,49,7,5,9,133,94,,,5,4,3,5,7
66WN00126,66,1,8197,2,82,354,5205,1,14,,5,6,58,118,1,2,11,1,77,09,04,08,07,039,8,2,2,1,,4,14,7189,14,568,56,11,54,7,8,2,147,100,,,4,5,2,4,
66WN00127,66,2,8198,2,82,354,5205,1,14,,5,6,58,118,1,1,11,1,62,09,03,08,10,040,8,2,3,2,,4,14,7189,14,434,43,11,54,7,4,2,147,108,,,4,5,2,4,
66WN00128,66,1,8199,2,82,275,7163,1,14,,4,2,58,118,1,2,06,2,86,09,03,09,09,034,1,2,2,1,,4,14,5998,11,666,66,06,41,7,6,2,155,74,,,2,3,3,5,
66WN00129,66,1,8202,2,22,221,7332,1,14,44,1,2,58,118,1,7,,2,73,10,04,09,08,037,4,2,2,1,,4,14,7362,14,524,52,34,22,1,4,2,133,112,,,2,1,1,5,
66WN00130,66,2,8203,2,82,414,6009,1,14,,1,5,58,118,1,1,28,3,78,09,03,08,07,033,25,2,2,1,,4,14,7184,14,564,56,28,40,7,4,2,146,114,,,4,1,1,3,
66WN00131,66,1,8204,2,40,400,5781,1,14,37,5,5,58,118,1,7,,1,48,14,03,10,10,028,24,1,2,2,,4,14,7535,14,322,32,33,40,1,2,2,102,100,,,4,5,2,4,
66WN00132,66,2,8205,2,40,400,5781,1,14,37,5,5,58,118,1,3,,2,56,09,03,12,09,026,26,2,2,1,,4,14,7535,14,407,40,33,40,1,7,2,134,80,,,4,5,2,5,
66WN00133,66,1,8206,2,82,465,3684,1,14,,1,9,58,118,1,7,35,1,88,09,07,08,08,035,8,1,2,2,,4,14,6933,14,646,64,35,22,7,6,2,145,118,,,5,1,1,4,3
66WN00134,66,2,8208,2,82,325,5002,1,14,,3,7,58,118,1,3,21,1,75,08,03,08,08,037,9,2,2,1,,4,14,6109,11,556,55,21,44,7,6,2,156,94,,,5,3,3,4,
