UID,IDLAMB,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DBRD,DB1,LINBR,TBRE,ADAM,WNAGE_60,WNAGE,CLR,HORN,STM,JAW,WNWT,F,N,T,C,L,TIME,SIDE,THIGH,THSCO,CAUSE,DB2,LBRD,SIRE,SBRD,ADG,ADG6061,DINBR,LNDAM,TM,ADG67,BAND,IDX,BRWT,C75,DISP,CADAM,CTBR,ABN
70WN00001,70116454,70,2,6454,1,32,320,6391,11,1,40,1,2,79,139,1,1,,2,71,09,03,09,07,045,4,2,2,1,,1,11,6381,11,440,44,29,32,1,0,7,127,98,,,2,1,
70WN00002,70116455,70,1,6455,1,24,240,6010,11,1,43,5,6,80,140,1,4,,1,82,13,03,10,10,040,2,2,3,2,,1,11,6255,11,514,51,38,24,1,4,6,134,100,,3,4,2,
70WN00003,70116456,70,2,6456,1,24,240,6010,11,1,43,5,6,80,140,1,1,,1,72,12,03,09,09,040,1,2,3,2,,1,11,6255,11,441,44,38,24,1,1,6,124,102,,,4,2,
70WN00004,70116457,70,1,6457,1,24,240,6100,11,1,40,3,6,78,138,1,2,,2,82,12,03,10,09,038,1,4,4,1,,1,11,6255,11,539,53,30,24,1,9,6,120,76,,,4,3,
70WN00005,70116458,70,2,6458,1,24,240,6100,11,1,40,3,6,76,136,1,1,,2,74,09,03,07,07,041,2,4,4,1,,1,11,6255,11,497,49,30,24,1,7,2,126,64,,,4,3,
70WN00006,70116459,70,2,6459,1,32,320,5970,11,1,30,1,7,78,138,1,1,,1,73,09,03,11,08,042,2,2,2,1,,1,11,6381,11,449,44,35,32,1,9,6,136,110,,,5,1,
70WN00007,70116460,70,2,6460,1,24,240,6105,11,1,41,1,6,77,137,1,1,,1,81,10,03,09,07,043,1,2,2,1,,1,11,6255,11,531,53,29,24,1,1,6,132,82,,,4,1,
70WN00008,70116461,70,2,6461,1,24,240,6088,11,1,39,3,6,73,133,1,1,,2,81,13,03,07,06,045,15,4,4,1,,1,11,6255,11,528,52,28,24,1,8,7,119,108,,,4,3,
70WN00009,70116463,70,2,6463,1,24,240,6185,11,1,34,1,5,73,133,1,3,,1,89,09,05,07,06,046,3,3,3,1,,1,11,6255,11,579,57,30,24,1,9,7,136,120,,,4,1,
70WN00010,70116465,70,2,6465,1,32,320,6110,11,1,34,3,6,73,133,1,1,,1,49,10,03,15,13,028,1,2,2,1,,1,11,6381,11,305,30,26,32,1,5,6,109,84,,3,4,3,
70WN00011,70116466,70,1,6466,1,24,240,6204,11,1,32,1,5,72,132,1,6,,4,99,09,03,09,07,043,3,2,2,1,,1,11,6255,11,653,65,27,24,1,3,6,151,128,,,4,1,
70WN00012,70116468,70,2,6468,1,24,240,5794,11,1,37,3,8,70,130,1,1,,1,75,09,03,08,08,034,12,2,2,1,,1,11,6255,11,515,51,30,24,1,5,2,135,80,,,5,3,
70WN00013,70116469,70,1,6469,1,32,320,6152,11,1,49,1,6,70,130,1,1,,2,58,09,03,12,11,018,15,2,2,1,,1,11,6381,11,362,36,35,32,1,2,7,108,110,,3,4,1,
70WN00014,70116470,70,1,6470,1,24,240,6071,11,1,41,1,6,71,131,1,2,,1,89,15,04,10,10,037,3,2,2,1,,1,11,6255,11,586,58,31,24,1,6,6,115,122,,3,4,1,
70WN00015,70116471,70,2,6471,1,24,240,6334,11,1,39,1,3,71,131,1,1,,1,83,14,03,08,07,039,1,2,2,1,,1,11,6255,11,544,54,34,24,1,4,6,117,118,,,3,1,
70WN00016,70116472,70,1,6472,1,32,320,5941,11,1,28,1,7,69,129,2,3,,2,85,11,03,10,07,034,8,2,2,1,,1,11,6381,11,558,55,31,32,1,8,7,127,130,,,5,1,
70WN00017,70116473,70,1,6473,1,24,240,5979,11,1,41,5,6,67,127,1,2,,1,78,09,03,10,07,038,9,2,3,2,,1,11,6255,11,540,54,31,24,1,0,7,143,94,,6,4,2,
70WN00018,70116474,70,2,6474,1,24,240,5979,11,1,41,5,6,67,127,1,1,,2,60,09,03,11,10,038,7,2,2,1,,1,11,6255,11,409,40,31,24,1,9,7,130,80,,,4,2,
70WN00019,70116475,70,1,6475,1,24,240,5602,11,1,30,5,9,68,128,1,7,,1,80,15,03,09,07,040,5,2,2,1,,1,11,6255,11,536,53,29,24,1,6,8,124,114,,3,5,2,
70WN00020,70116476,70,1,6476,1,24,240,5602,11,1,30,5,9,68,128,1,4,,2,65,12,03,08,09,037,5,2,2,1,,1,11,6255,11,427,42,29,24,1,7,8,127,104,,3,5,2,
70WN00021,70116477,70,1,6477,1,24,240,6314,11,1,39,5,3,66,126,1,2,,2,68,14,03,10,08,031,15,2,3,2,,1,11,6255,11,454,45,41,24,1,4,7,110,108,,3,3,2,
70WN00022,70116478,70,1,6478,1,24,240,6314,11,1,39,5,3,66,126,1,2,,1,61,12,03,12,09,030,2,2,2,1,,1,11,6255,11,421,42,41,24,1,1,7,115,80,,3,3,2,
70WN00023,70116479,70,1,6479,1,32,320,5741,11,1,32,1,8,67,127,1,5,,2,70,11,03,12,09,033,1,2,2,1,,1,11,6381,11,471,47,22,32,1,1,6,118,102,,3,5,1,
70WN00024,70116480,70,2,6480,1,32,320,6122,11,1,33,1,6,66,126,1,1,,3,84,09,03,09,06,036,12,2,2,1,,1,11,6381,11,583,58,28,32,1,3,7,136,106,,,4,1,
70WN00025,70116481,70,1,6481,1,32,320,6384,11,1,40,4,2,66,126,1,1,,1,64,11,03,10,09,030,28,2,2,1,,1,11,6381,11,427,42,29,32,1,7,9,117,102,,3,2,3,
70WN00026,70116483,70,1,6483,1,24,240,6024,11,1,42,5,6,64,124,1,6,,1,68,10,03,11,12,034,4,2,3,2,,1,11,6255,11,447,44,32,24,1,7,7,141,126,,3,4,2,
70WN00027,70116484,70,2,6484,1,24,240,6024,11,1,42,5,6,64,124,1,1,,1,70,11,03,08,06,045,17,4,4,1,,1,11,6255,11,484,48,32,24,1,4,7,127,100,,,4,2,
70WN00028,70116486,70,2,6486,1,24,240,6259,11,1,33,5,4,63,123,1,1,,1,64,09,03,09,08,043,11,2,2,1,,1,11,6255,11,444,44,27,24,1,4,7,132,94,,,4,2,
70WN00029,70116487,70,1,6487,1,24,240,6259,11,1,33,5,4,63,123,1,5,,2,72,13,03,10,08,036,11,2,2,1,,1,11,6255,11,509,50,27,24,1,9,7,118,94,,3,4,2,
70WN00030,70116488,70,2,6488,1,24,240,5500,11,1,40,1,0,60,120,1,1,,4,66,13,03,12,11,034,2,2,2,1,,1,11,6255,11,452,45,25,24,1,2,6,123,118,,,5,1,
70WN00031,70116489,70,2,6489,1,32,320,6305,11,1,37,1,3,59,119,1,1,,2,64,09,03,13,10,031,2,2,2,1,,1,11,6381,11,454,45,29,32,1,4,6,132,100,,,3,1,
70WN00032,70116490,70,1,6490,1,32,320,6247,11,1,32,1,4,58,118,1,1,,1,67,11,03,11,09,032,2,2,2,1,,1,11,6381,11,473,47,26,32,1,3,6,116,112,,,4,1,
70WN00033,70116492,70,2,6492,1,32,320,6383,11,1,40,1,2,55,115,1,1,,1,43,11,03,14,13,031,4,2,2,1,,1,11,6381,11,310,31,29,32,1,0,8,115,74,,,2,1,
70WN00034,70116494,70,1,6494,1,32,320,6382,11,1,43,1,2,46,106,1,1,,2,43,13,03,13,12,024,5,2,2,1,,1,11,6381,11,311,31,30,32,1,1,8,101,100,,3,2,1,
70WN00035,70149837,70,1,9837,2,46,460,8329,14,1,27,1,4,72,132,1,1,,2,77,11,03,11,08,039,12,2,2,1,,4,14,9603,14,511,51,39,46,1,1,7,119,96,,3,4,1,
