UID,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DB1,DBRD,LINBR,TBR50,ADAM,WNAGE_60,WNAGE,CLR,HORN,BELLY,JAW,WNWT,F,N,T,C,L,CRIMP,SIDE,THIGH,THSCO,DENSITY,CADAM_25,TBRE,CTBR,C53,SIRE,SB1,LBRD1,ADG,LBRD2,LBRD,LNDAM,TM,PENIS,BAND,IDX,BRWT,ABN,DISP,CULLFOR,C79,C80
55WN00001,55,1,1801,0,69,258,1638,0,10,,1,7,77,137,1,7,07,1,105,12,04,06,05,037,9,2,2,1,28,5,1,1,,5055,1,1,673,0,10,68,4,3,1,137,128,,3,10,0,
55WN00002,55,1,1802,0,69,409,1691,0,10,,1,3,77,137,1,7,07,1,109,09,04,07,05,034,16,2,2,1,21,3,1,1,,0935,2,1,704,0,10,68,4,5,1,154,126,,,,0,
55WN00003,55,2,1803,0,69,358,1693,0,10,,1,3,77,137,1,3,07,1,85,10,03,06,05,035,15,2,3,2,27,3,1,1,1,0511,2,1,531,0,10,68,4,,1,134,122,,,,0,
55WN00004,55,1,1804,0,69,718,1704,0,10,,1,3,76,136,1,7,07,1,90,13,03,09,09,034,12,2,2,1,24,3,1,1,,7473,3,1,576,0,10,68,4,3,1,130,116,,3,10,0,
55WN00005,55,2,1806,0,69,498,1639,0,10,,1,6,76,136,1,2,07,3,87,11,04,08,07,038,15,2,2,1,21,4,1,1,1,1037,2,1,566,0,10,68,4,,1,136,100,,,,0,
55WN00006,55,1,1807,0,69,399,1701,0,10,,1,3,75,135,1,7,06,1,91,10,03,06,07,037,16,2,2,1,18,3,1,1,,1240,2,1,593,0,10,68,4,3,1,143,110,,,,0,
55WN00007,55,2,1808,0,69,468,1792,0,10,,1,2,74,134,1,3,06,1,76,11,04,07,06,032,16,2,3,2,25,2,1,1,,0693,2,1,494,0,10,68,4,,1,124,98,,7,,0,
55WN00008,55,1,1809,0,69,398,1654,0,10,,1,3,74,134,1,7,07,1,88,12,03,08,09,040,14,2,2,1,18,3,1,1,,0396,2,1,563,0,10,68,4,4,1,138,126,,,,0,
55WN00009,55,1,1810,0,69,408,1651,0,10,,1,3,74,134,1,7,06,1,88,09,05,10,08,032,16,2,3,2,21,3,1,1,,1209,2,1,569,0,10,68,4,1,1,138,118,,3,10,0,
55WN00010,55,1,1811,0,69,718,1797,0,10,,5,6,72,132,1,4,07,1,90,09,04,08,07,033,14,2,2,1,20,4,5,2,,7473,3,1,600,0,10,68,4,3,1,149,108,,,,0,
55WN00011,55,2,1812,0,69,718,1797,0,10,,5,6,72,132,1,3,06,1,69,08,03,10,11,030,18,2,3,2,27,4,5,2,1,7473,3,1,447,0,10,68,4,,1,150,100,,,,0,
55WN00012,55,2,1813,0,69,368,1661,0,10,,1,3,72,132,1,2,08,1,81,09,03,06,06,031,16,2,2,1,23,3,1,1,,0939,2,1,538,0,10,68,4,,1,138,100,,2,17,0,
55WN00013,55,1,1814,0,69,268,1647,0,10,,5,4,72,132,1,7,09,1,71,11,03,09,10,026,14,2,2,1,19,4,5,2,,1008,2,1,461,0,10,68,4,1,1,126,102,,3,10,0,
55WN00014,55,2,1815,0,69,268,1647,0,10,,5,4,72,132,1,2,07,1,79,09,03,08,07,030,14,2,2,1,21,4,5,2,,1008,2,1,526,0,10,68,4,,1,144,96,,2,51,0,
55WN00015,55,2,1816,0,69,498,1679,0,10,,1,3,72,132,1,2,06,1,85,11,03,08,07,033,15,2,2,1,20,3,1,1,1,1037,2,1,555,0,10,68,4,,1,136,118,,,,0,
55WN00016,55,2,1817,0,69,738,1702,0,10,,1,3,72,132,1,3,07,1,82,11,03,07,08,035,14,2,3,2,18,3,1,1,1,7019,3,1,526,0,10,68,4,,1,137,126,,,,0,
55WN00017,55,1,1818,0,69,258,1653,0,10,,1,3,71,131,1,7,06,1,100,14,03,06,06,036,15,2,2,1,21,3,1,1,,5055,1,1,672,0,10,68,4,5,1,130,120,,3,10,0,
55WN00018,55,1,1819,0,69,468,1646,0,10,,1,4,71,131,1,7,08,1,99,10,05,06,09,035,15,2,2,1,25,4,1,1,,0693,2,1,655,0,10,68,4,5,1,149,132,,,,0,
55WN00019,55,2,1820,0,69,268,1706,0,10,,1,3,71,131,1,3,08,1,84,07,03,09,06,028,14,2,2,1,20,3,1,1,,1008,2,1,545,0,10,68,4,,1,149,126,,2,40,0,
55WN00020,55,2,1821,0,69,268,1707,0,10,,5,3,71,131,1,1,06,1,65,10,03,09,10,031,12,2,2,1,26,3,5,2,1,1008,2,1,427,0,10,68,4,,1,135,90,,,,0,
55WN00021,55,2,1822,0,69,268,1707,0,10,,5,3,71,131,1,1,06,1,55,10,03,09,08,031,15,2,2,1,26,3,5,2,1,1008,2,1,350,0,10,68,4,,1,119,92,,,,0,
55WN00022,55,2,1826,0,69,368,1672,0,10,,5,3,71,131,1,2,07,1,72,11,03,08,09,037,14,2,2,1,19,3,5,2,,0939,2,1,464,0,10,68,4,,1,138,112,,2,17,0,
55WN00023,55,2,1827,0,69,368,1672,0,10,,5,3,71,131,1,4,08,1,70,10,03,08,07,039,14,2,2,1,18,3,5,2,1,0939,2,1,464,0,10,68,4,,1,137,92,,,,0,
55WN00024,55,2,1828,0,69,458,1692,0,10,,1,3,71,131,1,2,08,1,78,10,03,08,07,036,15,2,2,1,21,3,1,1,1,1828,1,1,516,0,10,68,4,,1,136,104,,,,0,
55WN00025,55,2,1829,0,69,498,1682,0,10,,1,3,70,130,1,3,06,1,82,11,03,06,07,035,17,2,3,2,21,3,1,1,2,1037,2,1,557,0,10,68,4,,1,135,96,,,,0,
55WN00026,55,1,1830,0,69,369,1697,0,10,,1,3,70,130,1,7,06,1,104,12,03,06,05,035,16,2,2,1,24,3,1,1,,1348,2,1,697,0,10,68,4,4,1,141,134,,6,,0,
55WN00027,55,1,1831,0,69,369,1662,0,10,,1,3,70,130,1,7,06,1,95,10,03,07,09,031,16,2,2,1,25,3,1,1,,1348,2,1,629,0,10,68,4,3,1,150,132,,3,10,0,
55WN00028,55,1,1832,0,69,498,1648,0,10,,1,4,70,130,1,7,06,1,85,12,04,07,07,033,16,2,2,1,24,4,1,1,,1037,2,1,563,0,10,68,4,3,1,123,118,,3,10,0,
55WN00029,55,1,1833,0,69,458,1673,0,10,,1,3,70,130,1,7,06,1,99,12,04,07,04,041,10,2,2,1,24,3,1,1,,1828,1,1,671,0,10,68,4,4,1,134,118,,3,10,0,
55WN00030,55,2,1835,0,69,728,1683,0,10,,3,3,69,129,1,3,05,1,93,09,04,06,05,037,15,2,2,1,21,3,3,3,1,7231,3,1,631,0,10,68,4,,1,152,116,,,,0,
55WN00031,55,1,1837,0,69,328,1642,0,10,,1,5,69,129,1,4,06,1,97,11,03,06,09,036,14,2,3,2,18,4,1,1,,7491,1,1,654,0,10,68,4,4,1,151,126,,,,0,
55WN00032,55,1,1838,0,69,359,1794,0,10,,1,2,68,128,1,7,07,1,84,12,04,09,08,035,12,2,2,1,25,2,1,1,,0781,2,1,564,0,10,68,4,2,1,132,118,,3,10,0,
55WN00033,55,1,1839,0,69,359,1687,0,10,,1,3,68,128,1,7,06,6,89,12,04,08,07,031,16,2,2,1,24,3,1,1,,0781,2,1,594,0,10,68,4,5,1,126,130,,6,,0,
55WN00034,55,1,1841,0,69,368,1795,0,10,,3,6,67,127,1,7,05,1,83,13,05,08,08,028,15,1,2,2,19,4,3,3,,0939,2,1,565,0,10,68,4,3,1,116,112,,3,10,0,
55WN00035,55,1,1842,0,69,398,1694,0,10,,1,3,67,127,1,7,06,1,94,15,06,07,06,034,15,2,2,1,19,3,1,1,,0396,2,1,649,0,10,68,4,3,1,109,116,,3,10,0,
55WN00036,55,1,1843,0,69,458,1658,0,10,,1,3,67,127,1,7,09,1,98,09,03,07,07,038,11,2,2,1,23,3,1,1,,1828,1,1,663,0,10,68,4,2,1,159,138,,6,,0,
55WN00037,55,2,1844,0,69,718,1663,0,10,,1,3,67,127,1,1,08,1,79,09,03,09,07,033,12,2,2,1,19,3,1,1,2,7473,3,1,526,0,10,68,4,,1,142,122,,,,0,
55WN00038,55,2,1845,0,69,369,1799,0,10,,3,6,67,127,1,2,09,1,76,12,04,09,08,031,16,2,2,1,23,4,3,3,,1348,2,1,524,0,10,68,4,,1,125,94,,2,17,0,
55WN00039,55,1,1846,0,69,369,1799,0,10,,4,6,67,127,1,7,06,1,88,08,03,09,11,030,14,2,2,1,28,4,3,3,,1348,2,1,598,0,10,68,4,1,1,163,120,,3,55,0,
55WN00040,55,1,1849,0,69,728,1624,0,10,,5,9,65,125,1,7,05,1,79,09,03,09,09,033,16,2,2,1,24,5,5,2,,7231,3,1,542,0,10,68,4,2,1,150,112,,3,10,0,
55WN00041,55,1,1850,0,69,728,1624,0,10,,5,9,65,125,1,7,08,1,76,09,04,08,09,031,15,1,2,2,18,5,5,2,,7231,3,1,531,0,10,68,4,1,1,142,96,,3,10,0,
55WN00042,55,1,1851,0,69,369,1675,0,10,,1,3,65,125,1,7,07,1,78,10,03,06,06,034,16,2,3,2,23,3,1,1,,1348,2,1,518,0,10,68,4,3,1,130,132,,,,0,
55WN00043,55,2,1852,0,69,368,1696,0,10,,1,3,65,125,1,4,07,1,87,10,03,05,08,031,16,1,1,1,23,3,1,1,1,0939,2,1,595,0,10,68,4,,1,147,126,,,,0,
55WN00044,55,2,1853,0,69,469,1632,0,10,,1,8,65,125,1,4,06,1,80,11,06,07,06,032,14,2,2,1,23,5,1,1,,1323,2,1,555,0,10,68,4,,1,120,106,,2,17,0,
55WN00045,55,2,1854,0,69,408,1649,0,10,,5,4,64,124,1,4,05,1,82,08,03,09,09,036,15,2,2,1,20,4,5,2,1,1209,2,1,566,0,10,68,4,,1,166,118,,,,0,
55WN00046,55,2,1855,0,69,408,1649,0,10,,5,4,64,124,1,3,07,1,73,09,03,12,09,027,16,2,2,1,23,4,5,2,,1209,2,1,492,0,10,68,4,,1,146,120,,6,,0,
55WN00047,55,2,1857,0,69,409,1699,0,10,,3,3,64,124,1,4,07,1,83,10,03,06,05,034,14,2,3,2,20,3,3,3,1,0935,2,1,595,0,10,68,4,,1,141,92,,,,0,
55WN00048,55,1,1858,0,69,268,1689,0,10,,3,3,64,124,1,7,07,1,92,09,04,09,08,033,14,2,2,1,25,3,3,3,,1008,2,1,661,0,10,68,4,3,1,153,100,,3,10,0,
55WN00049,55,2,1860,0,69,469,1680,0,10,,5,3,64,124,1,2,06,1,70,09,03,08,09,035,14,2,2,1,20,3,5,2,,1323,2,1,474,0,10,68,4,,1,148,112,,2,50,0,
55WN00050,55,1,1861,0,69,469,1680,0,10,,5,3,64,124,1,7,10,1,78,09,03,11,11,025,16,2,3,2,21,3,5,2,,1323,2,1,550,0,10,68,4,2,1,149,98,,3,10,0,
55WN00051,55,1,1862,0,69,408,1665,0,10,,1,3,64,124,1,7,06,1,91,10,04,09,08,033,14,2,3,2,24,3,1,1,,1209,2,1,626,0,10,68,4,2,1,145,134,,3,10,0,
55WN00052,55,2,1863,0,69,468,1685,0,10,,5,3,66,126,1,3,08,1,68,12,05,09,06,029,17,2,3,2,18,3,5,2,,0693,2,1,473,0,10,68,4,,5,112,84,,2,17,0,
55WN00053,55,1,1864,0,69,468,1685,0,10,,5,3,66,126,1,7,08,1,72,12,03,08,09,029,14,2,2,1,21,3,5,2,,0693,2,1,494,0,10,68,4,1,5,126,98,,3,10,0,
55WN00054,55,1,1866,0,69,258,1650,0,10,,1,3,64,124,1,7,07,1,88,10,03,08,08,035,9,2,2,1,25,3,1,1,,5055,1,1,613,0,10,68,4,4,5,148,120,,3,10,0,
55WN00055,55,2,1867,0,69,728,1655,0,10,,5,3,64,124,1,1,07,1,79,08,03,09,09,031,16,2,3,2,20,3,5,2,1,7231,3,1,558,0,10,68,4,,5,160,98,,,,0,
55WN00056,55,2,1868,0,69,728,1655,0,10,,5,3,64,124,1,3,09,1,79,08,03,08,10,039,8,2,4,3,24,3,5,2,2,7231,3,1,556,0,10,68,4,,5,169,100,,,,0,
55WN00057,55,2,1869,0,69,358,1798,0,10,,5,6,64,124,1,3,06,1,81,12,03,08,09,035,14,2,2,1,23,4,5,2,1,0511,2,1,569,0,10,68,4,,5,145,104,,,,0,
55WN00058,55,2,1870,0,69,358,1798,0,10,,5,6,64,124,1,3,07,1,66,13,03,11,11,032,15,2,3,2,23,4,5,2,,0511,2,1,434,0,10,68,4,,5,129,122,,2,17,0,
55WN00059,55,1,1872,0,69,358,1670,0,10,,5,3,63,123,1,7,08,1,72,11,03,10,09,029,13,2,2,1,19,3,5,2,,0511,2,1,498,0,10,68,4,1,5,132,108,,3,10,0,
55WN00060,55,2,1873,0,69,358,1670,0,10,,5,3,63,123,1,3,06,1,74,09,03,08,09,034,13,2,2,1,25,3,5,2,1,0511,2,1,519,0,10,68,4,,5,153,102,,,,0,
55WN00061,55,2,1874,0,69,328,1666,0,10,,1,3,63,123,1,1,08,1,75,11,03,08,06,036,13,2,2,1,23,3,1,1,1,7491,1,1,507,0,10,68,4,,5,131,126,,,,0,
55WN00062,55,1,1875,0,69,359,1703,0,10,,1,3,70,130,1,7,08,1,95,13,04,07,08,033,15,2,2,1,25,3,1,1,,0781,2,1,643,0,10,68,4,3,9,124,114,,3,10,0,
55WN00063,55,1,1876,0,69,718,1676,0,10,,1,3,63,123,1,7,08,1,103,09,03,06,07,039,12,2,3,2,20,3,1,1,,7473,3,1,724,0,10,68,4,5,5,168,140,,,,0,
55WN00064,55,1,1877,0,69,269,1793,0,10,,1,2,62,122,1,7,08,1,80,12,03,10,09,023,14,2,2,1,24,2,1,1,,1505,2,1,557,0,10,68,4,3,5,130,120,,3,10,0,
55WN00065,55,1,1878,0,69,398,1671,0,10,,1,3,62,122,1,7,07,1,111,10,03,07,05,033,16,2,2,1,23,3,1,1,,0396,2,1,808,0,10,68,4,4,5,162,124,,,,0,
55WN00066,55,2,1879,0,69,468,1664,0,10,,1,3,62,122,1,2,08,1,89,12,04,06,05,037,16,2,2,1,21,3,1,1,,0693,2,1,626,0,10,68,4,,5,134,126,,2,17,0,
55WN00067,55,1,1880,0,69,498,1690,0,10,,1,3,62,122,1,7,07,1,95,13,05,09,05,029,16,2,2,1,21,3,1,1,,1037,2,1,682,0,10,68,4,3,5,121,118,,3,10,0,
55WN00068,55,1,1881,0,69,498,1629,0,10,,4,9,60,120,1,7,08,1,77,13,03,08,10,026,16,1,2,2,23,5,3,3,,1037,2,1,560,0,10,68,4,4,5,125,98,,3,10,0,
55WN00069,55,2,1882,0,69,498,1629,0,10,,3,9,60,120,1,3,09,1,59,10,03,10,11,028,14,1,2,2,27,5,3,3,,1037,2,1,405,0,10,68,4,,5,132,104,,2,17,0,
55WN00070,55,2,1884,0,69,399,1695,0,10,,3,3,59,119,1,2,08,1,55,11,03,09,11,033,12,2,3,2,25,3,3,3,,1240,2,1,373,0,10,68,4,,5,127,106,,2,17,0,
55WN00071,55,2,1885,0,69,469,1700,0,10,,1,3,59,119,1,3,08,1,78,09,03,08,05,032,14,2,2,1,20,3,1,1,1,1323,2,1,563,0,10,68,4,,5,140,110,,,,0,
55WN00072,55,2,1887,0,69,498,1667,0,10,,1,3,57,117,1,4,08,1,85,09,03,08,06,032,18,2,3,2,21,3,1,1,1,1037,2,1,634,0,10,68,4,,9,143,108,,,,0,
55WN00073,55,2,1888,0,69,408,1688,0,10,,1,3,56,116,1,4,09,1,79,09,03,09,06,036,13,2,3,2,27,3,1,1,1,1209,2,1,595,0,10,68,4,,9,140,100,,,,0,
55WN00074,55,1,4364,1,32,320,3098,1,11,25,3,5,82,142,1,2,05,1,78,14,06,09,07,029,15,2,3,2,27,4,3,3,,7491,1,1,483,1,11,32,1,5,1,98,94,,3,10,0,
55WN00075,55,1,4365,1,63,560,3562,1,11,,1,4,77,137,1,7,06,1,97,09,03,07,05,038,15,2,2,1,23,4,1,1,,3931,1,1,616,1,11,20,6,5,1,148,126,,,,0,
55WN00076,55,1,4366,1,34,340,3731,1,11,43,1,3,77,137,1,7,06,2,100,10,03,07,07,034,15,2,4,3,29,3,1,1,,3837,1,1,634,1,11,34,1,1,1,157,132,,,,0,
55WN00077,55,2,4368,1,34,340,2571,1,11,36,3,7,77,137,1,2,05,1,71,09,03,06,08,039,14,3,4,2,28,5,3,3,1,3837,1,1,466,1,11,34,1,,1,146,72,,,,0,
55WN00078,55,2,4370,1,27,270,3130,1,11,33,5,5,76,136,1,3,07,1,72,10,04,08,08,033,12,2,3,2,24,4,5,2,1,3643,1,1,453,1,11,27,1,,1,138,104,,,,0,
55WN00079,55,2,4371,1,27,270,3130,1,11,33,5,5,76,136,1,2,05,1,69,10,04,08,08,038,14,2,2,1,28,4,5,2,1,3643,1,1,429,1,11,27,1,,1,138,106,,,,0,
55WN00080,55,1,4372,1,34,340,3681,1,11,43,1,3,76,136,1,7,06,1,78,12,03,08,09,034,15,2,3,2,26,3,1,1,,3837,1,1,488,1,11,34,1,2,1,131,116,,3,10,0,
55WN00081,55,1,4373,1,00,340,3501,1,11,,1,4,75,135,1,4,08,1,98,11,03,07,06,035,14,2,2,1,25,4,1,1,,,,1,659,1,11,34,1,3,1,141,90,,3,17,0,
55WN00082,55,1,4374,1,32,320,3235,1,11,25,1,5,75,135,1,4,05,1,98,11,04,06,06,034,14,1,2,2,22,4,1,1,,7491,1,1,622,1,11,32,1,2,1,141,140,,,,0,
55WN00083,55,1,4375,1,34,340,3628,1,11,44,1,3,75,135,1,7,06,1,93,09,05,07,05,036,12,2,2,1,18,3,1,1,,3837,1,1,601,1,11,34,1,5,1,145,118,,,,0,
55WN00084,55,1,4376,1,63,580,3575,1,11,,1,4,75,135,1,7,07,1,83,10,04,08,09,030,17,2,2,1,20,4,1,1,,3925,1,1,530,1,11,20,6,5,1,132,114,,3,04,0,
55WN00085,55,1,4377,1,20,200,3519,1,11,31,1,4,75,135,1,7,07,1,75,10,03,08,08,035,14,1,2,2,18,4,1,1,,3302,1,1,484,1,11,20,1,2,1,134,96,,,,0,
55WN00086,55,1,4378,1,24,240,3988,1,11,38,1,2,75,135,1,1,05,1,43,16,04,13,13,036,12,2,2,1,20,2,1,1,,3446,1,1,247,1,11,24,1,1,1,89,96,,6,10,0,
55WN00087,55,2,4379,1,63,610,3015,1,11,,1,6,75,135,1,3,06,1,78,11,03,06,06,034,15,2,2,1,24,4,1,1,1,3868,1,1,505,1,11,27,6,,1,125,98,,,,0,
55WN00088,55,1,4380,1,19,190,3322,1,11,31,1,4,74,134,1,7,08,2,82,12,03,08,08,031,14,1,2,2,21,4,1,1,,3975,1,1,539,1,11,19,1,2,1,129,98,,6,,0,
55WN00089,55,1,4381,1,19,190,3857,1,11,30,1,2,74,134,1,7,08,3,65,14,03,08,10,036,17,2,2,1,25,2,1,1,,3975,1,1,416,1,11,19,1,1,1,115,92,,6,,0,
55WN00090,55,1,4382,1,23,230,3924,1,11,34,1,2,88,148,1,7,12,6,59,15,03,11,12,039,14,2,3,2,26,2,1,1,,3856,1,1,335,1,11,23,1,1,7,106,94,,3,34,0,
55WN00091,55,2,4383,1,34,340,2518,1,11,38,1,7,74,134,1,3,05,1,72,11,04,07,06,039,14,2,2,1,19,5,1,1,1,3837,1,1,457,1,11,34,1,,1,127,108,,,,0,
55WN00092,55,2,4384,1,20,200,3686,1,11,28,1,3,74,134,1,3,06,1,76,12,03,11,05,037,10,2,3,2,30,3,1,1,,3302,1,1,485,1,11,20,1,,1,124,110,,7,,0,
55WN00093,55,1,4385,1,34,340,3755,1,11,44,1,3,74,134,1,7,06,1,88,09,04,11,05,037,16,2,2,1,19,3,1,1,,3837,1,1,566,1,11,34,1,3,1,145,122,1,3,57,0,
55WN00094,55,1,4386,1,32,320,3037,1,11,25,1,6,74,134,1,4,07,1,92,10,03,08,07,032,13,2,3,2,19,4,1,1,,7491,1,1,596,1,11,32,1,3,1,146,122,,,,0,
55WN00095,55,2,4387,1,63,600,2985,1,11,,5,6,74,134,1,3,05,1,64,10,04,09,08,035,14,2,2,1,21,4,5,2,,3795,1,1,416,1,11,27,6,,1,126,82,,2,50,0,
55WN00096,55,2,4388,1,63,600,2985,1,11,,5,6,74,134,1,3,06,1,66,10,03,07,07,029,16,2,2,1,28,4,5,2,,3795,1,1,431,1,11,27,6,,1,125,82,,2,12,0,
55WN00097,55,2,4389,1,19,190,2634,1,11,23,3,7,74,134,1,3,05,1,75,12,04,07,07,035,13,2,2,1,26,5,3,3,1,3975,1,1,482,1,11,19,1,,1,125,104,,,,0,
55WN00098,55,2,4391,1,32,320,2775,1,11,25,1,6,73,133,1,1,06,1,81,12,05,09,05,033,14,1,2,2,20,4,1,1,,7491,1,1,525,1,11,32,1,,1,119,112,,2,10,0,
55WN00099,55,2,4392,1,23,230,3365,1,11,28,1,4,73,133,1,3,05,1,74,11,03,07,06,037,16,2,2,1,27,4,1,1,,3856,1,1,475,1,11,23,1,,1,130,108,,7,,0,
55WN00100,55,2,4393,1,32,320,3861,1,11,25,1,2,73,133,1,1,07,1,71,12,04,09,07,029,15,2,3,2,26,2,1,1,1,7491,1,1,456,1,11,32,1,,1,120,104,,,,0,
55WN00101,55,1,4394,1,19,190,3760,1,11,30,1,3,73,133,1,7,09,3,84,10,04,09,08,029,12,2,2,1,19,3,1,1,,3975,1,1,547,1,11,19,1,1,1,136,112,,,,0,
55WN00102,55,1,4397,1,24,240,2397,1,11,22,3,8,73,133,1,7,07,1,70,13,03,09,10,031,14,2,3,2,22,5,3,3,,3446,1,1,459,1,11,24,1,1,1,119,90,,3,10,0,
55WN00103,55,1,4398,1,63,590,3018,1,11,,1,6,73,133,1,7,08,1,90,10,08,09,08,027,17,1,2,2,21,4,1,1,,3989,1,1,588,1,11,27,6,3,1,120,118,,3,17,0,
55WN00104,55,2,4399,1,21,210,3183,1,11,28,1,5,72,132,1,2,07,1,81,10,03,08,05,037,11,2,3,2,18,4,1,1,1,3865,1,1,529,1,11,21,1,,1,140,112,,,,0,
55WN00105,55,1,4400,1,24,240,2882,1,11,18,1,6,72,132,1,2,08,1,99,14,05,09,06,026,15,1,2,2,22,4,1,1,,3446,1,1,659,1,11,24,1,2,1,118,120,,3,10,0,
55WN00106,55,1,4401,1,24,240,2482,1,11,23,1,8,72,132,1,4,05,1,98,13,05,07,05,035,13,2,3,2,21,5,1,1,,3446,1,1,655,1,11,24,1,2,1,126,116,,3,10,0,
55WN00107,55,1,4402,1,32,320,3138,1,11,25,1,5,72,132,1,2,08,1,88,11,07,11,08,029,11,2,2,1,27,4,1,1,,7491,1,1,577,1,11,32,1,5,1,124,118,,3,10,0,
55WN00108,55,2,4403,1,63,600,2523,1,11,,5,7,72,132,1,2,05,1,57,12,03,10,07,030,14,2,3,2,23,5,5,2,1,3795,1,1,368,1,11,27,6,,1,108,84,,,,0,
55WN00109,55,2,4404,1,63,600,2523,1,11,,5,7,72,132,1,3,07,1,55,12,03,12,09,032,12,2,2,1,21,5,5,2,,3795,1,1,362,1,11,27,6,,1,113,72,,2,17,0,
55WN00110,55,2,4405,1,20,200,3458,1,11,32,1,4,72,132,1,2,06,1,75,10,03,10,08,038,11,2,2,1,24,4,1,1,1,3302,1,1,482,1,11,20,1,,1,143,114,,,,0,
55WN00111,55,1,4408,1,19,190,2494,1,11,23,3,7,71,131,1,7,07,1,78,10,04,09,09,026,14,2,2,1,19,5,3,3,,3975,1,1,522,1,11,19,1,2,1,133,96,,,,0,
55WN00112,55,1,4409,1,20,200,2538,1,11,23,1,7,71,131,1,7,06,1,91,09,03,07,09,035,10,2,3,2,28,5,1,1,,3302,1,1,606,1,11,20,1,3,1,158,116,,,,0,
55WN00113,55,2,4410,1,34,340,3471,1,11,41,1,4,71,131,1,2,06,1,71,10,03,08,08,034,18,2,2,1,23,4,1,1,1,3837,1,1,453,1,11,34,1,,1,138,116,,,,0,
55WN00114,55,1,4411,1,20,200,3378,1,11,31,2,4,71,131,1,7,06,1,72,09,03,10,09,032,14,2,3,2,27,4,1,1,,3302,1,1,487,1,11,20,1,2,1,139,82,,,,0,
55WN00115,55,1,4412,1,19,190,2919,1,11,27,5,6,71,131,1,7,07,1,65,10,05,08,09,026,16,2,2,1,20,4,5,2,,3975,1,1,429,1,11,19,1,1,1,121,88,,3,10,0,
55WN00116,55,2,4413,1,19,190,2919,1,11,27,5,6,71,131,1,3,07,1,51,11,03,11,10,028,14,2,2,1,22,4,5,2,,3975,1,1,327,1,11,19,1,,1,119,82,,2,10,0,
55WN00117,55,2,4414,1,32,321,3439,1,11,16,5,4,71,131,1,1,07,1,56,12,03,12,11,031,14,2,2,1,21,4,5,2,1,3685,1,1,354,1,11,32,1,,1,122,96,,,,0,
55WN00118,55,2,4415,1,32,321,3439,1,11,16,5,4,71,131,1,3,05,1,54,11,03,10,11,031,15,2,2,1,26,4,5,2,,3685,1,1,347,1,11,32,1,,1,124,86,,2,37,0,
55WN00119,55,2,4416,1,21,210,3108,1,11,33,5,5,71,131,1,3,07,1,55,13,03,12,11,030,15,2,3,2,24,4,5,2,,3865,1,1,344,1,11,21,1,,1,118,100,,7,,0,
55WN00120,55,2,4417,1,21,210,3108,1,11,33,5,5,71,131,1,3,06,1,66,13,04,08,05,034,12,2,3,2,21,4,5,2,,3865,1,1,440,1,11,21,1,,1,112,84,,2,10,0,
55WN00121,55,2,4418,1,24,240,2584,1,11,41,3,7,71,131,1,3,08,1,75,11,05,09,07,028,14,1,2,2,23,5,3,3,,3446,1,1,510,1,11,24,1,,1,126,82,,2,10,0,
55WN00122,55,1,4419,1,24,240,2584,1,11,41,4,7,71,131,1,7,06,1,74,13,06,10,12,022,15,1,2,2,24,5,3,3,,3446,1,1,499,1,11,24,1,1,1,116,86,,3,10,0,
55WN00123,55,1,4421,1,32,321,3920,1,11,23,1,2,71,131,1,2,05,1,78,12,03,08,09,034,13,2,2,1,18,2,1,1,,3685,1,1,513,1,11,32,1,2,1,134,108,,,,0,
55WN00124,55,1,4422,1,63,590,3831,1,11,,1,2,71,131,1,7,07,1,66,10,03,12,11,026,14,1,2,2,20,2,1,1,,3989,1,1,432,1,11,27,6,1,1,128,94,,3,17,0,
55WN00125,55,2,4423,1,34,340,3334,1,11,46,1,4,71,131,1,4,06,1,63,09,03,08,10,039,14,2,2,1,23,4,1,1,1,3837,1,1,400,1,11,34,1,,1,145,106,,,,0,
55WN00126,55,2,4424,1,63,610,3877,1,11,,1,2,71,131,1,3,06,1,70,13,03,08,09,032,16,2,3,2,26,2,1,1,,3868,1,1,466,1,11,27,6,,1,121,90,,2,17,0,
55WN00127,55,2,4425,1,32,320,3700,1,11,25,1,3,70,130,1,1,06,1,84,10,03,08,07,032,15,2,2,1,25,3,1,1,1,7491,1,1,545,1,11,32,1,,1,145,132,,,,0,
55WN00128,55,1,4426,1,19,190,3699,1,11,33,1,3,70,130,1,7,06,1,75,11,03,09,08,029,15,2,3,2,21,3,1,1,,3975,1,1,498,1,11,19,1,1,1,128,102,,,,0,
55WN00129,55,1,4427,1,32,321,4058,1,11,20,1,2,70,130,1,7,07,1,67,13,03,12,11,029,14,2,2,1,23,2,1,1,,3685,1,1,425,1,11,32,1,1,1,121,118,,3,37,0,
55WN00130,55,2,4428,1,24,240,3622,1,11,25,1,3,70,130,1,3,10,1,77,11,03,08,07,038,12,2,2,1,26,3,1,1,1,3446,1,1,500,1,11,24,1,,1,137,120,,,,0,
55WN00131,55,1,4429,1,32,320,3092,1,11,25,1,5,70,130,1,2,06,1,69,14,04,08,06,031,14,2,2,1,21,4,1,1,,7491,1,1,438,1,11,32,1,5,1,97,120,,3,10,0,
55WN00132,55,2,4430,1,23,230,3402,1,11,24,1,4,70,130,1,3,06,1,78,13,03,08,05,033,15,2,3,2,22,4,1,1,,3856,1,1,526,1,11,23,1,,1,119,96,,7,,0,
