UID,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DB1,DBRD,LINBR,TBR50,ADAM,WNAGE_60,WNAGE,CLR,HORN,BELLY,JAW,WNWT,F,N,T,C,L,CRIMP,SIDE,THIGH,THSCO,C4953,SIRE,SB1,C59,ADG,ADG6061,LBRD,LNDAM,TM,ADG67,BAND,IDX,BRWT,ABN,DISP,CADAM_25,TBRE,CTBR,C79,C80
58WN00001,58,2,2076,0,00,325,0536,2,14,,5,6,99,159,1,1,05,2,72,08,04,09,07,037,16,2,2,1,,,,,405,33,10,51,0,0,1,117,76,,2,4,5,2,0,-
58WN00002,58,2,2077,0,00,325,0536,2,14,,5,6,99,159,1,1,05,1,61,09,03,10,09,036,14,1,2,2,,,,,343,28,10,51,0,0,1,109,64,,2,4,5,2,0,-
58WN00003,58,2,2079,0,00,805,7712,3,17,,3,4,99,159,1,1,08,1,62,11,04,09,10,048,14,2,4,3,,,,,351,28,10,72,0,8,1,100,62,,2,4,3,3,0,-
58WN00004,58,1,2082,0,00,660,7372,3,17,,1,5,99,159,1,6,05,2,83,12,04,09,08,038,16,2,2,1,,,,,464,38,10,62,0,8,1,99,92,,3,4,1,1,0,-
58WN00005,58,2,2084,0,00,490,1284,2,14,,1,5,99,159,1,1,04,1,86,10,03,07,06,046,13,2,2,1,,,,,464,39,10,49,0,1,1,120,122,,2,4,1,1,0,-
58WN00006,58,2,2085,0,00,220,1203,2,14,,5,5,99,159,1,6,11,2,86,10,03,09,09, 45,16,1,2,2,,,,,488,39,10,22,0,2,7,134,84,,,4,5,2,0,-
58WN00007,58,1,2086,0,00,220,1203,2,14,,5,5,99,159,1,7,10,2,115,10,03,08,09, 40,14,2,2,1,,,,,664,53,10,22,0,3,7,155,94,,3,4,5,2,0,-
58WN00008,58,2,2087,0,00,835,7005,3,17,,5,6,99,159,1,3,05,2,100,09,05,06,07,047,13,2,2,1,,,,,560,47,10,71,0,1,1,141,110,,2,4,5,2,0,-
58WN00009,58,2,2088,0,00,835,7005,3,17,,5,6,99,159,1,1,09,1,83,11,04,10,08,045,14,2,3,2,,,,,459,38,10,71,0,6,1,124,100,,2,4,5,2,0,-
58WN00010,58,1,2089,0,00,720,8245,3,17,,1,3,99,159,1,6,06,1,94,10,03,07,09,039,11,2,3,2,,,,,523,44,10,70,0,0,1,123,108,,3,3,1,1,0,-
58WN00011,58,1,2091,0,00,710,8309,3,17,,3,3,99,159,1,4,08,2,98,09,03,09,09, 45,16,2,2,1,,,,,555,44,10,70,0,6,7,140,98,,6,3,3,3,0,-
58WN00012,58,2,2092,0,00,620,7519,3,17,,3,5,99,159,1,1,06,1,94,09,03,06,07,041,14,2,2,1,,,,,530,44,10,62,0,8,1,144,98,,,4,3,3,0,-
58WN00013,58,1,2093,0,00,620,7519,3,17,,3,5,99,159,1,6,10,3,91,12,03,08,09, 48,11,2,2,1,,,,,512,41,10,62,0,3,7,120,96,,3,4,3,3,0,-
58WN00014,58,2,2094,0,00,620,7758,3,17,,5,4,99,159,2,3,10,1,72,10,03,10,09,038,12,3,3,1,,,,,394,33,10,62,0,3,1,120,94,,,4,5,2,0,-
58WN00015,58,2,2095,0,00,620,7758,3,17,,5,4,99,159,1,3,05,2,73,09,03,09,10,041,13,2,3,2,,,,,406,34,10,62,0,4,1,130,84,,,4,5,2,0,-
58WN00016,58,1,2096,0,00,909,7869,3,17,,3,4,99,159,1,7,09,2,103,10,03,09,08, 44,18,1,2,2,,,,,586,47,10,71,0,6,7,137,98,,3,4,3,3,0,-
58WN00017,58,1,2098,0,00,720,7487,3,17,,3,5,99,159,1,7,07,2,82,12,04,10,10, 50,12,2,3,2,,,,,452,36,10,70,0,6,7,30,102,,3,4,3,3,0,-
58WN00018,58,1,2099,0,00,720,7487,3,17,,3,5,99,159,2,7,05,1,82,14,03,07,10,051,14,2,2,1,,,,,453,38,10,70,0,5,1,110,100,6,3,4,3,3,0,-
58WN00019,58,1,2102,0,00,519,1868,0,10,,1,3,99,159,1,7,10,1,81,12,03,11,12, 40,18,1,2,2,,,,,430,35,10,69,0,1,7,111,126,,3,3,1,1,0,-
58WN00020,58,1,2103,0,00,591,1766,0,10,,3,4,99,159,1,5,11,2,95,12,03,09,09, 42,11,2,2,1,,,,,536,43,10,69,0,7,7,121,98,,3,4,3,3,0,-
58WN00021,58,1,2104,0,00,591,1766,0,10,,3,4,99,159,1,4,06,1,80,11,03,09,09,040,16,2,3,2,,,,,447,38,10,69,0,2,1,109,90,,3,4,3,3,0,-
58WN00022,58,2,2105,0,00,321,3816,1,11,,1,5,99,159,2,1,09,2,91,10,03,07,09,046,9,2,3,2,,,,,519,44,10,32,0,6,1,135,84,,,4,1,1,0,-
58WN00023,58,2,2106,0,00,200,3575,1,11,,3,7,99,159,1,3,05,1,76,10,04,07,09,037,16,2,2,1,,,,,433,37,10,20,0,2,1,113,72,,,5,3,3,0,-
58WN00024,58,2,2107,0,00,580,7403,3,17,,5,5,99,159,1,1,06,2,79,10,03,09,09,040,14,2,2,1,,,,,428,37,10,62,0,0,1,129,110,,,4,5,2,0,-
58WN00025,58,2,2108,0,00,580,7403,3,17,,5,5,99,159,1,1,08,2,82,09,03,08,09,037,14,2,2,1,,,,,464,40,10,62,0,1,1,135,82,,,4,5,2,0,-
58WN00026,58,1,2110,0,00,240,3694,1,11,,5,6,99,159,1,5,04,2,95,10,05,08,09,038,12,2,3,2,,,,,533,46,10,24,0,3,1,133,102,,3,4,5,2,0,-
58WN00027,58,2,2111,0,00,240,3694,1,11,,5,6,99,159,1,1,06,1,74,09,05,10,08,033,18,2,2,1,,,,,419,36,10,24,0,4,1,115,74,,,4,5,2,0,-
58WN00028,58,1,2112,0,00,320,3719,1,11,,1,6,99,159,1,1,10,2,119,09,03,09,09, 46,18,1,2,2,,,,,664,55,10,32,0,0,7,161,134,,3,4,1,1,0,-
58WN00029,58,2,2113,0,00,730,7833,3,17,,1,4,99,159,1,3,05,2,82,11,04,08,06,046,14,2,3,2,,,,,447,39,10,70,0,0,1,111,110,,,4,1,1,0,-
58WN00030,58,2,2114,0,00,490,2194,2,14,,1,4,99,159,1,3,04,1,73,10,04,10,08,039,16,2,2,1,,,,,389,34,10,49,0,0,1,107,112,,,4,1,1,0,-
58WN00031,58,1,2115,0,00,475,1781,2,14,,3,4,99,159,1,5,06,1,70,10,04,06,08,039,12,2,3,2,,,,,381,33,10,46,0,3,1,102,94,,3,4,3,3,0,-
58WN00032,58,2,2116,0,00,,6993,4,40,,1,6,89,149,1,4,09,2,71,13,04,09,08,044,14,2,3,2,,,,,411,41,10,05,0,1,1,109,98,,2,4,1,1,0,
58WN00033,58,2,2117,0,69,581,1781,0,10,,4,4,83,143,1,4,06,1,71,10,04,10,09,041,14,2,2,1,,4645,1,,435,43,10,69,5,5,1,129,88,,,4,3,3,0,
58WN00034,58,1,2118,0,69,581,1781,0,10,,3,4,83,143,1,7,07,1,88,11,04,08,08,037,14,2,2,1,,4645,1,,550,55,10,69,5,0,1,131,94,1,3,4,3,3,0,
58WN00035,58,1,2119,0,69,691,1758,0,10,,5,4,83,143,1,5,09,1,81,09,04,11,09,034,18,2,2,1,,3248,2,,492,49,10,69,5,2,1,142,106,,3,4,5,2,0,
58WN00036,58,2,2120,0,69,691,1758,0,10,,5,4,83,143,1,2,09,1,72,11,04,10,08,036,18,2,2,1,,3248,2,,441,44,10,69,5,1,1,126,90,,2,4,5,2,0,
58WN00037,58,2,2121,0,69,641,1816,0,10,,1,3,81,141,1,1,05,2,91,08,04,08,07,040,16,2,2,1,,3387,2,,559,55,10,69,5,9,1,150,122,,,3,1,1,0,
58WN00038,58,2,2123,0,69,621,1769,0,10,,3,4,80,140,1,1,08,1,81,10,03,09,08,039,14,2,2,1,,4799,1,,509,50,10,69,5,9,1,139,98,,,4,3,3,0,
58WN00039,58,2,2124,0,69,611,1687,0,10,,4,6,80,140,1,4,07,2,87,09,03,07,07,040,14,2,2,1,,4585,1,,553,55,10,68,5,3,1,148,96,,,4,3,3,0,
58WN00040,58,1,2125,0,69,611,1687,0,10,,3,6,80,140,1,7,09,2,104,08,04,07,07,037,14,2,2,1,,4585,1,,679,67,10,68,5,9,1,160,90,,,4,3,3,0,
58WN00041,58,1,2126,0,69,399,1949,0,10,,1,2,80,140,1,7,05,1,90,10,04,07,09,043,12,2,2,1,,0396,2,,561,56,10,69,4,1,1,148,114,,,2,1,1,0,
58WN00042,58,2,2128,0,69,661,1694,0,10,,1,6,80,140,2,1,05,1,88,09,03,07,07,047,13,2,2,1,,3195,2,,537,53,10,68,5,7,1,151,128,,,4,1,1,0,
58WN00043,58,1,2130,0,69,398,1696,0,10,,1,6,79,139,1,7,06,1,102,13,04,08,08,041,14,2,2,1,,1714,2,,650,65,10,68,4,0,1,137,116,,3,4,1,1,0,
58WN00044,58,1,2131,0,69,551,1913,0,10,,1,2,79,139,1,7,09,1,71,10,03,10,10,038,20,2,2,1,,4377,1,,442,44,10,69,5,2,1,132,96,,3,2,1,1,0,
58WN00045,58,1,2132,0,69,408,1952,0,10,,1,2,79,139,1,7,07,2,92,09,04,09,08,043,16,2,2,1,,3087,2,,576,57,10,69,4,6,1,153,120,,3,2,1,1,0,
58WN00046,58,2,2133,0,69,661,1835,0,10,,1,3,79,139,1,1,07,1,86,10,03,07,06,045,10,2,2,1,,3195,2,,542,54,10,69,5,2,1,141,106,,,3,1,1,0,
58WN00047,58,1,2134,0,69,469,1751,0,10,,4,4,79,139,1,7,06,1,87,08,03,08,10,044,13,2,2,1,,1994,2,,564,56,10,69,4,4,1,160,86,,,4,3,3,0,
58WN00048,58,2,2135,0,69,469,1751,0,10,,3,4,79,139,1,4,05,1,82,10,03,09,07,040,14,2,2,1,,1994,2,,527,52,10,69,4,7,1,139,88,,,4,3,3,0,
58WN00049,58,1,2136,0,69,651,1972,0,10,,1,2,79,139,1,1,06,2,87,09,03,08,08,037,12,2,2,1,,3112,2,,547,54,10,69,5,7,1,147,110,,,2,1,1,0,
58WN00050,58,1,2137,0,69,399,1885,0,10,,1,3,79,139,1,7,10,1,93,09,03,08,09,034,18,2,2,1,,0396,2,,578,57,10,69,4,8,1,149,126,,,3,1,1,0,
58WN00051,58,1,2138,0,69,561,1666,0,10,,1,6,79,139,1,7,05,2,87,13,04,06,08,045,13,2,3,2,,4706,1,,542,54,10,68,5,2,1,124,116,,3,4,1,1,0,
58WN00052,58,1,2140,0,69,329,1967,0,10,,1,2,78,138,2,4,10,1,98,09,04,07,07,039,14,2,2,1,,5016,1,,620,62,10,69,4,0,1,153,124,,,2,1,1,0,
58WN00053,58,2,2141,0,69,571,1887,0,10,,1,3,78,138,1,4,07,1,83,09,04,08,07,040,14,2,3,2,,4610,1,,530,53,10,69,5,0,1,139,98,,,3,1,1,0,
58WN00054,58,1,2142,0,69,469,1644,0,10,,1,7,78,138,1,7,10,1,101,11,05,07,08,036,18,1,2,2,,1994,2,,645,64,10,68,4,5,1,139,120,,3,5,1,1,0,
58WN00055,58,1,2144,0,69,651,1759,0,10,,3,4,77,137,1,4,06,1,101,09,03,05,07,037,16,2,2,1,,3112,2,,663,66,10,69,5,3,1,157,102,,,4,3,3,0,
58WN00056,58,2,2145,0,69,349,1673,0,10,,1,6,77,137,1,4,05,2,94,10,04,06,05,046,14,2,2,1,,4079,1,,596,59,10,68,4,6,1,144,124,,,4,1,1,0,
58WN00057,58,1,2146,0,69,681,1966,0,10,,3,2,77,137,1,4,07,2,82,10,04,08,08,036,16,2,2,1,,2928,2,,534,53,10,69,5,4,1,136,88,,,2,3,3,0,
58WN00058,58,1,2147,0,69,681,1966,0,10,,4,2,77,137,1,6,09,2,81,10,03,09,10,039,16,2,2,1,,2928,2,,533,53,10,69,5,3,1,146,80,,3,2,3,3,0,
58WN00059,58,2,2148,0,69,409,1867,0,10,,5,3,77,137,1,1,09,1,79,10,03,08,08,039,16,2,2,1,,2435,2,,502,50,10,69,4,2,1,146,102,,,3,5,2,0,
58WN00060,58,2,2149,0,69,409,1867,0,10,,5,3,77,137,1,3,08,1,59,09,03,12,12,039,16,1,1,1,,2435,2,,347,34,10,69,4,7,1,142,114,,,3,5,2,0,
58WN00061,58,1,2150,0,69,621,1690,0,10,,1,6,77,137,1,7,07,1,111,12,03,07,07,041,13,2,2,1,,4799,1,,731,73,10,68,5,1,1,152,108,,,4,1,1,0,
58WN00062,58,1,2151,0,69,561,1914,0,10,,5,2,76,136,1,7,09,1,76,11,03,10,10,039,12,2,2,1,,4706,1,,497,49,10,69,5,7,1,144,84,,3,2,5,2,0,
58WN00063,58,1,2152,0,69,561,1914,0,10,,5,2,76,136,1,7,09,2,73,12,03,10,09,033,14,2,2,1,,4706,1,,484,48,10,69,5,4,1,129,72,,3,2,5,2,0,
58WN00064,58,2,2153,0,69,701,1935,0,10,,1,2,76,136,2,1,08,2,70,10,03,08,10,043,13,2,2,1,,3083,2,,437,43,10,69,5,7,1,140,106,,,2,1,1,0,
58WN00065,58,1,2154,0,69,551,1762,0,10,,1,4,76,136,1,7,07,1,97,11,03,08,09,038,12,2,2,1,,4377,1,,621,62,10,69,5,1,1,147,126,,6,4,1,1,0,
58WN00066,58,2,2155,0,69,479,1951,0,10,,1,2,75,135,1,3,10,2,72,10,03,10,12,039,18,2,2,1,,2461,2,,455,45,10,69,4,5,1,145,106,,,2,1,1,0,
58WN00067,58,1,2156,0,69,348,1712,0,10,,5,4,75,135,1,7,09,1,90,09,03,08,09,037,13,2,2,1,,4458,1,,601,60,10,69,4,1,1,160,88,,,4,5,2,0,
58WN00068,58,1,2157,0,69,348,1712,0,10,,5,4,75,135,1,7,05,1,81,08,03,09,09,036,13,2,2,1,,4458,1,,539,53,10,69,4,9,1,155,82,,,4,5,2,0,
58WN00069,58,2,2158,0,69,681,1792,0,10,,1,5,74,134,1,3,09,2,89,09,03,08,08,038,16,2,2,1,,2928,2,,576,57,10,68,5,6,1,151,118,,,4,1,1,0,
58WN00070,58,1,2159,0,69,591,1895,0,10,,1,2,74,134,1,7,05,1,88,09,03,09,10,034,13,2,2,1,,4774,1,,575,57,10,69,5,5,1,153,110,,,2,1,1,0,
58WN00071,58,2,2161,0,69,479,1706,0,10,,1,6,74,134,1,4,06,1,73,09,03,09,09,034,11,2,2,1,,2461,2,,463,46,10,68,4,3,1,135,110,,,4,1,1,0,
58WN00072,58,2,2162,0,69,499,1926,0,10,,1,2,74,134,1,1,05,1,65,10,03,11,10,037,12,2,2,1,,3080,2,,418,41,10,69,4,8,1,132,90,,,2,1,1,0,
58WN00073,58,1,2163,0,69,571,1962,0,10,,1,2,73,133,1,7,08,1,92,12,03,07,08,038,16,2,2,1,,4610,1,,617,61,10,69,5,7,1,140,100,,3,2,1,1,0,
58WN00074,58,1,2164,0,69,611,1857,0,10,,5,3,73,133,1,7,08,1,69,11,04,11,10,033,16,1,2,2,,4585,1,,451,45,10,69,5,1,1,126,90,,3,3,5,2,0,
58WN00075,58,1,2165,0,69,611,1857,0,10,,5,3,73,133,1,7,09,1,84,09,03,08,09,036,16,2,3,2,,4585,1,,561,56,10,69,5,1,1,154,94,,,3,5,2,0,
58WN00076,58,1,2166,0,69,701,1806,0,10,,1,3,73,133,1,5,05,2,84,09,04,09,10,038,16,2,2,1,,3083,2,,544,54,10,69,5,4,1,144,116,,3,3,1,1,0,
58WN00077,58,1,2167,0,69,399,1733,0,10,,1,4,72,132,1,7,06,1,90,10,06,08,09,027,13,2,2,1,,0396,2,,576,57,10,69,4,6,1,128,140,,3,4,1,1,0,
58WN00078,58,1,2169,0,69,468,1647,0,10,,4,7,72,132,2,7,10,1,88,12,04,09,09,036,18,1,2,2,,1575,2,,592,59,10,68,4,2,1,132,98,,3,5,3,3,0,
58WN00079,58,1,2170,0,69,468,1647,0,10,,3,7,72,132,1,7,10,6,97,11,03,07,07,040,12,2,2,1,,1575,2,,655,65,10,68,4,5,1,147,106,,3,5,3,3,0,
58WN00080,58,2,2172,0,69,671,1668,0,10,,1,6,72,132,2,1,09,1,62,08,03,11,11,034,14,2,2,1,,2504,2,,386,38,10,68,5,6,1,136,110,,,4,1,1,0,
58WN00081,58,2,2173,0,69,398,1776,0,10,,5,4,72,132,1,3,10,1,61,09,04,10,09,038,14,2,3,2,,1714,2,,395,39,10,69,4,5,1,133,88,,,4,5,2,0,
58WN00082,58,1,2174,0,69,398,1776,0,10,,5,4,72,132,1,7,08,1,77,11,04,09,09,035,18,2,2,1,,1714,2,,514,51,10,69,4,4,1,133,92,,3,4,5,2,0,
58WN00083,58,1,2175,0,69,328,1829,0,10,,3,3,71,131,1,5,08,1,79,12,04,09,09,038,14,2,2,1,,4657,1,,533,53,10,69,4,3,1,125,92,,3,3,3,3,0,
58WN00084,58,1,2176,0,69,328,1829,0,10,,4,3,71,131,1,4,10,1,68,12,03,11,10,036,16,2,2,1,,4657,1,,449,44,10,69,4,9,1,120,92,,3,3,3,3,0,
58WN00085,58,2,2177,0,69,499,1869,0,10,,1,3,71,131,1,3,05,2,83,10,03,09,08,039,18,2,2,1,,3080,2,,568,56,10,69,4,8,1,142,86,,,3,1,1,0,
58WN00086,58,1,2178,0,69,328,1655,0,10,,4,6,71,131,1,5,08,2,79,10,04,11,11,040,11,2,2,1,,4657,1,,521,52,10,68,4,1,1,142,108,,3,4,3,3,0,
58WN00087,58,2,2179,0,69,328,1655,0,10,,3,6,71,131,1,1,05,2,75,11,03,10,10,039,14,2,3,2,,4657,1,,498,49,10,68,4,8,1,138,98,,,4,3,3,0,
58WN00088,58,2,2180,0,69,631,1844,0,10,,1,3,71,131,1,1,08,1,71,10,03,09,10,042,14,2,3,2,,1857,2,,455,45,10,69,5,5,1,138,114,,,3,1,1,0,
58WN00089,58,1,2182,0,69,498,1919,0,10,,1,2,72,132,1,7,13,1,60,11,04,13,10,028,14,2,2,1,,3125,2,,358,35,10,69,4,8,5,107,128,,3,2,1,1,0,
58WN00090,58,2,2183,0,69,601,1915,0,10,,1,2,70,130,1,3,05,1,75,09,04,11,09,039,16,2,2,1,,4687,1,,497,49,10,69,5,7,1,144,104,,,2,1,1,0,
58WN00091,58,2,2184,0,69,328,1827,0,10,,1,3,70,130,1,1,05,1,83,10,03,09,09,043,12,2,2,1,,4657,1,,545,54,10,69,4,5,1,148,122,,,3,1,1,0,
58WN00092,58,1,2185,0,69,631,1650,0,10,,5,6,69,129,1,4,06,1,66,11,03,10,11,040,14,2,2,1,,1857,2,,431,43,10,68,5,1,1,136,104,6,3,4,5,2,0,
58WN00093,58,2,2186,0,69,631,1650,0,10,,5,6,69,129,1,1,06,1,55,12,03,12,10,034,14,2,2,1,,1857,2,,350,35,10,68,5,0,1,117,98,,2,4,5,2,0,
58WN00094,58,2,2187,0,69,479,1757,0,10,,3,4,69,129,1,4,08,2,75,08,04,10,09,036,16,2,2,1,,2461,2,,509,50,10,69,4,9,1,145,94,,,4,3,3,0,
58WN00095,58,1,2189,0,69,701,1990,0,10,,1,2,69,129,1,5,08,1,72,12,03,09,10,031,16,1,2,2,,3083,2,,476,47,10,69,5,6,1,122,106,,3,2,1,1,0,
58WN00096,58,2,2190,0,69,348,1942,0,10,,1,2,71,131,1,2,06,2,73,10,04,08,09,043,13,2,4,3,,4458,1,,476,47,10,69,4,6,5,137,106,,,2,1,1,0,
58WN00097,58,1,2191,0,69,641,1695,0,10,,4,6,70,130,1,4,10,2,77,11,04,11,09,033,14,2,2,1,,3387,2,,518,51,10,68,5,8,5,124,96,,3,4,3,3,0,
58WN00098,58,2,2192,0,69,641,1695,0,10,,3,6,70,130,2,2,07,1,78,11,03,09,08,038,14,1,2,2,,3387,2,,522,52,10,68,5,2,5,133,102,1,2,4,3,3,0,
58WN00099,58,1,2193,0,69,581,1974,0,10,,1,2,70,130,1,7,11,2,95,14,03,07,08,041,14,3,4,2,,4645,1,,652,65,10,69,5,2,5,135,102,4,3,2,1,1,0,
58WN00100,58,1,2194,0,69,551,1658,0,10,,1,6,70,130,1,7,08,2,74,14,04,11,09,040,13,2,2,1,,4377,1,,475,47,10,68,5,5,5,108,122,,3,4,1,1,0,
58WN00101,58,2,2195,0,69,519,1731,0,10,,5,4,70,130,1,3,06,1,49,09,03,13,11,035,14,2,2,1,,2579,2,,322,32,10,69,4,2,5,128,72,,2,4,5,2,0,
58WN00102,58,1,2196,0,69,519,1731,0,10,,5,4,70,130,1,7,05,1,79,10,04,09,09,034,16,1,2,2,,2579,2,,531,53,10,69,4,1,5,139,100,4,3,4,5,2,0,
58WN00103,58,1,2197,0,69,591,1682,0,10,,5,6,69,129,1,7,08,2,88,15,04,09,08,035,13,1,2,2,,4774,1,,605,60,10,68,5,5,5,121,100,4,3,4,5,2,0,
58WN00104,58,2,2198,0,69,591,1682,0,10,,5,6,69,129,1,4,09,1,68,13,03,13,09,033,14,1,2,2,,4774,1,,462,46,10,68,5,2,5,121,84,,2,4,5,2,0,
58WN00105,58,1,2199,0,69,641,1803,0,10,,4,3,68,128,1,2,08,4,94,13,05,08,06,039,16,2,2,1,,3387,2,,672,67,10,69,5,2,5,124,80,,3,3,3,3,0,
58WN00106,58,2,2200,0,69,641,1803,0,10,,3,3,68,128,1,1,06,1,76,12,05,09,08,039,14,2,2,1,,3387,2,,538,53,10,69,5,8,5,120,72,,2,3,3,3,0,
58WN00107,58,2,2201,0,82,478,1685,0,10,,5,6,68,128,1,3,07,2,76,10,04,10,09,045,11,2,2,1,,0603,2,,516,51,10,68,7,6,5,148,100,,,4,5,2,0,
58WN00108,58,2,2202,0,82,478,1685,0,10,,5,6,68,128,1,3,05,1,80,10,04,08,07,041,12,2,2,1,,0603,2,,547,54,10,68,7,7,5,144,100,,,4,5,2,0,
58WN00109,58,1,2203,0,69,601,1931,0,10,,5,2,67,127,1,7,10,2,69,09,03,11,10,033,11,2,2,1,,4687,1,,480,48,10,69,5,0,5,145,80,,3,2,5,2,0,
58WN00110,58,1,2204,0,69,601,1931,0,10,,5,2,67,127,1,7,10,4,79,12,04,09,10,035,14,1,2,2,,4687,1,,546,54,10,69,5,6,5,138,96,,3,2,5,2,0,
58WN00111,58,1,2205,0,69,408,1821,0,10,,5,3,67,127,1,7,09,2,89,10,03,09,09,042,13,2,2,1,,3087,2,,624,62,10,69,4,4,5,159,98,,,3,5,2,0,
58WN00112,58,1,2206,0,69,408,1821,0,10,,5,3,67,127,1,5,09,2,65,10,04,11,11,035,13,2,2,1,,3087,2,,441,44,10,69,4,1,5,132,90,3,3,3,5,2,0,
58WN00113,58,2,2207,0,69,691,1898,0,10,,1,2,67,127,1,1,06,2,83,10,03,08,08,042,12,2,2,1,,3248,2,,561,56,10,69,5,1,5,149,118,,,2,1,1,0,
58WN00114,58,1,2208,0,69,409,1756,0,10,,3,4,66,126,1,7,07,2,70,10,03,11,10,030,16,2,2,1,,2435,2,,503,50,10,69,4,3,5,128,66,4,3,4,3,3,0,
58WN00115,58,2,2209,0,69,349,1789,0,10,,1,4,66,126,1,4,09,2,95,09,03,08,06,042,16,2,2,1,,4079,1,,648,64,10,69,4,8,5,157,134,,,4,1,1,0,
58WN00116,58,2,2211,0,69,329,1692,0,10,,5,6,63,123,1,4,10,2,67,10,03,11,08,037,14,2,2,1,,5016,1,,467,46,10,68,4,7,5,137,96,,,4,5,2,0,
58WN00117,58,1,2212,0,69,329,1692,0,10,,5,6,63,123,1,7,09,2,82,09,04,11,10,031,14,1,2,2,,5016,1,,584,58,10,68,4,4,5,150,102,4,3,4,5,2,0,
58WN00118,58,2,2213,0,69,661,1812,0,10,,5,3,59,119,1,1,08,2,54,08,03,13,09,036,18,1,2,2,,3195,2,,373,37,10,69,5,3,5,138,96,,,3,5,2,0,
58WN00119,58,2,2214,0,69,661,1812,0,10,,5,3,59,119,1,1,09,2,65,09,03,10,08,037,10,4,4,1,,3195,2,,471,47,10,69,5,1,5,142,90,,,3,5,2,0,
58WN00120,58,2,2215,0,69,498,1676,0,10,,3,6,63,123,1,3,09,1,76,12,04,11,09,035,16,2,2,1,,3125,2,,517,51,10,68,4,7,9,129,124,,2,4,3,3,0,
58WN00121,58,2,5029,1,32,320,3861,1,11,18,9,5,83,143,1,3,10,2,71,10,03,08,09,043,14,2,2,1,,4657,1,,422,42,11,32,1,2,1,147,106,,2,4,8,2,0,
58WN00122,58,2,5030,1,32,320,3861,1,11,18,9,5,83,143,2,1,05,2,71,10,03,11,10,036,14,2,2,1,,4657,1,,428,42,11,32,1,8,1,146,98,,,4,8,2,0,
58WN00123,58,2,5031,1,20,200,3686,1,11,29,3,6,83,143,2,3,09,1,55,10,04,11,10,035,18,2,2,1,,4377,1,,330,33,11,20,1,0,1,121,78,,2,4,3,3,0,
58WN00124,58,2,5033,1,32,320,4679,1,11,24,1,2,81,141,2,1,08,2,68,13,03,10,10,034,16,1,2,2,,4657,1,,417,41,11,32,1,7,1,123,92,,2,2,1,1,0,
58WN00125,58,1,5034,1,27,270,4080,1,11,30,1,4,81,141,1,7,09,1,68,11,03,11,11,033,16,2,2,1,,4585,1,,421,42,11,27,1,1,1,129,86,,3,4,1,1,0,
58WN00126,58,2,5035,1,24,240,4340,1,11,33,4,4,80,140,1,1,07,2,80,11,03,08,08,041,13,2,2,1,,4766,1,,507,50,11,24,1,7,1,146,90,,,4,3,3,0,
58WN00127,58,1,5036,1,24,240,4340,1,11,33,3,4,80,140,1,2,07,4,88,11,04,08,09,036,16,2,2,1,,4766,1,,550,55,11,24,1,0,1,145,110,,,4,3,3,0,
58WN00128,58,2,5037,1,27,270,4695,1,11,30,1,2,80,140,1,3,05,1,72,09,03,08,09,041,12,2,2,1,,4585,1,,436,43,11,27,1,6,1,152,110,,,2,1,1,0,
58WN00129,58,1,5038,1,27,270,3745,1,11,31,5,6,80,140,1,7,12,1,92,08,04,07,08,041,14,2,3,2,,4585,1,,593,59,11,27,1,3,1,172,90,,,4,5,2,0,
58WN00130,58,2,5039,1,27,270,3745,1,11,31,5,6,80,140,1,3,06,1,46,09,03,12,13,030,14,2,2,1,,4585,1,,267,26,11,27,1,7,1,135,86,,,4,5,2,0,
58WN00131,58,1,5041,1,24,240,4460,1,11,33,3,3,80,140,1,3,10,2,69,13,04,10,10,030,13,2,2,1,,4766,1,,436,43,11,24,1,6,1,115,80,,3,3,3,3,0,
58WN00132,58,1,5043,1,20,200,3741,1,11,25,1,6,80,140,1,7,06,1,49,10,03,13,12,028,18,2,2,1,,4377,1,,287,28,11,20,1,7,1,113,88,,3,4,1,1,0,
58WN00133,58,2,5044,1,64,650,4626,1,11,,1,2,80,140,2,1,09,1,79,09,03,07,08,049,11,2,2,1,,3112,2,,477,47,11,63,5,7,1,151,122,,3,2,1,1,0,
58WN00134,58,1,5045,1,24,240,4201,1,11,30,3,4,79,139,1,4,08,1,68,10,03,10,10,035,12,2,2,1,,4766,1,,424,42,11,24,1,4,1,136,90,,6,4,3,3,0,
58WN00135,58,2,5046,1,24,240,4201,1,11,30,4,4,79,139,1,1,04,2,69,11,03,09,08,042,11,2,2,1,,4766,1,,437,43,11,24,1,7,1,135,82,,,4,3,3,0,
58WN00136,58,1,5047,1,32,320,3939,1,11,24,5,5,79,139,1,5,09,2,79,14,03,09,11,035,12,2,2,1,,4657,1,,501,50,11,32,1,1,1,135,94,,3,4,5,2,0,
58WN00137,58,1,5048,1,32,320,3939,1,11,24,5,5,79,139,1,3,08,2,58,14,03,11,11,037,9,2,2,1,,4657,1,,365,36,11,32,1,5,1,115,72,,3,4,5,2,0,
58WN00138,58,2,5049,1,27,270,4109,1,11,25,5,4,79,139,1,3,09,2,66,12,03,10,12,037,16,2,3,2,,4585,1,,419,41,11,27,1,9,1,140,78,,2,4,5,2,0,
