UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT,EBVLWW,TAIL1,TAIL2,DNA,INBRL,ADGBV,ADGACC,MADGBV,MADGACC,FLBVB,FLBVR,SAGE,STUDY
03WN00001,103050403,03,H0403,05,2,88,30,e12,8,2,2,1.0,1,1,1,89,224,135,5,6.9,43,66,0.438,59,1,1,,,0,M,  3,,,A8820,04,A9241,04,83,2,92,261,5,5,88,2.1,122.2,2,70,82,,0,0,,0.055,,,,,,,,Poly
03WN00002,103050404,03,H0404,05,2,88,30,e12,8,2,2,1.0,1,1,1,89,224,135,3,7.4,52,74,0.493,67,1,1,,,0,M,  2,,,A8820,04,A9241,04,83,2,92,261,5,5,93,2.1,122.2,2,80,83,,0,0,,0.055,,,,,,,,Poly
03WN00003,103050405,03,H0405,05,2,88,30,e12,5,1,1,1.0,1,1,1,89,224,135,6,8.3,57,76,0.501,68,1,1,,,0,M,  1,,,A8820,04,A9239,04,83,2,92,261,1,1,88,2.0,110.6,2,83,87,,0,0,,0.055,,,,,,,,Poly
03WN00004,103050406,03,H0406,05,2,88,30,e10,5,1,1,1.0,1,1,1,89,224,135,8,5.5,55,81,0.559,73,1,1,,,0,M,  1,,SMALL ok,A8579,04,A9545,04,81,2,92,261,1,1,91,2.0,111.6,2,88,94,,0,0,,0.067,,,,,,,,Poly
03WN00005,103050407,03,H0407,05,2,88,30,e12,5,1,1,1.0,1,1,1,90,224,134,1,10.3,68,93,0.617,84,1,1,,,0,M,.,e.9,,A8820,04,A9083,04,82,1,,,1,1,98,2.0,113.8,1,100,,,0,0,,0.071,,,,,,,,Poly
03WN00006,103050408,03,H0408,05,2,88,30,e12,5,1,1,1.0,1,1,1,90,224,134,8,7.9,58,79,0.531,72,1,1,,,0,M,.,,BRITCHY wasZ,A8820,04,A9969,04,84,3,93,260,1,1,90,2.0,111.4,3,88,88,,0,0,,0.057,,,,,,,,PPL
03WN00007,103050409,03,H0409,05,2,88,30,e12,8,2,1,1.0,1,1,1,91,224,133,6,6.7,52,70,0.476,64,1,1,,,0,M,  2,,,A8820,04,A9964,04,83,2,92,261,3,2,85,2.1,109.8,2,79,84,,0,0,,0.047,,,,,,,,Poly
03WN00008,103050411,03,H0411,05,1,88,30,e13,8,2,2,1.0,1,1,1,91,224,133,12,10.8,63,87,0.573,80,1,1,,,0,M,.,,,A8879,04,P0231,05,84,3,93,258,5,3,94,2.1,125.8,3,97,,,0,0,,0.046,,,,,,,,
03WN00009,103050412,03,H0412,05,2,88,30,e13,8,2,2,1.0,1,1,1,91,224,133,10,7.6,50,70,0.469,64,1,1,,,0,M,  3,,,A8879,04,P0231,05,84,2,92,261,5,7,93,2.1,125.8,2,73,82,,0,0,,0.046,,,,,,,,Poly
03WN00010,103050414,03,H0414,05,2,88,30,e13,8,2,1,1.0,1,1,1,92,224,132,15,7.0,60,86,0.598,79,1,1,,,0,M,  1,,,A8879,04,A9981,04,84,2,92,261,3,2,91,2.1,104.9,2,91,97,,0,0,,0.045,,,,,,,,Poly
03WN00011,103050415,03,H0415,05,2,88,30,e10,8,2,1,1.0,1,1,1,92,224,132,4,7.9,60,84,0.577,77,1,1,,,0,M,  1,,,A8579,04,A9435,04,84,2,92,261,3,2,93,2.1,112.4,2,97,98,,0,0,,0.045,,,,,,,,Poly
03WN00012,103050417,03,H0417,05,2,88,30,e13,8,2,1,1.0,1,1,1,92,224,132,7,9.3,63,88,0.596,81,1,1,,,0,M,.,,DEAD,A8879,04,A9887,04,81,6,01,207,3,2,96,2.1,113.2,6,0,,,0,0,,0.06,,,,,,,,
03WN00013,103050419,03,H0419,05,2,88,30,e13,5,1,1,1.0,1,1,1,92,224,132,9,11.0,73,98,0.659,90,1,1,,,0,M,.,e10,,A8879,04,A9218,04,83,1,,,1,1,101,2.0,115.0,1,97,,,0,0,,0.048,,,,,,,,Poly
03WN00014,103050420,03,H0420,05,2,88,30,e13,8,2,1,1.0,1,1,1,92,224,132,11,6.5,56,74,0.511,68,1,1,,,0,M,  2,,,A8879,04,A9608,04,82,2,92,261,3,2,88,2.1,110.6,2,79,83,,0,0,,0.049,,,,,,,,Poly
03WN00015,103050422,03,H0422,05,2,88,30,e10,8,2,1,1.0,1,1,1,93,224,131,5,8.3,65,86,0.593,79,1,1,,,0,M,.,,X,A8579,04,A9322,04,84,3,93,260,3,2,94,2.1,112.8,3,94,,,0,0,,0.06,,,,,,,,Poly
03WN00016,103050424,03,H0424,05,1,88,30,e10,8,2,1,1.0,1,1,1,93,224,131,4,10.6,78,109,0.751,101,1,1,,,0,M,.,,,A8579,04,P0083,05,83,1,,,3,2,100,2.1,117.2,1,111,,,0,0,,0.028,,,,,,,,
03WN00017,103050426,03,H0426,05,3,88,30,e12,5,1,1,1.0,1,1,1,94,224,130,5,8.7,57,88,0.61,82,1,1,,,0,M,.,,,A8820,04,P0204,05,84,3,93,260,1,1,0,2.0,113.4,3,96,,,0,0,,0.041,,,,,,,,W.
03WN00018,103050427,03,H0427,05,1,88,30,e13,8,2,2,1.0,1,1,1,94,224,130,8,8.9,49,76,0.516,71,1,1,,,0,M,.,,,A8879,04,A9927,04,84,3,93,258,5,7,91,2.1,129.0,3,80,,,0,0,,0.054,,,,,,,,
03WN00019,103050428,03,H0428,05,2,88,30,e13,8,2,2,1.0,1,1,1,94,224,130,8,12.8,66,95,0.632,89,1,1,,,0,M,.,e10,,A8879,04,A9927,04,84,1,,,5,3,107,2.1,129.0,1,98,,,0,0,,0.054,,,,,,,,Poly
03WN00020,103050429,03,H0429,05,3,88,30,e13,8,2,1,1.0,1,1,1,94,224,130,2,9.0,63,86,0.592,80,1,1,,,0,M,.,,,A8879,04,P0323,05,83,3,93,260,3,2,0,2.1,113.0,3,90,,,0,0,,0.041,,,,,,,,W.
03WN00021,103050432,03,H0432,05,2,88,30,e13,8,2,1,1.0,1,1,1,95,224,129,9,11.0,69,92,0.628,86,1,1,,,0,M,.,e10,,A8879,04,P0075,05,83,1,,,3,2,99,2.1,114.2,1,103,,,0,0,,0.059,,,,,,,,Poly
03WN00022,103050436,03,H0436,05,3,88,30,e13,8,2,1,1.0,1,1,1,94,224,130,3,6.8,56,78,0.548,73,1,1,,,0,M,.,,,A8879,04,A9677,04,81,3,93,260,3,2,0,2.1,111.6,3,92,,,0,0,,0.074,,,,,,,,W.
03WN00023,103050437,03,H0437,05,3,88,30,e13,5,1,1,1.0,1,1,1,94,224,130,10,11.7,83,103,0.702,96,1,1,,,0,M,.,,,A8879,04,A9471,04,84,3,93,260,1,1,0,2.0,116.2,3,118,,,0,0,,0.064,,,,,,,,W.
03WN00024,103050439,03,H0439,05,2,88,30,e13,8,2,1,1.0,1,1,1,94,224,130,7,8.5,69,100,0.704,93,1,1,,,0,M,.,e10,,A8879,04,A9318,04,83,1,,,3,2,103,2.1,115.6,1,106,,,0,0,,0.054,,,,,,,,Poly
03WN00025,103050440,03,H0440,05,1,88,30,e10,5,1,1,1.0,1,1,1,94,224,130,10,11.5,72,84,0.558,78,1,1,,,0,M,.,,,A8579,04,A9910,04,84,3,93,258,1,1,87,2.0,112.6,3,91,,,0,0,,0.051,,,,,,,,
03WN00026,103050441,03,H0441,05,1,88,30,e12,8,2,2,1.0,1,1,1,95,224,129,13,5.8,43,66,0.467,62,1,1,,,0,M,.,,DEAD,A8820,04,A9307,04,81,6,01,203,5,7,84,2.1,123.4,6,0,,,0,0,,0.063,,,,,,,,
03WN00027,103050442,03,H0442,05,2,88,30,e12,8,2,2,1.0,1,1,1,95,224,129,3,8.4,54,75,0.516,70,1,1,,,0,M,.,,X,A8820,04,A9307,04,81,3,93,260,5,3,95,2.1,123.4,3,76,,,0,0,,0.063,,,,,,,,Poly
03WN00028,103050443,03,H0443,05,1,88,30,e13,8,2,2,1.0,1,1,1,96,224,128,16,10.2,46,72,0.483,68,1,1,,,0,M,.,,,A8879,04,P0208,05,81,3,93,258,5,4,87,2.1,122.6,3,79,,,0,0,,0.065,,,,,,,,
03WN00029,103050444,03,H0444,05,2,88,30,e13,8,2,2,1.0,1,1,1,96,224,128,7,8.6,41,63,0.425,60,1,1,,,0,M,.,,,A8879,04,P0208,05,81,3,93,260,5,6,89,2.1,122.6,3,65,,,0,0,,0.065,,,,,,,,Poly
03WN00030,103050445,03,H0445,05,3,88,30,e12,8,2,2,1.0,1,1,1,96,224,128,9,6.4,41,68,0.481,64,1,1,,,0,M,.,,HAIRY,A8820,04,A9180,04,82,3,93,260,5,4,0,2.1,122.4,3,75,,,0,0,,0.068,,,,,,,,W.
03WN00031,103050446,03,H0446,05,3,88,30,e12,8,2,2,1.0,1,1,1,96,224,128,1,5.0,41,67,0.484,63,1,1,,,0,M,.,,RAT,A8820,04,A9180,04,82,3,93,260,5,6,0,2.1,122.4,3,71,,,0,0,,0.068,,,,,,,,W.
03WN00032,103050447,03,H0447,05,3,88,30,e12,5,1,1,1.0,1,1,2,96,225,129,6,9.2,51,74,0.502,69,1,1,,,0,M,.,,,A8820,04,A9876,04,83,3,93,260,1,1,0,2.0,110.8,3,84,,,0,0,,0.042,,,,,,,,W.
03WN00033,103050448,03,H0448,05,2,88,30,e13,8,2,2,1.0,1,1,1,96,224,128,12,9.3,54,74,0.505,70,1,1,,,0,M,  2,,,A8879,04,A9597,04,81,2,92,261,5,4,95,2.1,123.6,2,79,85,,0,0,,0.066,,,,,,,,Poly
03WN00034,103050449,03,H0449,05,2,88,30,e13,8,2,2,1.0,1,1,1,96,224,128,2,7.6,46,67,0.464,63,1,1,,,0,M,  3,,,A8879,04,A9597,04,81,2,92,261,5,6,91,2.1,123.6,2,67,75,,0,0,,0.066,,,,,,,,Poly
03WN00035,103050450,03,H0450,05,3,88,30,e12,5,1,1,1.0,1,1,1,97,224,127,15,10.2,69,97,0.683,92,1,1,,,0,M,.,,PNEU.,A8820,04,A9293,04,84,3,93,260,1,1,0,2.0,115.4,3,107,,,0,0,,0.045,,,,,,,,W.
03WN00036,103050451,03,H0451,05,2,88,30,e12,8,2,2,1.0,1,1,2,97,225,128,1,7.0,41,63,0.438,59,1,1,,,0,M,.,,4TEATS,A8820,04,A9359,04,83,3,93,260,5,5,88,2.1,121.0,3,66,,,0,0,,0.052,,,,,,,,Poly
03WN00037,103050452,03,H0452,05,2,88,30,e12,8,2,2,1.0,1,1,2,97,225,128,8,6.4,43,65,0.458,61,1,1,,,0,M,  3,,,A8820,04,A9359,04,83,2,92,261,5,5,89,2.1,121.0,2,71,79,,0,0,,0.052,,,,,,,,Poly
03WN00038,103050453,03,H0453,05,3,88,30,e13,8,2,1,1.0,1,1,2,97,225,128,3,9.5,65,91,0.637,86,1,1,,,0,M,.,,,A8879,04,A9761,04,83,3,93,260,3,2,0,2.1,114.2,3,102,,,0,0,,0.05,,,,,,,,W.
03WN00039,103050456,03,H0456,05,2,88,30,e13,8,2,2,1.0,1,1,2,97,225,128,2,8.6,41,60,0.402,57,1,1,,,0,M,.,,,A8879,04,A9433,04,81,3,93,260,5,5,86,2.1,119.4,3,60,,,0,0,,0.065,,,,,,,,Poly
03WN00040,103050457,03,H0457,05,2,88,30,e13,8,2,2,1.0,1,1,2,97,225,128,10,8.8,36,58,0.384,55,1,1,,,0,M,.,,DEAD,A8879,04,A9433,04,81,6,10,222,5,5,85,2.1,119.4,6,0,,,0,0,,0.065,,,,,,,,
03WN00041,103050458,03,H0458,05,2,88,30,e13,5,1,1,1.0,1,1,2,97,225,128,4,12.0,73,99,0.68,94,1,1,,,0,M,.,,"DEAD, NICE",A8879,04,A9348,04,84,6,10,212,1,1,104,2.0,115.8,6,0,,,0,0,,0.058,,,,,,,,
03WN00042,103050459,03,H0459,05,3,88,30,e12,5,1,1,1.0,1,1,2,97,225,128,4,10.6,67,94,0.652,89,1,1,,,0,M,.,,,A8820,04,A9247,04,84,3,93,260,1,1,0,2.0,114.8,3,96,,,0,0,,0.052,,,,,,,,W.
03WN00043,103050461,03,H0461,05,2,88,30,e13,5,1,1,1.0,1,1,2,97,225,128,8,10.3,62,79,0.537,75,1,1,,,0,M,  1,,BRN.R.EAR,A8879,04,A9089,04,84,2,92,261,1,1,92,2.0,112.0,2,91,85,,0,0,,0.057,,,,,,,,Poly
03WN00044,103050462,03,H0462,05,1,88,30,e13,8,2,2,1.0,1,1,2,98,225,127,1,8.9,41,67,0.457,64,1,1,,,0,M,.,,,A8879,04,A9275,04,81,3,93,258,5,5,85,2.1,122.2,3,67,,,0,0,,0.052,,,,,,,,
03WN00045,103050463,03,H0463,05,2,88,30,e13,8,2,2,1.0,1,1,2,98,225,127,7,7.9,47,65,0.45,62,1,1,,,0,M,.,,X,A8879,04,A9275,04,81,3,93,260,5,5,90,2.1,122.2,3,69,,,0,0,,0.052,,,,,,,,Poly
03WN00046,103050464,03,H0464,05,3,88,30,e10,8,2,1,1.0,1,1,2,98,225,127,3,7.4,63,89,0.643,84,1,1,,,0,M,.,,,A8579,04,P0228,05,82,3,93,260,3,2,0,2.1,123.0,3,92,,,0,0,,0.056,,,,,,,,W.
03WN00047,103050465,03,H0465,05,3,88,30,e10,8,2,1,1.0,1,1,2,98,225,127,10,8.3,70,97,0.698,92,1,1,,,0,M,.,,,A8579,04,P0228,05,82,3,93,260,3,2,0,2.1,123.0,3,98,,,0,0,,0.056,,,,,,,,W.
03WN00048,103050466,03,H0466,05,1,88,30,e12,8,2,2,1.0,1,1,2,98,225,127,2,9.4,49,79,0.548,75,1,1,,,0,M,.,,,A8820,04,P0247,05,83,3,93,258,5,5,92,2.1,127.4,3,87,,,0,0,,0.029,,,,,,,,
03WN00049,103050467,03,H0467,05,1,88,30,e12,8,2,2,1.0,1,1,2,98,225,127,13,8.7,53,81,0.569,77,1,1,,,0,M,.,,,A8820,04,P0247,05,83,3,93,258,5,5,93,2.1,127.4,3,96,,,0,0,,0.029,,,,,,,,
03WN00050,103050468,03,H0468,05,1,88,30,e13,8,2,1,1.0,1,1,2,98,225,127,7,9.8,53,73,0.498,70,1,1,5,,0,M,.,,H5 X,A8879,04,A9916,04,84,3,93,258,3,2,82,2.1,111.0,3,85,,,0,0,,0.037,,,,,,,,
03WN00051,103050470,03,H0470,05,2,88,30,31P,8,2,2,3.0,3,3,2,98,225,127,1,10.3,64,91,0.635,87,1,1,,,0,M,.,e10,MSG 11/4/03,A8315,04,A7385,04,82,7,97,308,5,5,112,2.02,140.4,1,101,,,0,0,,0.067,,,,,,,,Poly
03WN00052,103050471,03,H0471,05,1,88,30,31P,8,2,2,3.0,3,3,2,98,225,127,4,11.8,77,114,0.805,108,1,1,,,0,M,.,,,A8315,04,A7385,04,82,1,,,5,5,113,2.02,140.4,1,121,,,0,0,,0.067,,,,,,,,
03WN00053,103050472,03,H0472,05,2,88,30,e12,5,1,1,1.0,1,1,2,98,225,127,10,7.4,54,79,0.564,75,1,1,,,0,M,.,,"X,HAIRY",A8820,04,A8989,04,84,3,93,260,1,1,92,2.0,112.0,3,85,,,0,0,,0.057,,,,,,,,Poly
03WN00054,103050473,03,H0473,05,3,88,30,e10,9,3,2,1.0,1,1,2,99,225,126,2,7.3,52,78,0.561,75,1,1,,,0,M,.,,,A8579,04,A9134,04,82,3,93,260,8,4,0,2.2,123.2,3,87,,,0,0,,0.057,,,,,,,,W.
03WN00055,103050474,03,H0474,05,2,88,30,e10,9,3,2,1.0,1,1,2,99,225,126,15,5.6,34,58,0.416,56,1,1,,,0,M,.,,,A8579,04,A9134,04,82,3,93,260,8,6,87,2.2,123.2,3,66,,,0,0,,0.057,,,,,,,,Poly
03WN00056,103050476,03,H0476,05,2,88,30,e13,8,2,2,1.0,1,1,2,99,225,126,8,6.0,49,56,0.397,54,1,1,,,0,M,.,,,A8879,04,A9841,04,84,3,93,260,5,6,86,2.1,123.2,3,63,,,0,0,,0.054,,,,,,,,Poly
03WN00057,103050477,03,H0477,05,2,88,30,e13,8,2,2,1.0,1,1,2,99,225,126,13,7.1,56,81,0.587,77,1,1,,,0,M,.,,BUSHY,A8879,04,A9841,04,84,Z,93,255,5,4,98,2.1,123.2,Z,83,90,,0,0,,0.054,,,,,,,,PPL
03WN00058,103050478,03,H0478,05,2,88,30,33P,8,2,2,4.0,4,4,2,99,225,126,13,10.8,63,82,0.565,79,1,1,,,0,M,.,e10,4TEATS,A8584,04,A6617,04,81,1,,,5,7,105,2.35,135.9,1,87,,,0,0,,0.068,,,,,,,,Poly
03WN00059,103050479,03,H0479,05,1,88,30,33P,8,2,2,4.0,4,4,2,99,225,126,3,14.7,71,95,0.637,91,1,1,,,0,M,.,,NICE,A8584,04,A6617,04,81,1,,,5,3,103,2.35,135.9,1,101,,,0,0,,0.068,,,,,,,,
03WN00060,103050480,03,H0480,05,2,88,30,e11,9,3,1,1.0,1,1,2,99,225,126,1,5.4,54,86,0.64,82,1,1,,,0,M,.,,X,A8379,04,A9306,04,81,3,93,260,7,2,96,2.2,113.4,3,91,,,0,0,,0.051,,,,,,,,Poly
03WN00061,103050482,03,H0482,05,2,88,30,32P,8,2,2,5.0,5,4,2,99,225,126,5,8.8,57,83,0.589,79,1,1,,,0,M,Ana,,BRITCHY,A8724,04,A5335,04,81,Z,93,255,5,6,105,1.94,134.8,Z,87,89,,0,0,,0.103,,,,,,,,PPL
03WN00062,103050483,03,H0483,05,2,88,30,32P,8,2,2,5.0,5,4,2,99,225,126,5,10.6,63,86,0.598,82,1,1,,,0,M,Ana,,BUSHY,A8724,04,A5335,04,81,Z,93,255,5,4,106,1.94,134.8,Z,95,97,,0,0,,0.103,,,,,,,,PPL
03WN00063,103050484,03,H0484,05,2,88,30,31P,8,2,2,7.0,7,5,2,100,225,125,6,9.4,63,89,0.637,86,1,1,,,0,M,.,e.9,,A8315,04,A2908,04,81,1,,,5,5,111,2.12,140.1,1,96,,,0,0,,0.069,,,,,,,,Poly
03WN00064,103050485,03,H0485,05,2,88,30,31P,8,2,2,7.0,7,5,2,100,225,125,4,10.4,57,82,0.573,79,1,1,,,0,M,.,,BUSHY,A8315,04,A2908,04,81,Z,93,255,5,5,107,2.12,140.1,Z,82,90,,0,0,,0.069,,,,,,,,PPL
03WN00065,103050487,03,H0487,05,2,88,30,e12,8,2,2,1.0,1,1,2,100,225,125,15,9.2,48,69,0.478,67,1,1,,,0,M,.,,BRITCHY,A8820,04,A9511,04,81,3,93,260,5,5,93,2.1,123.8,3,74,,,0,0,,0.063,,,,,,,,Poly
03WN00066,103050488,03,H0488,05,2,88,30,e12,8,2,2,1.0,1,1,2,100,225,125,9,9.1,47,69,0.479,67,1,1,,,0,M,.,,BUSHY,A8820,04,A9511,04,81,3,93,260,5,5,93,2.1,123.8,3,74,,,0,0,,0.063,,,,,,,,Poly
03WN00067,103050489,03,H0489,05,2,88,30,e10,5,1,1,1.0,1,1,2,100,225,125,8,6.3,52,78,0.574,75,1,1,,,0,M,  1,,RAT,A8579,04,A9991,04,81,2,92,261,1,1,92,2.0,112.0,2,84,89,,0,0,,0.058,,,,,,,,Poly
03WN00068,103050491,03,H0491,05,1,88,30,e10,8,2,1,1.0,1,1,2,100,225,125,10,10.2,68,95,0.678,92,1,1,3,,0,M,.,,H3 X,A8579,04,P0027,05,81,3,93,258,3,2,95,2.1,115.4,3,105,,,0,0,,0.058,,,,,,,,
03WN00069,103050494,03,H0494,05,1,88,30,33P,9,3,2,2.0,2,2,2,100,225,125,7,9.5,60,89,0.636,86,1,1,3,,0,M,.,,"H3 X, CURLY",A8584,04,A8198,04,82,3,93,258,8,5,101,2.28,136.9,3,96,,,0,0,,0.08,,,,,,,,
03WN00070,103050495,03,H0495,05,2,88,30,33P,9,3,2,2.0,2,2,2,100,225,125,4,9.3,54,77,0.542,74,1,1,,,0,M,.,e.9,,A8584,04,A8198,04,82,1,,,8,5,103,2.28,136.9,1,87,,,0,0,,0.08,,,,,,,,Poly
03WN00071,103050496,03,H0496,05,1,88,30,31P,9,3,3,3.0,3,3,2,100,225,125,5,10.6,44,63,0.419,61,1,1,,,0,M,.,,,A8315,04,A7926,04,81,3,93,258,9,8,97,2.44,152.6,3,73,,,0,0,,0.087,,,,,,,,
03WN00072,103050497,03,H0497,05,1,88,30,31P,9,3,3,3.0,3,3,2,100,225,125,6,10.8,46,62,0.41,60,1,1,,,0,M,.,,,A8315,04,A7926,04,81,3,93,258,9,8,96,2.44,152.6,3,75,,,0,0,,0.087,,,,,,,,
03WN00073,103050498,03,H0498,05,2,88,30,31P,9,3,3,3.0,3,3,2,100,225,125,14,9.7,42,62,0.418,60,1,1,,,0,M,.,,BUSHY,A8315,04,A7926,04,81,3,93,260,9,8,103,2.44,152.6,3,71,,,0,0,,0.087,,,,,,,,Poly
03WN00074,103050499,03,H0499,05,2,88,30,33P,8,2,2,6.0,6,4,2,100,225,125,1,10.2,62,88,0.622,85,1,1,,,0,M,.,e.9,ENTR*2,A8584,04,A4134,04,81,1,,,5,5,109,2.0,136.5,1,91,,,0,0,,0.067,,,,,,,,Poly
03WN00075,103050500,03,H0500,05,2,88,30,33P,8,2,2,6.0,6,4,2,100,225,125,1,10.6,54,80,0.555,77,1,1,,,0,M,.,e.9,,A8584,04,A4134,04,81,1,,,5,5,105,2.0,136.5,1,81,,,0,0,,0.067,,,,,,,,Poly
03WN00076,103050501,03,H0501,05,1,88,30,31P,8,2,2,5.0,5,4,2,100,225,125,1,9.7,67,94,0.674,91,1,1,,,0,M,.,,GAUNT,A8315,04,A5683,04,81,1,,,5,5,104,2.05,137.0,1,100,,,0,0,,0.073,,,,,,,,
03WN00077,103050502,03,H0502,05,1,88,30,31P,8,2,2,5.0,5,4,2,100,225,125,1,10.7,74,106,0.762,102,1,1,,2+,0,M,.,,"F2+, X",A8315,04,A5683,04,81,3,93,258,5,5,109,2.05,137.0,3,113,,,0,0,,0.073,,,,,,,,
03WN00078,103050503,03,H0503,05,1,88,30,e12,5,1,1,1.0,1,1,2,101,225,124,2,11.8,66,105,0.752,102,1,1,,,0,M,.,,"NICE, TB1",A8820,04,A9432,04,82,1,,,1,1,100,2.0,117.4,1,116,,,0,0,,0.074,,,,,,,,
03WN00079,103050504,03,H0504,05,2,88,30,e12,8,2,1,1.0,1,1,2,101,225,124,7,8.5,54,77,0.552,75,1,1,,,0,M,  1,,,A8820,04,P0176,05,84,2,92,261,3,2,92,2.1,112.0,2,88,87,,0,0,,0.05,,,,,,,,Poly
03WN00080,103050506,03,H0506,05,1,88,30,e10,8,2,2,1.0,1,1,2,101,225,124,9,9.8,45,68,0.469,66,1,1,,,0,M,.,,,A8579,04,P0336,05,82,3,93,258,5,5,87,2.1,125.8,3,75,,,0,0,,0.055,,,,,,,,
03WN00081,103050507,03,H0507,05,1,88,30,e10,8,2,2,1.0,1,1,2,101,225,124,10,10.0,51,80,0.565,78,1,1,2,2,0,M,.,,F2 H2,A8579,04,P0336,05,82,3,93,258,5,5,93,2.1,125.8,3,88,,,0,0,,0.055,,,,,,,,
03WN00082,103050508,03,H0508,05,1,88,30,31P,7,2,2,2.0,2,2,1,101,224,123,15,10.0,61,97,0.707,95,1,1,,,0,M,.,,BUSHY,A8315,04,A8757,04,82,3,93,258,5,5,102,2.11,128.0,3,104,,,0,0,,0.067,,,,,,,,
03WN00083,103050510,03,H0510,05,2,88,30,e12,5,1,1,1.0,1,1,2,101,225,124,8,9.1,59,78,0.556,76,1,1,,,0,M,  1,,,A8820,04,P0097,05,84,2,92,261,1,1,93,2.0,112.2,2,87,93,,0,0,,0.036,,,,,,,,Poly
03WN00084,103050511,03,H0511,05,2,88,30,32P,8,2,2,4.0,4,4,1,102,224,122,14,12.0,68,94,0.672,93,1,1,,,0,M,.,e10,,A8724,04,90743,09,88,1,,,5,5,113,2.1,135.8,1,97,,,0,0,,0.052,,,,,,,,Poly
03WN00085,103050512,03,H0512,05,1,88,30,32P,8,2,2,4.0,4,4,1,102,224,122,1,10.7,57,84,0.601,83,1,1,,,0,M,.,,,A8724,04,90743,09,88,3,93,258,5,5,100,2.1,135.8,3,94,,,0,0,,0.052,,,,,,,,
03WN00086,103050513,03,H0513,05,2,88,30,e13,5,1,1,1.0,1,1,1,102,224,122,3,12.2,65,92,0.654,91,1,1,,,0,M,.,e10,,A8879,04,P0050,05,83,1,,,1,1,102,2.0,115.2,1,98,,,0,0,,0.045,,,,,,,,Poly
03WN00087,103050514,03,H0514,05,1,88,30,e10,8,2,2,1.0,1,1,1,102,224,122,9,6.8,42,66,0.485,65,1,1,,,0,M,.,,RAM,A8579,04,A9123,04,84,3,93,258,5,5,86,2.1,123.4,3,73,,,0,0,,0.066,,,,,,,,
03WN00088,103050515,03,H0515,05,1,88,30,e10,8,2,2,1.0,1,1,1,102,224,122,12,7.1,43,68,0.499,67,1,1,,,0,M,.,,,A8579,04,A9123,04,84,3,93,258,5,5,87,2.1,123.4,3,74,,,0,0,,0.066,,,,,,,,
03WN00089,103050516,03,H0516,05,2,88,30,33P,8,2,2,5.0,5,4,1,102,224,122,1,11.2,60,88,0.63,87,1,1,,,0,M,.,e.9,NICE,A8584,04,A5698,04,81,1,,,5,5,108,1.94,132.5,1,86,,,0,0,,0.071,,,,,,,,Poly
03WN00090,103050517,03,H0517,05,1,88,30,33P,8,2,2,5.0,5,4,1,102,224,122,6,11.5,58,87,0.619,86,1,1,,,0,M,.,,NICE,A8584,04,A5698,04,81,3,93,258,5,5,99,1.94,132.5,3,93,,,0,0,,0.071,,,,,,,,
03WN00091,103050518,03,H0518,05,3,88,30,e12,8,2,1,1.0,1,1,1,102,224,122,3,5.9,55,87,0.665,86,1,1,,,0,M,.,,MIDGET,A8820,04,A9589,04,83,3,93,260,3,2,0,2.1,114.2,3,91,,,0,0,,0.032,,,,,,,,W.
03WN00092,103050520,03,H0520,05,2,88,30,e10,8,2,1,1.0,1,1,1,102,224,122,2,7.0,53,75,0.557,74,1,1,,,0,M,  1,,,A8579,04,A9689,04,84,2,92,261,3,2,91,2.1,111.8,2,84,87,,0,0,,0.057,,,,,,,,Poly
03WN00093,103050522,03,H0522,05,3,88,30,e13,8,2,2,1.0,1,1,1,102,224,122,4,5.2,35,55,0.408,54,1,1,,,0,M,.,,RAT,A8879,04,A9538,04,84,3,93,260,5,6,0,2.1,119.8,3,59,,,0,0,,0.051,,,,,,,,W.
03WN00094,103050523,03,H0523,05,3,88,30,e13,8,2,2,1.0,1,1,1,102,224,122,4,6.2,43,61,0.449,60,1,1,,,0,M,.,,RAT,A8879,04,A9538,04,84,3,93,260,5,4,0,2.1,119.8,3,70,,,0,0,,0.051,,,,,,,,W.
03WN00095,103050524,03,H0524,05,2,88,30,31P,8,2,2,2.0,2,2,1,102,224,122,1,11.1,54,74,0.516,73,1,1,,,0,M,.,e.9,,A8315,04,A8597,04,84,1,,,5,5,101,2.11,132.7,1,89,,,0,0,,0.048,,,,,,,,Poly
03WN00096,103050525,03,H0525,05,2,88,30,31P,8,2,2,2.0,2,2,1,102,224,122,11,9.7,55,77,0.552,76,1,1,,,0,M,.,e.9,,A8315,04,A8597,04,84,1,,,5,5,102,2.11,132.7,1,85,,,0,0,,0.048,,,,,,,,Poly
03WN00097,103050526,03,H0526,05,1,88,30,33P,8,2,2,5.0,5,4,1,103,224,121,7,11.4,52,81,0.575,80,1,1,2,,0,M,.,,H2,A8584,04,A5078,04,82,6,10,238,5,5,97,1.94,134.0,6,0,,,0,0,,0.069,,,,,,,,
