UID,YR,BPEN,SIRE,BGRP,Y1,Y2,Y3,FERT,PROL
08FE00001,08,17,X2579,1,21,18,30,0.86,1.67
08FE00002,08,R32,R6035,1,26,25,41,0.89,1.64
08FE00003,08,50,K3640,1,9,9,17,1.0,1.89
08FE00004,08,29,06902,1,13,12,23,0.86,1.92
08FE00005,08,24,  249,1,17,17,38,1.0,2.24
08FE00006,08,e21, 5020,4,15,13,15,0.87,1.15
08FE00007,08,6,03404,1,10,9,19,0.9,2.11
08FE00008,08,C43,K3370,1,14,14,27,1.0,1.93
08FE00009,08,e06,K3728,4,14,13,16,0.93,1.23
08FE00010,08,22, 6137,1,18,16,33,0.89,2.06
08FE00011,08,R33,R5545,1,28,25,45,0.89,1.8
08FE00012,08,e11,X3657,4,18,13,15,0.72,1.15
08FE00013,08,04,  477,1,20,18,34,0.9,1.89
08FE00014,08,P09,H2731,2,36,35,83,0.95,2.37
08FE00015,08,14,  625,1,19,19,34,1.0,1.79
08FE00016,08,25,   46,1,17,17,32,1.0,1.88
08FE00017,08,3,03363,1,10,10,21,1.0,2.1
08FE00018,08,08,K3138,1,16,14,25,0.88,1.79
08FE00019,08,05,   57,1,19,19,38,1.0,2.0
08FE00020,08,23,  633,1,18,16,31,0.84,1.94
08FE00021,08,2,03077,1,10,9,20,0.9,2.22
08FE00022,08,R37,R6391,1,28,25,46,0.89,1.84
08FE00023,08,27,   61,1,18,17,32,0.94,1.88
08FE00024,08,R31,R5753,1,29,27,48,0.93,1.78
08FE00025,08,13,  149,1,18,15,30,0.79,2.0
08FE00026,08,R34,R6372,1,28,24,39,0.86,1.63
08FE00027,08,26,  639,1,18,16,32,0.89,2.0
08FE00028,08,R35,R6188,1,26,25,43,0.96,1.72
08FE00029,08,11,  690,1,22,22,42,1.0,1.91
08FE00030,08,9,03293,1,7,7,13,1.0,1.86
08FE00031,08,8,03069,1,7,6,11,0.86,1.83
08FE00032,08,C45,K3591,1,15,14,24,0.93,1.71
08FE00033,08,01,  514,1,19,18,36,0.9,2.0
08FE00034,08,e12,X3137,4,19,16,19,0.84,1.19
08FE00035,08,e13,X3004,4,18,13,15,0.72,1.15
08FE00036,08,R36,R6538,1,28,28,48,1.0,1.71
08FE00037,08,T54,T9684,2,39,33,53,0.85,1.61
08FE00038,08,19,  584,1,19,17,32,0.89,1.88
08FE00039,08,07,K3277,1,18,17,30,0.94,1.76
08FE00040,08,02,  535,1,20,17,29,0.85,1.71
08FE00041,08,18,X1010,1,18,18,33,1.0,1.83
08FE00042,08,16,  451,1,19,15,31,0.71,2.07
08FE00043,08,15, 2017,1,21,20,38,0.95,1.9
08FE00044,08,21,  629,1,11,11,21,1.0,1.91
08FE00045,08,C44,K3272,1,12,12,23,0.92,1.92
08FE00046,08,e14, 5925,4,19,17,19,0.89,1.12
08FE00047,08,28,  518,1,14,14,25,1.0,1.79
08FE00048,08,C42,K3713,1,14,11,21,0.79,1.91
08FE00049,08,09,  901,1,15,14,28,0.88,2.0
08FE00050,08,1,03011,1,11,11,22,1.0,2.0
08FE00051,08,e22,  426,4,34,26,37,0.76,1.42
08FE00052,08,C46, 7621,1,9,8,13,0.89,1.63
08FE00053,08,5,03376,1,10,9,17,0.9,1.89
08FE00054,08,C47, 7622,1,8,8,16,1.0,2.0
08FE00055,08,7,03498,1,9,8,16,0.89,2.0
08FE00056,08,C41,K3661,1,13,12,24,0.92,2.0
08FE00057,08,06,K3132,1,19,16,30,0.84,1.88
08FE00058,08,T58,T1118,2,38,35,58,0.9,1.66
08FE00059,08,03,   29,1,16,14,28,0.88,2.0
08FE00060,08,e01, 5360,4,14,11,12,0.79,1.09
08FE00061,08,T56,T1203,2,39,31,47,0.79,1.52
08FE00062,08,P02,H1852,2,37,37,80,1.0,2.16
08FE00063,08,P05,H1797,2,39,22,44,0.56,2.0
08FE00064,08,P08,H2362,2,38,35,79,0.92,2.26
08FE00065,08,4,03593,1,10,9,20,0.9,2.22
08FE00066,08,e04,K3073,4,14,9,12,0.64,1.33
08FE00067,08,e03,  595,4,14,9,10,0.64,1.11
08FE00068,08,P06,H2601,2,36,36,87,0.97,2.42
08FE00069,08,12,  661,1,20,1,2,0.05,2.0
08FE00070,08,e24,   61,1,22,17,21,0.77,1.24
08FE00071,08,P07,H2507,2,36,35,71,0.95,2.03
08FE00072,08,e23,   46,1,23,22,29,0.96,1.32
08FE00073,08,P01,H1600,2,38,34,72,0.89,2.12
08FE00074,08,P03,H1718,2,37,37,80,0.97,2.16
08FE00075,08,e05,K3307,4,14,8,9,0.57,1.13
08FE00076,08,T53,T1189,2,39,36,55,0.92,1.53
08FE00077,08,T59,T0372,2,38,23,38,0.61,1.65
08FE00078,08,T55,T0270,2,39,37,60,0.95,1.62
08FE00079,08,P04,H2290,2,36,31,72,0.86,2.32
08FE00080,08,T52,T0931,2,37,28,49,0.76,1.75
08FE00081,08,p26,H2022,4,8,7,10,0.88,1.43
08FE00082,08,T57,T0403,2,39,31,51,0.79,1.65
08FE00083,08,T51, 4047,2,40,34,54,0.85,1.59
08FE00084,08,p15,H1889,4,7,7,11,1.0,1.57
08FE00085,08,e02, 5434,4,14,10,13,0.71,1.3
08FE00086,08,p17,H2789,4,7,5,8,0.71,1.6
08FE00087,08,p36,H2022,4,7,5,7,0.71,1.4
08FE00088,08,p12,H1063,4,8,8,12,1.0,1.5
08FE00089,08,p32,H1063,4,7,5,9,0.71,1.8
08FE00090,08,p28,H2770,4,7,4,6,0.57,1.5
08FE00091,08,p22,H1063,4,7,6,8,0.86,1.33
08FE00092,08,p46,H2022,4,6,4,4,0.67,1.0
08FE00093,08,p16,H2022,4,7,6,9,0.86,1.5
08FE00094,08,p13,H1611,4,8,4,5,0.5,1.25
08FE00095,08,p11,H1823,4,8,6,10,0.75,1.67
08FE00096,08,p18,H2770,4,5,5,6,1.0,1.2
08FE00097,08,p14,H1704,4,7,7,12,1.0,1.71
08FE00098,08,p38,H2770,4,7,6,8,0.86,1.33
08FE00099,08,p27,H2789,4,7,4,6,0.57,1.5
08FE00100,08,p43,H1611,4,8,7,9,0.88,1.29
08FE00101,08,p23,H1611,4,7,6,7,0.86,1.17
08FE00102,08,p25,H1889,4,8,7,12,0.88,1.71
08FE00103,08,p21,H1823,4,7,6,9,0.86,1.5
08FE00104,08,p24,H1704,4,8,3,3,0.38,1.0
08FE00105,08,p31,H1823,4,7,4,6,0.57,1.5
08FE00106,08,p37,H2789,4,8,3,3,0.38,1.0
08FE00107,08,p35,H1889,4,7,6,7,0.86,1.17
08FE00108,08,p33,H1611,4,7,5,8,0.71,1.6
08FE00109,08,p34,H1704,4,7,4,4,0.57,1.0
