UID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM,STM,LAMBID,SIREID,DAMID
19PE00001,19,83,Z7154,45,T6556,45,T4510,02,2019837154,2016456556,2012454510
19PE00002,19,06,A0347,05,H9917,05,H9692,30,2019060347,2017059917,2017059692
19PE00003,19,06,A0348,05,H9917,05,H9692,30,2019060348,2017059917,2017059692
19PE00004,19,06,A0349,05,H9845,05,H9647,30,2019060349,2017059845,2017059647
19PE00005,19,06,A0350,05,H9845,05,H9647,30,2019060350,2017059845,2017059647
19PE00006,19,06,A0351,05,H9879,05,H9194,30,2019060351,2017059879,2015059194
19PE00007,19,06,A0352,05,H9879,05,H9194,30,2019060352,2017059879,2015059194
19PE00008,19,06,A0353,05,H9641,05,H9653,30,2019060353,2017059641,2017059653
19PE00009,19,06,A0354,05,H9641,05,H9653,30,2019060354,2017059641,2017059653
19PE00010,19,06,A0355,05,H9917,05,H9443,30,2019060355,2017059917,2016059443
19PE00011,19,06,A0356,05,H9917,05,H9443,30,2019060356,2017059917,2016059443
19PE00012,19,06,A0357,05,H9421,05,H8545,30,2019060357,2016059421,2014058545
19PE00013,19,06,A0358,05,H9421,05,H8545,30,2019060358,2016059421,2014058545
19PE00014,19,06,A0359,05,H9421,05,H8545,30,2019060359,2016059421,2014058545
19PE00015,19,06,A0360,05,H9421,05,H8988,30,2019060360,2016059421,2015058988
19PE00016,19,06,A0361,05,H9421,05,H8988,30,2019060361,2016059421,2015058988
19PE00017,19,06,A0362,05,H9917,05,H9598,30,2019060362,2017059917,2017059598
19PE00018,19,06,A0363,05,H9917,05,H9598,30,2019060363,2017059917,2017059598
19PE00019,19,06,A0364,05,H9917,05,H9842,30,2019060364,2017059917,2017059842
19PE00020,19,06,A0365,05,H9917,05,H9842,30,2019060365,2017059917,2017059842
19PE00021,19,06,A0366,05,H9684,05,H9584,30,2019060366,2017059684,2017059584
19PE00022,19,06,A0367,05,H9684,05,H9584,30,2019060367,2017059684,2017059584
19PE00023,19,06,A0368,05,H9684,05,H9584,30,2019060368,2017059684,2017059584
19PE00024,19,06,A0369,05,H9845,05,H8054,30,2019060369,2017059845,2013058054
19PE00025,19,06,A0370,05,H9845,05,H8054,30,2019060370,2017059845,2013058054
19PE00026,19,06,A0371,05,H9641,05,H9460,30,2019060371,2017059641,2016059460
19PE00027,19,06,A0372,05,H9641,05,H9460,30,2019060372,2017059641,2016059460
19PE00028,19,06,A0373,05,H9641,05,H9460,30,2019060373,2017059641,2016059460
19PE00029,19,06,A0374,05,H9641,05,H9605,30,2019060374,2017059641,2017059605
19PE00030,19,06,A0375,05,H9641,05,H9605,30,2019060375,2017059641,2017059605
19PE00031,19,06,A0376,05,H9421,05,H9380,30,2019060376,2016059421,2016059380
19PE00032,19,06,A0377,05,H9421,05,H9380,30,2019060377,2016059421,2016059380
19PE00033,19,06,A0378,05,H9784,05,H9229,30,2019060378,2017059784,2015059229
19PE00034,19,06,A0379,05,H9784,05,H9229,30,2019060379,2017059784,2015059229
19PE00035,19,06,A0380,05,H9684,05,H9117,30,2019060380,2017059684,2015059117
19PE00036,19,06,A0381,05,H9684,05,H9117,30,2019060381,2017059684,2015059117
19PE00037,19,06,A0382,05,H9845,05,H8468,30,2019060382,2017059845,2014058468
19PE00038,19,06,A0383,05,H9845,05,H8468,30,2019060383,2017059845,2014058468
19PE00039,19,06,A0384,05,H9845,05,H8468,30,2019060384,2017059845,2014058468
19PE00040,19,06,A0385,05,H9684,05,H8155,30,2019060385,2017059684,2013058155
19PE00041,19,06,A0386,05,H9684,05,H8155,30,2019060386,2017059684,2013058155
19PE00042,19,06,A0387,05,H9684,05,H8155,30,2019060387,2017059684,2013058155
19PE00043,19,06,A0388,05,H9879,05,H9430,30,2019060388,2017059879,2016059430
19PE00044,19,06,A0389,05,H9879,05,H9430,30,2019060389,2017059879,2016059430
19PE00045,19,06,A0390,05,H9784,05,H9512,30,2019060390,2017059784,2016059512
19PE00046,19,06,A0391,05,H9784,05,H9512,30,2019060391,2017059784,2016059512
19PE00047,19,06,A0392,05,H9784,05,H9512,30,2019060392,2017059784,2016059512
19PE00048,19,06,A0393,05,H9784,05,H9891,30,2019060393,2017059784,2017059891
19PE00049,19,06,A0394,05,H9684,05,H9299,30,2019060394,2017059684,2016059299
19PE00050,19,06,A0395,05,H9684,05,H9299,30,2019060395,2017059684,2016059299
19PE00051,19,06,A0396,05,H9641,05,H8958,30,2019060396,2017059641,2015058958
19PE00052,19,06,A0397,05,H9641,05,H8958,30,2019060397,2017059641,2015058958
19PE00053,19,06,A0398,05,H9784,05,H9781,30,2019060398,2017059784,2017059781
19PE00054,19,06,A0399,05,H9784,05,H9781,30,2019060399,2017059784,2017059781
19PE00055,19,06,A0400,05,H9845,05,H9012,30,2019060400,2017059845,2015059012
19PE00056,19,06,A0401,05,H9845,05,H9012,30,2019060401,2017059845,2015059012
19PE00057,19,06,A0402,05,H9879,05,H8981,30,2019060402,2017059879,2015058981
19PE00058,19,06,A0403,05,H9879,05,H8981,30,2019060403,2017059879,2015058981
19PE00059,19,06,A0404,05,H9879,05,H8981,30,2019060404,2017059879,2015058981
19PE00060,19,06,A0405,05,H9641,05,H9599,30,2019060405,2017059641,2017059599
19PE00061,19,06,A0406,05,H9641,05,H7877,30,2019060406,2017059641,2012057877
19PE00062,19,06,A0407,05,H9641,05,H7877,30,2019060407,2017059641,2012057877
19PE00063,19,06,A0408,05,H9641,05,H9528,30,2019060408,2017059641,2016059528
19PE00064,19,06,A0409,05,H9641,05,H9528,30,2019060409,2017059641,2016059528
19PE00065,19,06,A0410,05,H9879,05,H8452,30,2019060410,2017059879,2013058452
19PE00066,19,06,A0411,05,H9917,05,H8822,30,2019060411,2017059917,2014058822
19PE00067,19,06,A0412,05,H9879,05,H9322,30,2019060412,2017059879,2016059322
19PE00068,19,06,A0413,05,H9421,05,H9846,30,2019060413,2016059421,2017059846
19PE00069,19,06,A0414,05,H9421,05,H9846,30,2019060414,2016059421,2017059846
19PE00070,19,06,A0415,05,H9421,05,H9754,30,2019060415,2016059421,2017059754
19PE00071,19,06,A0416,05,H9421,05,H9754,30,2019060416,2016059421,2017059754
19PE00072,19,06,A0417,05,H9917,05,H9231,30,2019060417,2017059917,2015059231
19PE00073,19,06,A0418,05,H9917,05,H9231,30,2019060418,2017059917,2015059231
19PE00074,19,06,A0419,05,H9917,05,H9231,30,2019060419,2017059917,2015059231
19PE00075,19,06,A0420,05,H9845,05,H9237,30,2019060420,2017059845,2015059237
19PE00076,19,06,A0421,05,H9845,05,H9237,30,2019060421,2017059845,2015059237
19PE00077,19,06,A0422,05,H9845,05,H9237,30,2019060422,2017059845,2015059237
19PE00078,19,06,A0423,05,H9784,05,H9708,30,2019060423,2017059784,2017059708
19PE00079,19,06,A0424,05,H9421,05,H9232,30,2019060424,2016059421,2015059232
19PE00080,19,06,A0425,05,H9421,05,H9232,30,2019060425,2016059421,2015059232
19PE00081,19,06,A0426,05,H9917,05,H7496,30,2019060426,2017059917,2012057496
19PE00082,19,06,A0427,05,H9917,05,H7496,30,2019060427,2017059917,2012057496
19PE00083,19,06,A0428,05,H9641,05,H8209,30,2019060428,2017059641,2013058209
19PE00084,19,06,A0429,05,H9641,05,H8209,30,2019060429,2017059641,2013058209
19PE00085,19,06,A0430,05,H9641,05,H8209,30,2019060430,2017059641,2013058209
19PE00086,19,06,A0431,05,H9641,05,H8209,30,2019060431,2017059641,2013058209
19PE00087,19,06,A0432,05,H9917,05,H9882,30,2019060432,2017059917,2017059882
19PE00088,19,06,A0433,05,H9641,05,H9170,30,2019060433,2017059641,2015059170
19PE00089,19,06,A0434,05,H9684,05,H8786,30,2019060434,2017059684,2014058786
19PE00090,19,06,A0435,05,H9684,05,H8786,30,2019060435,2017059684,2014058786
19PE00091,19,06,A0436,05,H9684,05,H8786,30,2019060436,2017059684,2014058786
19PE00092,19,06,A0437,05,H9684,05,H9591,30,2019060437,2017059684,2017059591
19PE00093,19,06,A0438,05,H9684,05,H9591,30,2019060438,2017059684,2017059591
19PE00094,19,06,A0439,05,H9684,05,H9591,30,2019060439,2017059684,2017059591
19PE00095,19,06,A0440,05,H9845,05,H9878,30,2019060440,2017059845,2017059878
19PE00096,19,06,A0441,05,H9845,05,H9878,30,2019060441,2017059845,2017059878
19PE00097,19,06,A0442,05,H9879,05,H9455,30,2019060442,2017059879,2016059455
19PE00098,19,06,A0443,05,H9879,05,H9455,30,2019060443,2017059879,2016059455
19PE00099,19,06,A0444,05,H9879,05,H9455,30,2019060444,2017059879,2016059455
19PE00100,19,06,A0445,05,H9684,05,H9327,30,2019060445,2017059684,2016059327
19PE00101,19,06,A0446,05,H9684,05,H9327,30,2019060446,2017059684,2016059327
19PE00102,19,06,A0447,05,H9917,05,H8524,30,2019060447,2017059917,2014058524
19PE00103,19,06,A0448,05,H9917,05,H8524,30,2019060448,2017059917,2014058524
19PE00104,19,06,A0449,05,H9641,05,H9893,30,2019060449,2017059641,2017059893
19PE00105,19,06,A0450,05,H9641,05,H9893,30,2019060450,2017059641,2017059893
19PE00106,19,06,A0451,05,H9784,05,H9066,30,2019060451,2017059784,2015059066
19PE00107,19,06,A0452,05,H9784,05,H9066,30,2019060452,2017059784,2015059066
19PE00108,19,06,A0453,05,H9784,05,H9066,30,2019060453,2017059784,2015059066
19PE00109,19,06,A0454,05,H9879,05,H9767,30,2019060454,2017059879,2017059767
19PE00110,19,06,A0455,05,H9879,05,H9767,30,2019060455,2017059879,2017059767
19PE00111,19,06,A0456,05,H9917,05,H9095,30,2019060456,2017059917,2015059095
19PE00112,19,06,A0457,05,H9917,05,H9095,30,2019060457,2017059917,2015059095
19PE00113,19,06,A0458,05,H9917,05,H9095,30,2019060458,2017059917,2015059095
19PE00114,19,06,A0459,05,H9917,05,H9833,30,2019060459,2017059917,2017059833
19PE00115,19,06,A0460,05,H9917,05,H9833,30,2019060460,2017059917,2017059833
19PE00116,19,06,A0461,05,H9879,05,H9916,30,2019060461,2017059879,2017059916
19PE00117,19,06,A0462,05,H9879,05,H9916,30,2019060462,2017059879,2017059916
19PE00118,19,06,A0463,05,H9879,05,H9916,30,2019060463,2017059879,2017059916
19PE00119,19,06,A0464,05,H9845,05,H9243,30,2019060464,2017059845,2015059243
19PE00120,19,06,A0465,05,H9684,05,H8036,30,2019060465,2017059684,2013058036
19PE00121,19,06,A0466,05,H9684,05,H8036,30,2019060466,2017059684,2013058036
19PE00122,19,06,A0467,05,H9684,05,H8829,30,2019060467,2017059684,2014058829
19PE00123,19,06,A0468,05,H9684,05,H8829,30,2019060468,2017059684,2014058829
19PE00124,19,06,A0469,05,H9684,05,H8829,30,2019060469,2017059684,2014058829
19PE00125,19,06,A0470,05,H9641,05,H8927,30,2019060470,2017059641,2015058927
19PE00126,19,06,A0471,05,H9641,05,H8927,30,2019060471,2017059641,2015058927
19PE00127,19,06,A0472,05,H9784,05,H8540,30,2019060472,2017059784,2014058540
19PE00128,19,06,A0473,05,H9784,05,H8540,30,2019060473,2017059784,2014058540
19PE00129,19,06,A0474,05,H9784,05,H9007,30,2019060474,2017059784,2015059007
19PE00130,19,06,A0475,05,H9784,05,H9007,30,2019060475,2017059784,2015059007
19PE00131,19,06,A0476,05,H9784,05,H9007,30,2019060476,2017059784,2015059007
19PE00132,19,06,A0477,05,H9421,05,H9129,30,2019060477,2016059421,2015059129
19PE00133,19,06,A0478,05,H9421,05,H9129,30,2019060478,2016059421,2015059129
19PE00134,19,06,A0479,05,H9866,05,H9694,30,2019060479,2017059866,2017059694
19PE00135,19,06,A0480,05,H9866,05,H9694,30,2019060480,2017059866,2017059694
19PE00136,19,06,A0481,05,H9845,05,H9648,30,2019060481,2017059845,2017059648
19PE00137,19,06,A0482,05,H9845,05,H9648,30,2019060482,2017059845,2017059648
19PE00138,19,06,A0483,05,H9879,05,H9720,30,2019060483,2017059879,2017059720
19PE00139,19,06,A0484,05,H9917,05,H8450,30,2019060484,2017059917,2013058450
19PE00140,19,06,A0485,05,H9917,05,H8450,30,2019060485,2017059917,2013058450
19PE00141,19,06,A0486,05,H9917,05,H8450,30,2019060486,2017059917,2013058450
19PE00142,19,06,A0487,05,H9421,05,H7439,30,2019060487,2016059421,2012057439
19PE00143,19,06,A0488,05,H9421,05,H7439,30,2019060488,2016059421,2012057439
19PE00144,19,06,A0489,05,H9421,05,H8687,30,2019060489,2016059421,2014058687
19PE00145,19,06,A0490,05,H9421,05,H8687,30,2019060490,2016059421,2014058687
19PE00146,19,06,A0491,05,H9421,05,H8687,30,2019060491,2016059421,2014058687
19PE00147,19,06,A0492,05,H9684,05,H9172,30,2019060492,2017059684,2015059172
19PE00148,19,06,A0493,05,H9784,05,H8640,30,2019060493,2017059784,2014058640
19PE00149,19,06,A0494,05,H9784,05,H8640,30,2019060494,2017059784,2014058640
19PE00150,19,06,A0495,05,H9784,05,H8640,30,2019060495,2017059784,2014058640
19PE00151,19,06,A0496,05,H9845,05,H8933,30,2019060496,2017059845,2015058933
19PE00152,19,06,A0497,05,H9845,05,H8933,30,2019060497,2017059845,2015058933
19PE00153,19,06,A0498,05,H9845,05,H8933,30,2019060498,2017059845,2015058933
19PE00154,19,06,A0499,05,H9917,05,H9270,30,2019060499,2017059917,2015059270
19PE00155,19,06,A0500,05,H9917,05,H9270,30,2019060500,2017059917,2015059270
19PE00156,19,06,A0501,05,H9917,05,H9270,30,2019060501,2017059917,2015059270
19PE00157,19,06,A0502,05,H9784,05,H7866,30,2019060502,2017059784,2012057866
19PE00158,19,06,A0503,05,H9784,05,H7866,30,2019060503,2017059784,2012057866
19PE00159,19,06,A0504,05,H9917,05,H9686,30,2019060504,2017059917,2017059686
19PE00160,19,06,A0505,05,H9917,05,H9686,30,2019060505,2017059917,2017059686
19PE00161,19,06,A0506,05,H9917,05,H8925,30,2019060506,2017059917,2015058925
19PE00162,19,06,A0507,05,H9917,05,H8925,30,2019060507,2017059917,2015058925
19PE00163,19,06,A0508,05,H9917,05,H8925,30,2019060508,2017059917,2015058925
19PE00164,19,06,A0509,05,H9421,05,H9814,30,2019060509,2016059421,2017059814
19PE00165,19,06,A0510,05,H9421,05,H9814,30,2019060510,2016059421,2017059814
19PE00166,19,06,A0511,05,H9917,05,H9789,30,2019060511,2017059917,2017059789
19PE00167,19,06,A0512,05,H9421,05,H9935,30,2019060512,2016059421,2017059935
19PE00168,19,06,A0513,05,H9421,05,H9935,30,2019060513,2016059421,2017059935
19PE00169,19,06,A0514,05,H9641,05,H9094,30,2019060514,2017059641,2015059094
19PE00170,19,06,A0515,05,H9917,05,H9549,30,2019060515,2017059917,2016059549
19PE00171,19,06,A0516,05,H9917,05,H9549,30,2019060516,2017059917,2016059549
19PE00172,19,06,A0517,05,H9917,05,H9689,30,2019060517,2017059917,2017059689
19PE00173,19,06,A0518,05,H9917,05,H9689,30,2019060518,2017059917,2017059689
19PE00174,19,06,A0519,05,H9917,05,H9606,30,2019060519,2017059917,2017059606
19PE00175,19,06,A0520,05,H9917,05,H9606,30,2019060520,2017059917,2017059606
19PE00176,19,06,A0521,05,H9421,05,H9525,30,2019060521,2016059421,2016059525
19PE00177,19,06,A0522,05,H9421,05,H9525,30,2019060522,2016059421,2016059525
19PE00178,19,06,A0523,05,H9917,05,H9415,30,2019060523,2017059917,2016059415
19PE00179,19,06,A0524,05,H9917,05,H9415,30,2019060524,2017059917,2016059415
19PE00180,19,06,A0525,05,H9917,05,H9415,30,2019060525,2017059917,2016059415
19PE00181,19,06,A0526,05,H9845,05,H9739,30,2019060526,2017059845,2017059739
19PE00182,19,06,A0527,05,H9845,05,H9739,30,2019060527,2017059845,2017059739
19PE00183,19,06,A0528,05,H9845,05,H9964,30,2019060528,2017059845,2017059964
19PE00184,19,06,A0529,05,H9845,05,H9964,30,2019060529,2017059845,2017059964
19PE00185,19,06,A0530,05,H9421,05,H9488,30,2019060530,2016059421,2016059488
19PE00186,19,06,A0531,05,H9421,05,H9488,30,2019060531,2016059421,2016059488
19PE00187,19,06,A0532,05,H9421,05,H9488,30,2019060532,2016059421,2016059488
19PE00188,19,06,A0533,05,H9421,05,H9488,30,2019060533,2016059421,2016059488
19PE00189,19,06,A0534,05,H9641,05,H8530,30,2019060534,2017059641,2014058530
19PE00190,19,06,A0535,05,H9684,05,H9317,30,2019060535,2017059684,2016059317
19PE00191,19,06,A0536,05,H9684,05,H9317,30,2019060536,2017059684,2016059317
19PE00192,19,06,A0537,05,H9845,05,H9193,30,2019060537,2017059845,2015059193
19PE00193,19,06,A0538,05,H9845,05,H9193,30,2019060538,2017059845,2015059193
19PE00194,19,06,A0539,05,H9784,05,H9673,30,2019060539,2017059784,2017059673
19PE00195,19,06,A0540,05,H9784,05,H9673,30,2019060540,2017059784,2017059673
19PE00196,19,06,A0541,05,H9866,05,H9251,30,2019060541,2017059866,2015059251
19PE00197,19,06,A0542,05,H9866,05,H9251,30,2019060542,2017059866,2015059251
19PE00198,19,06,A0543,05,H9866,05,H9251,30,2019060543,2017059866,2015059251
19PE00199,19,06,A0544,05,H9866,05,H9597,30,2019060544,2017059866,2017059597
19PE00200,19,06,A0545,05,H9866,05,H9597,30,2019060545,2017059866,2017059597
19PE00201,19,06,A0546,05,H9879,05,H9725,30,2019060546,2017059879,2017059725
19PE00202,19,06,A0547,05,H9845,05,H9134,30,2019060547,2017059845,2015059134
19PE00203,19,06,A0548,05,H9845,05,H9134,30,2019060548,2017059845,2015059134
19PE00204,19,06,A0549,05,H9845,05,H9134,30,2019060549,2017059845,2015059134
19PE00205,19,06,A0550,05,H9866,05,H9663,30,2019060550,2017059866,2017059663
19PE00206,19,06,A0551,05,H9866,05,H9663,30,2019060551,2017059866,2017059663
19PE00207,19,06,A0552,05,H9866,05,H9663,30,2019060552,2017059866,2017059663
19PE00208,19,06,A0553,05,H9879,05,H9779,30,2019060553,2017059879,2017059779
19PE00209,19,06,A0554,05,H9879,05,H9779,30,2019060554,2017059879,2017059779
19PE00210,19,06,A0555,05,H9784,05,H8602,30,2019060555,2017059784,2014058602
19PE00211,19,06,A0556,05,H9784,05,H8602,30,2019060556,2017059784,2014058602
19PE00212,19,06,A0557,05,H9784,05,H8602,30,2019060557,2017059784,2014058602
19PE00213,19,06,A0558,05,H9641,05,H9240,30,2019060558,2017059641,2015059240
19PE00214,19,06,A0559,05,H9845,05,H9634,30,2019060559,2017059845,2017059634
19PE00215,19,06,A0560,05,H9421,05,H8601,30,2019060560,2016059421,2014058601
19PE00216,19,06,A0561,05,H9421,05,H8601,30,2019060561,2016059421,2014058601
19PE00217,19,06,A0562,05,H9879,05,H8908,30,2019060562,2017059879,2015058908
19PE00218,19,06,A0563,05,H9879,05,H8908,30,2019060563,2017059879,2015058908
19PE00219,19,06,A0564,05,H9845,05,H9293,30,2019060564,2017059845,2016059293
19PE00220,19,06,A0565,05,H9784,05,H9439,30,2019060565,2017059784,2016059439
19PE00221,19,06,A0566,05,H9784,05,H9439,30,2019060566,2017059784,2016059439
19PE00222,19,06,A0567,05,H9879,05,H9009,30,2019060567,2017059879,2015059009
19PE00223,19,06,A0568,05,H9879,05,H9009,30,2019060568,2017059879,2015059009
19PE00224,19,06,A0569,05,H9784,05,H9497,30,2019060569,2017059784,2016059497
19PE00225,19,06,A0570,05,H9784,05,H9497,30,2019060570,2017059784,2016059497
19PE00226,19,06,A0571,05,H9784,05,H9497,30,2019060571,2017059784,2016059497
19PE00227,19,06,A0572,05,H9917,05,H9050,30,2019060572,2017059917,2015059050
19PE00228,19,06,A0573,05,H9917,05,H9050,30,2019060573,2017059917,2015059050
19PE00229,19,06,A0574,05,H9641,05,H9812,30,2019060574,2017059641,2017059812
19PE00230,19,06,A0575,05,H9641,05,H9812,30,2019060575,2017059641,2017059812
19PE00231,19,06,A0576,05,H9641,05,H9812,30,2019060576,2017059641,2017059812
19PE00232,19,06,A0577,05,H9421,05,H7986,30,2019060577,2016059421,2013057986
19PE00233,19,06,A0578,05,H9421,05,H7986,30,2019060578,2016059421,2013057986
19PE00234,19,06,A0579,05,H9421,05,H7986,30,2019060579,2016059421,2013057986
19PE00235,19,06,A0580,05,H9784,05,H9055,30,2019060580,2017059784,2015059055
19PE00236,19,06,A0581,05,H9784,05,H9055,30,2019060581,2017059784,2015059055
19PE00237,19,06,A0582,05,H9784,05,H9055,30,2019060582,2017059784,2015059055
19PE00238,19,06,A0583,05,H9784,05,H9055,30,2019060583,2017059784,2015059055
19PE00239,19,06,A0584,05,H9917,05,H8760,30,2019060584,2017059917,2014058760
19PE00240,19,06,A0585,05,H9917,05,H8760,30,2019060585,2017059917,2014058760
19PE00241,19,06,A0586,05,H9421,05,H9614,30,2019060586,2016059421,2017059614
19PE00242,19,06,A0587,05,H9684,05,H9900,30,2019060587,2017059684,2017059900
19PE00243,19,06,A0588,05,H9917,05,H9448,30,2019060588,2017059917,2016059448
19PE00244,19,06,A0589,05,H9917,05,H9448,30,2019060589,2017059917,2016059448
19PE00245,19,06,A0590,05,H9866,05,H8005,30,2019060590,2017059866,2013058005
19PE00246,19,06,A0591,05,H9866,05,H8005,30,2019060591,2017059866,2013058005
19PE00247,19,06,A0592,05,H9845,05,H9548,30,2019060592,2017059845,2016059548
19PE00248,19,06,A0593,05,H9845,05,H9548,30,2019060593,2017059845,2016059548
19PE00249,19,06,A0594,05,H9684,05,H9899,30,2019060594,2017059684,2017059899
19PE00250,19,06,A0595,05,H9684,05,H9899,30,2019060595,2017059684,2017059899
19PE00251,19,06,A0596,05,H9879,05,H8694,30,2019060596,2017059879,2014058694
19PE00252,19,06,A0597,05,H9879,05,H8694,30,2019060597,2017059879,2014058694
19PE00253,19,06,A0598,05,H9879,05,H8694,30,2019060598,2017059879,2014058694
19PE00254,19,06,A0599,05,H9866,05,H8697,30,2019060599,2017059866,2014058697
19PE00255,19,06,A0600,05,H9866,05,H8697,30,2019060600,2017059866,2014058697
19PE00256,19,06,A0601,05,H9866,05,H8697,30,2019060601,2017059866,2014058697
19PE00257,19,06,A0602,05,H9641,05,H9288,30,2019060602,2017059641,2016059288
19PE00258,19,06,A0603,05,H9641,05,H9288,30,2019060603,2017059641,2016059288
19PE00259,19,06,A0604,05,H9641,05,H9288,30,2019060604,2017059641,2016059288
19PE00260,19,06,A0605,05,H9421,05,H8097,30,2019060605,2016059421,2013058097
19PE00261,19,06,A0606,05,H9421,05,H8097,30,2019060606,2016059421,2013058097
19PE00262,19,06,A0607,05,H9421,05,H8097,30,2019060607,2016059421,2013058097
19PE00263,19,06,A0608,05,H9866,05,H9762,30,2019060608,2017059866,2017059762
19PE00264,19,06,A0609,05,H9866,05,H9762,30,2019060609,2017059866,2017059762
19PE00265,19,06,A0610,05,H9866,05,H9762,30,2019060610,2017059866,2017059762
19PE00266,19,06,A0611,05,H9784,05,H9419,30,2019060611,2017059784,2016059419
19PE00267,19,06,A0612,05,H9784,05,H9419,30,2019060612,2017059784,2016059419
19PE00268,19,06,A0613,05,H9641,05,H8809,30,2019060613,2017059641,2014058809
19PE00269,19,06,A0614,05,H9784,05,H9923,30,2019060614,2017059784,2017059923
19PE00270,19,06,A0615,05,H9784,05,H9923,30,2019060615,2017059784,2017059923
19PE00271,19,06,A0616,05,H9879,05,H9221,30,2019060616,2017059879,2015059221
19PE00272,19,06,A0617,05,H9879,05,H9221,30,2019060617,2017059879,2015059221
19PE00273,19,06,A0618,05,H9879,05,H9221,30,2019060618,2017059879,2015059221
