UID,ID10,BRD,ETAG,GRFL,GRADE,FLGR1,SEX,SHDAY,DAYSH,GROUP,BGRP,RMK,PSHDAY,GRFL_365,AGE
06SH00001,1998008084,00, 8084,7.0,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,7.5,8.0
06SH00002,2000000097,00,00097,8.6,58,5,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,9.2,6.0
06SH00003,2004114588,11,R4588,8.4,64,2,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.0,2.0
06SH00004,1998008757,00, 8757,8.4,58,5,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,9.0,8.0
06SH00005,1999109988,10,S9988,8.4,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-15,9.0,7.0
06SH00006,2004114819,11,R4819,8.2,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,8.8,2.0
06SH00007,2003114181,11,R4181,10.8,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-15,11.6,3.0
06SH00008,2002113820,11,R3820,7.6,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,8.1,4.0
06SH00009,2000111884,11,R1884,9.8,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,10.5,6.0
06SH00010,2004114769,11,R4769,7.0,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,7.5,2.0
06SH00011,2001112284,11,R2284,10.0,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-15,10.7,5.0
06SH00012,2001112834,11,R2834,9.2,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,9.8,5.0
06SH00013,2004114522,11,R4522,7.8,64,2,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,8.3,2.0
06SH00014,2001112776,11,R2776,8.8,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.4,5.0
06SH00015,2003642760,64,K2760,6.6,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,7.0,3.0
06SH00016,2002642616,64,K2616,9.4,56,6,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,10.0,4.0
06SH00017,1999090883,09,90883,8.6,64,2,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.2,7.0
06SH00018,2000111366,11,R1366,8.0,64,2,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,8.5,6.0
06SH00019,1999110739,11,R0739,9.2,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.8,7.0
06SH00020,2001112501,11,R2501,9.2,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.8,5.0
06SH00021,1999640706,64,K0706,11.6,58,5,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,12.4,7.0
06SH00022,2002113806,11,R3806,11.8,58,5,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,12.6,4.0
06SH00023,1999110227,11,R0227,9.0,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-15,9.7,7.0
06SH00024,2001641849,64,K1849,11.0,56,6,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,11.7,5.0
06SH00025,2001641982,64,K1982,9.0,58,5,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,9.6,5.0
06SH00026,2001112328,11,R2328,8.4,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,9.0,5.0
06SH00027,2004643191,64,K3191,9.0,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.6,2.0
06SH00028,1999110347,11,R0347,8.5,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-15,9.1,7.0
06SH00029,2001112689,11,R2689,8.8,64,2,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,9.4,5.0
06SH00030,2000000534,00,00534,9.8,54,7,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,10.5,6.0
06SH00031,2002114004,11,R4004,7.6,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,8.1,4.0
06SH00032,2002113377,11,R3377,8.6,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.2,4.0
06SH00033,1998109613,10,S9613,8.8,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-15,9.4,8.0
06SH00034,1999110725,11,R0725,7.4,62,3,2,2006-02-18,49,Band1 Ewe,1,SHORT,2005-03-15,7.9,7.0
06SH00035,2002113271,11,R3271,7.4,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-15,7.9,4.0
06SH00036,2002112984,11,R2984,5.8,62,3,2,2006-02-18,49,Band1 Ewe,1,SHORT,2005-03-14,6.2,4.0
06SH00037,1999090312,09,90312,8.4,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,9.0,7.0
06SH00038,2001112280,11,R2280,8.8,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,9.4,5.0
06SH00039,2004114779,11,R4779,10.0,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,10.7,2.0
06SH00040,1998008641,00, 8641,8.0,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,8.5,8.0
06SH00041,2004114788,11,R4788,8.8,64,2,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.4,2.0
06SH00042,2000111320,11,R1320,7.8,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,8.3,6.0
06SH00043,2001112855,11,R2855,9.6,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,10.2,5.0
06SH00044,2004114408,11,R4408,9.2,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.8,2.0
06SH00045,1999090576,09,90576,8.0,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,8.6,7.0
06SH00046,1999090362,09,90362,4.8,64,2,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,5.1,7.0
06SH00047,2001112677,11,R2677,9.2,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.8,5.0
06SH00048,1999110310,11,R0310,8.2,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,8.8,7.0
06SH00049,2000112103,11,R2103,9.2,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,9.8,6.0
06SH00050,2000111663,11,R1663,11.4,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-15,12.2,6.0
06SH00051,2000111240,11,R1240,7.6,60,4,2,2006-02-18,49,Band1 Ewe,1,SHORT,2005-03-13,8.1,6.0
06SH00052,2000001131,00,01131,9.2,58,5,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,9.8,6.0
06SH00053,1999090281,09,90281,6.6,58,5,2,2006-02-18,49,Band1 Ewe,1,SHORT,2005-03-14,7.1,7.0
06SH00054,2002642220,64,K2220,10.8,58,5,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,11.5,4.0
06SH00055,2004114259,11,R4259,7.0,64,2,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,7.5,2.0
06SH00056,2004114320,11,R4320,10.8,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,11.6,2.0
06SH00057,1999090212,09,90212,9.0,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.6,7.0
06SH00058,2001112254,11,R2254,9.6,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-15,10.3,5.0
06SH00059,2004115209,11,R5209,10.2,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,10.9,2.0
06SH00060,2004114996,11,R4996,9.2,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.8,2.0
06SH00061,2001641704,64,K1704,10.0,62,3,2,2006-02-18,49,Band1 Ewe,1,R1704?,2005-03-13,10.7,5.0
06SH00062,2000111728,11,R1728,7.6,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,8.1,6.0
06SH00063,2002113112,11,R3112,10.0,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-15,10.7,4.0
06SH00064,1999090239,09,90239,8.2,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,8.8,7.0
06SH00065,2000112031,11,R2031,7.8,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,8.3,6.0
06SH00066,2004114481,11,R4481,9.8,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,10.5,2.0
06SH00067,2000111439,11,R1439,9.0,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-15,9.7,6.0
06SH00068,1999090018,09,90018,10.8,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,11.5,7.0
06SH00069,2001112814,11,R2814,9.4,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,10.0,5.0
06SH00070,2000001103,00,01103,9.4,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,10.0,6.0
06SH00071,2001112541,11,R2541,8.8,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,9.4,5.0
06SH00072,2004115195,11,R5195,9.4,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,10.1,2.0
06SH00073,2000111504,11,R1504,7.8,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,8.3,6.0
06SH00074,2004114812,11,R4812,6.8,60,4,2,2006-02-18,49,Band1 Ewe,1,SHORT,2005-03-14,7.3,2.0
06SH00075,2000641312,64,K1312,8.2,58,5,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,8.8,6.0
06SH00076,2004114895,11,R4895,9.2,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.8,2.0
06SH00077,2000111549,11,R1549,11.4,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,12.2,6.0
06SH00078,2003642989,64,K2989,8.6,58,5,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,9.2,3.0
06SH00079,2004114337,11,R4337,8.0,64,2,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,8.6,2.0
06SH00080,2000111302,11,R1302,7.8,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,8.3,6.0
06SH00081,2000111165,11,R1165,9.0,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,9.6,6.0
06SH00082,2002113671,11,R3671,10.8,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,11.6,4.0
06SH00083,2002113254,11,R3254,7.8,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-15,8.4,4.0
06SH00084,1999640786,64,K0786,7.8,58,5,2,2006-02-18,49,Band1 Ewe,1,SHORT,2005-03-13,8.3,7.0
06SH00085,2001112816,11,R2816,6.8,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,7.3,5.0
06SH00086,2004114742,11,R4742,8.8,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.4,2.0
06SH00087,1999640946,64,K0946,8.8,58,5,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,9.4,7.0
06SH00088,2001112682,11,R2682,8.8,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.4,5.0
06SH00089,2004643124,64,K3124,8.4,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.0,2.0
06SH00090,2004643180,64,K3180,9.0,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.6,2.0
06SH00091,2001641652,64,K1652,10.4,56,6,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,11.1,5.0
06SH00092,2001112409,11,R2409,11.2,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-15,12.0,5.0
06SH00093,1999091379,09,91379,8.6,62,3,2,2006-02-18,49,Band1 Ewe,1,SHORT,2005-03-13,9.2,7.0
06SH00094,2004115094,11,R5094,8.8,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.4,2.0
06SH00095,1999090956,09,90956,8.8,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,9.4,7.0
06SH00096,2002113898,11,R3898,8.2,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,8.8,4.0
06SH00097,2001112377,11,R2377,8.4,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.0,5.0
06SH00098,2001641824,64,K1824,9.8,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,10.5,5.0
06SH00099,2001112562,11,R2562,11.0,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,11.7,5.0
06SH00100,1999110484,11,R0484,9.2,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-15,9.9,7.0
06SH00101,2004114353,11,R4353,10.2,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,10.9,2.0
06SH00102,2002642421,64,K2421,8.6,58,5,2,2006-02-18,49,Band1 Ewe,1,SHORT,2005-03-13,9.2,4.0
06SH00103,2000641074,64,K1074,6.8,58,5,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,7.3,6.0
06SH00104,2002113249,11,R3249,9.0,64,2,2,2006-02-18,49,Band1 Ewe,1,,2005-03-15,9.7,4.0
06SH00105,2002642112,64,K2112,10.6,58,5,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,11.3,4.0
06SH00106,2004114285,11,R4285,8.4,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.0,2.0
06SH00107,2000111506,11,R1506,7.6,64,2,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,8.1,6.0
06SH00108,2002113227,11,R3227,5.8,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-15,6.2,4.0
06SH00109,2000641116,64,K1116,11.2,60,4,2,2006-02-18,49,Band1 Ewe,1,"GOK, 2/20/06",2005-03-13,12.0,6.0
06SH00110,1998008091,00, 8091,8.4,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,9.0,8.0
06SH00111,1998109005,10,S9005,8.8,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.4,8.0
06SH00112,1998008858,00, 8858,8.0,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,8.6,8.0
06SH00113,2002113352,11,R3352,10.2,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,10.9,4.0
06SH00114,1999110621,11,R0621,9.0,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.6,7.0
06SH00115,1999110514,11,R0514,7.2,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,7.7,7.0
06SH00116,2004114572,11,R4572,10.6,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,11.3,2.0
06SH00117,1999090913,09,90913,7.8,58,5,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,8.3,7.0
06SH00118,2004114248,11,R4248,8.6,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.2,2.0
06SH00119,2002113845,11,R3845,8.6,64,2,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.2,4.0
06SH00120,2002113425,11,R3425,10.4,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,11.1,4.0
06SH00121,2002113772,11,R3772,8.8,64,2,2,2006-02-18,49,Band1 Ewe,1,,2005-03-15,9.4,4.0
06SH00122,2002113918,11,R3918,7.8,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,8.3,4.0
06SH00123,2004114270,11,R4270,8.0,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,8.6,2.0
06SH00124,2000000545,00,00545,8.4,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,9.0,6.0
06SH00125,2002112987,11,R2987,9.8,64,2,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,10.5,4.0
06SH00126,2000111186,11,R1186,10.4,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,11.1,6.0
06SH00127,2002113041,11,R3041,8.4,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.0,4.0
06SH00128,2000000677,00,00677,10.2,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,10.9,6.0
06SH00129,2002113773,11,R3773,6.6,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,7.1,4.0
06SH00130,2001112763,11,R2763,9.2,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-15,9.9,5.0
06SH00131,2003642857,64,K2857,9.2,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,9.8,3.0
06SH00132,2002113030,11,R3030,11.2,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,12.0,4.0
06SH00133,2000111168,11,R1168,8.8,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.4,6.0
06SH00134,2004114577,11,R4577,9.0,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.6,2.0
06SH00135,1999090256,09,90256,6.8,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,7.3,7.0
06SH00136,2000000872,00,00872,8.2,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,8.8,6.0
06SH00137,2004114789,11,R4789,7.8,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,8.3,2.0
06SH00138,1999090335,09,90335,7.4,62,3,2,2006-02-18,49,Band1 Ewe,1,SHORT,2005-03-15,7.9,7.0
06SH00139,2000000148,00,00148,10.0,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-15,10.7,6.0
06SH00140,2003114135,11,R4135,8.6,64,2,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.2,3.0
06SH00141,2002113826,11,R3826,7.0,64,2,2,2006-02-18,49,Band1 Ewe,1,SHORT,2005-03-15,7.5,4.0
06SH00142,2001641657,64,K1657,9.2,58,5,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,9.8,5.0
06SH00143,2003642871,64,K2871,9.0,58,5,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,9.6,3.0
06SH00144,2002113358,11,R3358,10.4,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-15,11.2,4.0
06SH00145,2001641635,64,K1635,6.6,58,5,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,7.0,5.0
06SH00146,2001112396,11,R2396,10.0,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,10.7,5.0
06SH00147,1999110098,11,R0098,9.6,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,10.2,7.0
06SH00148,1999110464,11,R0464,7.6,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,8.1,7.0
06SH00149,2002113745,11,R3745,10.8,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-15,11.6,4.0
06SH00150,2004114533,11,R4533,10.2,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,10.9,2.0
06SH00151,1999640711,64,K0711,7.2,56,6,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,7.7,7.0
06SH00152,1998109225,10,S9225,10.6,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-15,11.4,8.0
06SH00153,2002113646,11,R3646,7.6,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-15,8.2,4.0
06SH00154,2002113830,11,R3830,5.4,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,5.8,4.0
06SH00155,2002113879,11,R3879,8.8,64,2,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.4,4.0
06SH00156,2004643131,64,K3131,11.4,58,5,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,12.2,2.0
06SH00157,2003642907,64,K2907,9.6,58,5,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,10.2,3.0
06SH00158,2001641738,64,K1738,10.4,58,5,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,11.1,5.0
06SH00159,1999110627,11,R0627,8.0,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-15,8.6,7.0
06SH00160,2004114492,11,R4492,7.6,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,8.1,2.0
06SH00161,2002449343,44,T9343,7.4,62,3,2,2006-02-18,49,Band1 Ewe,2,W/ Band1,2005-03-13,7.9,4.0
06SH00162,2004642993,64,K2993,10.2,58,5,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,10.9,2.0
06SH00163,2004115128,11,R5128,9.0,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.6,2.0
06SH00164,2004114653,11,R4653,10.6,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,11.3,2.0
06SH00165,2001112427,11,R2427,12.2,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-15,13.1,5.0
06SH00166,2001112812,11,R2812,9.0,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-15,9.7,5.0
06SH00167,2000112054,11,R2054,9.4,62,3,2,2006-02-18,49,Band1 Ewe,1,?R2094=R2054,2005-03-14,10.1,6.0
06SH00168,2004114367,11,R4367,8.8,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.4,2.0
06SH00169,2000641156,64,K1156,10.4,58,5,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,11.1,6.0
06SH00170,2004114301,11,R4301,7.2,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,7.7,2.0
06SH00171,2000111224,11,R1224,9.8,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-15,10.5,6.0
06SH00172,2004643028,64,K3028,7.8,58,5,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,8.3,2.0
06SH00173,2003114099,11,R4099,11.6,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-15,12.5,3.0
06SH00174,2004643173,64,K3173,6.8,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,7.3,2.0
06SH00175,1999110582,11,R0582,7.6,58,5,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,8.1,7.0
06SH00176,2000001470,00,01470,8.0,60,4,2,2006-02-18,49,Band1 Ewe,1,SHORT,2005-03-14,8.6,6.0
06SH00177,2004115149,11,R5149,8.2,64,2,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,8.8,2.0
06SH00178,2004115089,11,R5089,10.8,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,11.6,2.0
06SH00179,2002113373,11,R3373,11.2,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,12.0,4.0
06SH00180,2002113667,11,R3667,8.6,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.2,4.0
06SH00181,2001641900,64,K1900,9.8,58,5,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,10.5,5.0
06SH00182,2002642190,64,K2190,7.6,58,5,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,8.1,4.0
06SH00183,2002642731,64,K2731,7.8,58,5,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,8.3,4.0
06SH00184,2004643160,64,K3160,9.0,54,7,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.6,2.0
06SH00185,2001112891,11,R2891,6.6,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,7.1,5.0
06SH00186,1999090638,09,90638,10.6,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,11.3,7.0
06SH00187,2002642480,64,K2480,10.2,58,5,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,10.9,4.0
06SH00188,2004114781,11,R4781,8.2,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,8.8,2.0
06SH00189,2002642644,64,K2644,8.6,58,5,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,9.2,4.0
06SH00190,2002642400,64,K2400,13.6,56,6,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,14.5,4.0
06SH00191,2003642837,64,K2837,9.0,56,6,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,9.6,3.0
06SH00192,2003114219,11,R4219,9.0,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.6,3.0
06SH00193,2004115023,11,R5023,8.0,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,8.6,2.0
06SH00194,2001112635,11,R2635,8.6,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,9.2,5.0
06SH00195,2004115142,11,R5142,8.8,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.4,2.0
06SH00196,2004643087,64,K3087,9.0,58,5,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.6,2.0
06SH00197,2004114832,11,R4832,10.6,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,11.3,2.0
06SH00198,2004114371,11,R4371,10.4,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,11.1,2.0
06SH00199,2003114123,11,R4123,8.0,64,2,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,8.6,3.0
06SH00200,2003642772,64,K2772,11.6,58,5,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,12.4,3.0
06SH00201,2002642333,64,K2333,8.0,58,5,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,8.5,4.0
06SH00202,2004114283,11,R4283,10.4,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,11.1,2.0
06SH00203,2004115036,11,R5036,8.4,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.0,2.0
06SH00204,2002642649,64,K2649,7.0,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,7.5,4.0
06SH00205,2004114455,11,R4455,9.4,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,10.1,2.0
06SH00206,1998640180,64,K0180,8.2,58,5,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,8.8,8.0
06SH00207,2004114773,11,R4773,10.8,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,11.6,2.0
06SH00208,2004114971,11,R4971,11.0,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,11.8,2.0
06SH00209,2004114288,11,R4288,7.6,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,8.1,2.0
06SH00210,2000000707,00,00707,8.4,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.0,6.0
06SH00211,2004114594,11,R4594,9.8,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,10.5,2.0
06SH00212,2001641813,64,K1813,7.6,56,6,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,8.1,5.0
06SH00213,2001112887,11,R2887,8.4,62,3,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,9.0,5.0
06SH00214,2000111333,11,R1333,6.8,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,7.3,6.0
06SH00215,1999110050,11,R0050,8.2,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-15,8.8,7.0
06SH00216,2001641877,64,K1877,7.2,58,5,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,7.7,5.0
06SH00217,2000111267,11,R1267,10.2,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-13,10.9,6.0
06SH00218,2000111806,11,R1806,12.4,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,13.3,6.0
06SH00219,2004114397,11,R4397,9.8,60,4,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,10.5,2.0
06SH00220,2004114655,11,R4655,10.8,58,5,2,2006-02-18,49,Band1 Ewe,1,,2005-03-14,11.6,2.0
