UID,LAMB,SIRE,DAM,ID10,SIREID10,DAMID10,LAMB_YYYY,LAMB_BRD,LAMB_ETAG,SIRE_YYYY,SIRE_BRD,SIRE_ETAG,DAM_YYYY,DAM_BRD,DAM_ETAG,SIRE_PRE_CUTOFF,DAM_PRE_CUTOFF
70PE00001,70116454,68116381,68116391,1970116454,1968116381,1968116391,1970,11,6454,1968,11,6381,1968,11,6391,0,0
70PE00002,70116455,66116255,64116010,1970116455,1966116255,1964116010,1970,11,6455,1966,11,6255,1964,11,6010,0,0
70PE00003,70116456,66116255,64116010,1970116456,1966116255,1964116010,1970,11,6456,1966,11,6255,1964,11,6010,0,0
70PE00004,70116457,66116255,64116100,1970116457,1966116255,1964116100,1970,11,6457,1966,11,6255,1964,11,6100,0,0
70PE00005,70116458,66116255,64116100,1970116458,1966116255,1964116100,1970,11,6458,1966,11,6255,1964,11,6100,0,0
70PE00006,70116459,68116381,63115970,1970116459,1968116381,1963115970,1970,11,6459,1968,11,6381,1963,11,5970,0,0
70PE00007,70116460,66116255,64116105,1970116460,1966116255,1964116105,1970,11,6460,1966,11,6255,1964,11,6105,0,0
70PE00008,70116461,66116255,64116088,1970116461,1966116255,1964116088,1970,11,6461,1966,11,6255,1964,11,6088,0,0
70PE00009,70116462,66116255,64116088,1970116462,1966116255,1964116088,1970,11,6462,1966,11,6255,1964,11,6088,0,0
70PE00010,70116463,66116255,65116185,1970116463,1966116255,1965116185,1970,11,6463,1966,11,6255,1965,11,6185,0,0
70PE00011,70116464,68116381,64116110,1970116464,1968116381,1964116110,1970,11,6464,1968,11,6381,1964,11,6110,0,0
70PE00012,70116465,68116381,64116110,1970116465,1968116381,1964116110,1970,11,6465,1968,11,6381,1964,11,6110,0,0
70PE00013,70116466,66116255,65116204,1970116466,1966116255,1965116204,1970,11,6466,1966,11,6255,1965,11,6204,0,0
70PE00014,70116467,66116255,62115794,1970116467,1966116255,1962115794,1970,11,6467,1966,11,6255,1962,11,5794,0,0
70PE00015,70116468,66116255,62115794,1970116468,1966116255,1962115794,1970,11,6468,1966,11,6255,1962,11,5794,0,0
70PE00016,70116469,68116381,64116152,1970116469,1968116381,1964116152,1970,11,6469,1968,11,6381,1964,11,6152,0,0
70PE00017,70116470,66116255,64116071,1970116470,1966116255,1964116071,1970,11,6470,1966,11,6255,1964,11,6071,0,0
70PE00018,70116471,66116255,67116334,1970116471,1966116255,1967116334,1970,11,6471,1966,11,6255,1967,11,6334,0,0
70PE00019,70116472,68116381,63115941,1970116472,1968116381,1963115941,1970,11,6472,1968,11,6381,1963,11,5941,0,0
70PE00020,70116473,66116255,64115979,1970116473,1966116255,1964115979,1970,11,6473,1966,11,6255,1964,11,5979,0,0
70PE00021,70116474,66116255,64115979,1970116474,1966116255,1964115979,1970,11,6474,1966,11,6255,1964,11,5979,0,0
70PE00022,70116475,66116255,61115602,1970116475,1966116255,1961115602,1970,11,6475,1966,11,6255,1961,11,5602,0,0
70PE00023,70116476,66116255,61115602,1970116476,1966116255,1961115602,1970,11,6476,1966,11,6255,1961,11,5602,0,0
70PE00024,70116477,66116255,67116314,1970116477,1966116255,1967116314,1970,11,6477,1966,11,6255,1967,11,6314,0,0
70PE00025,70116478,66116255,67116314,1970116478,1966116255,1967116314,1970,11,6478,1966,11,6255,1967,11,6314,0,0
70PE00026,70116479,68116381,62115741,1970116479,1968116381,1962115741,1970,11,6479,1968,11,6381,1962,11,5741,0,0
70PE00027,70116480,68116381,64116122,1970116480,1968116381,1964116122,1970,11,6480,1968,11,6381,1964,11,6122,0,0
70PE00028,70116481,68116381,68116384,1970116481,1968116381,1968116384,1970,11,6481,1968,11,6381,1968,11,6384,0,0
70PE00029,70116482,68116381,68116384,1970116482,1968116381,1968116384,1970,11,6482,1968,11,6381,1968,11,6384,0,0
70PE00030,70116483,66116255,64116024,1970116483,1966116255,1964116024,1970,11,6483,1966,11,6255,1964,11,6024,0,0
70PE00031,70116484,66116255,64116024,1970116484,1966116255,1964116024,1970,11,6484,1966,11,6255,1964,11,6024,0,0
70PE00032,70116485,68116381,68116401,1970116485,1968116381,1968116401,1970,11,6485,1968,11,6381,1968,11,6401,0,0
70PE00033,70116486,66116255,66116259,1970116486,1966116255,1966116259,1970,11,6486,1966,11,6255,1966,11,6259,0,0
70PE00034,70116487,66116255,66116259,1970116487,1966116255,1966116259,1970,11,6487,1966,11,6255,1966,11,6259,0,0
70PE00035,70116488,66116255,60115500,1970116488,1966116255,1960115500,1970,11,6488,1966,11,6255,1960,11,5500,0,0
70PE00036,70116489,68116381,67116305,1970116489,1968116381,1967116305,1970,11,6489,1968,11,6381,1967,11,6305,0,0
70PE00037,70116490,68116381,66116247,1970116490,1968116381,1966116247,1970,11,6490,1968,11,6381,1966,11,6247,0,0
70PE00038,70116491,68116381,68116406,1970116491,1968116381,1968116406,1970,11,6491,1968,11,6381,1968,11,6406,0,0
70PE00039,70116492,68116381,68116383,1970116492,1968116381,1968116383,1970,11,6492,1968,11,6381,1968,11,6383,0,0
70PE00040,70116493,68116381,66116273,1970116493,1968116381,1966116273,1970,11,6493,1968,11,6381,1966,11,6273,0,0
70PE00041,70116494,68116381,68116382,1970116494,1968116381,1968116382,1970,11,6494,1968,11,6381,1968,11,6382,0,0
70PE00042,70149837,68149603,66148329,1970149837,1968149603,1966148329,1970,14,9837,1968,14,9603,1966,14,8329,0,0
70PE00043,70149838,68149603,64147487,1970149838,1968149603,1964147487,1970,14,9838,1968,14,9603,1964,14,7487,0,0
70PE00044,70149839,68149603,64147487,1970149839,1968149603,1964147487,1970,14,9839,1968,14,9603,1964,14,7487,0,0
70PE00045,70149840,68149603,61145992,1970149840,1968149603,1961145992,1970,14,9840,1968,14,9603,1961,14,5992,0,0
70PE00046,70149841,68149603,61145992,1970149841,1968149603,1961145992,1970,14,9841,1968,14,9603,1961,14,5992,0,0
70PE00047,70149842,68149603,68149440,1970149842,1968149603,1968149440,1970,14,9842,1968,14,9603,1968,14,9440,0,0
70PE00048,70149843,68149373,68149322,1970149843,1968149373,1968149322,1970,14,9843,1968,14,9373,1968,14,9322,0,0
70PE00049,70149844,68149603,67149041,1970149844,1968149603,1967149041,1970,14,9844,1968,14,9603,1967,14,9041,0,0
70PE00050,70149845,68149603,67149041,1970149845,1968149603,1967149041,1970,14,9845,1968,14,9603,1967,14,9041,0,0
70PE00051,70149846,68149603,67149065,1970149846,1968149603,1967149065,1970,14,9846,1968,14,9603,1967,14,9065,0,0
70PE00052,70149847,68149603,67149065,1970149847,1968149603,1967149065,1970,14,9847,1968,14,9603,1967,14,9065,0,0
70PE00053,70149848,68149603,66148330,1970149848,1968149603,1966148330,1970,14,9848,1968,14,9603,1966,14,8330,0,0
70PE00054,70149849,68149603,66148330,1970149849,1968149603,1966148330,1970,14,9849,1968,14,9603,1966,14,8330,0,0
70PE00055,70149850,68149373,64147368,1970149850,1968149373,1964147368,1970,14,9850,1968,14,9373,1964,14,7368,0,0
70PE00056,70149851,68149373,66148287,1970149851,1968149373,1966148287,1970,14,9851,1968,14,9373,1966,14,8287,0,0
70PE00057,70149852,68149373,68149503,1970149852,1968149373,1968149503,1970,14,9852,1968,14,9373,1968,14,9503,0,0
70PE00058,70149853,68149603,64147307,1970149853,1968149603,1964147307,1970,14,9853,1968,14,9603,1964,14,7307,0,0
70PE00059,70149854,68149603,64147307,1970149854,1968149603,1964147307,1970,14,9854,1968,14,9603,1964,14,7307,0,0
70PE00060,70149855,68149373,64147268,1970149855,1968149373,1964147268,1970,14,9855,1968,14,9373,1964,14,7268,0,0
70PE00061,70149856,68149603,64147397,1970149856,1968149603,1964147397,1970,14,9856,1968,14,9603,1964,14,7397,0,0
70PE00062,70149857,68149603,64147397,1970149857,1968149603,1964147397,1970,14,9857,1968,14,9603,1964,14,7397,0,0
70PE00063,70149858,68149603,66148231,1970149858,1968149603,1966148231,1970,14,9858,1968,14,9603,1966,14,8231,0,0
70PE00064,70149859,68149373,67149081,1970149859,1968149373,1967149081,1970,14,9859,1968,14,9373,1967,14,9081,0,0
70PE00065,70149860,68149373,64147393,1970149860,1968149373,1964147393,1970,14,9860,1968,14,9373,1964,14,7393,0,0
70PE00066,70149861,68149373,64147393,1970149861,1968149373,1964147393,1970,14,9861,1968,14,9373,1964,14,7393,0,0
70PE00067,70149862,68149603,63146609,1970149862,1968149603,1963146609,1970,14,9862,1968,14,9603,1963,14,6609,0,0
70PE00068,70149863,68149603,63146609,1970149863,1968149603,1963146609,1970,14,9863,1968,14,9603,1963,14,6609,0,0
70PE00069,70149864,68149373,64147460,1970149864,1968149373,1964147460,1970,14,9864,1968,14,9373,1964,14,7460,0,0
70PE00070,70149865,68149603,64147451,1970149865,1968149603,1964147451,1970,14,9865,1968,14,9603,1964,14,7451,0,0
70PE00071,70149866,68149603,64147451,1970149866,1968149603,1964147451,1970,14,9866,1968,14,9603,1964,14,7451,0,0
70PE00072,70149867,68149603,67148795,1970149867,1968149603,1967148795,1970,14,9867,1968,14,9603,1967,14,8795,0,0
70PE00073,70149868,68149603,67148795,1970149868,1968149603,1967148795,1970,14,9868,1968,14,9603,1967,14,8795,0,0
70PE00074,70149869,68149603,67148795,1970149869,1968149603,1967148795,1970,14,9869,1968,14,9603,1967,14,8795,0,0
70PE00075,70149870,68149373,67149177,1970149870,1968149373,1967149177,1970,14,9870,1968,14,9373,1967,14,9177,0,0
70PE00076,70149871,68149603,59144924,1970149871,1968149603,1959144924,1970,14,9871,1968,14,9603,1959,14,4924,0,0
70PE00077,70184117,69183681,67149153,1970184117,1969183681,1967149153,1970,18,4117,1969,18,3681,1967,14,9153,0,0
70PE00078,70184118,69183862,65147586,1970184118,1969183862,1965147586,1970,18,4118,1969,18,3862,1965,14,7586,0,0
70PE00079,70184119,69183862,65147586,1970184119,1969183862,1965147586,1970,18,4119,1969,18,3862,1965,14,7586,0,0
70PE00080,70184122,69183528,65147822,1970184122,1969183528,1965147822,1970,18,4122,1969,18,3528,1965,14,7822,0,0
70PE00081,70184123,69183862,68149715,1970184123,1969183862,1968149715,1970,18,4123,1969,18,3862,1968,14,9715,0,0
70PE00082,70184124,69183318,67149060,1970184124,1969183318,1967149060,1970,18,4124,1969,18,3318,1967,14,9060,0,0
70PE00083,70184125,69183382,68149763,1970184125,1969183382,1968149763,1970,18,4125,1969,18,3382,1968,14,9763,0,0
70PE00084,70184126,69183681,68149618,1970184126,1969183681,1968149618,1970,18,4126,1969,18,3681,1968,14,9618,0,0
70PE00085,70184127,69183681,68149618,1970184127,1969183681,1968149618,1970,18,4127,1969,18,3681,1968,14,9618,0,0
70PE00086,70184128,69183817,68183114,1970184128,1969183817,1968183114,1970,18,4128,1969,18,3817,1968,18,3114,0,0
