UID,YR,SEX,LAMB,LB1,LINE,BPEN,DAM,DBRD,DB1,INBRL,CODE,ADAM,TRT,CLR,STM,SPEC,JAW,DAYBN,TB,TRT1,DAYDIS,MILK,ABEWE,DISP,INBRD,FONO,FOPU,TRT2,DB2,LBRD,SIRE,SBRD,Y1,WNWT,LNDAM,TM,Y4,CODE2,Y2,Y3,BRWT,Y5,ABLMB,TRT3,CDNO,DATEBN,STMD
70LA00001,70,,,0,32,320,5060,11,1,26,,-0,,,07,,,41,,,0,,,,20,,,,1,11,6381,11,0,0,32,1,0,,0,0,0.0,0,,7,1,,07
70LA00002,70,2,6488,1,24,240,5500,11,1,40,,00,,1,07,,1,113,5,,0,4,,,25,,,,1,11,6255,11,1,66,24,1,1,,1,1,11.8,10,,6,1,1970-04-23,07
70LA00003,70,2,,0,32,320,5562,11,1,31,,00,,1,07,,1,109,1,,0,0,,1,29,,,,1,11,6381,11,1,0,32,1,0,,1,1,6.6,0,,6,1,1970-04-19,07
70LA00004,70,1,6475,1,24,240,5602,11,1,30,,90,,1,07,,1,105,8,,0,4,,,29,,,,1,11,6255,11,1,80,24,1,1,,1,2,11.4,10,,7,1,1970-04-15,07
70LA00005,70,1,6476,1,24,240,5602,11,1,30,,90,,1,07,,1,105,8,,0,4,,,29,,,,1,11,6255,11,0,65,24,1,1,,0,0,10.4,10,,7,2,1970-04-15,07
70LA00006,70,,,0,24,240,5634,11,1,34,,90,,,07,,,41,,,0,,,,32,,,,1,11,6255,11,0,0,24,1,0,,0,0,0.0,0,,6,1,,07
70LA00007,70,1,6479,1,32,320,5741,11,1,32,,80,,1,07,,1,106,5,,0,4,,,22,,,,1,11,6381,11,1,70,32,1,1,,1,1,10.2,10,,6,1,1970-04-16,07
70LA00008,70,2,,0,24,240,5766,11,1,39,,80,,1,07,,1,120,0,,0,0,,0,32,,,,1,11,6255,11,1,0,24,1,0,,1,1,5.0,0,,6,1,1970-04-30,07
70LA00009,70,1,6467,1,24,240,5794,11,1,37,,80,,1,07,,1,101,8,,104,4,,6,30,,,,1,11,6255,11,1,0,24,1,1,,1,2,10.6,0,,7,1,1970-04-11,07
70LA00010,70,2,6468,1,24,240,5794,11,1,37,,80,,1,07,,1,101,8,,0,4,,,30,836714,-,,1,11,6255,11,0,75,24,1,1,,0,0,8.0,5,,7,2,1970-04-11,07
70LA00011,70,1,,0,24,240,5825,11,1,43,,80,,1,07,,1,94,4,,0,1,,1,29,,,,1,11,6255,11,1,0,24,1,0,,1,2,9.0,0,,7,1,1970-04-04,07
70LA00012,70,2,,0,24,240,5825,11,1,43,,80,,1,07,,1,94,4,,0,1,,1,29,,,,1,11,6255,11,0,0,24,1,0,,0,0,7.8,0,,7,2,1970-04-04,07
70LA00013,70,2,4242,3,73,731,5906,11,1,,,70,,1,07,,2,95,7,,0,3,07,,,,,,1,18,3427,18,1,74,73,6,1,,1,2,8.8,10,,,1,1970-04-05,07
70LA00014,70,1,,0,73,731,5906,11,1,,,70,,1,07,,1,95,7,,0,3,,1,,,,,1,18,3427,18,0,0,73,6,0,,0,0,8.0,0,,,2,1970-04-05,07
70LA00015,70,1,4198,3,76,760,5917,11,1,,,70,,1,07,,1,94,5,,0,4,,,,,,,1,18,3528,18,1,91,76,6,1,,1,1,12.0,10,,,1,1970-04-04,07
70LA00016,70,2,,0,78,782,5918,11,1,,,70,,1,07,,1,90,0,,0,0,,0,,,,,1,18,3681,18,1,0,78,6,0,,1,1,7.8,0,,,1,1970-03-31,07
70LA00017,70,,,0,32,320,5920,11,1,31,,70,,,07,,,150,,,0,,,,38,,,,1,11,6381,11,1,0,32,1,0,,0,0,0.0,0,,6,1,1970-05-30,07
70LA00018,70,2,5154,3,75,751,5925,11,1,,,70,,1,07,,1,122,8,,230,2,33,7,,,&,,1,18,3942,18,1,0,75,6,1,,1,2,7.8,0,,,1,1970-05-02,07
70LA00019,70,2,5155,3,75,751,5925,11,1,,,70,,1,07,,1,122,8,,156,2,,6,,,,,1,18,3942,18,0,0,75,6,1,,0,0,6.8,0,,,2,1970-05-02,07
