UID,YR,SEX,LAMB,LB1,LINE,PEN,DAM,DBRD,DB,INBL,DB1,ADAM,ABEWE,CLR,STM,SPEC,JAW,DATE,DAYBN,TB,TRT,DAYDIS,MILK,ABNE,DEAD,INBD,FONO,FOBR,FOPU,X1,DB2,LBRD,SIRE,SB1,ABLMB,WNWT,LNDAM,TM,TBRQ,X2,BRWT,ABNL,DISP,SBRD,X3,CDNO,Y1,Y2,Y3,Y4,Y5,DATEBN
55LA00001,55,1,1849,0,69,728,1624,10,0,,1,9,13,1,07,,1,413,103,8,,0,3,93,,,,,,,0,10,7231,3,,79,68,4,1,,11.2,,,17,,1,1,1,2,1,10,1955-04-13
55LA00002,55,1,1850,0,69,728,1624,10,0,,1,9,13,1,07,,1,413,103,8,,0,3,93,,,,,,,0,10,7231,3,,76,68,4,1,,9.6,,,17,,2,1,1,2,1,10,1955-04-13
55LA00003,55,2,,,69,328,1625,10,0,,1,9,,1,07,,1,404,94,1,,0,3,,,,2302,14,+,,0,10,0107,,,,68,4,,,10.0,,1,91,,1,1,1,1,0,0,1955-04-04
55LA00004,55,1,1881,0,69,498,1629,10,0,,1,9,,1,07,,1,420,110,8,,0,2,,6,,3636,11,-,,0,10,1037,2,,77,68,4,5,,9.8,,,14,,1,1,1,2,1,10,1955-04-20
55LA00005,55,2,1882,0,69,498,1629,10,0,,1,9,,1,07,,1,420,110,8,,0,2,,6,,,,,,0,10,1037,2,,59,68,4,,,10.4,,,14,,2,1,1,2,1,10,1955-04-20
55LA00006,55,1,,,69,409,1631,10,0,,1,8,33,,07,,,401,91,4,,0,0,05,,,,,,,0,10,0935,2,,,68,4,,,9.2,,1,14,,1,1,1,2,0,0,1955-04-01
55LA00007,55,1,,,69,409,1631,10,0,,1,8,33,,07,,,401,91,4,,0,0,05,,,,,,,0,10,0935,2,,,68,4,,,11.0,,1,14,,2,1,1,2,0,0,1955-04-01
55LA00008,55,2,1853,0,69,469,1632,10,0,,1,8,,1,07,,1,413,103,5,,0,4,,,,,,,,0,10,1323,2,,80,68,4,1,,10.6,,,14,,1,1,1,1,1,10,1955-04-13
55LA00009,55,1,,,69,458,1636,10,0,,1,7,,1,07,,1,331,90,0,,0,2,,,,,,,,0,10,0117,,,,68,4,,,6.5,,0,91,,1,1,1,1,0,0,1955-03-31
55LA00010,55,1,1801,0,69,258,1638,10,0,,1,7,,1,07,,1,401,91,5,,0,4,,,,,,,,0,10,0116,,,105,68,4,1,,12.8,,,91,,1,1,1,1,1,10,1955-04-01
55LA00011,55,2,1806,0,69,498,1639,10,0,,1,6,,1,07,,1,402,92,5,,0,4,,,,,,,,0,10,1037,2,,87,68,4,1,,10.0,,,14,,1,1,1,1,1,10,1955-04-02
55LA00012,55,2,1824,0,69,399,1640,10,0,,1,6,04,1,07,,1,407,97,8,,98,2,07,,,,,,,0,10,1240,2,,,68,4,,,9.4,,6,14,,1,1,1,2,1,0,1955-04-07
55LA00013,55,1,1825,0,69,399,1640,10,0,,1,6,04,1,07,,2,407,97,8,,121,2,07,,,,,,,0,10,1240,2,,,68,4,,,11.6,,6,14,,2,1,1,2,1,0,1955-04-07
55LA00014,55,1,1837,0,69,328,1642,10,0,,1,5,,1,07,,2,409,99,5,,0,4,,,,,,,,0,10,0107,,,97,68,4,1,,12.6,,,91,,1,1,1,1,1,10,1955-04-09
55LA00015,55,2,1823,0,69,269,1643,10,0,,1,5,,3,07,,2,407,97,5,,99,3,,,,,,,,0,10,1505,2,,,68,4,,,6.0,,6,14,,1,1,1,1,1,0,1955-04-07
55LA00016,55,,,,70,738,1644,10,0,,1,4,,,07,1,,515,135,-,,0,,,,,,,,,0,10,7019,3,,,68,2,,,0.0,,,17,,1,1,0,0,0,0,1955-05-15
55LA00017,55,2,2004,5,00,738,1644,10,0,,1,4,,1,04,2,1,515,135,5,,230,4,,,,,,,,0,48,0000,,,,68,0,2,,11.4,,7,60,,1,1,1,1,1,0,1955-05-15
55LA00018,55,2,,,69,359,1645,10,0,,1,4,,1,07,,1,402,92,1,,0,4,,,,2270,14,+,,0,10,0781,2,,,68,4,,,8.0,,1,14,,1,1,1,1,0,0,1955-04-02
55LA00019,55,1,1819,0,69,468,1646,10,0,,1,4,,1,07,,1,407,97,5,,0,3,,,,,,,,0,10,0693,2,,99,68,4,1,,13.2,,,14,,1,1,1,1,1,10,1955-04-07
55LA00020,55,1,1814,0,69,268,1647,10,0,,1,4,,1,07,,1,406,96,8,,0,4,,,,,,,,0,10,1008,2,,71,68,4,1,,10.2,,,14,,1,1,1,2,1,10,1955-04-06
55LA00021,55,2,1815,0,69,268,1647,10,0,,1,4,,1,07,,1,406,96,8,,0,4,,,,,,,,0,10,1008,2,,79,68,4,1,,9.6,,,14,,2,1,1,2,1,10,1955-04-06
55LA00022,55,1,1832,0,69,498,1648,10,0,,1,4,,1,07,,2,408,98,5,,0,4,,,,,,,,0,10,1037,2,,85,68,4,1,,11.8,,,14,,1,1,1,1,1,10,1955-04-08
55LA00023,55,2,1854,0,69,408,1649,10,0,,1,4,,1,07,,1,414,104,8,,0,3,,,,,,,,0,10,1209,2,,82,68,4,1,,11.8,,,14,,1,1,1,2,1,10,1955-04-14
55LA00024,55,2,1855,0,69,408,1649,10,0,,1,4,,1,07,,1,414,104,8,,0,3,,,,,,,,0,10,1209,2,,73,68,4,1,,12.0,,,14,,2,1,1,2,1,10,1955-04-14
55LA00025,55,1,1866,0,69,258,1650,10,0,,1,3,,1,07,,1,416,106,5,,0,3,,,,,,,,0,10,0116,,,88,68,4,5,,12.0,,,91,,1,1,1,1,1,10,1955-04-16
55LA00026,55,1,1810,0,69,408,1651,10,0,,1,3,,1,07,,1,404,94,5,,0,3,,,,,,,,0,10,1209,2,,88,68,4,1,,11.8,,,14,,1,1,1,1,1,10,1955-04-04
55LA00027,55,,,,69,469,1652,10,0,,1,3,,,07,1,,515,135,-,,0,,,,,,,,,0,10,1323,2,,,68,4,,,0.0,,,14,,1,1,0,0,0,0,1955-05-15
55LA00028,55,1,,,00,469,1652,10,0,,1,3,,1,04,2,1,510,130,5,,230,3,,,,,,,,0,48,0000,,,,68,0,,,9.0,,7,60,,1,1,1,1,1,0,1955-05-10
55LA00029,55,1,1818,0,69,258,1653,10,0,,1,3,,1,07,,1,407,97,5,,0,4,,,,,,,,0,10,0116,,,100,68,4,1,,12.0,,,91,,1,1,1,1,1,10,1955-04-07
55LA00030,55,1,1809,0,69,398,1654,10,0,,1,3,,1,07,,1,404,94,5,,0,3,,,,,,,,0,10,0396,2,,88,68,4,1,,12.6,,,14,,1,1,1,1,1,10,1955-04-04
55LA00031,55,2,1867,0,69,728,1655,10,0,,1,3,,1,07,,1,416,106,8,,0,3,,,,,,,,0,10,7231,3,,79,68,4,5,,9.8,,,17,,1,1,1,2,1,10,1955-04-16
55LA00032,55,2,1868,0,69,728,1655,10,0,,1,3,,1,07,,1,416,106,8,,0,3,,,,,,,,0,10,7231,3,,79,68,4,5,,10.0,,,17,,2,1,1,2,1,10,1955-04-16
55LA00033,55,1,,,69,269,1656,10,0,,1,3,,,07,,,405,95,2,,0,3,,,,2330,14,+,,0,10,1505,2,,,68,4,,,2.5,,0,14,,1,1,1,2,0,0,1955-04-05
55LA00034,55,,,,69,269,1656,10,0,,1,3,,1,07,,1,405,95,2,,0,3,,,,,,,,0,10,1505,2,,,68,4,,,8.5,,0,14,,2,1,1,2,0,0,1955-04-05
55LA00035,55,1,1865,0,69,409,1657,10,0,,1,3,,1,07,,2,414,104,5,,121,4,,,,,,,,0,10,0935,2,,,68,4,,,13.0,,6,14,,1,1,1,1,1,0,1955-04-14
55LA00036,55,1,1843,0,69,458,1658,10,0,,1,3,,1,07,,1,411,101,5,,0,3,,,,,,,,0,10,0117,,,98,68,4,1,,13.8,,,91,,1,1,1,1,1,10,1955-04-11
55LA00037,55,1,1886,0,69,358,1659,10,0,,1,3,,1,07,,1,422,112,5,,230,4,,,,,,,,0,10,0511,2,,,68,4,5,,12.0,,7,14,,1,1,1,1,1,0,1955-04-22
55LA00038,55,,,,69,399,1660,10,0,,1,3,,,07,,,501,121,-,,0,,,,,,,,,0,10,1240,2,,,68,4,,,0.0,,,14,,1,1,0,0,0,0,1955-05-01
55LA00039,55,2,1813,0,69,368,1661,10,0,,1,3,,1,07,,1,406,96,5,,0,4,,,,,,,,0,10,0939,2,,81,68,4,1,,10.0,,,14,,1,1,1,1,1,10,1955-04-06
55LA00040,55,1,1831,0,69,369,1662,10,0,,1,3,,1,07,,1,408,98,5,,0,3,,,,,,,,0,10,1348,2,,95,68,4,1,,13.2,,,14,,1,1,1,1,1,10,1955-04-08
55LA00041,55,2,1844,0,69,718,1663,10,0,,1,3,,1,07,,1,411,101,5,,0,3,,,,,,,,0,10,7473,3,,79,68,4,1,,12.2,,,17,,1,1,1,1,1,10,1955-04-11
55LA00042,55,2,1879,0,69,468,1664,10,0,,1,3,,1,07,,1,418,108,5,,0,4,,,,,,,,0,10,0693,2,,89,68,4,5,,12.6,,,14,,1,1,1,1,1,10,1955-04-18
55LA00043,55,1,1862,0,69,408,1665,10,0,,1,3,,1,07,,1,414,104,5,,0,3,,,,,,,,0,10,1209,2,,91,68,4,1,,13.4,,,14,,1,1,1,1,1,10,1955-04-14
55LA00044,55,2,1874,0,69,328,1666,10,0,,1,3,,1,07,,1,417,107,5,,0,4,,,,,,,,0,10,0107,,,75,68,4,5,,12.6,,,91,,1,1,1,1,1,10,1955-04-17
55LA00045,55,2,1887,0,69,498,1667,10,0,,1,3,,1,07,,1,430,120,5,,0,5,,,,,,,,0,10,1037,2,,85,68,4,9,,10.8,,,14,,1,1,1,1,1,10,1955-04-30
55LA00046,55,,,,69,258,1668,10,0,,1,3,,,07,,,508,128,-,,0,,,,,,,,,0,10,0116,,,,68,4,,,0.0,,,91,,1,1,0,0,0,0,1955-05-08
55LA00047,55,1,1872,0,69,358,1670,10,0,,1,3,,1,07,,1,417,107,8,,0,2,,,,,,,,0,10,0511,2,,72,68,4,5,,10.8,,,14,,1,1,1,2,1,10,1955-04-17
55LA00048,55,2,1873,0,69,358,1670,10,0,,1,3,,1,07,,1,417,107,8,,0,2,,,,,,,,0,10,0511,2,,74,68,4,5,,10.2,,,14,,2,1,1,2,1,10,1955-04-17
55LA00049,55,1,1878,0,69,398,1671,10,0,,1,3,,1,07,,1,418,108,5,,0,3,,,,,,,,0,10,0396,2,,111,68,4,5,,12.4,,,14,,1,1,1,1,1,10,1955-04-18
55LA00050,55,2,1826,0,69,368,1672,10,0,,1,3,,1,07,,1,407,97,8,,0,3,,,,,,,,0,10,0939,2,,72,68,4,1,,11.2,,,14,,1,1,1,2,1,10,1955-04-07
55LA00051,55,2,1827,0,69,368,1672,10,0,,1,3,,1,07,,1,407,97,8,,0,3,,,,,,,,0,10,0939,2,,70,68,4,1,,9.2,,,14,,2,1,1,2,1,10,1955-04-07
55LA00052,55,1,1833,0,69,458,1673,10,0,,1,3,,1,07,,1,408,98,5,,0,5,,,,,,,,0,10,0117,,,99,68,4,1,,11.8,,,91,,1,1,1,1,1,10,1955-04-08
55LA00053,55,1,1851,0,69,369,1675,10,0,,1,3,,1,07,,1,413,103,5,,0,3,,,,,,,,0,10,1348,2,,78,68,4,1,,13.2,,,14,,1,1,1,1,1,10,1955-04-13
55LA00054,55,1,1876,0,69,718,1676,10,0,,1,3,,1,07,,1,417,107,5,,0,5,,,,,,,,0,10,7473,3,,103,68,4,5,,14.0,,,17,,1,1,1,1,1,10,1955-04-17
55LA00055,55,1,1805,0,69,738,1677,10,0,,1,3,,1,07,,1,402,92,5,,98,4,,,,2430,14,+,,0,10,7019,3,,,68,4,,,14.2,,6,17,,1,1,1,1,1,0,1955-04-02
55LA00056,55,,,,69,328,1678,10,0,,1,3,,,07,,,210,41,0,,0,0,,,,,,,,0,10,0107,,,,68,4,,,0.0,,0,91,,1,1,1,1,0,0,1955-02-10
55LA00057,55,2,1816,0,69,498,1679,10,0,,1,3,,1,07,,1,406,96,5,,0,4,,,,,,,,0,10,1037,2,,85,68,4,1,,11.8,,,14,,1,1,1,1,1,10,1955-04-06
55LA00058,55,2,1860,0,69,469,1680,10,0,,1,3,,1,07,,1,414,104,8,,0,4,,,,,,,,0,10,1323,2,,70,68,4,1,,11.2,,,14,,1,1,1,2,1,10,1955-04-14
55LA00059,55,1,1861,0,69,469,1680,10,0,,1,3,,1,07,,1,414,104,8,,0,4,,,,,,,,0,10,1323,2,,78,68,4,1,,9.8,,,14,,2,1,1,2,1,10,1955-04-14
55LA00060,55,2,1829,0,69,498,1682,10,0,,1,3,,1,07,,1,408,98,5,,0,5,,,,,,,,0,10,1037,2,,82,68,4,1,,9.6,,,14,,1,1,1,1,1,10,1955-04-08
55LA00061,55,2,1834,0,69,728,1683,10,0,,1,3,,1,07,,1,409,99,8,,112,4,,,,,,,,0,10,7231,3,16,,68,4,,,11.4,2,2,17,,1,1,1,2,1,0,1955-04-09
55LA00062,55,2,1835,0,69,728,1683,10,0,,1,3,,1,07,,1,409,99,8,,0,4,,,,,,,,0,10,7231,3,16,93,68,4,1,,11.6,2,,17,,2,1,1,2,1,10,1955-04-09
55LA00063,55,2,,,69,728,1684,10,0,,1,3,,1,07,,1,403,93,1,,0,1,,,,,,,,0,10,7231,3,,,68,4,,,0.0,,1,17,,1,1,1,1,0,0,1955-04-03
55LA00064,55,2,1863,0,69,468,1685,10,0,,1,3,,1,07,,1,414,104,8,,0,4,,,,,,,,0,10,0693,2,,68,68,4,5,,8.4,,,14,,1,1,1,2,1,10,1955-04-14
55LA00065,55,1,1864,0,69,468,1685,10,0,,1,3,,1,07,,1,414,104,8,,0,4,,,,,,,,0,10,0693,2,,72,68,4,5,,9.8,,,14,,2,1,1,2,1,10,1955-04-14
55LA00066,55,1,1871,0,69,269,1686,10,0,,1,3,,1,07,,1,416,106,5,,109,4,,,,,,,,0,10,1505,2,,,68,4,,,9.4,,6,14,,1,1,1,1,1,0,1955-04-16
55LA00067,55,1,1839,0,69,359,1687,10,0,,1,3,,1,07,,1,410,100,5,,0,4,,,,,,,,0,10,0781,2,,89,68,4,1,,13.0,,,14,,1,1,1,1,1,10,1955-04-10
55LA00068,55,2,1888,0,69,408,1688,10,0,,1,3,,1,07,,3,501,121,5,,0,4,,,,,,,,0,10,1209,2,,79,68,4,9,,10.0,,,14,,1,1,1,1,1,10,1955-05-01
55LA00069,55,1,1858,0,69,268,1689,10,0,,1,3,,1,07,,1,414,104,8,,0,3,,,,,,,,0,10,1008,2,,92,68,4,1,,10.0,,,14,,1,1,1,2,1,10,1955-04-14
55LA00070,55,2,1859,0,69,268,1689,10,0,,1,3,,1,07,,1,414,104,8,,126,3,,,,,,,,0,10,1008,2,,,68,4,,,10.2,,6,14,,2,1,1,2,1,0,1955-04-14
55LA00071,55,1,1880,0,69,498,1690,10,0,,1,3,,1,07,,2,418,108,5,,0,4,,,,,,,,0,10,1037,2,,95,68,4,5,,11.8,,,14,,1,1,1,1,1,10,1955-04-18
55LA00072,55,1,1802,0,69,409,1691,10,0,,1,3,,1,07,,1,401,91,5,,0,4,,,,,,,,0,10,0935,2,,109,68,4,1,,12.6,,,14,,1,1,1,1,1,10,1955-04-01
55LA00073,55,2,1828,0,69,458,1692,10,0,,1,3,,1,07,,1,407,97,5,,0,4,,,,,,,,0,10,0117,,,78,68,4,1,,10.4,,,91,,1,1,1,1,1,10,1955-04-07
55LA00074,55,2,1803,0,69,358,1693,10,0,,1,3,,1,07,,1,401,91,5,,0,4,,,,,,,,0,10,0511,2,,85,68,4,1,,12.2,,,14,,1,1,1,1,1,10,1955-04-01
55LA00075,55,1,1842,0,69,398,1694,10,0,,1,3,,1,07,,1,411,101,5,,0,4,,,,,,,,0,10,0396,2,,94,68,4,1,,11.6,,,14,,1,1,1,1,1,10,1955-04-11
55LA00076,55,1,1883,0,69,399,1695,10,0,,1,3,,1,07,,1,421,111,8,,136,4,,,,,,,,0,10,1240,2,,,68,4,,,11.2,,6,14,,1,1,1,2,1,0,1955-04-21
55LA00077,55,2,1884,0,69,399,1695,10,0,,1,3,,1,07,,1,421,111,8,,0,4,,,,,,,,0,10,1240,2,,55,68,4,5,,10.6,,,14,,2,1,1,2,1,10,1955-04-21
55LA00078,55,2,1852,0,69,368,1696,10,0,,1,3,,1,07,,1,413,103,5,,0,4,,,,,,,,0,10,0939,2,,87,68,4,1,,12.6,,,14,,1,1,1,1,1,10,1955-04-13
55LA00079,55,1,1830,0,69,369,1697,10,0,,1,3,,1,07,,1,408,98,5,,0,5,,,,,,,,0,10,1348,2,,104,68,4,1,,13.4,,,14,,1,1,1,1,1,10,1955-04-08
55LA00080,55,,,,69,498,1698,10,0,,1,3,,,07,,,515,135,-,,0,,,,,,,,,0,10,1037,2,,,68,4,,,0.0,,,14,,1,1,0,0,0,0,1955-05-15
55LA00081,55,1,1856,0,69,409,1699,10,0,,1,3,,1,07,,3,414,104,8,,118,3,,,,,,,,0,10,0935,2,,,68,4,,,8.8,,6,14,,1,1,1,2,1,0,1955-04-14
55LA00082,55,2,1857,0,69,409,1699,10,0,,1,3,,1,07,,3,414,104,8,,0,3,,,,,,,,0,10,0935,2,,83,68,4,1,,9.2,,,14,,2,1,1,2,1,10,1955-04-14
55LA00083,55,2,1885,0,69,469,1700,10,0,,1,3,,1,07,,1,421,111,5,,0,3,,,,,,,,0,10,1323,2,,78,68,4,5,,11.0,,,14,,1,1,1,1,1,10,1955-04-21
55LA00084,55,1,1807,0,69,399,1701,10,0,,1,3,,1,07,,1,403,93,5,,0,3,,,,,,,,0,10,1240,2,,91,68,4,1,,11.0,,,14,,1,1,1,1,1,10,1955-04-03
55LA00085,55,2,1817,0,69,738,1702,10,0,,1,3,,1,07,,1,406,96,5,,0,4,,,,,,,,0,10,7019,3,,82,68,4,1,,12.6,,,17,,1,1,1,1,1,10,1955-04-06
55LA00086,55,1,1875,0,69,359,1703,10,0,,1,3,,1,07,,1,417,107,5,,0,2,,,,,,,,0,10,0781,2,,95,68,4,9,,11.4,,,14,,1,1,1,1,1,10,1955-04-17
55LA00087,55,1,1804,0,69,718,1704,10,0,,1,3,,1,07,,1,402,92,5,,0,4,,,,,,,,0,10,7473,3,,90,68,4,1,,11.6,,,17,,1,1,1,1,1,10,1955-04-02
55LA00088,55,1,1836,0,69,738,1705,10,0,,1,3,,1,07,,1,409,99,5,,111,4,,,,,,,,0,10,7019,3,,,68,4,,,14.8,,6,17,,1,1,1,1,1,0,1955-04-09
55LA00089,55,2,1820,0,69,268,1706,10,0,,1,3,,1,07,,1,407,97,5,,0,4,,,,,,,,0,10,1008,2,,84,68,4,1,,12.6,,,14,,1,1,1,1,1,10,1955-04-07
55LA00090,55,2,1821,0,69,268,1707,10,0,,1,3,,1,07,,2,407,97,8,,0,3,,,,,,,,0,10,1008,2,,65,68,4,1,,9.0,,,14,,1,1,1,2,1,10,1955-04-07
55LA00091,55,2,1822,0,69,268,1707,10,0,,1,3,,1,07,,2,407,97,8,,0,3,,,,,,,,0,10,1008,2,,55,68,4,1,,9.2,,,14,,2,1,1,2,1,10,1955-04-07
55LA00092,55,2,1808,0,69,468,1792,10,0,,1,2,,1,07,,1,404,94,5,,0,4,,,,,,,,0,10,0693,2,,76,68,4,1,,9.8,,,14,,1,1,1,1,1,10,1955-04-04
55LA00093,55,1,1877,0,69,269,1793,10,0,,1,2,,1,07,,1,418,108,5,,0,3,,,,,,,,0,10,1505,2,,80,68,4,5,,12.0,,,14,,1,1,1,1,1,10,1955-04-18
55LA00094,55,1,1838,0,69,359,1794,10,0,,1,2,,1,07,,1,410,100,5,,0,3,,,,,,,,0,10,0781,2,,84,68,4,1,,11.8,,,14,,1,1,1,1,1,10,1955-04-10
55LA00095,55,1,1840,0,69,368,1795,10,0,,1,6,,1,07,,1,411,101,8,,230,3,,,,,,,,0,10,0939,2,,,68,4,1,,9.6,,7,14,,1,1,1,2,1,0,1955-04-11
55LA00096,55,1,1841,0,69,368,1795,10,0,,1,6,,1,07,,1,411,101,8,,0,3,,,,,,,,0,10,0939,2,,83,68,4,1,,11.2,,,14,,2,1,1,2,1,10,1955-04-11
55LA00097,55,1,1847,0,69,398,1796,10,0,,1,6,,1,07,,2,411,101,8,,113,3,,6,,,,,,0,10,0396,2,,,68,4,,,11.4,,6,14,,1,1,1,2,1,0,1955-04-11
55LA00098,55,2,1848,0,69,398,1796,10,0,,1,6,,1,07,,1,411,101,8,,230,3,,6,,,,,,0,10,0396,2,,,68,4,,,9.6,,7,14,,2,1,1,2,1,0,1955-04-11
55LA00099,55,1,1811,0,69,718,1797,10,0,,1,6,,1,07,,1,406,96,8,,0,4,,,,,,,,0,10,7473,3,,90,68,4,1,,10.8,,,17,,1,1,1,2,1,10,1955-04-06
55LA00100,55,2,1812,0,69,718,1797,10,0,,1,6,,1,07,,1,406,96,8,,0,4,,,,,,,,0,10,7473,3,16,69,68,4,1,,10.0,2,,17,,2,1,1,2,1,10,1955-04-06
55LA00101,55,2,1869,0,69,358,1798,10,0,,1,6,,1,07,,2,416,106,8,,0,3,,,,,,,,0,10,0511,2,,81,68,4,5,,10.4,,,14,,1,1,1,2,1,10,1955-04-16
55LA00102,55,2,1870,0,69,358,1798,10,0,,1,6,,1,07,,1,416,106,8,,0,3,,,,,,,,0,10,0511,2,,66,68,4,5,,12.2,,,14,,2,1,1,2,1,10,1955-04-16
55LA00103,55,2,1845,0,69,369,1799,10,0,,1,6,,1,07,,1,411,101,8,,0,3,,,,,,,,0,10,1348,2,,76,68,4,1,,9.4,,,14,,1,1,1,2,1,10,1955-04-11
55LA00104,55,1,1846,0,69,369,1799,10,0,,1,6,,1,07,,1,411,101,8,,0,3,,,,6787,40,-,,0,10,1348,2,,88,68,4,1,,12.0,,,14,,2,1,1,2,1,10,1955-04-11
55LA00105,55,,,,19,190,2202,11,1,23,1,9,,,07,1,,515,135,-,,0,,,,24,,,,,1,11,3975,1,,,19,1,,,0.0,,,11,,1,1,0,0,0,0,1955-05-15
55LA00106,55,1,2025,5,00,190,2202,11,1,,1,9,,1,04,2,1,526,146,5,,238,3,,,24,,,,,1,48,0000,,,,19,0,2,,11.0,,6,60,,1,1,1,1,1,0,1955-05-26
55LA00107,55,2,4494,1,32,321,2228,11,1,07,1,8,,1,07,,1,412,102,5,,0,4,,,31,,,,,1,11,3685,1,,80,32,1,1,,12.0,,,11,,1,1,1,1,1,10,1955-04-12
55LA00108,55,2,4396,1,24,240,2397,11,1,22,1,8,,1,07,,1,405,95,8,,106,4,,,27,,,,,1,11,3446,1,,,24,1,,,8.4,,6,11,,1,1,1,2,1,0,1955-04-05
55LA00109,55,1,4397,1,24,240,2397,11,1,22,1,8,,1,07,,2,405,95,8,,0,4,,,27,,,,,1,11,3446,1,,70,24,1,1,,9.0,,,11,,2,1,1,2,1,10,1955-04-05
55LA00110,55,2,4598,1,21,210,2417,11,1,26,1,8,,1,07,,1,425,115,8,,0,3,,,15,,,,,1,11,3865,1,,56,21,1,9,,8.4,,,11,,1,1,1,2,1,10,1955-04-25
55LA00111,55,2,4599,1,21,210,2417,11,1,26,1,8,,1,07,,1,425,115,8,,0,3,,,15,,,,,1,11,3865,1,,57,21,1,9,,9.4,,,11,,2,1,1,2,1,10,1955-04-25
55LA00112,55,1,4493,1,20,200,2418,11,1,19,1,8,,1,07,,2,412,102,7,,0,3,,,26,,,,,1,11,3302,1,,65,20,1,1,,9.0,,,11,,1,1,1,2,1,10,1955-04-12
55LA00113,55,1,,,20,200,2418,11,1,19,1,8,,1,07,,1,412,102,7,,0,3,,,26,,,,,1,11,3302,1,,,20,1,,,8.6,,1,11,,2,1,1,2,0,0,1955-04-12
55LA00114,55,1,4457,1,32,321,2462,11,1,06,1,8,,1,07,,1,410,100,5,,0,4,,,22,,,,,1,11,3685,1,,95,32,1,1,,12.8,,,11,,1,1,1,1,1,10,1955-04-10
55LA00115,55,1,4401,1,24,240,2482,11,1,23,1,8,,1,07,,3,406,96,5,,0,3,,,33,,,,,1,11,3446,1,,98,24,1,1,,11.6,,,11,,1,1,1,1,1,10,1955-04-06
55LA00116,55,1,4407,1,19,190,2494,11,1,23,1,7,,1,07,,3,407,97,8,,126,4,,,18,,,,,1,11,3975,1,,,19,1,,,9.6,,6,11,,1,1,1,2,1,0,1955-04-07
55LA00117,55,1,4408,1,19,190,2494,11,1,23,1,7,,1,07,,1,407,97,8,,0,4,,,18,,,,,1,11,3975,1,,78,19,1,1,,9.6,,,11,,2,1,1,2,1,10,1955-04-07
55LA00118,55,,,,63,550,2500,11,1,,1,7,,,07,,,425,115,-,,0,,,,,,,,,1,11,3789,1,,,20,6,,,0.0,,,11,,1,1,0,0,0,0,1955-04-25
55LA00119,55,2,4383,1,34,340,2518,11,1,38,1,7,,1,07,,1,404,94,5,,0,4,,,28,,,,,1,11,3837,1,,72,34,1,1,,10.8,,,11,,1,1,1,1,1,10,1955-04-04
55LA00120,55,1,4476,1,20,200,2522,11,1,23,1,7,,1,07,,1,412,102,5,,0,3,,,22,,,,,1,11,3302,1,,100,20,1,1,,14.8,,,11,,1,1,1,1,1,10,1955-04-12
55LA00121,55,2,4403,1,63,600,2523,11,1,,1,7,,1,07,,2,406,96,8,,0,4,,,22,,,,,1,11,3795,1,16,57,27,6,1,,8.4,2,,11,,1,1,1,2,1,10,1955-04-06
55LA00122,55,2,4404,1,63,600,2523,11,1,,1,7,,1,07,,2,406,96,8,,0,4,,,22,,,,,1,11,3795,1,,55,27,6,1,,7.2,,,11,,2,1,1,2,1,10,1955-04-06
55LA00123,55,1,4409,1,20,200,2538,11,1,23,1,7,,1,07,,3,407,97,5,,0,4,,,17,,,,,1,11,3302,1,,91,20,1,1,,11.6,,,11,,1,1,1,1,1,10,1955-04-07
55LA00124,55,1,4570,1,63,610,2546,11,1,,1,7,,1,07,,3,419,109,5,,0,3,,,23,,,,,1,11,3868,1,,85,27,6,5,,11.2,,,11,,1,1,1,1,1,10,1955-04-19
55LA00125,55,2,4574,1,27,270,2551,11,1,22,1,7,,1,07,,1,420,110,8,,0,3,,,10,,,,,1,11,3643,1,16,61,27,1,5,,9.4,2,,11,,1,1,1,2,1,10,1955-04-20
55LA00126,55,2,4575,1,27,270,2551,11,1,22,1,7,,1,07,,1,420,110,8,,0,3,,,10,,,,,1,11,3643,1,16,59,27,1,5,,10.2,2,,11,,2,1,1,2,1,10,1955-04-20
55LA00127,55,,,,32,321,2554,11,1,05,1,7,,,07,,,223,54,,,0,,,6,33,,,,,1,11,3685,1,,,32,1,,,0.0,,,11,,1,0,0,0,0,0,1955-02-23
55LA00128,55,1,4583,1,19,190,2560,11,1,28,1,7,,1,07,,1,422,112,8,,0,2,,,35,7627,60,-,,1,11,3975,1,,85,19,1,4,,9.4,,,11,,1,1,1,2,1,10,1955-04-22
55LA00129,55,1,4584,1,19,190,2560,11,1,28,1,7,,1,07,,1,422,112,8,,0,2,,,35,,,,,1,11,3975,1,,67,19,1,5,,10.2,,,11,,2,1,1,2,1,10,1955-04-22
55LA00130,55,1,4367,1,34,340,2571,11,1,36,1,7,,1,07,,1,401,91,8,,115,4,,,20,,,,,1,11,3837,1,16,,34,1,,,9.4,2,6,11,,1,1,1,2,1,0,1955-04-01
55LA00131,55,2,4368,1,34,340,2571,11,1,36,1,7,,1,07,,1,401,91,8,,0,4,,,20,,,,,1,11,3837,1,16,71,34,1,1,,7.2,2,,11,,2,1,1,2,1,10,1955-04-01
55LA00132,55,,,,63,580,2579,11,1,,1,7,,,07,,,501,121,-,,0,,,,,,,,,1,11,3925,1,,,20,6,,,0.0,,,11,,1,1,0,0,0,0,1955-05-01
