UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,STMD,BGRP,RGRP,GRP,TRT,DATE,DAYBRN,TB,MILK,SEX,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,ABEWE,ABLMB,LOT,SHED,CDNO,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,JY4,JUWT,JDAY,BAND,DATEBN,INBRL
94LA00001,94,00000,00,00,,00000,00,0.0,00,2,2,,,0513,133,8,0,2,12.5,5,1,Z3195,81,00,00,,0,,T194944,-,,?ORPHAN T9105,,,,J,0,3,0,0,0,1,1,0.5,98,0,48,181,2,1994-05-13,0.0
94LA00002,94,00000,00,00,,00000,00,0.0,00,1,0,,,0329,88,8,0,2,9.0,1,1,Z2867,81,00,00,,0,,S298910,-,,?LAMB,,,,Y,0,3,0,0,0,1,1,0.5,74,0,0,0,H,1994-03-29,0.0
94LA00003,94,00000,00,00,,00000,00,0.0,00,1,0,,,0402,92,8,0,2,8.4,1,1,Z2894,81,00,00,,0,,S081810,-,,?LAMB,,,,J,0,3,0,0,0,1,1,0.5,73,0,60,181,2,1994-04-02,0.0
94LA00004,94,A0004,04,00,R.4,L8624,03,1.0,30,y,1,B,,,0,,,,0.0,,,,,00,30,,0,,,,,,,,BLK,,1,3,1,0,0,0,0,0.0,0,,0,0,,,0.0
94LA00005,94,A0006,04,81,R.5,L8788,03,1.0,30,y,0,,M,,0,,,,0.0,,,,,88,30,,0,,,,,,,,,,1,,1,0,0,0,0,0.0,0,,0,0,,,0.0
94LA00006,94,A0013,04,82,R.3,L9273,03,1.0,30,y,0,,C,0416,106,5,4,2,10.6,1,1,A0955,04,88,30,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,86,1,58,180,1,1994-04-16,0.053
94LA00007,94,A0021,04,81,R.4,L8624,03,1.0,30,y,0,,M,0424,114,8,2,1,8.9,1,1,A1446,04,88,30,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,75,1,42,181,2,1994-04-24,0.061
94LA00008,94,A0021,04,81,R.4,L8624,03,1.0,30,y,0,,M,0424,114,8,2,2,7.8,1,1,A1447,04,88,30,,0,,,,,HAIRY,,,,J,2,,0,0,0,1,1,1.0,65,1,37,181,2,1994-04-24,0.061
94LA00009,94,A0036,04,82,R.5,L8788,03,1.0,30,y,0,,C,0414,104,8,2,3,6.1,1,2,A0842,04,88,30,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,50,1,34,181,2,1994-04-14,0.053
94LA00010,94,A0036,04,82,R.5,L8788,03,1.0,30,y,0,,C,0414,104,8,2,2,9.6,1,2,A0843,04,88,30,,0,,,,,FUZZY,,,,J,2,,0,0,0,1,1,1.0,59,1,43,181,2,1994-04-14,0.053
94LA00011,94,A0037,04,82,R.3,L9273,03,1.0,30,y,0,,C,0413,103,5,2,2,9.0,1,1,A0809,04,88,30,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,84,1,59,181,2,1994-04-13,0.046
94LA00012,94,A0039,04,81,R.4,L8624,03,1.0,30,y,0,,M,0511,131,5,2,3,11.3,1,1,A1516,04,88,30,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,69,1,35,181,2,1994-05-11,0.047
94LA00013,94,A0041,04,82,R.5,L8788,03,1.0,30,y,0,,C,,0,,,,0.0,,,,,88,30,,0,,,,,,,,,,1,,1,0,0,0,0,0.0,0,,0,0,,,0.0
94LA00014,94,A0050,04,82,R.3,L9273,03,1.0,30,y,0,,C,0410,100,5,2,3,7.9,1,1,A0692,04,88,30,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,78,1,58,180,1,1994-04-10,0.057
94LA00015,94,A0051,04,82,R.4,L8624,03,1.0,30,y,0,,C,0328,87,5,2,3,6.6,1,2,A0617,04,88,30,,0,,,,,,,,,Y,1,,1,1,1,1,1,1.0,60,1,56,180,1,1994-03-28,0.088
94LA00016,94,A0058,04,82,R.5,L8788,03,1.0,30,y,0,,C,0421,111,5,1,2,7.6,1,1,A1334,04,88,30,6,115,23,A114804,+,,,,,,Y,1,,1,1,1,1,0,0.5,0,,0,0,,1994-04-21,0.058
94LA00017,94,A0067,04,82,R.5,L8788,03,1.0,30,y,0,,C,,0,,,,0.0,,,,,88,30,,0,,,,,,,,,,1,,1,0,0,0,0,0.0,0,,0,0,,,0.0
94LA00018,94,A0068,04,82,R.4,L8624,03,1.0,30,y,0,,C,0420,110,8,2,2,6.9,1,1,A1226,04,88,30,3,131,93, JW,8,,,,,,J,1,,1,1,2,1,0,0.0,0,,0,0,,1994-04-20,0.055
94LA00019,94,A0068,04,82,R.4,L8624,03,1.0,30,y,0,,C,0420,110,8,2,3,8.8,1,1,A1227,04,88,30,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,70,1,45,181,2,1994-04-20,0.055
94LA00020,94,A0075,04,82,R.5,L8788,03,1.0,30,y,0,,C,0425,115,5,2,2,8.8,1,1,A1471,04,88,30,,0,,,,,PINK,,,,Y,1,,1,1,1,1,1,1.0,72,1,44,180,1,1994-04-25,0.067
94LA00021,94,A0082,04,81,R.3,L9273,03,1.0,30,y,0,,M,,0,,,,0.0,,,,,88,30,,0,,,,,,,,,,1,,1,0,0,0,0,0.0,0,,0,0,,,0.0
94LA00022,94,A0084,04,82,R.4,L8624,03,1.0,30,y,0,,C,0423,113,5,3,1,10.9,1,1,A1416,04,88,30,,0,,,,,,,,,Y,1,,1,1,1,1,1,1.0,91,1,53,181,2,1994-04-23,0.058
94LA00023,94,A0103,04,82,R.5,L8788,03,1.0,30,y,0,,C,,0,,,,0.0,,,,,88,30,,0,,,,,,,,,,1,,1,0,0,0,0,0.0,0,,0,0,,,0.0
94LA00024,94,A0113,04,82,R.3,L9273,03,1.0,30,y,0,,C,0331,90,8,1,3,8.2,1,1,A0634,04,88,30,3,91,93,,8,,,,,,J,1,,1,1,2,1,0,0.0,0,,0,0,,1994-03-31,0.046
94LA00025,94,A0113,04,82,R.3,L9273,03,1.0,30,y,0,,C,0331,90,8,1,2,8.3,1,1,A0635,04,88,30,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,77,1,68,180,1,1994-03-31,0.046
94LA00026,94,A0120,04,82,R.4,L8624,03,1.0,30,y,0,,C,0415,105,5,2,3,10.5,1,4,A0906,04,88,30,,0,,,,,HAIRY,,,,Y,1,,1,1,1,1,1,1.0,83,1,57,181,2,1994-04-15,0.071
94LA00027,94,A0129,04,81,R.3,L9273,03,1.0,30,y,0,,M,0420,110,5,3,2,9.5,1,1,A1296,04,88,30,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,79,1,55,181,2,1994-04-20,0.046
94LA00028,94,A0136,04,82,R.4,L8624,03,1.0,30,y,0,,C,0422,112,5,2,2,9.5,1,1,A1372,04,88,30,,0,,,,,,,,,Y,1,,1,1,1,1,1,1.0,79,1,51,181,2,1994-04-22,0.056
94LA00029,94,A0138,04,82,R.5,L8788,03,1.0,30,y,0,,C,,0,,,,0.0,,,,,88,30,,0,,,,,,,,,,1,,1,0,0,0,0,0.0,0,,0,0,,,0.0
94LA00030,94,A0147,04,81,R.3,L9273,03,1.0,30,y,0,,M,0405,95,5,3,2,8.0,1,1,A0658,04,88,30,,0,,,,,PINK,,,,Y,1,,1,1,1,1,1,1.0,74,1,66,181,2,1994-04-05,0.07
94LA00031,94,A0152,04,81,R.4,L8624,03,1.0,30,y,0,,M,0322,81,0,1,,0.0,,,,,88,30,0,0,,,,,,,,,Y,1,,1,1,1,0,0,0.0,0,,0,0,,1994-03-22,0.0
94LA00032,94,A0153,04,82,R.5,L8788,03,1.0,30,y,0,,C,0520,140,0,2,,0.0,,,,,88,30,0,0,,,,,,,,,J,1,,1,1,1,0,0,0.0,0,,0,0,,1994-05-20,0.0
94LA00033,94,A0162,04,82,R.3,L9273,03,1.0,30,y,0,,C,0406,96,5,2,2,8.0,1,1,A0665,04,88,30,6,97,01,,,FOUNDER '94,CHILL?,,,,N,1,,1,1,1,1,0,0.0,0,,0,0,,1994-04-06,0.063
94LA00034,94,A0165,04,81,R.4,L8624,03,1.0,30,y,0,,M,0330,89,8,3,1,8.9,1,1,A0628,04,88,30,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,57,1,44,180,1,1994-03-30,0.078
94LA00035,94,A0165,04,81,R.4,L8624,03,1.0,30,y,0,,M,0330,89,8,3,2,8.3,1,1,A0629,04,88,30,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,63,1,57,180,1,1994-03-30,0.078
94LA00036,94,A0166,04,81,R.5,L8788,03,1.0,30,y,0,,M,0403,93,5,2,3,6.6,1,2,A0643,04,88,30,6,98,95,K723763,+,,NAKED HEAD,,,,J,1,,1,1,1,1,0,0.5,0,,0,0,,1994-04-03,0.062
94LA00037,94,A0168,04,82,R.3,L9273,03,1.0,30,y,0,,C,0403,93,5,2,1,9.5,1,1,A0642,04,88,30,,0,,,,,X 1 CRYPT.,,,,J,1,,1,1,1,1,1,1.0,86,1,61,181,2,1994-04-03,0.069
94LA00038,94,A0171,04,82,R.4,L8624,03,1.0,30,y,0,,C,0414,104,5,2,2,10.0,1,1,A0836,04,88,30,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,76,1,60,181,2,1994-04-14,0.089
94LA00039,94,A0175,04,81,R.5,L8788,03,1.0,30,y,0,,M,,0,,,,0.0,,,,,88,30,,0,,,,,,,,,,1,,1,0,0,0,0,0.0,0,,0,0,,,0.0
94LA00040,94,A0181,04,81,R.3,L9273,03,1.0,30,y,0,,M,0405,95,5,2,3,8.1,1,1,A0657,04,88,30,,0,,,,,,,,,Y,1,,1,1,1,1,1,1.0,80,1,66,181,2,1994-04-05,0.045
94LA00041,94,A0184,04,82,R.4,L8624,03,1.0,30,y,0,,C,0419,109,8,2,3,7.6,1,1,A1208,04,88,30,7,181,97,,,,,,,,J,1,,1,1,2,1,0,0.0,0,,0,0,,1994-04-19,0.06
94LA00042,94,A0184,04,82,R.4,L8624,03,1.0,30,y,0,,C,0419,109,8,2,2,5.2,1,1,A1209,04,88,30,6,150,19, JW,8,,,,,,J,2,,0,0,0,1,0,0.0,0,,0,0,,1994-04-19,0.06
94LA00043,94,A0185,04,82,R.5,L8788,03,1.0,30,y,0,,C,0422,112,7,2,2,6.8,1,1,A1364,04,88,30,,0,,,,,HAIRY,,,,Y,1,,1,1,2,1,1,1.0,72,1,46,181,2,1994-04-22,0.059
94LA00044,94,A0185,04,82,R.5,L8788,03,1.0,30,y,0,,C,0422,112,7,2,2,5.8,1,1,,,88,30,1,0,,,,,,,,,Y,2,,0,0,0,0,0,0.0,0,,0,0,,1994-04-22,0.059
94LA00045,94,A0187,04,82,R.3,L9273,03,1.0,30,y,0,,C,,0,,,,0.0,,,,,88,30,,0,,,,,,,,,,1,,1,0,0,0,0,0.0,0,,0,0,,,0.0
94LA00046,94,A0210,04,81,R.4,L8624,03,1.0,30,y,0,,M,0413,103,5,2,2,8.0,1,1,A0808,04,88,30,6,120,19,,,,,,,,J,1,,1,1,1,1,0,0.0,0,,0,0,,1994-04-13,0.075
94LA00047,94,A0212,04,TT,R.5,L8788,03,1.0,30,y,2,,c,0424,114,5,1,1,10.9,1,1,A1445,04,TT,30,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,87,1,58,181,2,1994-04-24,0.036
94LA00048,94,A0214,04,82,R.3,L9273,03,1.0,30,y,0,,C,0418,108,8,4,1,6.0,1,1,A1067,04,88,30,7,181,97,,,,,,,,J,1,,1,1,2,1,0,0.0,0,,0,0,,1994-04-18,0.063
94LA00049,94,A0214,04,82,R.3,L9273,03,1.0,30,y,0,,C,0418,108,8,4,1,6.2,1,1,A1068,04,88,30,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,82,1,57,180,1,1994-04-18,0.063
94LA00050,94,A0218,04,82,R.4,L8624,03,1.0,30,y,0,,C,0329,88,8,2,3,5.9,1,1,A0623,04,88,30,,0,,K574363,-,,,,,,Y,1,,1,1,2,1,1,0.5,59,0,58,180,1,1994-03-29,0.061
94LA00051,94,A0218,04,82,R.4,L8624,03,1.0,30,y,0,,C,0329,88,8,2,2,8.7,1,1,A0624,04,88,30,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,78,1,70,180,1,1994-03-29,0.061
94LA00052,94,A0241,04,00,R.5,L8788,03,1.0,30,y,1,B,,,0,,,,0.0,,,,,00,30,,0,,,,,,,,BLK,,1,3,1,0,0,0,0,0.0,0,,0,0,,,0.0
94LA00053,94,COSPP,00,00,,00000,00,0.0,00,L,7,,,0505,125,8,0,1,10.0,1,1,Z3102,81,00,00,3,126,93,,8,,COSPP BUM,,,,,0,3,0,0,0,1,0,0.0,0,,0,0,,1994-05-05,0.0
94LA00054,94,COSPP,00,00,,00000,00,0.0,00,L,7,,,0505,125,8,0,2,6.0,1,1,Z3103,81,00,00,3,126,93,,8,,COSPP BUM,,,,,0,3,0,0,0,1,0,0.0,0,,0,0,,1994-05-05,0.0
94LA00055,94,K2440,63,60,01,K6088,63,7.0,06,1,0,,M,0331,90,5,3,2,16.0,1,1,K7121,63,60,06,,0,,S446510,+,,4TEATS,,,,J,1,,1,1,1,1,1,1.0,89,1,73,180,1,1994-03-31,0.034
94LA00056,94,K2448,63,61,11,K6168,63,7.0,06,1,0,,R,,0,,,,0.0,,,,,61,06,,0,,,,,,,,,,1,,1,0,0,0,0,0.0,0,,0,0,,,0.0
94LA00057,94,K2470,63,60,02,K6158,63,7.0,06,1,0,,M,0409,99,8,3,3,11.6,1,1,K7425,63,60,06,,0,,,,,HAIRY,,,,J,1,,1,1,2,1,1,1.0,80,1,52,180,1,1994-04-09,0.041
94LA00058,94,K2470,63,60,02,K6158,63,7.0,06,1,0,,M,0409,99,8,3,1,13.0,1,3,K7426,63,60,06,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,103,1,72,180,1,1994-04-09,0.041
94LA00059,94,K2552,63,68,51,K6787,63,7.0,06,1,0,,H,0408,98,9,3,1,11.0,1,1,K7403,63,00,05,,0,,Z050681,-,,,,,,J,1,,1,1,3,1,1,0.5,104,0,0,0,H,1994-04-08,0.016
94LA00060,94,K2552,63,68,51,K6787,63,7.0,06,1,0,,H,0408,98,9,3,2,9.7,1,1,K7404,63,00,05,,0,,,,,ENTR,,,,J,2,,0,0,0,1,1,1.0,85,1,66,180,1,1994-04-08,0.016
94LA00061,94,K2552,63,68,51,K6787,63,7.0,06,1,0,,H,0408,98,9,3,1,10.4,1,1,K7405,63,00,05,,0,,,,,,,,,J,3,,0,0,0,1,1,1.0,76,1,57,180,1,1994-04-08,0.016
94LA00062,94,K2570,63,62,60,K5939,63,7.0,06,1,0,,C,0411,101,8,3,1,14.7,1,1,K7502,63,62,06,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,83,1,53,180,1,1994-04-11,0.06
94LA00063,94,K2570,63,62,60,K5939,63,7.0,06,1,0,,C,0411,101,8,3,2,14.1,1,1,K7503,63,62,06,,0,,,,,4TEATS,,,,Y,2,,0,0,0,1,1,1.0,85,1,67,180,1,1994-04-11,0.06
94LA00064,94,K2602,63,61,12,K6298,63,7.0,06,1,0,,R,0412,102,9,3,1,10.1,1,1,K7542,63,61,06,6,134,10,,,SEWN R SHOU,,,,,J,1,,1,1,3,1,0,0.0,0,,0,0,,1994-04-12,0.022
94LA00065,94,K2602,63,61,12,K6298,63,7.0,06,1,0,,R,0412,102,9,3,1,9.0,1,1,K7543,63,61,06,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,90,1,63,181,2,1994-04-12,0.022
94LA00066,94,K2602,63,61,12,K6298,63,7.0,06,1,0,,R,0412,102,9,3,2,6.0,1,1,K7511,63,61,06,6,102,29,,,,HEMIVERTEBRA,,,,J,3,,0,0,0,1,0,0.0,0,,0,0,,1994-04-12,0.022
94LA00067,94,K2648,63,60,03,K6338,63,7.0,06,1,0,,M,0409,99,8,4,1,15.4,1,2,K7414,63,60,06,,0,,,,X SW BAG LTS,,,,,J,1,,1,1,2,1,1,1.0,79,1,56,180,1,1994-04-09,0.035
94LA00068,94,K2648,63,60,03,K6338,63,7.0,06,1,0,,M,0409,99,8,4,1,13.3,1,2,K7415,63,60,06,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,84,1,62,180,1,1994-04-09,0.035
94LA00069,94,K2715,63,62,61,K6130,63,7.0,06,1,0,,C,0411,101,8,3,1,9.2,1,1,K7500,63,62,06,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,94,1,62,180,1,1994-04-11,0.086
94LA00070,94,K2715,63,62,61,K6130,63,7.0,06,1,0,,C,0411,101,8,3,2,9.9,1,1,K7501,63,62,06,,0,,,,,4TEATS,,,,Y,2,,0,0,0,1,1,1.0,73,1,55,180,1,1994-04-11,0.086
94LA00071,94,K2760,63,60,04,K5832,63,7.0,06,1,0,,M,0409,99,8,2,2,10.3,1,1,K7399,63,60,06,3,276,93, JW,9,"XLOWMILK,LAME",,,,,Y,1,,1,1,2,1,0,0.0,0,,0,0,,1994-04-09,0.03
94LA00072,94,K2760,63,60,04,K5832,63,7.0,06,1,0,,M,0409,99,8,2,2,13.5,1,1,K7400,63,60,06,,0,,Z050681,-,,,,,,Y,2,,0,0,0,1,1,0.5,97,0,0,0,H,1994-04-09,0.03
94LA00073,94,K2784,63,60,01,K6088,63,7.0,06,1,0,,M,0414,104,9,3,2,11.0,1,1,K7617,63,60,06,,0,,,,DYSTOC'94LAME,4TEATS,,,,Y,1,,1,1,3,1,1,1.0,95,,0,0,H,1994-04-14,0.025
94LA00074,94,K2784,63,60,01,K6088,63,7.0,06,1,0,,M,0414,104,9,3,2,10.4,1,1,K7618,63,60,06,,0,,,,,4TEATS,,,,Y,2,,0,0,0,1,1,1.0,78,,0,0,H,1994-04-14,0.025
94LA00075,94,K2784,63,60,01,K6088,63,7.0,06,1,0,,M,0414,104,9,3,2,9.2,1,1,K7619,63,60,06,,0,,S046610,-,,DISAPPEARED,,,,Y,3,,0,0,0,1,1,0.5,56,0,36,181,2,1994-04-14,0.025
94LA00076,94,K2798,63,62,62,K6181,63,7.0,06,1,0,,C,,0,,,,0.0,,,,,62,06,,0,,,,,,,,,,1,,1,0,0,0,0,0.0,0,,0,0,,,0.0
94LA00077,94,K2846,63,62,63,K6197,63,7.0,06,1,0,,C,0329,88,5,3,1,8.4,1,2,K7056,63,62,06,3,101,93,,,X 94 WENT DRY,,,,,J,1,,1,1,1,1,0,0.0,0,,0,0,,1994-03-29,0.03
94LA00078,94,K2868,63,60,02,K6158,63,7.0,06,1,0,,M,0406,96,4,3,2,7.0,1,1,,,60,06,1,0,,S476010,+,R RUPTURE X,,,,,J,1,,1,1,2,0,0,0.5,0,,0,0,,1994-04-06,0.0
94LA00079,94,K2868,63,60,02,K6158,63,7.0,06,1,0,,M,0406,96,4,3,2,7.0,1,1,,,60,06,1,0,,,,,,,,,J,2,,0,0,0,0,0,0.0,0,,0,0,,1994-04-06,0.0
94LA00080,94,K2924,63,62,64,K6218,63,7.0,06,1,0,,C,,0,,,,0.0,,,,,62,06,,0,,,,,,,,,,1,,0,0,0,0,0,0.0,0,,0,0,,,0.0
94LA00081,94,K2936,63,61,13,K6106,63,7.0,06,1,0,,R,0331,90,8,4,2,12.6,1,2,K7133,63,61,06,,0,,,,SW BAG,,,,,J,1,,1,1,2,1,1,1.0,88,1,65,180,1,1994-03-31,0.035
94LA00082,94,K2936,63,61,13,K6106,63,7.0,06,1,0,,R,0331,90,8,4,2,11.1,1,1,K7134,63,61,06,,0,,,,,"ENTR,HAIRY",,,,J,2,,0,0,0,1,1,1.0,77,1,64,180,1,1994-03-31,0.035
94LA00083,94,K3010,63,60,03,K6338,63,7.0,06,1,0,,M,0408,98,5,4,1,15.1,1,1,K7392,63,60,06,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,113,1,85,180,1,1994-04-08,0.015
94LA00084,94,K3035,63,62,65,K6224,63,7.0,06,1,0,,C,0330,89,8,3,1,13.4,1,1,K7079,63,62,06,,0,,,,FLT,4TEATS,,,,J,1,,1,1,2,1,1,1.0,85,1,68,180,1,1994-03-30,0.054
94LA00085,94,K3035,63,62,65,K6224,63,7.0,06,1,0,,C,0330,89,8,3,1,10.2,1,1,K7080,63,62,06,7,181,97,,,,,,,,J,2,,0,0,0,1,0,0.0,0,,0,0,,1994-03-30,0.054
94LA00086,94,K3053,63,68,52,K6796,63,7.0,06,1,0,,H,0415,105,9,3,3,13.0,1,1,K7642,63,00,05,3,108,93,,8,,4TEATS,,,,Y,1,,1,1,3,1,0,0.0,0,,0,0,,1994-04-15,0.034
94LA00087,94,K3053,63,68,52,K6796,63,7.0,06,1,0,,H,0415,105,9,3,2,11.9,1,2,K7643,63,00,05,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,75,1,57,181,2,1994-04-15,0.034
94LA00088,94,K3053,63,68,52,K6796,63,7.0,06,1,0,,H,0415,105,9,3,2,10.7,1,1,K7644,63,00,05,,0,,,,,4TEATS,,,,Y,3,,0,0,0,1,1,1.0,74,1,54,181,2,1994-04-15,0.034
94LA00089,94,K3062,63,68,51,Z0000,97,6.0,06,1,0,,H,0430,120,5,3,3,14.4,5,2,Z3027,81,00,30,,0,,,,,,,,,J,1,2,1,1,1,1,1,1.0,110,1,61,180,1,1994-04-30,0.0
94LA00090,94,K3098,63,61,14,K6304,63,6.0,06,1,0,,R,0407,97,5,5,2,15.1,1,1,K7335,63,61,06,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,84,1,69,180,1,1994-04-07,0.029
94LA00091,94,K3115,63,61,11,K6168,63,6.0,06,1,0,,R,0328,87,5,4,1,11.8,1,1,K7037,63,61,06,,0,,,,FLTS,,,,,Y,1,,1,1,1,1,1,1.0,97,1,79,180,1,1994-03-28,0.025
94LA00092,94,K3117,63,68,52,K6796,63,6.0,06,1,0,,H,0331,90,5,2,2,8.0,1,2,K7102,63,00,05,,0,,,,THIN 94 XX,,,,,J,1,,1,1,1,1,1,1.0,55,1,44,180,1,1994-03-31,0.013
94LA00093,94,K3181,63,60,04,K5832,63,6.0,06,1,0,,M,0402,92,5,3,1,12.6,1,1,K7202,63,60,06,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,99,1,75,180,1,1994-04-02,0.025
94LA00094,94,K3203,63,61,12,K6298,63,6.0,06,1,0,,R,,0,,,,0.0,,,,,61,06,,0,,,,,,,,,,1,,0,0,0,0,0,0.0,0,,0,0,,,0.0
94LA00095,94,K3249,63,62,66,K6344,63,6.0,06,1,0,,C,0413,103,8,4,2,7.7,1,1,K7574,63,62,06,,0,,,,,BVD HAIR RAT,,,,J,1,,1,1,2,1,1,1.0,69,1,51,181,2,1994-04-13,0.04
94LA00096,94,K3249,63,62,66,K6344,63,6.0,06,1,0,,C,0413,103,8,4,2,8.4,1,1,K7575,63,62,06,7,181,97,,,,BVD HAIR RAT,,,,J,2,,0,0,0,1,0,0.0,0,,0,0,,1994-04-13,0.04
94LA00097,94,K3250,63,60,01,K6088,63,6.0,06,1,0,,M,0404,94,8,5,2,13.0,1,1,K7235,63,60,06,,0,,,,,4TEATS,,,,J,1,,1,1,2,1,1,1.0,83,1,68,181,2,1994-04-04,0.026
94LA00098,94,K3250,63,60,01,K6088,63,6.0,06,1,0,,M,0404,94,8,5,1,15.4,1,1,K7236,63,60,06,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,88,1,70,181,2,1994-04-04,0.026
94LA00099,94,K3259,63,62,67,K6411,63,6.0,06,1,0,,C,0403,93,9,4,1,9.0,1,1,K7205,63,62,06,,0,,,,X RUPTURE R.,,,,,J,1,,1,1,3,1,1,1.0,84,1,67,181,2,1994-04-03,0.028
94LA00100,94,K3259,63,62,67,K6411,63,6.0,06,1,0,,C,0403,93,9,4,2,9.4,1,1,K7206,63,62,06,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,72,1,63,181,2,1994-04-03,0.028
94LA00101,94,K3259,63,62,67,K6411,63,6.0,06,1,0,,C,0403,93,9,4,1,7.9,1,1,K7207,63,62,06,6,139,54,S091010,-,,FX TIBIA,,,,J,3,,0,0,0,1,0,0.0,0,0,0,0,,1994-04-03,0.028
94LA00102,94,K3272,63,61,13,K6106,63,6.0,06,1,0,,R,0407,97,8,5,2,12.1,1,1,K7365,63,61,06,,0,,,,,4TEATS,,,,Y,1,,1,1,2,1,1,1.0,70,1,55,181,2,1994-04-07,0.047
94LA00103,94,K3272,63,61,13,K6106,63,6.0,06,1,0,,R,0407,97,8,5,1,15.7,1,1,K7366,63,61,06,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,49,1,44,181,2,1994-04-07,0.047
94LA00104,94,K3275,63,61,14,K6304,63,6.0,06,1,0,,R,0326,85,6,3,2,9.5,1,1,K7025,63,61,06,,0,,,,,"ENTR,WEAK",,,,Y,1,,1,1,2,1,1,1.0,89,1,74,180,1,1994-03-26,0.04
94LA00105,94,K3275,63,61,14,K6304,63,6.0,06,1,0,,R,0326,85,6,3,,0.0,,,,,61,06,0,0,,,,,BLOB,,,,Y,2,,0,0,0,0,0,0.0,0,,0,0,,1994-03-26,0.04
94LA00106,94,K3285,63,60,02,K6158,63,6.0,06,1,0,,M,,0,,,,0.0,,,,,60,06,,0,,,,,,,,,,1,,0,0,0,0,0,0.0,0,,0,0,,,0.0
94LA00107,94,K3340,63,60,03,K6338,63,6.0,06,1,0,,M,0414,104,8,3,1,13.4,1,1,K7613,63,60,06,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,82,1,54,181,2,1994-04-14,0.027
94LA00108,94,K3340,63,60,03,K6338,63,6.0,06,1,0,,M,0414,104,8,3,2,10.9,1,1,K7614,63,60,06,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,74,1,59,181,2,1994-04-14,0.027
94LA00109,94,K3368,63,61,11,K6168,63,6.0,06,1,0,,R,0411,101,8,3,1,12.5,1,1,S4957,10,61,06,,0,,,,RETAG S #2,STAG KLAMB,,,,Y,1,,1,1,2,1,1,1.0,78,1,56,180,1,1994-04-11,0.024
94LA00110,94,K3368,63,61,11,K6168,63,6.0,06,1,0,,R,0411,101,8,3,1,15.0,1,1,S4958,10,61,06,,0,,,,RETAG S #2,STAG KLAMB,,,,Y,2,,0,0,0,1,1,1.0,83,1,63,180,1,1994-04-11,0.024
94LA00111,94,K3391,63,61,12,K6298,63,6.0,06,1,0,,R,0401,91,9,3,2,11.6,1,1,K7141,63,61,06,,0,,,,THIN 94,4TEATS,,,,J,1,,1,1,3,1,1,1.0,88,1,72,180,1,1994-04-01,0.023
94LA00112,94,K3391,63,61,12,K6298,63,6.0,06,1,0,,R,0401,91,9,3,2,10.5,1,1,K7142,63,61,06,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,84,1,70,180,1,1994-04-01,0.023
94LA00113,94,K3391,63,61,12,K6298,63,6.0,06,1,0,,R,0401,91,9,3,1,12.5,1,1,K7143,63,61,06,,0,,K346463,-,,,,,,J,3,,0,0,0,1,1,0.5,98,0,77,180,1,1994-04-01,0.023
94LA00114,94,K3403,63,62,68,K6414,63,6.0,06,1,0,,C,0415,105,5,4,1,14.4,1,1,K7639,63,62,06,,0,,,,,4TEATS,,,,N,1,,1,1,1,1,1,1.0,96,1,80,181,2,1994-04-15,0.027
94LA00115,94,K3464,63,60,04,K5832,63,6.0,06,1,0,,M,0401,91,5,4,1,13.3,1,1,K7155,63,60,06,,0,,K714363,+,,R FX RIBS,,,,Y,1,,1,1,1,1,1,1.5,85,1,69,180,1,1994-04-01,0.048
