UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,STMD,STMS,BGRP,RGRP,CUT,TRT,DATE,DAYBRN,TB,MILK,SEX,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,ABEWE,ABLMB,LOT,SHED,CDNO,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,JY4,JUWT,JDAY,BAND,DATEBN,INBRL
97LA00001,97,00000,00,,,00000,00,0.0,,,,,,,0414,104,,,,0.0,,,A4132,04,00,,5,104,95,,,,TAG DESTROYED,,,,,X,3,0,0,0,0,0,0.0,0,,0,0,,1997-04-14,0.0
97LA00002,97,A0051,04,82,ai0, 0283,00,4.0,30,70,2,0,y,F,0414,104,8,3,3,10.0,1,1,A4130,04,00,71,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,83,1,60,177,1,1997-04-14,0.0
97LA00003,97,A0051,04,82,ai0, 0283,00,4.0,30,70,2,0,y,F,0414,104,8,3,3,8.8,1,1,A4131,04,00,71,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,78,1,54,177,1,1997-04-14,0.0
97LA00004,97,A0068,04,82,23,A2117,04,4.0,30,30,2,0,n,C,0416,106,8,4,2,10.7,1,1,A4281,04,82,30,,0,,,,,ENTR,,,,Y,1,,1,1,2,1,1,1.0,87,1,63,178,2,1997-04-16,0.048
97LA00005,97,A0068,04,82,23,A2117,04,4.0,30,30,2,0,n,C,0416,106,8,4,2,9.6,1,1,A4282,04,82,30,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,78,1,54,178,2,1997-04-16,0.048
97LA00006,97,A0084,04,82,24,A2191,04,4.0,30,30,2,0,n,C,0421,111,9,4,1,12.1,1,1,A4487,04,82,30,,0,,,,SW BAG,,,,,J,1,,1,1,3,1,1,1.0,87,1,61,177,1,1997-04-21,0.062
97LA00007,97,A0084,04,82,24,A2191,04,4.0,30,30,2,0,n,C,0421,111,9,4,2,10.0,1,1,,,82,30,1,0,,T605344,+,,,,,,J,2,,0,0,0,0,0,0.5,0,,0,0,,1997-04-21,0.062
97LA00008,97,A0084,04,82,24,A2191,04,4.0,30,30,2,0,n,C,0421,111,9,4,1,9.5,1,1,,,82,30,1,0,,,,,BLOB,,,,J,3,,0,0,0,0,0,0.0,0,,0,0,,1997-04-21,0.062
97LA00009,97,A0129,04,81,03,A2146,04,4.0,30,30,2,0,n,M,0420,110,8,3,2,9.4,1,1,A4452,04,81,30,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,75,1,47,177,1,1997-04-20,0.066
97LA00010,97,A0129,04,81,03,A2146,04,4.0,30,30,2,0,n,M,0420,110,8,3,2,10.9,1,1,A4453,04,81,30,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,94,1,65,177,1,1997-04-20,0.066
97LA00011,97,A0152,04,81,01,A1994,04,4.0,30,30,2,0,n,M,0421,111,8,3,1,8.5,1,1,A4490,04,81,30,,0,,,,,PINK,,,,J,1,,1,1,2,1,1,1.0,76,1,51,177,1,1997-04-21,0.066
97LA00012,97,A0152,04,81,01,A1994,04,4.0,30,30,2,0,n,M,0421,111,8,3,2,9.5,1,1,A4491,04,81,30,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,83,1,51,177,1,1997-04-21,0.066
97LA00013,97,A0165,04,81,ai0,00000,97,4.0,30,97,2,0,y,,0413,103,2,2,3,9.8,5,1,,,00,80,0,0,,A409904,+,,SMUTTY,,,,Y,1,2,1,1,2,0,0,0.5,0,,0,0,,1997-04-13,0.0
97LA00014,97,A0165,04,81,ai0,00000,97,4.0,30,97,2,0,y,,0413,103,2,2,3,9.5,5,1,,,00,80,0,0,,,,,SMUTTY,,,,Y,2,2,0,0,0,0,0,0.0,0,,0,0,,1997-04-13,0.0
97LA00015,97,A0181,04,81,02,A2096,04,4.0,30,30,2,0,n,M,0415,105,8,4,2,9.6,1,1,A4229,04,81,30,,0,,,,,,,,,G,1,,1,1,2,1,1,1.0,72,1,61,177,1,1997-04-15,0.055
97LA00016,97,A0181,04,81,02,A2096,04,4.0,30,30,2,0,n,M,0415,105,8,4,2,10.3,1,1,A4230,04,81,30,,0,,,,,,,,,G,2,,0,0,0,1,1,1.0,81,1,54,177,1,1997-04-15,0.055
97LA00017,97,A0214,04,82,ai0, 0214,00,4.0,30,70,2,0,y,F,0413,103,9,3,3,9.8,1,1,A4090,04,00,71,,0,,,,,,,,,J,1,,1,1,3,1,1,1.0,78,1,56,177,1,1997-04-13,0.0
97LA00018,97,A0214,04,82,ai0, 0214,00,4.0,30,70,2,0,y,F,0413,103,9,3,2,8.8,1,1,A4091,04,00,71,,0,,,,,4TEATS,,,,J,2,,0,0,0,1,1,1.0,67,1,58,177,1,1997-04-13,0.0
97LA00019,97,A0214,04,82,ai0, 0214,00,4.0,30,70,2,0,y,F,0413,103,9,3,2,8.8,1,1,A4092,04,00,71,,0,,S601910,-,,,,,,J,3,,0,0,0,1,1,0.5,60,0,49,177,1,1997-04-13,0.0
97LA00020,97,A0241,04,00,742,A2746,04,4.0,30,30,2,1,y,,0417,107,9,2,2,8.0,1,1,A4316,04,00,30,,0,,,,,,,,BLK,G,1,3,1,1,3,1,1,1.0,81,1,56,178,2,1997-04-17,0.02
97LA00021,97,A0241,04,00,742,A2746,04,4.0,30,30,2,1,y,,0417,107,9,2,2,8.3,1,1,A4317,04,00,30,,0,,,,,,,,BLK,G,2,3,0,0,0,1,1,1.0,83,1,55,178,2,1997-04-17,0.02
97LA00022,97,A0241,04,00,742,A2746,04,4.0,30,30,2,1,y,,0417,107,9,2,1,7.5,1,1,,,00,30,1,0,,,,,WATERBELLY,,,BLK,G,3,3,0,0,0,0,0,0.0,0,,0,0,,1997-04-17,0.02
97LA00023,97,A0686,04,81,01,A1994,04,3.0,30,30,2,0,n,M,0415,105,9,3,2,7.8,1,1,A4213,04,81,30,3,105,93,,8,,,,,,Y,1,,1,1,3,1,0,0.0,0,,0,0,,1997-04-15,0.064
97LA00024,97,A0686,04,81,01,A1994,04,3.0,30,30,2,0,n,M,0415,105,9,3,1,8.7,1,1,A4214,04,81,30,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,80,1,57,177,1,1997-04-15,0.064
97LA00025,97,A0686,04,81,01,A1994,04,3.0,30,30,2,0,n,M,0415,105,9,3,1,9.6,1,1,A4215,04,81,30,,0,,,,,,,,,Y,3,,0,0,0,1,1,1.0,83,1,67,177,1,1997-04-15,0.064
97LA00026,97,A0710,04,81,01,A1994,04,3.0,30,30,2,0,n,M,0419,109,9,3,2,8.0,1,1,A4394,04,81,30,3,110,93,,8,BADWOOLlbwn++,,,,,G,1,,1,1,3,1,0,0.0,0,,0,0,,1997-04-19,0.072
97LA00027,97,A0710,04,81,01,A1994,04,3.0,30,30,2,0,n,M,0419,109,9,3,1,9.9,1,1,A4395,04,81,30,,0,,,,,,,,,G,2,,0,0,0,1,1,1.0,100,1,67,177,1,1997-04-19,0.072
97LA00028,97,A0710,04,81,01,A1994,04,3.0,30,30,2,0,n,M,0419,109,9,3,2,9.2,1,1,A4396,04,81,30,,0,,,,,,,,,G,3,,0,0,0,1,1,1.0,82,1,56,177,1,1997-04-19,0.072
97LA00029,97,A0743,04,81,02,A2096,04,3.0,30,30,2,0,n,M,0420,110,9,4,2,5.9,1,1,A4436,04,81,30,3,110,93,,8,,,,,,J,1,,1,1,3,1,0,0.0,0,,0,0,,1997-04-20,0.059
97LA00030,97,A0743,04,81,02,A2096,04,3.0,30,30,2,0,n,M,0420,110,9,4,2,7.2,1,1,A4437,04,81,30,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,69,1,55,177,1,1997-04-20,0.059
97LA00031,97,A0743,04,81,02,A2096,04,3.0,30,30,2,0,n,M,0420,110,9,4,2,10.4,1,1,A4438,04,81,30,,0,,,,,PINK,,,,J,3,,0,0,0,1,1,1.0,93,1,62,177,1,1997-04-20,0.059
97LA00032,97,A0751,04,81,03,A2146,04,3.0,30,30,2,0,n,M,0416,106,8,4,2,9.6,1,1,A4264,04,81,30,,0,,,,,4TEATS,,,,J,1,,1,1,2,1,1,1.0,57,1,39,177,1,1997-04-16,0.065
97LA00033,97,A0751,04,81,03,A2146,04,3.0,30,30,2,0,n,M,0416,106,8,4,1,10.7,1,1,A4265,04,81,30,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,89,1,63,177,1,1997-04-16,0.065
97LA00034,97,A0761,04,82,ai0, 0283,00,3.0,30,70,2,0,y,F,0416,106,9,4,3,12.2,1,1,A4238,04,00,71,3,106,93,,8,,,,,,J,1,,1,1,3,1,0,0.0,0,,0,0,,1997-04-16,0.0
97LA00035,97,A0761,04,82,ai0, 0283,00,3.0,30,70,2,0,y,F,0416,106,9,4,3,10.5,1,1,A4239,04,00,71,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,79,1,60,177,1,1997-04-16,0.0
97LA00036,97,A0761,04,82,ai0, 0283,00,3.0,30,70,2,0,y,F,0416,106,9,4,3,9.0,1,1,A4240,04,00,71,,0,,,,,,,,,J,3,,0,0,0,1,1,1.0,69,1,54,177,1,1997-04-16,0.0
97LA00037,97,A0768,04,82,21,A2062,04,3.0,30,30,2,0,n,C,0422,112,8,4,1,10.6,1,1,A4492,04,82,30,,0,,,,SUCK1SIDE ok,,,,,J,1,,1,1,2,1,1,1.0,82,1,51,177,1,1997-04-22,0.067
97LA00038,97,A0768,04,82,21,A2062,04,3.0,30,30,2,0,n,C,0422,112,8,4,1,10.2,1,1,A4493,04,82,30,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,94,1,63,177,1,1997-04-22,0.067
97LA00039,97,A0876,04,82,ai0, 0214,00,3.0,30,70,2,0,y,F,0415,105,8,1,2,9.6,1,1,A4182,04,00,71,,0,,,,"1MILK,XBAG",,,,,J,1,,1,1,2,1,1,1.0,75,1,63,177,1,1997-04-15,0.0
97LA00040,97,A0876,04,82,ai0, 0214,00,3.0,30,70,2,0,y,F,0415,105,8,1,3,9.8,1,1,A4183,04,00,71,3,105,93,,8,,,,,,J,2,,0,0,0,1,0,0.0,0,,0,0,,1997-04-15,0.0
97LA00041,97,A0920,04,82,25,A2074,04,3.0,30,30,2,0,n,C,0414,104,9,4,2,6.7,1,1,A4115,04,82,30,3,105,93,,8,,,,,,J,1,,1,1,3,1,0,0.0,0,,0,0,,1997-04-14,0.074
97LA00042,97,A0920,04,82,25,A2074,04,3.0,30,30,2,0,n,C,0414,104,9,4,3,7.5,1,1,A4116,04,82,30,,0,,,,,HAIRY,,,,J,2,,0,0,0,1,1,1.0,71,1,49,177,1,1997-04-14,0.074
97LA00043,97,A0920,04,82,25,A2074,04,3.0,30,30,2,0,n,C,0414,104,9,4,1,7.7,1,1,A4117,04,82,30,,0,,,,,,,,,J,3,,0,0,0,1,1,1.0,88,1,62,177,1,1997-04-14,0.074
97LA00044,97,A0929,04,81,ai0, 0050,00,3.0,30,70,2,0,y,F,0416,106,9,3,3,7.8,1,1,A4257,04,00,71,,0,,,,,,,,,J,1,,1,1,3,1,1,1.0,80,1,55,177,1,1997-04-16,0.0
97LA00045,97,A0929,04,81,ai0, 0050,00,3.0,30,70,2,0,y,F,0416,106,9,3,2,8.5,1,1,A4258,04,00,71,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,77,1,52,177,1,1997-04-16,0.0
97LA00046,97,A0929,04,81,ai0, 0050,00,3.0,30,70,2,0,y,F,0416,106,9,3,1,3.5,1,1,,,00,71,1,0,,,,,BLOB,,,,J,3,,0,0,0,0,0,0.0,0,,0,0,,1997-04-16,0.0
97LA00047,97,A0956,04,ch,ai2,S2079,10,3.0,30,07,2,2,n,h,0420,110,5,3,1,12.0,1,1,Z4237,81,ch,31,,0,,,,,,,,,Y,1,,1,1,1,1,1,1.0,92,1,60,178,4,1997-04-20,0.0
97LA00048,97,A0961,04,ch,ai2,S1497,10,3.0,31,07,2,2,n,c,0416,106,8,4,1,12.5,1,1,Z4082,81,ch,00,,0,,,,CANCER EYE,,,,,J,1,,1,1,2,1,1,1.0,83,1,61,178,4,1997-04-16,0.009
97LA00049,97,A0961,04,ch,ai2,S1497,10,3.0,31,07,2,2,n,c,0416,106,8,4,1,11.1,1,1,Z4083,81,ch,00,7,178,97,,,,,,,,J,2,,0,0,0,1,0,0.0,0,,0,0,2,1997-04-16,0.009
97LA00050,97,A0966,04,ch,ai2,S1497,10,3.0,31,07,2,2,n,c,0414,104,4,0,,0.0,,,,,ch,00,1,0,,,,"DEAD,CLA,OPP?",,,,,Y,1,,1,1,2,0,0,0.0,0,,0,0,,1997-04-14,0.0
97LA00051,97,A0966,04,ch,ai2,S1497,10,3.0,31,07,2,2,n,c,0414,104,4,0,,0.0,,,,,ch,00,1,0,,,,,,,,,Y,2,,0,0,0,0,0,0.0,0,,0,0,,1997-04-14,0.0
97LA00052,97,A0975,04,81,02,A2096,04,3.0,30,30,2,0,n,M,0414,104,8,3,2,10.0,1,1,A4133,04,81,30,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,75,1,53,177,1,1997-04-14,0.058
97LA00053,97,A0975,04,81,02,A2096,04,3.0,30,30,2,0,n,M,0414,104,8,3,2,10.2,1,1,A4134,04,81,30,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,82,1,52,177,1,1997-04-14,0.058
97LA00054,97,A0986,04,82,27,A2085,04,3.0,30,30,2,0,n,C,0416,106,9,3,3,8.9,1,1,A4246,04,82,30,3,106,93,,8,,,,,,Y,1,,1,1,3,1,0,0.0,0,,0,0,,1997-04-16,0.069
97LA00055,97,A0986,04,82,27,A2085,04,3.0,30,30,2,0,n,C,0416,106,9,3,1,10.6,1,1,A4247,04,82,30,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,91,1,64,178,2,1997-04-16,0.069
97LA00056,97,A0986,04,82,27,A2085,04,3.0,30,30,2,0,n,C,0416,106,9,3,1,9.1,1,1,A4248,04,82,30,,0,,,,,,,,,Y,3,,0,0,0,1,1,1.0,79,1,56,178,2,1997-04-16,0.069
97LA00057,97,A0990,04,ch,ai2,S1878,10,3.0,31,42,2,2,n,c,0420,110,5,4,2,12.8,1,1,Z4206,81,ch,00,,0,,,,,4TEATS,,,,J,1,,1,1,1,1,1,1.0,82,1,61,178,4,1997-04-20,0.009
97LA00058,97,A1000,04,ch,ai2,S1878,10,3.0,31,42,2,2,n,c,0419,109,8,4,2,8.8,1,1,Z4191,81,ch,00,,0,,,,,ENTR,,,,G,1,,1,1,2,1,1,1.0,60,1,36,178,4,1997-04-19,0.009
97LA00059,97,A1000,04,ch,ai2,S1878,10,3.0,31,42,2,2,n,c,0419,109,8,4,1,11.5,1,1,Z4192,81,ch,00,,0,,,,,,,,,G,2,,0,0,0,1,1,1.0,97,1,61,178,4,1997-04-19,0.009
97LA00060,97,A1014,04,81,03,A2146,04,3.0,30,30,2,0,n,M,0420,110,8,3,2,10.2,1,1,A4458,04,81,30,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,84,1,58,177,1,1997-04-20,0.07
97LA00061,97,A1014,04,81,03,A2146,04,3.0,30,30,2,0,n,M,0420,110,8,3,2,11.2,1,1,A4459,04,81,30,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,81,1,59,177,1,1997-04-20,0.07
97LA00062,97,A1026,04,82,28,A1999,04,3.0,30,30,2,0,n,C,0418,108,8,3,1,8.7,1,1,A4361,04,82,30,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,71,1,44,178,2,1997-04-18,0.058
97LA00063,97,A1026,04,82,28,A1999,04,3.0,30,30,2,0,n,C,0418,108,8,3,2,8.8,1,1,A4362,04,82,30,,0,,,,,FX.RIBS,,,,J,2,,0,0,0,1,1,1.0,75,1,50,178,2,1997-04-18,0.058
97LA00064,97,A1073,04,81,01,A1994,04,3.0,30,30,2,0,n,M,0417,107,8,3,1,10.0,1,1,A4314,04,81,30,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,87,1,55,178,2,1997-04-17,0.079
97LA00065,97,A1073,04,81,01,A1994,04,3.0,30,30,2,0,n,M,0417,107,8,3,1,10.8,1,1,A4315,04,81,30,,0,,,,,NICE,,,,J,2,,0,0,0,1,1,1.0,87,1,66,178,2,1997-04-17,0.079
97LA00066,97,A1074,04,81,ai0, 0283,00,3.0,30,70,2,0,y,F,0417,107,9,3,3,10.2,1,1,A4300,04,00,71,7,220,97,,,,,,,,J,1,,1,1,3,1,1,1.0,83,1,58,178,2,1997-04-17,0.0
97LA00067,97,A1074,04,81,ai0, 0283,00,3.0,30,70,2,0,y,F,0417,107,9,3,2,11.2,1,1,A4301,04,00,71,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,87,1,61,178,2,1997-04-17,0.0
97LA00068,97,A1074,04,81,ai0, 0283,00,3.0,30,70,2,0,y,F,0417,107,9,3,3,8.2,1,1,A4302,04,00,71,,0,,S749110,-,,,,,,J,3,,0,0,0,1,1,0.5,85,0,55,178,2,1997-04-17,0.0
97LA00069,97,A1078,04,ch,ai2,S1878,10,3.0,31,42,2,2,n,c,0421,111,8,4,1,11.6,1,1,Z4267,81,ch,00,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,81,1,51,178,4,1997-04-21,0.009
97LA00070,97,A1078,04,ch,ai2,S1878,10,3.0,31,42,2,2,n,c,0421,111,8,4,1,10.7,1,1,Z4268,81,ch,00,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,73,1,50,178,4,1997-04-21,0.009
97LA00071,97,A1079,04,ch,ai2,A0484,04,3.0,31,30,2,2,n,c,0421,111,5,4,1,12.1,1,1,Z4256,81,ch,34,,0,,,,,,,,,Y,1,,1,1,1,1,1,1.0,112,1,73,178,4,1997-04-21,0.014
97LA00072,97,A1088,04,ch,ai2,S1541,10,3.0,30,07,2,2,n,h,0416,106,8,4,2,10.5,1,1,Z4086,81,ch,31,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,75,1,54,178,4,1997-04-16,0.0
97LA00073,97,A1088,04,ch,ai2,S1541,10,3.0,30,07,2,2,n,h,0416,106,8,4,2,10.0,1,1,Z4087,81,ch,31,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,74,1,54,178,4,1997-04-16,0.0
97LA00074,97,A1089,04,81,01,A1994,04,3.0,30,30,2,0,n,M,0414,104,5,3,1,11.2,1,1,A4157,04,81,30,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,76,1,79,178,2,1997-04-14,0.077
97LA00075,97,A1099,04,ch,ai2,S1390,10,3.0,30,07,2,2,n,h,0419,109,8,3,1,9.8,1,1,Z4200,81,ch,31,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,94,1,57,178,4,1997-04-19,0.0
97LA00076,97,A1099,04,ch,ai2,S1390,10,3.0,30,07,2,2,n,h,0419,109,8,3,1,11.5,1,1,Z4201,81,ch,31,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,84,1,59,178,4,1997-04-19,0.0
97LA00077,97,A1103,04,81,03,A2146,04,3.0,30,30,2,0,n,M,0414,104,8,4,3,13.0,1,1,A4113,04,81,30,,0,,,,,BLK.LEG,,,,J,1,,1,1,2,1,1,1.0,81,1,72,177,1,1997-04-14,0.068
97LA00078,97,A1103,04,81,03,A2146,04,3.0,30,30,2,0,n,M,0414,104,8,4,3,9.4,1,1,A4114,04,81,30,,0,,,,,HAIRY,,,,J,2,,0,0,0,1,1,1.0,104,1,72,177,1,1997-04-14,0.068
97LA00079,97,A1121,04,ch,ai2,S1541,10,3.0,30,07,2,2,n,h,0415,105,8,3,2,9.1,3,1,Z4065,81,ch,31,,0,,,,,BLK.FEET,,,,Y,1,,1,1,2,1,1,1.0,78,1,57,178,4,1997-04-15,0.0
97LA00080,97,A1121,04,ch,ai2,S1541,10,3.0,30,07,2,2,n,h,0415,105,8,3,2,8.0,2,1,Z4066,81,ch,31,,0,,,,,BRN.FEET,,,,Y,2,,0,0,0,1,1,1.0,62,1,44,178,4,1997-04-15,0.0
97LA00081,97,A1125,04,ch,ai2,S1878,10,3.0,31,42,2,2,n,c,0419,109,8,4,2,10.7,1,1,Z4189,81,ch,00,,0,,,,,4TEATS,,,,G,1,,1,1,2,1,1,1.0,90,1,62,178,4,1997-04-19,0.009
97LA00082,97,A1125,04,ch,ai2,S1878,10,3.0,31,42,2,2,n,c,0419,109,8,4,1,11.2,1,1,Z4190,81,ch,00,,0,,,,,,,,,G,2,,0,0,0,1,1,1.0,78,1,58,178,4,1997-04-19,0.009
97LA00083,97,A1129,04,ch,ai2,S1497,10,3.0,31,07,2,2,n,c,0417,107,5,3,1,12.2,1,1,Z4105,81,ch,00,7,178,97,,,,,,,,J,1,,1,1,1,1,0,0.0,0,,0,0,2,1997-04-17,0.009
97LA00084,97,A1131,04,ch,ai2,A0356,04,3.0,31,30,2,2,n,c,0419,109,9,1,2,8.5,1,1,Z4171,81,ch,34,3,110,93,,8,X RUPTURE,,,,,J,1,,1,1,3,1,0,0.0,0,,0,0,,1997-04-19,0.03
97LA00085,97,A1131,04,ch,ai2,A0356,04,3.0,31,30,2,2,n,c,0419,109,9,1,3,7.0,1,1,Z4172,81,ch,34,3,110,93,,8,,,,,,J,2,,0,0,0,1,0,0.0,0,,0,0,,1997-04-19,0.03
97LA00086,97,A1131,04,ch,ai2,A0356,04,3.0,31,30,2,2,n,c,0419,109,9,1,1,8.3,1,1,Z4173,81,ch,34,,0,,,,,,,,,J,3,,0,0,0,1,1,1.0,102,,0,0,H,1997-04-19,0.03
97LA00087,97,A1133,04,ch,ai2,S1878,10,3.0,31,42,2,2,n,c,0419,109,8,4,2,10.5,1,1,Z4203,81,ch,00,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,87,1,57,178,4,1997-04-19,0.009
97LA00088,97,A1133,04,ch,ai2,S1878,10,3.0,31,42,2,2,n,c,0419,109,8,4,2,8.0,1,1,,,ch,00,6,109,46,,,,,,,,J,2,,0,0,0,1,0,0.0,0,,0,0,,1997-04-19,0.009
97LA00089,97,A1134,04,ch,ai2,A0484,04,3.0,31,30,2,2,n,c,0417,107,9,3,1,7.9,1,1,Z4117,81,ch,34,,0,,,,,,,,,J,1,,1,1,3,1,1,1.0,52,1,41,178,4,1997-04-17,0.014
97LA00090,97,A1134,04,ch,ai2,A0484,04,3.0,31,30,2,2,n,c,0417,107,9,3,3,7.3,1,1,Z4118,81,ch,34,3,108,93,,8,,,,,,J,2,,0,0,0,1,0,0.0,0,,0,0,,1997-04-17,0.014
97LA00091,97,A1134,04,ch,ai2,A0484,04,3.0,31,30,2,2,n,c,0417,107,9,3,1,9.2,1,1,Z4119,81,ch,34,,0,,,,,,,,,J,3,,0,0,0,1,1,1.0,94,1,64,178,4,1997-04-17,0.014
97LA00092,97,A1151,04,81,ai0, 0214,00,3.0,30,70,2,0,y,F,0413,103,9,4,2,8.2,1,1,A4087,04,00,71,6,103,29,,,,SEVERE BOWLEG,,,,J,1,,1,1,3,1,0,0.0,0,,0,0,,1997-04-13,0.0
97LA00093,97,A1151,04,81,ai0, 0214,00,3.0,30,70,2,0,y,F,0413,103,9,4,3,8.7,1,1,A4088,04,00,71,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,75,1,60,177,1,1997-04-13,0.0
97LA00094,97,A1151,04,81,ai0, 0214,00,3.0,30,70,2,0,y,F,0413,103,9,4,2,9.0,1,1,A4089,04,00,71,6,182,01,,,,,,,,J,3,,0,0,0,1,1,1.0,78,1,58,177,1,1997-04-13,0.0
97LA00095,97,A1169,04,ch,ai2,S0423,10,3.0,31,07,2,2,n,c,0418,108,8,4,2,8.2,1,1,Z4148,81,ch,00,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,69,1,48,178,4,1997-04-18,0.005
97LA00096,97,A1169,04,ch,ai2,S0423,10,3.0,31,07,2,2,n,c,0418,108,8,4,1,11.5,1,1,Z4149,81,ch,00,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,82,1,58,178,4,1997-04-18,0.005
97LA00097,97,A1220,04,ch,ai2,A0356,04,3.0,31,30,2,2,n,h,0421,111,5,4,1,12.5,1,1,Z4270,81,ch,34,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,99,1,64,178,4,1997-04-21,0.021
97LA00098,97,A1228,04,ch,ai2,S2915,10,3.0,30,07,2,2,n,h,0418,108,5,3,1,11.0,1,1,Z4124,81,ch,31,,0,,A433404,+,,,,,,J,1,,1,1,1,1,1,1.5,101,1,63,178,4,1997-04-18,0.0
97LA00099,97,A1229,04,ch,ai2,S1541,10,3.0,30,07,2,2,n,h,0420,110,5,3,2,11.8,1,1,Z4211,81,ch,31,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,88,1,62,178,4,1997-04-20,0.0
97LA00100,97,A1234,04,81,ai0, 0283,00,3.0,30,70,2,0,y,F,0414,104,5,3,2,14.1,1,1,A4167,04,00,71,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,105,1,77,177,1,1997-04-14,0.0
97LA00101,97,A1236,04,ch,ai2,S1390,10,3.0,30,07,2,2,n,h,0417,107,8,5,1,12.6,1,1,Z4115,81,ch,31,,0,,,,,PEN MIXUP4/25,,,,J,1,,1,1,2,1,1,1.0,67,1,47,178,4,1997-04-17,0.0
97LA00102,97,A1236,04,ch,ai2,S1390,10,3.0,30,07,2,2,n,h,0417,107,8,5,2,10.9,1,1,Z4116,81,ch,31,,0,,,,,4TEATS,,,,J,2,,0,0,0,1,1,1.0,88,1,66,178,4,1997-04-17,0.0
97LA00103,97,A1240,04,ch,ai2,S1541,10,3.0,30,07,2,2,n,h,0416,106,5,4,1,10.2,1,1,Z4095,81,ch,31,,0,,A427404,+,,,,,,J,1,,1,1,1,1,1,1.5,95,1,60,178,4,1997-04-16,0.0
97LA00104,97,A1242,04,ch,ai2,S1497,10,3.0,31,07,2,2,n,c,0417,107,8,3,2,11.0,1,1,Z4111,81,ch,00,7,178,97,,,,,,,,G,1,,1,1,2,1,0,0.0,0,,0,0,2,1997-04-17,0.009
97LA00105,97,A1242,04,ch,ai2,S1497,10,3.0,31,07,2,2,n,c,0417,107,8,3,1,9.4,1,1,Z4112,81,ch,00,,0,,,,,,,,,G,2,,0,0,0,1,1,1.0,89,1,59,178,4,1997-04-17,0.009
97LA00106,97,A1267,04,82,23,A2117,04,3.0,30,30,2,0,n,C,0419,109,8,3,1,10.0,1,1,A4414,04,82,30,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,85,1,58,177,1,1997-04-19,0.058
97LA00107,97,A1267,04,82,23,A2117,04,3.0,30,30,2,0,n,C,0419,109,8,3,2,8.7,1,1,A4415,04,82,30,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,84,1,54,177,1,1997-04-19,0.058
97LA00108,97,A1280,04,ch,ai2,S1390,10,3.0,30,07,2,2,n,h,0417,107,5,3,2,9.5,1,1,Z4114,81,ch,31,,0,,,,FAT,HAIRY,,,,Y,1,,1,1,1,1,1,1.0,96,1,71,178,4,1997-04-17,0.0
97LA00109,97,A1294,04,ch,ai2,A0356,04,3.0,31,30,2,2,n,h,0419,109,9,3,2,8.9,1,1,Z4157,81,ch,34,,0,,,,,,,,,J,1,,1,1,3,1,1,1.0,74,1,47,178,4,1997-04-19,0.013
97LA00110,97,A1294,04,ch,ai2,A0356,04,3.0,31,30,2,2,n,h,0419,109,9,3,2,7.2,1,1,Z4158,81,ch,34,3,110,93,,8,,,,,,J,2,,0,0,0,1,0,0.0,0,,0,0,,1997-04-19,0.013
