ID10,NOTE,YR,DAY,UID,NOTEID
2009054968,BLDYMLKLSD  RPL,10,74,10LA00159,NOTEE10LA00159
2009055248,S R SIDE ONLY,10,80,10LA00611,NOTEE10LA00611
2009054715,NO MILK,10,81,10LA00690,NOTEE10LA00690
2009054891,LOW MILK,10,83,10LA00873,NOTEE10LA00873
2009054886,TAILCHEWER,10,83,10LA00889,NOTEE10LA00889
2009054841,POOR MOM,10,86,10LA01165,NOTEE10LA01165
2009054639,LOW MILK,10,86,10LA01170,NOTEE10LA01170
2009055038,SLSMORE,10,86,10LA01189,NOTEE10LA01189
2009054614,SRSMORE,10,87,10LA01218,NOTEE10LA01218
2008053898,SRSMORE,10,87,10LA01256,NOTEE10LA01256
2009054925,PINK FACE,10,87,10LA01258,NOTEE10LA01258
2006052787,SRSSLMORE,10,87,10LA01263,NOTEE10LA01263
2005051397,EUTH ARRTHMIA,10,88,10LA01323,NOTEE10LA01323
2005051397,MM OKED,10,88,10LA01324,NOTEE10LA01324
2007053418,SLSMOREWRTYTTS,10,88,10LA01341,NOTEE10LA01341
2007053538,THIN,10,88,10LA01346,NOTEE10LA01346
2007053110,V PROLAPSE,10,86,10LA01367,NOTEE10LA01367
2008054368,TAIL CHEWER,10,88,10LA01405,NOTEE10LA01405
2008054500,SLSMORE,10,89,10LA01447,NOTEE10LA01447
2005051451,SRSMORELOWMLKLS,10,89,10LA01460,NOTEE10LA01460
2008053910,CHUNKY MILK,10,89,10LA01483,NOTEE10LA01483
2008053910,MASTITIS R SIDE,10,89,10LA01484,NOTEE10LA01484
2005051431,SRSSLMORE,10,89,10LA01507,NOTEE10LA01507
2007053715,L EYE GROSS,10,90,10LA01556,NOTEE10LA01556
2007053526,SRSMORE,10,90,10LA01576,NOTEE10LA01576
2007053604,SRSMORE,10,90,10LA01591,NOTEE10LA01591
2007053284,LTEATLG,10,90,10LA01596,NOTEE10LA01596
2008053862,SRSMORE,10,90,10LA01602,NOTEE10LA01602
2008053924,LT,10,90,10LA01604,NOTEE10LA01604
2005051547,ONELIVE/DEAD?,10,90,10LA01755,NOTEE10LA01755
2008053752,WARTTEAT,10,90,10LA01627,NOTEE10LA01627
2003050419,FIBERBAG,10,90,10LA01632,NOTEE10LA01632
2002049545,DEAD,10,91,10LA01691,NOTEE10LA01691
2005051724,START.FIB.BAG,10,91,10LA01760,NOTEE10LA01760
2009055241,R PL,10,91,10LA01797,NOTEE10LA01797
2009055241,WOOLY FACE,10,91,10LA01798,NOTEE10LA01798
2004051269,LUMPRT.SD,10,91,10LA01799,NOTEE10LA01799
2007053123,BAD.RT.SD,10,91,10LA01811,NOTEE10LA01811
2008054208,BAD.LF.SD,10,91,10LA01813,NOTEE10LA01813
2004051177,BAD.RT.SD,10,92,10LA01831,NOTEE10LA01831
2002049511,LOW MILK,10,92,10LA01844,NOTEE10LA01844
2005051608,HARD.BAG,10,92,10LA01904,NOTEE10LA01904
2006052758,THIN,10,92,10LA01932,NOTEE10LA01932
2006052349,VERYTHIN.SNOTNO,10,92,10LA01966,NOTEE10LA01966
2007053395,S1S,10,92,10LA01973,NOTEE10LA01973
2008054248,BAGSLFIBROUS,10,93,10LA02099,NOTEE10LA02099
2007053493,SRSMORE,10,93,10LA02106,NOTEE10LA02106
2008054560,SLSSLMORE,10,93,10LA02111,NOTEE10LA02111
2009054655,SRSMORE,10,93,10LA02114,NOTEE10LA02114
2005051627,SRSMORE,10,94,10LA02187,NOTEE10LA02187
2006052379,SRSMORE,10,94,10LA02198,NOTEE10LA02198
2007052972,HOTDOGTITS,10,94,10LA02218,NOTEE10LA02218
2005051571,SRSMORE,10,94,10LA02248,NOTEE10LA02248
2007053420,BAG FIRM,10,94,10LA02250,NOTEE10LA02250
2007053479,RTEATMAMMOTH,10,94,10LA02255,NOTEE10LA02255
2008054257,SLSMORE,10,94,10LA02267,NOTEE10LA02267
2006052439,SRSMORELTEATVLG,10,94,10LA02302,NOTEE10LA02302
2006052638,SLSMORE,10,95,10LA02326,NOTEE10LA02326
2008054429,SRSMORE,10,95,10LA02348,NOTEE10LA02348
2005051696,FIBROUS BAG,10,95,10LA02357,NOTEE10LA02357
2004050951,FIBROUS BAG,10,95,10LA02365,NOTEE10LA02365
2005051515,WARTYTEATS,10,95,10LA02384,NOTEE10LA02384
2004051240,SRSMORE,10,95,10LA02386,NOTEE10LA02386
2007053242,WARTYTEATS,10,95,10LA02393,NOTEE10LA02393
2005051857,HARDRIGHTSIDE,10,95,10LA02401,NOTEE10LA02401
2006052522,SRSMORE,10,95,10LA02415,NOTEE10LA02415
2007053490,SRSMORE,10,95,10LA02418,NOTEE10LA02418
2008054122,2@ONCE,10,95,10LA02424,NOTEE10LA02424
2007053023,VLT,10,95,10LA02433,NOTEE10LA02433
2008054166,SRSMORELSSWOLLN,10,95,10LA02439,NOTEE10LA02439
2009055004,SRSMORE,10,95,10LA02445,NOTEE10LA02445
2009055399,SLSMORETAILCHEW,10,95,10LA02456,NOTEE10LA02456
2009055408,SRSMORE,10,96,10LA02464,NOTEE10LA02464
2007053404,LT,10,96,10LA02502,NOTEE10LA02502
2004051134,SHOULDER&LIP,10,96,10LA02526,NOTEE10LA02526
2004051134,CUT,10,96,10LA02527,NOTEE10LA02527
2004051231,FIBROUS BAG,10,96,10LA02539,NOTEE10LA02539
2005051732,LSIDEHARD,10,96,10LA02559,NOTEE10LA02559
2007053483,SRSMORE,10,96,10LA02578,NOTEE10LA02578
2007053027,SWING BAG,10,97,10LA02636,NOTEE10LA02636
2006052838,FIBROUSBAG,10,97,10LA02667,NOTEE10LA02667
2004051044,2@ONCE,10,97,10LA02690,NOTEE10LA02690
2007053233,THIN,10,97,10LA02711,NOTEE10LA02711
2006052217,1LT,10,97,10LA02720,NOTEE10LA02720
2007053514,RED DOT,10,97,10LA02766,NOTEE10LA02766
2004051123,LT,10,97,10LA02778,NOTEE10LA02778
2007053249,SPT ON R EYE,10,98,10LA02850,NOTEE10LA02850
2006052230,HOTDOG TEAT,10,98,10LA02920,NOTEE10LA02920
2007052965,VLT,10,98,10LA02940,NOTEE10LA02940
2007053080,LT,10,99,10LA02953,NOTEE10LA02953
2004050960,1 TEAT,10,98,10LA02969,NOTEE10LA02969
2005051520,2.3.4LAMBSBREEC,10,99,10LA03035,NOTEE10LA03035
2005051520,LT,10,99,10LA03036,NOTEE10LA03036
2008054433,CUT SHOULDER,10,99,10LA03042,NOTEE10LA03042
2007053211,LT,10,100,10LA03152,NOTEE10LA03152
2007053211,LUMPY JAW CULL,10,100,10LA03153,NOTEE10LA03153
2007053260,SRSSLMOREWRTYTI,10,100,10LA03185,NOTEE10LA03185
2007053673,WARTYTEATS,10,100,10LA03191,NOTEE10LA03191
2007053727,FIBROUS BAG,10,100,10LA03199,NOTEE10LA03199
2007053329,FIBROUSBAGWARTY,10,100,10LA03201,NOTEE10LA03201
2008054522,WATCH BAG?,10,100,10LA03203,NOTEE10LA03203
2007053350,LT,10,101,10LA03265,NOTEE10LA03265
2005051517,SRSSLMORE,10,101,10LA03273,NOTEE10LA03273
2003050653,TAILCHEWER,10,101,10LA03276,NOTEE10LA03276
2007053002,SRSMORE,10,101,10LA03289,NOTEE10LA03289
2007053348,SRSMORE,10,101,10LA03298,NOTEE10LA03298
2009055076,U PROLAPSE,10,101,10LA03304,NOTEE10LA03304
2005051684,STUPID,10,101,10LA03332,NOTEE10LA03332
