ID10,YR,DAY,NOTE,NOTEID
2012057656,13,69,H2O-YMILK.COUGH,ENOTE13LA00037
2012057497,13,72,DRY,ENOTE13LA00106
2008053905,13,80,BLOODY.SNOT,ENOTE13LA00685
2010056349,13,80,ADENOCARCENOMA,ENOTE13LA00704
2012057623,13,80,SM.UDDER,ENOTE13LA00724
2009055102,13,80,SLSSLMORESNOTTY,ENOTE13LA00738
2007053638,13,80,R.METACARPAL.FX,ENOTE13LA00741
2009055140,13,80,PINKMILKNOMETAL,ENOTE13LA00749
2011057399,13,81,SRS.MORE,ENOTE13LA00851
2012057537,13,81,RSIDE CHUNKY,ENOTE13LA00862
2007053491,13,82,SNOT NOSE,ENOTE13LA00917
2011056755,13,82,SLS.MORE,ENOTE13LA00921
2011057182,13,82,SRS.MORE,ENOTE13LA00960
2012057848,13,82,SNOT NOSE,ENOTE13LA00970
2010055866,13,83,SNOTTY.LSMORE,ENOTE13LA01092
2005051525,13,83,RUPTURED,ENOTE13LA01099
2011056886,13,83,SNOT NOSE,ENOTE13LA01104
2005051822,13,83,SNOT NOSE,ENOTE13LA01128
2010056150,13,83,VERYWARTYTEATS,ENOTE13LA01181
2008054257,13,83,SNOTTY.NOSE,ENOTE13LA01182
2012057500,13,84,SNOTNOSENEEDTAG,ENOTE13LA01270
2009054936,13,84,LTS,ENOTE13LA01304
2009054936,13,84,LAMB SCOURS,ENOTE13LA01306
2008054166,13,85,WARTS,ENOTE13LA01379
2009055484,13,85,SRS.MORE,ENOTE13LA01384
2010055665,13,85,LSIDE BLANK,ENOTE13LA01397
2011057256,13,85,UGLY,ENOTE13LA01416
2012057895,13,86,BROKEN TAIL,ENOTE13LA01533
2007053571,13,86,FEVER,ENOTE13LA01569
2008054110,13,87,U PROLAPSE,ENOTE13LA01721
2012057850,13,87,VERY SM.UDDER,ENOTE13LA01754
2010056419,13,87,CHUNKS.L.SIDE,ENOTE13LA01811
2010055793,13,87,WARTS.UGLY,ENOTE13LA01835
2011057061,13,88,RUPTURED,ENOTE13LA01956
2011057061,13,88,LOST H8147,ENOTE13LA01957
2007053266,13,88,SRS.MORE,ENOTE13LA01961
2010055730,13,88,SRS.MORE,ENOTE13LA01974
2010055842,13,88,WARTS,ENOTE13LA02001
